,FAM134A (79137)
ACH-000004,0.00635111651374
ACH-000007,-0.117366563941
ACH-000009,-0.147589447151
ACH-000011,0.0242614612904
ACH-000012,0.015738347875999998
ACH-000013,0.0061673426985
ACH-000014,0.0017206767377699998
ACH-000015,0.0339827603731
ACH-000017,-0.00960918562251
ACH-000018,0.00835442923438
ACH-000019,-0.044254970657
ACH-000021,0.045611243486400006
ACH-000022,-0.139913619097
ACH-000025,-0.0759857270088
ACH-000028,-0.00439762458164
ACH-000030,-0.0760544706317
ACH-000035,0.0621352488476
ACH-000036,0.0650569327133
ACH-000037,-0.171059375134
ACH-000039,-0.0644645414144
ACH-000040,-0.0988010907306
ACH-000041,-0.0844230107333
ACH-000042,0.0774446670385
ACH-000045,0.04625481375030001
ACH-000047,-0.0870465867774
ACH-000052,0.0772345664899
ACH-000053,0.027522906046599998
ACH-000054,0.0568457575012
ACH-000055,0.110030394893
ACH-000060,-0.0231639143854
ACH-000067,-0.019581376616299998
ACH-000070,0.0267642887129
ACH-000075,-0.18504522040100002
ACH-000078,-0.17455386124299999
ACH-000082,-0.123718639514
ACH-000085,-0.041488935779
ACH-000086,0.0834848137355
ACH-000087,-0.0182070549173
ACH-000092,-0.0666227215012
ACH-000095,-0.0928812088892
ACH-000097,-0.06964611673729999
ACH-000098,-0.13795162983200002
ACH-000099,0.005330541100819999
ACH-000108,-0.0226355584164
ACH-000113,-0.018125363719
ACH-000115,-0.07894138388710001
ACH-000116,-0.0320281291016
ACH-000118,0.056430716896900004
ACH-000120,0.067976914764
ACH-000123,0.05283095903749999
ACH-000127,0.028783128549700002
ACH-000128,0.034432472590699995
ACH-000132,-0.00738313224238
ACH-000133,-0.072366568154
ACH-000137,-0.11326536302000001
ACH-000138,-0.105586770574
ACH-000142,0.0116676576387
ACH-000143,-0.104868373872
ACH-000146,0.0198267129032
ACH-000148,0.009597258170540001
ACH-000150,-0.0239898639106
ACH-000152,0.0327549368587
ACH-000153,0.0517844188126
ACH-000159,-0.0794781808457
ACH-000160,0.09526876366969998
ACH-000163,-0.046858380242
ACH-000167,-0.11541824079099999
ACH-000168,0.026456848062
ACH-000169,0.11250556617999999
ACH-000178,0.09243044107830001
ACH-000182,-0.0420311953151
ACH-000183,0.0374933426749
ACH-000188,-0.0134249359339
ACH-000189,0.244070503368
ACH-000190,0.0195227206913
ACH-000198,-0.126325973171
ACH-000204,0.039444629568199996
ACH-000206,0.0926490954445
ACH-000207,0.0450349256711
ACH-000211,-0.000747506989255
ACH-000215,-0.027311297491999998
ACH-000221,-0.166836824443
ACH-000222,-0.0414470780009
ACH-000223,-0.00548822587573
ACH-000226,-0.0631848715327
ACH-000227,-0.188863235181
ACH-000228,-0.10694928351399999
ACH-000231,-0.07281965824219999
ACH-000232,0.0679394432131
ACH-000233,0.00950204654045
ACH-000234,-0.0601397561975
ACH-000235,-0.12432756992
ACH-000237,0.0580723228019
ACH-000238,-0.019642908293700002
ACH-000243,0.036255670067099996
ACH-000244,0.246391711716
ACH-000246,0.0982217191325
ACH-000248,0.059724383068
ACH-000250,-0.107407707401
ACH-000251,0.18035964440000002
ACH-000253,-0.114539278994
ACH-000255,-0.160383325168
ACH-000256,-0.08153982301900001
ACH-000257,0.036639642593
ACH-000258,-0.15180658959499999
ACH-000259,-0.10441583747000001
ACH-000260,-0.0007352345472410001
ACH-000261,-0.10080542332800001
ACH-000262,0.126949025406
ACH-000263,-0.0100340401106
ACH-000264,-0.0676598801082
ACH-000265,0.023866096977599997
ACH-000266,-0.0377838842647
ACH-000272,-0.152050029792
ACH-000273,-0.10569855873199999
ACH-000274,0.0384895863287
ACH-000277,-0.050568777750199995
ACH-000278,0.09796088981149999
ACH-000279,-0.133489416434
ACH-000280,0.028133236315099997
ACH-000281,0.125858932681
ACH-000288,-0.0763677055253
ACH-000291,-0.0440139494189
ACH-000293,-0.09813436929080001
ACH-000294,0.125213956334
