,PILRB (29990)
ACH-000004,-0.100624676514
ACH-000007,-0.17936578511100001
ACH-000009,-0.143775547773
ACH-000011,-0.0873393382165
ACH-000012,-0.184480467837
ACH-000013,0.0439642719443
ACH-000014,-0.13922446916300002
ACH-000015,0.00875154655166
ACH-000017,-0.10286354334100001
ACH-000018,-0.197969877449
ACH-000019,-0.009732547659799999
ACH-000021,-0.294426780224
ACH-000022,-0.0567634631645
ACH-000025,-0.089717076348
ACH-000028,-0.23360492645199998
ACH-000030,0.0529796038908
ACH-000035,-0.0355396035593
ACH-000036,-0.214974244865
ACH-000037,-0.157640513667
ACH-000039,-0.316522971554
ACH-000040,0.0328189825476
ACH-000041,0.016490277334
ACH-000042,0.09479089973610001
ACH-000045,-0.0825990722076
ACH-000047,-0.263618869544
ACH-000052,-0.218669234198
ACH-000053,-0.088035325268
ACH-000054,0.0170408100953
ACH-000055,-0.29176514752300003
ACH-000060,0.136481926849
ACH-000067,-0.0507886971467
ACH-000070,-0.0578599004793
ACH-000075,-0.18331678383299999
ACH-000078,-0.111408866752
ACH-000082,-0.0250385250296
ACH-000085,-0.051108893943099996
ACH-000086,0.0301778030321
ACH-000087,0.135561496785
ACH-000092,-0.0759873045743
ACH-000095,-0.327806940188
ACH-000097,-0.22501166568599998
ACH-000098,-0.04298836691459999
ACH-000099,-0.229561647414
ACH-000108,-0.11293353568600001
ACH-000113,-0.0902615976367
ACH-000115,-0.113693319216
ACH-000116,-0.200236628997
ACH-000118,-0.0047525559724300006
ACH-000120,-0.178137100126
ACH-000123,0.0265307114248
ACH-000127,-0.0761920600296
ACH-000128,0.10114919691
ACH-000132,-0.214695094727
ACH-000133,-0.155652983594
ACH-000137,-0.208087871712
ACH-000138,-0.107870146032
ACH-000142,-0.241132340063
ACH-000143,-0.143017424826
ACH-000146,-0.0910697955112
ACH-000148,-0.135636279737
ACH-000150,-0.0379568679645
ACH-000152,-0.183728938563
ACH-000153,0.269852950114
ACH-000159,-0.390443114762
ACH-000160,-0.0406235123311
ACH-000163,-0.17575928695300003
ACH-000167,-0.359652903976
ACH-000168,0.0118552757733
ACH-000169,0.0330271171302
ACH-000178,-0.06460942116190001
ACH-000182,-0.09859465807389999
ACH-000183,0.157063755162
ACH-000188,-0.201247199103
ACH-000189,-0.186181266615
ACH-000190,-0.09381103546189999
ACH-000198,-0.0568147352964
ACH-000204,0.12424720411800001
ACH-000206,0.0960771997143
ACH-000207,0.207047281393
ACH-000211,-0.125541680542
ACH-000215,0.0113469996441
ACH-000221,-0.544414729523
ACH-000222,-0.012823023329999999
ACH-000223,-0.00965981502474
ACH-000226,-0.157680836798
ACH-000227,-0.0170365152955
ACH-000228,0.00863620831223
ACH-000231,-0.056527362494
ACH-000232,-0.0323560697063
ACH-000233,-0.168893753301
ACH-000234,-0.0617575696065
ACH-000235,-0.0907107812273
ACH-000237,-0.29723251937600004
ACH-000238,-0.236920822225
ACH-000243,-0.194031354908
ACH-000244,-0.806693493287
ACH-000246,-0.30807179862100004
ACH-000248,-0.184859448792
ACH-000250,-0.222976393521
ACH-000251,-0.01749098916
ACH-000253,-0.040596112274
ACH-000255,-0.07208518980989999
ACH-000256,-0.0266595908483
ACH-000257,0.0397812445495
ACH-000258,-0.289596348185
ACH-000259,-0.107920774822
ACH-000260,-0.0878204462269
ACH-000261,-0.108597341313
ACH-000262,-0.348918205075
ACH-000263,0.115171614144
ACH-000264,-0.10508723166400001
ACH-000265,0.0708499383297
ACH-000266,-0.0891315185983
ACH-000272,-0.0933864066498
ACH-000273,-0.09157971685550001
ACH-000274,-0.24469576745700003
ACH-000277,-0.082016862477
ACH-000278,-0.254038557471
ACH-000279,-0.20084882663800002
ACH-000280,0.00039583907362800006
ACH-000281,0.10261170332800001
ACH-000288,-0.037876695634800006
ACH-000291,-0.07052277524089999
ACH-000293,-0.513742365903
ACH-000294,0.17211614602699998
ACH-000295,-0.177708274808
ACH-000296,-0.009426907671780001
ACH-000302,-0.0645145945886
ACH-000304,-0.269021591004
ACH-000307,-0.011795215463
ACH-000308,-0.116556901174
ACH-000310,0.04691698149069999
ACH-000311,-0.025740311376299996
ACH-000312,0.00445579583109
ACH-000315,-0.148509752407
ACH-000316,-0.265997642991
ACH-000317,-0.239992934586
ACH-000318,-0.150254460055
ACH-000319,-0.09891462181019998
ACH-000320,0.0251496543973
ACH-000322,-0.0886391240109
ACH-000323,-0.0144651523419
ACH-000324,-0.304721093865
ACH-000329,-0.07796544845060001
ACH-000330,0.0809876637847
ACH-000331,-0.0262046644719
ACH-000332,-0.164733789927
ACH-000334,-0.5216119131570001
ACH-000335,-0.148575596205
ACH-000336,0.200307212663
ACH-000337,0.136964860975
ACH-000339,-0.169846265186
ACH-000341,0.18974326932799998
ACH-000348,-0.14678021073
ACH-000350,-0.07825865317410001
ACH-000352,-0.016310147844499998
ACH-000356,-0.0847520864323
ACH-000361,-0.218814000589
ACH-000362,-0.195727176202
ACH-000363,-0.030367865729099996
ACH-000364,-0.185646143829
ACH-000365,-0.0783751595527
ACH-000366,-0.123378466713
ACH-000368,-0.181061426154
ACH-000374,-0.162663632249
ACH-000375,0.0519759635999
ACH-000376,-0.220705904615
ACH-000381,-0.288004668604
ACH-000383,-0.147151362511
ACH-000387,-0.297105970286
ACH-000389,0.0762506909182
ACH-000390,-0.168289332325
ACH-000393,-0.006985081553119999
ACH-000395,-0.143570843017
ACH-000397,-0.15819155494599998
ACH-000401,-0.130568494
ACH-000402,-0.438995330817
ACH-000403,-0.16543559210300002
ACH-000404,-0.0281782870303
ACH-000406,-0.0589843042382
ACH-000407,-0.102833868018
ACH-000408,-0.201460591256
ACH-000410,-0.0214460925948
ACH-000411,-0.272740680247
ACH-000414,-0.0478130483043
ACH-000415,-0.253885518086
ACH-000416,-0.029053730677
ACH-000420,-0.126306785154
ACH-000421,-0.19649781469900002
ACH-000424,-0.0277488854635
ACH-000425,-0.35904782766099996
ACH-000426,-0.0822862104527
ACH-000427,-0.20470791187600001
ACH-000433,-0.218703319256
ACH-000436,-0.228096604015
ACH-000444,-0.225849179963
ACH-000445,0.0178568424481
ACH-000448,-0.0913239866123
ACH-000450,0.151841397681
ACH-000452,-0.134168912754
ACH-000454,-0.116049377014
ACH-000458,-0.0888343439346
ACH-000459,-0.325528056465
ACH-000460,-0.103660932185
ACH-000461,-0.206857712912
ACH-000463,-0.0882927447628
ACH-000464,-0.31772129773200003
ACH-000466,0.192085640144
ACH-000467,-0.170602489119
ACH-000468,-0.11857553399199999
ACH-000469,-0.0893848509024
ACH-000470,0.0984866360107
ACH-000471,-0.0733320341787
ACH-000472,-0.17134558607099998
ACH-000473,0.13420611952
ACH-000475,-0.112591540133
ACH-000476,-0.246640192955
ACH-000477,-0.103054559143
ACH-000480,-0.29572602097399997
ACH-000481,0.0320986519922
ACH-000483,-0.113739341924
ACH-000484,-0.113647304487
ACH-000485,0.0728672764466
ACH-000486,0.09439594863089999
ACH-000487,-0.0879526045737
ACH-000488,-0.0474010857434
ACH-000490,0.0706172974917
ACH-000491,-0.21748924307300002
ACH-000495,-0.380600267573
ACH-000496,0.0918605698533
ACH-000499,0.0618836289424
ACH-000500,-0.180127826889
ACH-000502,-0.161042922345
ACH-000503,-0.163522250957
ACH-000505,-0.035824762975499996
ACH-000507,-0.164682451017
ACH-000510,-0.315196541376
ACH-000511,-0.055274710764800006
ACH-000512,0.240264937674
ACH-000516,-0.22295497095
ACH-000517,-0.100729442463
ACH-000518,-0.102145640857
ACH-000520,-0.164082686541
ACH-000521,-0.0341403747908
ACH-000522,-0.199221073918
ACH-000524,-0.08770950179860001
ACH-000527,-0.18685263862100002
ACH-000528,-0.135602581017
ACH-000537,-0.132970872389
ACH-000541,-0.274729551612
ACH-000542,-0.102029460087
ACH-000544,-0.061511624056000004
ACH-000545,-0.0495526922496
ACH-000547,-0.0107737724468
ACH-000548,0.032094929665
ACH-000549,0.026296067387200004
ACH-000550,-0.20472457832600002
ACH-000552,-0.09779108124839998
ACH-000556,0.050281150881699994
ACH-000557,0.0883608023069
ACH-000570,-0.047409639460699995
ACH-000571,-0.1318977083
ACH-000573,0.0596985208825
ACH-000576,-0.0892105770672
ACH-000580,-0.215668806402
ACH-000584,-0.09863703246910001
ACH-000585,-0.406943964917
ACH-000588,-0.137672184728
ACH-000589,0.0371037011094
ACH-000591,-0.084989220287
ACH-000593,0.0523395440704
ACH-000600,-0.36242142635499996
ACH-000601,-0.0752044391673
ACH-000604,-0.08710023595069999
ACH-000605,0.044036512361699996
ACH-000606,0.0406478457617
ACH-000608,-0.14050774954
ACH-000614,-0.431239392718
ACH-000616,-0.28013291434300003
ACH-000618,-0.174207429678
ACH-000619,-0.25576406786899997
ACH-000620,-0.13585682171900001
ACH-000621,-0.27160704438
ACH-000622,-0.137626977156
ACH-000623,-0.0356252186613
ACH-000624,-0.16139050296399998
ACH-000627,-0.22485722773800002
ACH-000630,-0.112959220362
ACH-000632,-0.0822973177866
ACH-000633,-0.146950406292
ACH-000637,-0.0837199939022
ACH-000638,-0.114617226603
ACH-000646,-0.117758564904
ACH-000647,0.147263894411
ACH-000648,0.037979733143
ACH-000649,-0.118286934824
ACH-000651,0.0013953069391099999
ACH-000652,-0.18521504522799997
ACH-000653,0.0446291463792
ACH-000657,-0.150302453036
ACH-000658,-0.0272688451452
ACH-000661,-0.0569827227108
ACH-000662,-0.44605292496000004
ACH-000663,-0.0330232679471
ACH-000665,-0.0704130379506
ACH-000671,0.0403740579901
ACH-000673,-0.149311207082
ACH-000676,-0.19518083026
ACH-000677,-0.0578241628687
ACH-000681,-0.137197572991
ACH-000682,-0.16957165032000002
ACH-000683,0.0213859604353
ACH-000684,-0.199269412808
ACH-000688,-0.264554691247
ACH-000693,-0.27452226692299997
ACH-000694,-0.12728905086
ACH-000695,-0.10029957702
ACH-000696,-0.148973414156
ACH-000697,-0.0366284355854
ACH-000699,-0.08831911619989999
ACH-000701,-0.158071150358
ACH-000706,0.10522023218
ACH-000711,0.035095654966
ACH-000713,-0.10981383517400001
ACH-000714,-0.129077614272
ACH-000718,-0.151004498204
ACH-000720,-0.0256889542249
ACH-000721,-0.0429833353396
ACH-000724,-0.052039382941500005
ACH-000725,-0.025448870571
ACH-000732,0.069841955692
ACH-000734,-0.268270481842
ACH-000735,-0.17238504122900003
ACH-000736,-0.0100599021572
ACH-000738,-0.0786474524778
ACH-000746,-0.171259754848
ACH-000747,-0.18629555579399998
ACH-000748,0.00554264378649
ACH-000753,-0.182713723107
ACH-000756,0.0434981646577
ACH-000757,0.196259480209
ACH-000758,-0.103161174209
ACH-000760,0.0478384835145
ACH-000763,0.008890267523020001
ACH-000764,-0.160093359712
ACH-000765,0.07870474425910001
ACH-000766,-0.102946049343
ACH-000767,-0.0355039408209
ACH-000768,0.0198733994101
ACH-000769,-0.156848416646
ACH-000770,-0.186224607282
ACH-000771,0.021013260444400002
ACH-000773,-0.07102895462719999
ACH-000776,-0.08861496294739998
ACH-000777,-0.218540809273
ACH-000778,0.0712685516045
ACH-000781,-0.0803872726566
ACH-000782,-0.233437543306
ACH-000783,-0.120197911105
ACH-000784,-0.12268771645500001
ACH-000785,-0.008206589954659999
ACH-000787,-0.27564427312
ACH-000788,-0.107860429344
ACH-000791,0.09966754856219999
ACH-000792,-0.020840691529
ACH-000794,-0.018644290581200002
ACH-000796,-0.024129282098
ACH-000799,-0.701050240208
ACH-000800,0.117444676264
ACH-000802,-0.0912127009523
ACH-000804,0.17642989655900002
ACH-000805,-0.29906721911999995
ACH-000809,-0.049527656371800004
ACH-000810,-0.026855988937400002
ACH-000811,-0.112154274993
ACH-000817,-0.08581497365139998
ACH-000819,-0.17475718657000003
ACH-000820,-0.37161498201300003
ACH-000821,-0.306182101121
ACH-000822,-0.0357431663718
ACH-000823,-0.28292069578400003
ACH-000824,-0.0277197985165
ACH-000827,-0.108288661378
ACH-000829,-0.216022365617
ACH-000831,-0.12671074223200002
ACH-000832,0.0375057005145
ACH-000833,0.307363825554
ACH-000834,-0.0645000587905
ACH-000835,-0.141567143461
ACH-000836,0.0756588716117
ACH-000837,-0.032028384783
ACH-000838,-0.157305063913
ACH-000839,-0.0175784297168
ACH-000840,0.186872824518
ACH-000841,-0.00605868678951
ACH-000843,-0.0648906634877
ACH-000846,-0.333519694335
ACH-000847,0.0469409311802
ACH-000848,-0.132772829716
ACH-000849,-0.285694622097
ACH-000851,-0.146537302194
ACH-000855,0.0085038399683
ACH-000856,-0.0406527763128
ACH-000858,-0.06489405571380001
ACH-000859,0.217667907263
ACH-000861,0.0582038978198
ACH-000862,-0.075805756669
ACH-000865,-0.040530498686000005
ACH-000866,-0.0778695724365
ACH-000867,-0.25006347248599997
ACH-000869,-0.257723875682
