,HJURP (55355)
ACH-000004,-0.655757947142
ACH-000007,-0.910590086282
ACH-000009,-0.933151680493
ACH-000011,-0.845340769357
ACH-000012,-0.541815097662
ACH-000013,-0.988654876402
ACH-000014,-0.699665310753
ACH-000015,-0.7853034834010001
ACH-000017,-1.02662689604
ACH-000018,-0.8510148828030001
ACH-000019,-0.7283179275280001
ACH-000021,-0.743126123542
ACH-000022,-0.913505505292
ACH-000025,-0.895399429387
ACH-000028,-0.7249433488979999
ACH-000030,-0.793212145548
ACH-000035,-1.0412870041600002
ACH-000036,-0.7425217093240001
ACH-000037,-0.518044405293
ACH-000039,-1.08873481485
ACH-000040,-1.0097040561200001
ACH-000041,-1.19891417095
ACH-000042,-1.1338399448799998
ACH-000045,-0.904106249598
ACH-000047,-0.952038046499
ACH-000052,-0.630578175755
ACH-000053,-0.836485174859
ACH-000054,-0.857362415705
ACH-000055,-0.6965432946250001
ACH-000060,-1.0557316553899998
ACH-000067,-0.526479024523
ACH-000070,-1.15844562367
ACH-000075,-0.773726964279
ACH-000078,-1.22096932001
ACH-000082,-0.49393252327200005
ACH-000085,-1.16340579339
ACH-000086,-0.758408468972
ACH-000087,-0.904126226865
ACH-000092,-0.886781543213
ACH-000095,-1.06517282154
ACH-000097,-0.899631224662
ACH-000098,-1.03463754235
ACH-000099,-0.908061955317
ACH-000108,-0.875891565845
ACH-000113,-0.510377608009
ACH-000115,-0.784623560508
ACH-000116,-0.972837226927
ACH-000118,-0.7763940327809999
ACH-000120,-0.7705007433490001
ACH-000123,-0.583221128079
ACH-000127,-0.8372930838420001
ACH-000128,-0.795657591321
ACH-000132,-0.998674240816
ACH-000133,-1.10339951574
ACH-000137,-1.15521084338
ACH-000138,-1.04317788412
ACH-000142,-1.0405431444600002
ACH-000143,-0.960673315799
ACH-000146,-0.6700895277059999
ACH-000148,-0.8628558315200001
ACH-000150,-0.9384614219230001
ACH-000152,-0.76050578559
ACH-000153,-0.998651389323
ACH-000159,-0.646117668343
ACH-000160,-0.556038976942
ACH-000163,-0.700113292876
ACH-000167,-0.383836517047
ACH-000168,-0.879347267904
ACH-000169,-0.8415798723160001
ACH-000178,-0.9331202379989999
ACH-000182,-0.9074838269939999
ACH-000183,-0.90969443688
ACH-000188,-0.986926440478
ACH-000189,-0.537065292981
ACH-000190,-0.6390752081750001
ACH-000198,-0.6911345497600001
ACH-000204,-0.804418366182
ACH-000206,-0.755163639929
ACH-000207,-0.8716159121529999
ACH-000211,-0.921064847176
ACH-000215,-0.964369863575
ACH-000221,-0.858540226608
ACH-000222,-1.09557925437
ACH-000223,-0.78405545561
ACH-000226,-0.7708565985250001
ACH-000227,-0.670102253025
ACH-000228,-0.7715516714280001
ACH-000231,-0.734650394168
ACH-000232,-0.913752445018
ACH-000233,-0.877261751015
ACH-000234,-0.929435971708
ACH-000235,-0.6980379256110001
ACH-000237,-1.12572743011
ACH-000238,-0.854787840361
ACH-000243,-0.9757852520739999
ACH-000244,-0.7953056844959999
ACH-000246,-1.10042025381
ACH-000248,-0.9823599549680001
ACH-000250,-0.810609643931
ACH-000251,-0.618462730501
ACH-000253,-1.0133808770000001
ACH-000255,-0.733638338877
ACH-000256,-0.670825166693
ACH-000257,-0.9327318560160001
ACH-000258,-1.05741079877
ACH-000259,-0.906328907802
ACH-000260,-0.642147305188
ACH-000261,-1.0
ACH-000262,-0.965740160279
ACH-000263,-0.909442268976
ACH-000264,-0.955870331249
ACH-000265,-0.8176815060420001
ACH-000266,-0.793848343754
ACH-000272,-0.5722953997110001
ACH-000273,-0.913367337317
ACH-000274,-0.7989889616529999
ACH-000277,-0.6717773404140001
ACH-000278,-0.883274299963
ACH-000279,-0.8906781100799999
ACH-000280,-1.03334775231
ACH-000281,-1.20508074329
ACH-000288,-0.871149670271
ACH-000291,-0.629038885455
ACH-000293,-0.689118557361
ACH-000294,-0.662646621224
ACH-000295,-1.1359632932200001
ACH-000296,-0.603340664815
ACH-000302,-0.856304284118
ACH-000304,-0.7696822347210001
ACH-000307,-0.7818441734970001
ACH-000308,-0.8415011198219999
ACH-000310,-1.08115096789
ACH-000311,-1.1113743603200001
ACH-000312,-0.8888017610019999
ACH-000315,-1.08396006927
ACH-000316,-0.917317127486
ACH-000317,-1.2114243285100001
