,INF2 (64423)
ACH-000004,0.0721442773252
ACH-000007,0.0959715172779
ACH-000009,-0.013208883666399999
ACH-000011,-0.041678070135199995
ACH-000012,0.05765490167719999
ACH-000013,0.13659419764699998
ACH-000014,-0.0240135007268
ACH-000015,0.15686609138
ACH-000017,0.117498490776
ACH-000018,0.227266633874
ACH-000019,0.14822725278100002
ACH-000021,0.110760864916
ACH-000022,0.00319544994289
ACH-000025,-0.016926286667500002
ACH-000028,0.19744178631999998
ACH-000030,0.147288697116
ACH-000035,0.0969142717395
ACH-000036,-0.00217864084677
ACH-000037,0.223784255137
ACH-000039,-0.179885122833
ACH-000040,-0.020597685978
ACH-000041,0.0849099526125
ACH-000042,0.0299390702328
ACH-000045,0.20602743826499997
ACH-000047,0.110392432875
ACH-000052,0.564003875424
ACH-000053,-0.0168831934292
ACH-000054,-0.0629624350657
ACH-000055,0.023470195113499997
ACH-000060,0.083878835034
ACH-000067,-0.143034934091
ACH-000070,0.12454306132899999
ACH-000075,0.0783170555193
ACH-000078,-0.150070435348
ACH-000082,-0.138303640069
ACH-000085,0.15370792921499998
ACH-000086,0.0157276868941
ACH-000087,-0.31444929942600003
ACH-000092,0.0922870550604
ACH-000095,0.14608948264799998
ACH-000097,0.162935514601
ACH-000098,-0.056203216025
ACH-000099,0.016615728657
ACH-000108,0.123194179714
ACH-000113,0.028026446759099998
ACH-000115,-0.0477736650244
ACH-000116,0.222447401458
ACH-000118,0.18128255633200002
ACH-000120,-0.0753451864712
ACH-000123,0.084705107653
ACH-000127,0.131595236026
ACH-000128,0.155854872356
ACH-000132,0.264530524592
ACH-000133,-0.0377997137141
ACH-000137,0.20410131972800002
ACH-000138,0.129215714251
ACH-000142,0.20589102934700002
ACH-000143,0.170480315885
ACH-000146,0.062147500557399996
ACH-000148,-0.0399398952994
ACH-000150,0.0709660111687
ACH-000152,0.0676406397081
ACH-000153,0.28907720265500003
ACH-000159,0.14401245491800002
ACH-000160,0.289135905927
ACH-000163,-0.0282121526021
ACH-000167,0.35333262763400003
ACH-000168,0.11009548308499999
ACH-000169,0.16908422810899998
ACH-000178,-0.0012362780712899999
ACH-000182,0.157357149965
ACH-000183,-0.14289857665300001
ACH-000188,0.169824311599
ACH-000189,0.0162520404409
ACH-000190,0.11970146447100001
ACH-000198,0.0709151969956
ACH-000204,0.108869955342
ACH-000206,0.133491447229
ACH-000207,0.235576048988
ACH-000211,0.06329528457780001
ACH-000215,0.0349330290893
ACH-000221,0.0569154433549
ACH-000222,0.167324702275
ACH-000223,0.10334941053300001
ACH-000226,0.134647324258
ACH-000227,0.0410413570856
ACH-000228,0.037084357294300006
ACH-000231,0.00680049382461
ACH-000232,0.0868033971734
ACH-000233,0.00594402257537
ACH-000234,0.17959826930999997
ACH-000235,0.0996697645929
ACH-000237,0.0909005518089
ACH-000238,-0.0882699179844
ACH-000243,0.214692220035
ACH-000244,-0.23932231686799998
ACH-000246,0.120595432138
ACH-000248,0.0565589601183
ACH-000250,0.127510561696
ACH-000251,0.0914091276557
ACH-000253,0.046275729400699996
ACH-000255,0.18197888622900002
ACH-000256,0.18690281429900002
ACH-000257,-0.110788443727
ACH-000258,0.339523996816
ACH-000259,0.0969461804688
ACH-000260,-0.12883472984799998
ACH-000261,0.171977254825
ACH-000262,-0.179274645761
ACH-000263,-0.282554039599
ACH-000264,0.0598969193146
ACH-000265,0.25512462954500004
ACH-000266,0.170777020385
ACH-000272,0.126154455319
ACH-000273,-0.0052071778677600005
ACH-000274,0.10171168717599999
ACH-000277,0.0355722514331
ACH-000278,0.0039271719002099996
ACH-000279,-0.0343823680075
ACH-000280,0.048299407785
ACH-000281,0.45941528612099997
ACH-000288,-0.0350738447814
ACH-000291,0.151966402458
ACH-000293,0.13732016401799998
ACH-000294,0.191744816807
ACH-000295,-0.0249920659885
ACH-000296,-0.0505964497288
ACH-000302,0.128739953652
ACH-000304,0.30420923738
ACH-000307,0.143213489934
ACH-000308,0.0684365613694
ACH-000310,0.10947998238600001
ACH-000311,0.106886101927
ACH-000312,0.226118387618
ACH-000315,-0.122901959096
ACH-000316,-0.113443585537
ACH-000317,0.00666771002864
ACH-000318,0.143004558837
ACH-000319,0.12348800294500001
ACH-000320,0.34472880816
ACH-000322,0.08655814666480001
ACH-000323,-0.0584918185145
ACH-000324,-0.013342509033899998
ACH-000329,0.0161199118772
ACH-000330,-0.106580151254
ACH-000331,0.211113938178
ACH-000332,0.11198794487199999
ACH-000334,0.060705231410600004
ACH-000335,0.283775774247
ACH-000336,0.129911573109
ACH-000337,0.22489850947599999
ACH-000339,0.21036539365899998
ACH-000341,0.0477824599303
ACH-000348,0.027793126858599995
ACH-000350,0.159077778195
ACH-000352,0.267185939707
ACH-000356,0.372888681158
ACH-000361,0.300299214905
ACH-000362,0.0562823947432
ACH-000363,0.0220410343051
ACH-000364,0.262040707673
ACH-000365,0.129236341734
ACH-000366,-0.09249368813200001
ACH-000368,-0.0719430704695
ACH-000374,0.155549057784
ACH-000375,-0.0771966388363
ACH-000376,0.185801605682
ACH-000381,0.0823206053798
ACH-000383,0.0515998901378
ACH-000387,0.164051301047
ACH-000389,0.20907893271699998
ACH-000390,0.130037169716
ACH-000393,-0.08479101923639999
ACH-000395,0.056086230789099994
ACH-000397,0.09289383535660001
ACH-000401,-0.041728323788300006
