,THADA (63892)
ACH-000004,0.0853374935125
ACH-000007,0.29256396997
ACH-000009,-0.0193522516978
ACH-000011,0.17392616018399998
ACH-000012,0.105608745874
ACH-000013,0.06799411974899999
ACH-000014,0.10251474888699999
ACH-000015,0.22479342105099998
ACH-000017,0.24611101054900003
ACH-000018,0.27360173866
ACH-000019,0.261689769458
ACH-000021,0.197767561772
ACH-000022,0.149236301169
ACH-000025,0.026945896200700002
ACH-000028,0.183954036808
ACH-000030,0.13794339104699999
ACH-000035,0.0732837976041
ACH-000036,0.14567322285999998
ACH-000037,0.17100468655
ACH-000039,-0.034717136311
ACH-000040,0.27401476206000003
ACH-000041,0.290568365972
ACH-000042,0.19092922967700002
ACH-000045,0.0182498021811
ACH-000047,0.287955137237
ACH-000052,0.26339536
ACH-000053,0.17242923149999997
ACH-000054,0.274828778649
ACH-000055,0.0531697922855
ACH-000060,0.169663394403
ACH-000067,-0.022407540163400002
ACH-000070,0.224808241189
ACH-000075,0.317646042795
ACH-000078,0.291680396284
ACH-000082,0.16040397145
ACH-000085,0.326237655469
ACH-000086,0.0775033118475
ACH-000087,0.19061225066100002
ACH-000092,0.0330750424246
ACH-000095,0.145119593705
ACH-000097,0.207928312371
ACH-000098,0.384230001579
ACH-000099,0.061722039399800005
ACH-000108,0.19886968442699998
ACH-000113,0.235798105966
ACH-000115,0.22918897019200002
ACH-000116,-0.0390637950809
ACH-000118,0.157599562539
ACH-000120,-0.000483958921376
ACH-000123,0.17948767689
ACH-000127,0.141016749423
ACH-000128,0.19373262277699999
ACH-000132,0.160195419032
ACH-000133,0.0636491238608
ACH-000137,0.214651329947
ACH-000138,0.0864882281103
ACH-000142,0.201491512819
ACH-000143,0.13875188484099998
ACH-000146,0.28414263481400004
ACH-000148,0.14569620400699998
ACH-000150,0.299687876747
ACH-000152,0.126985677282
ACH-000153,0.198268754194
ACH-000159,0.240589380791
ACH-000160,0.07906493541330001
ACH-000163,0.145021053761
ACH-000167,0.22280713246199998
ACH-000168,0.34813541833899997
ACH-000169,0.15606636751800002
ACH-000178,0.341149311599
ACH-000182,0.182009683134
ACH-000183,0.126600388546
ACH-000188,0.19990823335400001
ACH-000189,-0.0830164839427
ACH-000190,0.0826797829833
ACH-000198,0.244912793133
ACH-000204,0.14084191016
ACH-000206,0.30015270531300003
ACH-000207,0.115813291482
ACH-000211,0.210824940471
ACH-000215,0.165795652397
ACH-000221,0.31148174988
ACH-000222,0.18276751238699998
ACH-000223,0.198207045922
ACH-000226,0.0103458288085
ACH-000227,0.160712848028
ACH-000228,0.050144442370499996
ACH-000231,0.120527509587
ACH-000232,0.291503351537
ACH-000233,0.260043399447
ACH-000234,0.333555274024
ACH-000235,0.16946035772999998
ACH-000237,0.12667385958
ACH-000238,0.168226807714
ACH-000243,0.0818065097237
ACH-000244,0.124762399043
ACH-000246,0.153781185057
ACH-000248,0.16323086933800002
ACH-000250,0.257163934487
ACH-000251,0.299318905152
ACH-000253,0.255763566578
ACH-000255,0.26800971567299997
ACH-000256,0.23507366900499999
ACH-000257,0.26220746429499997
ACH-000258,0.0182377081158
ACH-000259,0.140187625939
