,RHBDL2 (54933)
ACH-000004,-0.186010588851
ACH-000007,0.17372699372499997
ACH-000009,-0.0371898809273
ACH-000011,0.116745420806
ACH-000012,-0.0612425013428
ACH-000013,0.0449210088112
ACH-000014,-0.0593350478385
ACH-000015,0.114168452281
ACH-000017,0.0111830239157
ACH-000018,0.287226425734
ACH-000019,0.179717450955
ACH-000021,0.024259515693
ACH-000022,-0.121152724574
ACH-000025,-0.010136366669
ACH-000028,-0.004660198301100001
ACH-000030,0.11755406749000001
ACH-000035,-0.0460995460396
ACH-000036,0.17364786182599998
ACH-000037,0.0775492407781
ACH-000039,0.018688476033299997
ACH-000040,-0.043324719740500006
ACH-000041,-0.016371351670500002
ACH-000042,0.07606985552510001
ACH-000045,0.152091431339
ACH-000047,-0.0685220546985
ACH-000052,-0.120622949442
ACH-000053,0.0146713135473
ACH-000054,-0.104837892117
ACH-000055,0.113261710885
ACH-000060,-0.134348321416
ACH-000067,-0.041916154228800004
ACH-000070,-0.0864594253945
ACH-000075,-0.19903468279199998
ACH-000078,-0.285915535525
ACH-000082,-0.102736893001
ACH-000085,-0.08578122965119998
ACH-000086,-0.0239012810201
ACH-000087,-0.0596164557233
ACH-000092,-0.000828520487833
ACH-000095,-0.0306408661914
ACH-000097,-0.0847629272852
ACH-000098,0.000304333986413
ACH-000099,-0.107068452632
ACH-000108,0.184804118488
ACH-000113,-0.0249865591076
ACH-000115,0.010748376421000001
ACH-000116,-0.0111000868466
ACH-000118,0.024733666358699998
ACH-000120,-0.29212895506700004
ACH-000123,-0.00192385027818
ACH-000127,0.0482089343537
ACH-000128,-0.00441878127117
ACH-000132,-0.225621006084
ACH-000133,-0.18415990243799998
ACH-000137,-0.033312823345499995
ACH-000138,0.08283728470099999
ACH-000142,0.06437612376780001
ACH-000143,-0.07998234486860001
ACH-000146,0.0928049058117
ACH-000148,0.113557105211
ACH-000150,-0.297375456777
ACH-000152,-0.08085374865289999
ACH-000153,-0.06667518724299999
ACH-000159,-0.038810389545
ACH-000160,-0.0727613408451
ACH-000163,-0.100159150296
ACH-000167,0.19819044734299998
ACH-000168,-0.09303844527249999
ACH-000169,-0.021393890304799996
ACH-000178,-0.00499629563724
ACH-000182,0.15043431458599998
ACH-000183,-0.000192658312646
ACH-000188,-0.138277232232
ACH-000189,-0.0758538643482
ACH-000190,0.00209462018648
ACH-000198,0.0390830282133
ACH-000204,-0.38408162871299995
ACH-000206,0.0202527120156
ACH-000207,-0.16985557875
ACH-000211,0.147108985697
ACH-000215,0.0339008401022
ACH-000221,0.037563892957300005
ACH-000222,-0.0292093192467
ACH-000223,-0.0787242244867
ACH-000226,-0.024903527104199998
ACH-000227,-0.090907693502
ACH-000228,-0.0962187178159
ACH-000231,0.0091675264182
ACH-000232,0.106992148973
ACH-000233,0.0810894545826
ACH-000234,-0.134054412841
ACH-000235,0.0569006440434
ACH-000237,0.0906731543434
ACH-000238,-0.117958319288
ACH-000243,0.0178692632203
ACH-000244,0.146844007724
ACH-000246,-0.143538827746
ACH-000248,0.0271142891541
ACH-000250,0.0494094833995
ACH-000251,-0.23333076851
ACH-000253,-0.0466933901371
ACH-000255,0.0484529285928
ACH-000256,-0.299010004881
ACH-000257,-0.38174576980700003
ACH-000258,0.0963956554513
ACH-000259,0.00807958325663
ACH-000260,-0.0100233208666
ACH-000261,0.0608212125167
ACH-000262,0.0671798763609
ACH-000263,0.332093708169
ACH-000264,-0.014841637538600001
ACH-000265,0.0454123965524
ACH-000266,0.0337410993554
ACH-000272,-0.12332025909399999
ACH-000273,-0.0697362414673
ACH-000274,-0.0826970586724
ACH-000277,-0.0690780665944
ACH-000278,-0.008280545662220001
