,H6PD (9563)
ACH-000425,-0.207725427665
ACH-000426,-0.08117649052260001
ACH-000427,-0.360004545729
ACH-000433,-0.310847757056
ACH-000436,-0.325209839727
ACH-000444,-0.0153669145468
ACH-000445,-0.318481703537
ACH-000448,-0.18657102329599998
ACH-000450,0.0506478470746
ACH-000452,-0.30846760116099997
ACH-000454,-0.157701048683
ACH-000458,-0.356642424883
ACH-000459,0.101315336681
ACH-000460,-0.24104779753000002
ACH-000461,-0.261501923697
ACH-000463,-0.258871253839
ACH-000464,-0.35196487576800006
ACH-000466,-0.466964452012
ACH-000467,-0.203181533455
ACH-000468,-0.242195111503
ACH-000469,-0.162312006791
ACH-000470,-0.146473175844
ACH-000471,-0.312244428699
ACH-000472,-0.17946514129000002
ACH-000473,-0.0521241406331
ACH-000475,-0.25671446560600003
ACH-000476,-0.257296566875
ACH-000477,-0.163385019824
ACH-000480,-0.327741326415
ACH-000481,-0.304809050649
ACH-000483,-0.11082096067
ACH-000484,-0.317217978316
ACH-000485,0.00468206905044
ACH-000486,-0.22121126166700003
ACH-000487,-0.177991061812
ACH-000488,-0.240624854506
ACH-000490,-0.149018855452
ACH-000491,-0.133953156644
ACH-000495,-0.122246684614
ACH-000496,-0.274482591077
ACH-000499,-0.11747003186699999
ACH-000500,-0.479164668909
ACH-000502,-0.20118522208599998
ACH-000503,-0.265713722433
ACH-000505,-0.181085400392
ACH-000507,-0.22975467248300002
ACH-000510,-0.151972702362
ACH-000511,-0.11681239166099999
ACH-000512,-0.05981066540490001
ACH-000516,-0.228299398646
ACH-000517,-0.18839867890599998
ACH-000518,-0.333265300013
ACH-000520,-0.0807617347265
ACH-000521,-0.216639546745
ACH-000522,-0.31014036255800004
ACH-000524,-0.245538190755
ACH-000527,-0.330005448962
ACH-000528,-0.0913018510926
ACH-000537,-0.285345975146
ACH-000541,0.09938103489080001
ACH-000542,-0.13920708820299998
ACH-000544,-0.264968013514
ACH-000545,-0.220879623534
ACH-000547,-0.604140514774
ACH-000548,-0.325251627731
ACH-000549,-0.34677470049099995
ACH-000550,-0.37160154734899997
ACH-000552,-0.300207319589
ACH-000556,-0.17701166018599998
ACH-000557,-0.304614428717
ACH-000570,-0.234684851998
ACH-000571,-0.343046301123
ACH-000573,-0.139191842914
ACH-000576,-0.27716931153200003
ACH-000580,-0.136125001607
ACH-000584,-0.21128034097600001
ACH-000585,-0.324931375
ACH-000588,-0.35063674408600004
ACH-000589,-0.058754737226
ACH-000591,-0.540859442231
ACH-000593,-0.18262909745499997
ACH-000600,-0.343285461934
ACH-000601,-0.144580876808
ACH-000604,-0.228573334212
ACH-000605,-0.34933272233
ACH-000606,-0.40623398054399995
ACH-000608,-0.210078790269
ACH-000614,-0.0952767058283
ACH-000616,-0.262196658765
ACH-000618,-0.131403897094
ACH-000619,-0.191775457893
ACH-000620,-0.186111801273
ACH-000621,-0.269061571856
ACH-000622,-0.35014633400899997
ACH-000623,-0.26930420926
ACH-000624,-0.148670328746
ACH-000627,-0.30638075287300004
ACH-000630,-0.26861623901299997
ACH-000632,-0.16190045517899998
ACH-000633,-0.51095227629
ACH-000637,-0.336645574863
ACH-000638,-0.315295838905
ACH-000646,-0.410573695074
ACH-000647,-0.23481181186099997
ACH-000648,-0.157470967044
ACH-000649,-0.35587704458
ACH-000651,-0.140371612247
ACH-000652,-0.202820106657
ACH-000653,-0.262490849077
ACH-000657,-0.222251795688
ACH-000658,-0.327624220577
ACH-000661,-0.390967539199
ACH-000662,-0.6077157452499999
ACH-000663,-0.230882592753
ACH-000665,-0.221664947172
ACH-000671,-0.146791279075
ACH-000673,-0.322872805672
ACH-000676,-0.19779196539000002
ACH-000677,-0.24482638180799998
ACH-000681,-0.0973479591995
ACH-000682,-0.288294027318
ACH-000683,-0.37593167114500003
ACH-000684,-0.221614040097
ACH-000688,-0.17061255489799998
ACH-000693,-0.22959006738
ACH-000694,-0.306400563101
ACH-000695,-0.33414180712200003
ACH-000696,-0.244347509592
ACH-000697,-0.120649604543
ACH-000699,-0.327570504512
ACH-000701,-0.036555221133800005
ACH-000706,-0.13994755590299998
ACH-000711,-0.24542865843800002
ACH-000713,-0.24298107655999998
ACH-000714,-0.30036466436000003
ACH-000718,-0.259289792475
ACH-000720,-0.24412249726799998
ACH-000721,-0.174940989741
ACH-000724,0.0358589195014
ACH-000725,-0.207970808807
ACH-000732,-0.201785745125
ACH-000734,-0.21270234882800002
ACH-000735,-0.36047773454800003
ACH-000736,-0.294093533644
ACH-000738,-0.302779838787
ACH-000746,-0.019278805403599997
ACH-000747,-0.333038360702
ACH-000748,-0.33126004811299997
ACH-000753,-0.185757528327
ACH-000756,-0.0971278718338
ACH-000757,-0.043576595464699996
ACH-000758,-0.6817116699160001
ACH-000760,-0.322529744861
ACH-000763,-0.22006377521899997
ACH-000764,-0.11600445072000001
ACH-000765,-0.13924487273800001
ACH-000766,-0.17053817506900001
ACH-000767,-0.315622694676
ACH-000768,-0.042352031137499996
ACH-000769,-0.0741349562896
ACH-000770,-0.18496954287700001
ACH-000771,-0.400704515724
ACH-000773,-0.11248106763900001
ACH-000776,-0.156617887263
ACH-000777,-0.165224112718
ACH-000778,-0.275824420229
ACH-000781,-0.11431752820800001
ACH-000782,-0.364543247008
ACH-000783,-0.184307881494
ACH-000784,-0.271527214454
ACH-000785,-0.222635859393
ACH-000787,-0.288639211494
ACH-000788,-0.135383402249
ACH-000791,-0.119316311849
ACH-000792,-0.21655437230799998
ACH-000794,-0.18268828946600002
ACH-000796,-0.123546043179
ACH-000799,-0.20170137864
ACH-000800,-0.24518438633200001
ACH-000802,-0.31934376198000003
ACH-000804,-0.031407094924400004
ACH-000805,0.0376831777404
ACH-000809,-0.250727004955
ACH-000810,-0.266360697403
ACH-000811,-0.325453529555
ACH-000817,-0.420239971878
ACH-000819,-0.14337151079000002
ACH-000820,-0.0069489920808500005
ACH-000821,-0.242873107343
ACH-000822,-0.25094678338599996
ACH-000823,-0.238932274883
ACH-000824,-0.36120441866700004
ACH-000827,-0.131179399717
ACH-000829,-0.19881220161600002
ACH-000831,-0.144540084828
ACH-000832,-0.260956658914
ACH-000833,-0.310161002384
ACH-000834,-0.0920739034616
ACH-000835,-0.18354415270799998
ACH-000836,-0.189182468046
ACH-000837,-0.250608455815
ACH-000838,-0.27108038213
ACH-000839,-0.258818129111
ACH-000840,-0.32579815156999997
ACH-000841,-0.00954262068826
ACH-000843,-0.143120991477
ACH-000846,-0.25399022083
ACH-000847,-0.40147443817199996
ACH-000848,-0.0381668617524
ACH-000849,-0.22455474758299998
ACH-000851,-0.193448581947
ACH-000855,-0.258537700523
ACH-000856,-0.286714183233
ACH-000858,-0.13691428087500002
ACH-000859,-0.023788454629900004
ACH-000861,-0.273483617133
ACH-000862,-0.0698894986225
ACH-000865,-0.202606392064
ACH-000866,-0.00458157567986
ACH-000867,-0.283931484362
ACH-000869,-0.237951491072
ACH-000872,-0.252143093087
ACH-000873,-0.154619979416
ACH-000876,-0.363891346334
ACH-000878,-0.0947528704181
ACH-000880,-0.554067064568
ACH-000881,-0.12786598966600002
ACH-000882,-0.285072132926
ACH-000884,-0.41209214629100005
ACH-000885,-0.157345728995
ACH-000887,-0.311141268641
ACH-000888,-0.114067531372
ACH-000889,-0.210289842143
ACH-000890,-0.219966035741
ACH-000896,-0.26882695284499997
ACH-000898,-0.250720228023
ACH-000900,-0.240816614325
ACH-000901,-0.18794312382
ACH-000905,-0.18565246984099998
ACH-000906,-0.20951606948399998
ACH-000907,-0.10026243032500001
ACH-000910,-0.313105204142
ACH-000911,-0.322540193213
ACH-000912,-0.328469512173
ACH-000913,-0.246889953574
ACH-000915,-0.303047589548
ACH-000916,-0.189764517943
ACH-000917,-0.162337968867
ACH-000921,-0.41674018195900003
ACH-000924,-0.21860822918699999
ACH-000926,-0.140159350527
ACH-000928,-0.33936010557999996
ACH-000929,-0.432320976412
ACH-000932,-0.165157375874
ACH-000935,0.0607172955465
ACH-000936,-0.0937735002286
ACH-000937,-0.28515790098
ACH-000938,-0.173941834175
ACH-000939,0.029368513258000002
ACH-000941,-0.150662747657
ACH-000943,-0.301783022581
ACH-000946,-0.2621000371
ACH-000947,-0.222315459712
ACH-000948,-0.28429077943000003
ACH-000950,-0.28445496909
ACH-000953,-0.335693528358
ACH-000957,-0.302195687658
ACH-000958,-0.20486666965300002
ACH-000960,-0.16907028828499998
ACH-000963,-0.226844796701
ACH-000968,-0.21374639000300003
ACH-000969,-0.24899419134599998
ACH-000973,-0.160271306043
ACH-000974,-0.34947043221699997
ACH-000975,-0.21084546117
ACH-000976,-0.293231001064
ACH-000978,0.0443790696417
ACH-000980,-0.257151188428
ACH-000984,-0.27329031953099997
ACH-000986,-0.24528554647
ACH-000988,-0.21723184671
ACH-000993,-0.18160665549899999
ACH-000994,-0.187458551192
ACH-000996,-0.270335477935
ACH-001001,-0.206619052553
ACH-001020,-0.660090851766
ACH-001028,-0.176987482927
ACH-001031,-0.155776808745
ACH-001038,-0.32939023849599997
ACH-001048,-0.353603491836
ACH-001050,-0.0543221526229
ACH-001053,-0.314582696274
ACH-001054,0.0160740936356
ACH-001061,-0.38537814313
ACH-001067,-0.203090595312
ACH-001075,-0.102180701345
ACH-001096,-0.127864650973
ACH-001128,-0.247528761097
ACH-001134,-0.166018031798
ACH-001151,-0.106896547513
ACH-001163,-0.198340721653
ACH-001164,-0.347470766998
ACH-001173,-0.110577825976
ACH-001183,-0.0563654888244
ACH-001184,-0.19668648313
ACH-001190,-0.214815488925
ACH-001192,-0.18064931421799998
ACH-001193,-0.148562670449
ACH-001196,-0.138139664065
ACH-001197,-0.298790843753
ACH-001205,-0.109639406843
ACH-001211,-0.176782365206
ACH-001212,-0.266615650282
ACH-001228,-0.480657514335
ACH-001232,-0.14541589378699998
ACH-001239,-0.339528348155
ACH-001274,-0.285907860992
ACH-001275,-0.29924716572500004
ACH-001277,-0.315241850421
ACH-001278,-0.234780103559
ACH-001280,-0.38368210573600003
ACH-001283,0.094198221823
ACH-001289,-0.214318757344
ACH-001295,-0.193006569111
ACH-001300,-0.244749107558
ACH-001301,-0.290815532045
ACH-001302,-0.0650637518432
ACH-001303,-0.171916419585
ACH-001306,-0.05586659677730001
ACH-001318,-0.0861145002168
ACH-001322,-0.11682842706499999
ACH-001328,-0.341302944416
ACH-001332,0.022850325592400002
ACH-001333,-0.022924465402099997
ACH-001336,-0.160173193806
ACH-001340,-0.244224543151
ACH-001346,-0.190893655154
ACH-001353,-0.24607474962900003
ACH-001354,-0.186531290246
ACH-001367,-0.187369722811
ACH-001368,-0.20622460734200002
ACH-001374,-0.38826914359
ACH-001375,-0.20695088303
ACH-001377,-0.177305830389
ACH-001380,-0.21832491728300002
ACH-001391,-0.346946994481
ACH-001407,-0.00141938380809
ACH-001408,-0.21995027222600003
ACH-001413,-0.17265146608100002
ACH-001430,0.0761479303133
ACH-001431,-0.17254024512000002
ACH-001450,-0.300325116162
ACH-001496,-0.18634603441
ACH-001500,-0.39658594224
ACH-001521,-0.499514028477
ACH-001523,-0.314174353084
ACH-001532,-0.262143670672
ACH-001536,-0.262861657771
ACH-001550,-0.306073838917
ACH-001552,-0.234723991415
ACH-001554,-0.322274570007
ACH-001645,-0.0488915951666
ACH-001654,-0.248338869903
ACH-001715,-0.22023864968100001
ACH-001735,-0.34737659100100005
ACH-001736,-0.0685330033673
ACH-001737,-0.10082681973799999
ACH-001740,-0.267008916984
ACH-001745,-0.110904838717
ACH-001750,-0.20930263149099998
ACH-001765,-0.247562069303
ACH-001956,-0.231511832847
ACH-001957,-0.257553357804
