,G2E3 (55632)
ACH-000004,0.0849775847848
ACH-000007,-0.0517545434688
ACH-000009,-0.20478935814
ACH-000011,0.112213036539
ACH-000012,0.0026807788855199998
ACH-000013,0.0625604439937
ACH-000014,-0.08316140783369999
ACH-000015,0.131203270181
ACH-000017,-0.03425193449
ACH-000018,-0.20268205970699998
ACH-000019,-0.159425872044
ACH-000021,-0.199511305209
ACH-000022,0.184783577124
ACH-000025,0.0929340148677
ACH-000028,-0.055195058212
ACH-000030,0.00460740886795
ACH-000035,-0.0729688705868
ACH-000036,-0.0264608334535
ACH-000037,0.17261530469500003
ACH-000039,-0.0832721319812
ACH-000040,-0.0353563219235
ACH-000041,-0.0565516130999
ACH-000042,-0.0522232744184
ACH-000045,0.058160940720800004
ACH-000047,0.138088743285
ACH-000052,-0.272660816257
ACH-000053,0.0805024019662
ACH-000054,-0.08709768780510001
ACH-000055,-0.215065432952
ACH-000060,-0.123643298963
ACH-000067,0.00949319314095
ACH-000070,0.06684174782119999
ACH-000075,0.10490019746
ACH-000078,0.019640239807299998
ACH-000082,-0.0239072476281
ACH-000085,0.0330336351626
ACH-000086,0.0854379112504
ACH-000087,-0.370399750792
ACH-000092,0.00471434592517
ACH-000095,0.0359077370502
ACH-000097,-0.08316571142149999
ACH-000098,0.09232345207319999
ACH-000099,-0.0657043307424
ACH-000108,-0.12279379057
ACH-000113,0.157150970827
ACH-000115,0.235173303592
ACH-000116,0.0824746313292
ACH-000118,-0.025945357997499998
ACH-000120,0.07109268733789999
ACH-000123,-0.0856872259052
ACH-000127,0.0825219344017
ACH-000128,0.11009798227800001
ACH-000132,0.131739749692
ACH-000133,-0.06086207286780001
ACH-000137,-0.0111222245505
ACH-000138,-0.0208697535742
ACH-000142,0.17501822392799998
ACH-000143,0.173690945081
ACH-000146,0.0614405720088
ACH-000148,0.009859824567600001
ACH-000150,0.25823265838000004
ACH-000152,-0.0742708009367
ACH-000153,0.0381142615847
ACH-000159,0.0874747737624
ACH-000160,0.021377161143700002
ACH-000163,-0.049346357250699996
ACH-000167,0.0363236422784
ACH-000168,0.11415073467499999
ACH-000169,-0.0810023927115
ACH-000178,0.151999490347
ACH-000182,0.0264354583704
ACH-000183,-0.0874593664672
ACH-000188,-0.107489405445
ACH-000189,0.0924095159486
ACH-000190,-0.0195568232805
ACH-000198,0.053564490707
ACH-000204,0.198952720797
ACH-000206,0.027678376387999998
ACH-000207,0.0044982459205500005
ACH-000211,-0.533126983675
ACH-000215,0.158562010763
ACH-000221,0.08906442010980001
ACH-000222,-0.118211079866
ACH-000223,-0.010986763012999999
ACH-000226,-0.0430358942044
ACH-000227,0.09918659874810001
ACH-000228,-0.193430863702
ACH-000231,-0.13463553345899998
ACH-000232,-0.00913609359279
ACH-000233,-0.0614915208337
ACH-000234,0.00436063462843
ACH-000235,-0.190474169712
ACH-000237,0.21178816144999998
ACH-000238,0.0791620030275
ACH-000243,-0.10417589264799999
ACH-000244,-0.314493559387
ACH-000246,-0.00755420539092
ACH-000248,0.134616712295
ACH-000250,0.0700948259489
ACH-000251,0.235825511305
ACH-000253,0.10911528364600001
ACH-000255,-0.0299264769854
ACH-000256,0.0864499263335
ACH-000257,-0.0360662320866
ACH-000258,-0.0569210928679
ACH-000259,-0.0913157770471
ACH-000260,0.09483120934460001
ACH-000261,-0.109563799523
ACH-000262,-0.105913050142
ACH-000263,0.228190433829
ACH-000264,0.0157779416685
ACH-000265,-0.0776130319119
ACH-000266,0.144100698533
ACH-000272,-0.06590735096009999
ACH-000273,0.0926011907302
ACH-000274,0.08762126613530001
ACH-000277,0.204139716229
ACH-000278,-0.09506939953130002
ACH-000279,-0.0716314826144
ACH-000280,0.0216865830641
ACH-000281,-0.0100204767909
ACH-000288,-0.08027448762799999
ACH-000291,0.058671800660300005
ACH-000293,-0.0330569040144
ACH-000294,0.11060455015000001
ACH-000295,0.134138300262
ACH-000296,0.0473302142931
ACH-000302,0.023205151984099996
ACH-000304,0.36481471713299995
ACH-000307,0.0638705359338
ACH-000308,0.060780513606500004
ACH-000310,0.0873266519252
ACH-000311,-0.369754268745
ACH-000312,0.030359607173099996
ACH-000315,-0.072841152248
ACH-000316,-0.103318040517
ACH-000317,0.029613577560099996
ACH-000318,0.287366716822
ACH-000319,0.0889063434561
ACH-000320,-0.546938225673
ACH-000322,-0.0174041162431
ACH-000323,-0.030902382887900003
ACH-000324,-0.134088280274
ACH-000329,0.11001114973099999
ACH-000330,0.0516517386376
ACH-000331,0.038901668010900003
ACH-000332,-0.034211869625900004
ACH-000334,-0.0625915825732
ACH-000335,-0.113184194314
ACH-000336,0.31627051587099997
ACH-000337,-0.13785295801
ACH-000339,-0.09540370048039999
ACH-000341,-0.331687034234
ACH-000348,0.0327014691839
ACH-000350,0.188207696768
ACH-000352,0.08364500137589999
ACH-000356,-0.0763054407834
ACH-000361,0.034873128908000005
ACH-000362,-0.0196058382656
ACH-000363,-0.026545929441
ACH-000364,0.0196382576365
ACH-000365,-0.0130853734752
ACH-000366,-0.09466677142339999
ACH-000368,-0.244184742734
ACH-000374,0.199119263085
ACH-000375,-0.11355909623199999
ACH-000376,-0.0228854352862
ACH-000381,0.12301942129799999
ACH-000383,0.144186656168
ACH-000387,0.044342399244400005
ACH-000389,-0.167488067601
ACH-000390,0.006129219172300001
ACH-000393,-0.28362859864100004
