,SUMO4 (387082)
ACH-000004,0.16056098071799998
ACH-000007,-0.0368651480609
ACH-000009,-0.0537435353625
ACH-000011,0.0667159367481
ACH-000012,0.14283312053
ACH-000013,0.0333322775261
ACH-000014,0.177239125591
ACH-000015,0.067646676305
ACH-000017,0.133642032611
ACH-000018,0.16636515148
ACH-000019,-0.19890361514899998
ACH-000021,-0.0009116760724269999
ACH-000022,0.230228566447
ACH-000025,0.0995924864408
ACH-000028,-0.011985143279500001
ACH-000030,0.123485968751
ACH-000035,0.0914724695777
ACH-000036,0.0537933949486
ACH-000037,0.0496606622386
ACH-000039,-0.151449568302
ACH-000040,-0.12623506313400001
ACH-000041,-0.0796010589458
ACH-000042,-0.0345119228511
ACH-000045,0.00168038438465
ACH-000047,0.113438330471
ACH-000052,-0.05821503580080001
ACH-000053,0.106800523181
ACH-000054,0.0169035404953
ACH-000055,-0.268786184985
ACH-000060,-0.0654207307262
ACH-000067,-0.029170041434400003
ACH-000070,-0.031922264993699996
ACH-000075,0.0259564580474
ACH-000078,-0.0100437816895
ACH-000082,0.171534324822
ACH-000085,0.17130040576900002
ACH-000086,0.0145292481504
ACH-000087,0.13574215286
ACH-000092,-0.044218024260900005
ACH-000095,0.0433575533206
ACH-000097,-0.00154108784313
ACH-000098,-0.0793614168541
ACH-000099,-0.100026174494
ACH-000108,0.0786679259927
ACH-000113,-0.09504004430780001
ACH-000115,-0.021989942995700004
ACH-000116,-0.0934791397247
ACH-000118,0.13130308924
ACH-000120,0.233742607564
ACH-000123,0.0251919261648
ACH-000127,0.128536805962
ACH-000128,-0.0277644959256
ACH-000132,-0.123131606996
ACH-000133,0.049904043127199996
ACH-000137,-0.17382692268199998
ACH-000138,0.104379068806
ACH-000142,0.0662683465442
ACH-000143,0.10656154769500001
ACH-000146,0.332689267351
ACH-000148,0.0602792048201
ACH-000150,-0.047434383640700004
ACH-000152,0.09174178230139998
ACH-000153,0.217708476827
ACH-000159,-0.147620984233
ACH-000160,0.0967831474216
ACH-000163,0.0674820850121
ACH-000167,0.250476373465
