,PICALM (8301)
ACH-000004,-0.242470323044
ACH-000007,-0.126312063567
ACH-000009,-0.174909740925
ACH-000011,-0.323126319745
ACH-000012,-0.475444777443
ACH-000013,-0.104107810278
ACH-000014,0.25726623116
ACH-000015,0.24347617481
ACH-000017,-0.345540255545
ACH-000018,-0.0359308354657
ACH-000019,-0.447604307786
ACH-000021,-0.051164757597199996
ACH-000022,-0.119236403978
ACH-000025,0.21650714292599998
ACH-000028,-0.353758829572
ACH-000030,-0.0373140482941
ACH-000035,0.0058658570787200005
ACH-000036,-0.213769774332
ACH-000037,-0.225913552218
ACH-000039,-0.136657481163
ACH-000040,0.201744463392
ACH-000041,0.0924953555784
ACH-000042,0.129280255486
ACH-000045,-0.342067556131
ACH-000047,-0.024018121184099996
ACH-000052,-0.113321827456
ACH-000053,-0.36911869817500004
ACH-000054,-0.00363906795902
ACH-000055,-0.280848753427
ACH-000060,0.536642776684
ACH-000067,0.223825326466
ACH-000070,-0.15462820857100001
ACH-000075,-0.20155041241
ACH-000078,0.12439071041500001
ACH-000082,0.310106270306
ACH-000085,-0.00286830733371
ACH-000086,-0.047131679364400006
ACH-000087,-0.157242411159
ACH-000092,0.060952158912
ACH-000095,0.149658976106
ACH-000097,-0.125422318287
ACH-000098,0.34910300120800003
ACH-000099,-0.10837029296299999
ACH-000108,-0.146884881761
ACH-000113,0.0755409196392
ACH-000115,-0.149299533389
ACH-000116,-0.231835531829
ACH-000118,0.0960687354744
ACH-000120,0.0614612231399
ACH-000123,0.025321819940299996
ACH-000127,-0.0607098692722
ACH-000128,0.0360754832991
ACH-000132,-0.25243247253600004
ACH-000133,-0.115437916358
ACH-000137,-0.12413477262700001
ACH-000138,-0.154760698161
ACH-000142,-0.272135783387
ACH-000143,0.24230514507800002
ACH-000146,-0.225680114577
ACH-000148,0.0302939570933
ACH-000150,0.043754974447900004
ACH-000152,-0.321268824226
ACH-000153,-0.0497117940201
ACH-000159,-0.0817348102426
ACH-000160,-0.0829649406448
ACH-000163,0.205192787373
ACH-000167,-0.0727742611283
ACH-000168,0.00825530679532
ACH-000169,0.0489027519747
ACH-000178,0.061666602062300006
ACH-000182,-0.0529454686042
ACH-000183,-0.027565754615599996
ACH-000188,-0.135738351486
ACH-000189,-0.167128076572
ACH-000190,-0.329996655459
ACH-000198,-0.417777650845
ACH-000204,-0.102661264449
ACH-000206,-0.0303649036365
ACH-000207,-0.410579592804
ACH-000211,-0.0110099033291
ACH-000215,-0.00346055069914
ACH-000221,0.11409347937599999
ACH-000222,-0.243587321345
ACH-000223,0.0225359761778
ACH-000226,0.1442544182
ACH-000227,-0.125847595215
ACH-000228,-0.40938677222
ACH-000231,-0.0141213609262
ACH-000232,0.30342629206
ACH-000233,-0.394134687905
ACH-000234,-0.10818995106200001
ACH-000235,-0.11186973700099999
ACH-000237,-0.178181357218
ACH-000238,-0.23166221321699998
ACH-000243,-0.140665412341
ACH-000244,-0.34038951564400005
ACH-000246,0.00810282932834
ACH-000248,0.020153202976299998
ACH-000250,-0.0768060631402
ACH-000251,0.15603744784
ACH-000253,-0.077856043127
ACH-000255,0.15283484327
ACH-000256,-0.593441504111
