,OIP5 (11339)
ACH-000004,-1.09060622254
ACH-000007,-1.0354727903299998
ACH-000009,-1.2606573760600002
ACH-000011,-1.0710838418700002
ACH-000012,-1.05882851746
ACH-000013,-1.24170688817
ACH-000014,-1.2684869103799998
ACH-000015,-1.20831726831
ACH-000017,-1.23529291751
ACH-000018,-1.05489006683
ACH-000019,-0.8756861024299999
ACH-000021,-0.6929803872570001
ACH-000022,-1.62721065044
ACH-000025,-1.27402789971
ACH-000028,-0.8233166944320001
ACH-000030,-1.2120762763700001
ACH-000035,-1.16556219849
ACH-000036,-1.0960577047799998
ACH-000037,-0.992473599259
ACH-000039,-1.24448453734
ACH-000040,-0.914647596277
ACH-000041,-1.5106943080200002
ACH-000042,-1.18981396578
ACH-000045,-0.935616354852
ACH-000047,-1.04952804799
ACH-000052,-1.0000930605299998
ACH-000053,-1.0010532732700002
ACH-000054,-1.00146328775
ACH-000055,-0.97767873824
ACH-000060,-1.08768284236
ACH-000067,-0.3920383354
ACH-000070,-1.2150339720899999
ACH-000075,-0.779000229508
ACH-000078,-1.2425046855
ACH-000082,-0.6076931356790001
ACH-000085,-1.20074246001
ACH-000086,-0.949943664831
ACH-000087,-0.8129146264830001
ACH-000092,-0.702209494034
ACH-000095,-1.10546942536
ACH-000097,-1.05196795383
ACH-000098,-1.08501587507
ACH-000099,-1.03818895912
ACH-000108,-0.9530309886939999
ACH-000113,-0.885892008577
ACH-000115,-0.623284387781
ACH-000116,-1.1356799635200001
ACH-000118,-1.02354122668
ACH-000120,-0.976869759288
ACH-000123,-1.03570938665
ACH-000127,-1.10984025029
ACH-000128,-0.9397606675519999
ACH-000132,-1.37491227903
ACH-000133,-1.2340069610200002
ACH-000137,-1.12401141455
ACH-000138,-1.23985936069
ACH-000142,-1.03300510179
ACH-000143,-1.15362984563
ACH-000146,-0.810014231057
ACH-000148,-1.07682137041
ACH-000150,-1.10358713592
ACH-000152,-0.637531583333
ACH-000153,-1.8037925248
ACH-000159,-0.97736783154
ACH-000160,-0.863582717939
ACH-000163,-1.38005647079
ACH-000167,-0.904841550105
ACH-000168,-1.36377870692
ACH-000169,-1.29720426619
ACH-000178,-1.35406857545
ACH-000182,-1.20662480987
ACH-000183,-1.02796857346
ACH-000188,-1.10227718529
ACH-000189,-0.768279358519
ACH-000190,-0.868701845538
ACH-000198,-0.900486443097
ACH-000204,-0.824378355116
ACH-000206,-0.950838136698
ACH-000207,-0.783425825426
ACH-000211,-1.3476775569400001
ACH-000215,-1.356992999
ACH-000221,-1.1749318537200002
ACH-000222,-1.28156112068
ACH-000223,-0.981530037813
ACH-000226,-1.05931466031
ACH-000227,-1.3481343748199999
ACH-000228,-0.767316412163
ACH-000231,-1.1592850567200002
ACH-000232,-1.25235049306
ACH-000233,-1.3663885886899998
ACH-000234,-0.880759756608
ACH-000235,-0.969825533513
ACH-000237,-1.35861007988
ACH-000238,-1.50025449259
ACH-000243,-1.24346118141
ACH-000244,-1.02374943015
ACH-000246,-1.14457221578
ACH-000248,-1.1644461429000001
ACH-000250,-0.898107922261
ACH-000251,-1.7875570963999998
ACH-000253,-0.992186511514
ACH-000255,-1.06658200009
ACH-000256,-1.30834231933
ACH-000257,-1.3811161723700003
ACH-000258,-1.2092628081499999
ACH-000259,-1.2622438160299998
ACH-000260,-1.13478803501
ACH-000261,-1.34365039347
ACH-000262,-0.904306946719
ACH-000263,-1.33219704134
ACH-000264,-1.1535741091
ACH-000265,-1.1198383488099999
ACH-000266,-0.821112052791
ACH-000272,-1.13824527144
ACH-000273,-1.19723406206
ACH-000274,-0.742915501075
ACH-000277,-0.988627225007
ACH-000278,-1.62243046992
ACH-000279,-1.1130101832100001
ACH-000280,-1.33864875043
ACH-000281,-1.36251248573
ACH-000288,-1.1686009825399999
ACH-000291,-1.28300425363
ACH-000293,-0.586809961846
ACH-000294,-1.25745482065
ACH-000295,-0.9760527384309999
ACH-000296,-1.2161133246
ACH-000302,-1.38371841848
ACH-000304,-0.5612723374199999
ACH-000307,-1.1400494188899999
ACH-000308,-1.11376472472
ACH-000310,-1.11923161924
ACH-000311,-1.0511151230700002
ACH-000312,-1.17579004173
ACH-000315,-1.15394104971
ACH-000316,-1.2840528743600002
ACH-000317,-1.36591249113
ACH-000318,-1.38532563357
ACH-000319,-1.13380642581
ACH-000320,-0.979418278089
ACH-000322,-1.00323784902
ACH-000323,-0.976077214764
ACH-000324,-1.1436531868000002
ACH-000329,-0.609446264702
ACH-000330,-1.17430814461
ACH-000331,-1.20627893222
ACH-000332,-1.19384626165
ACH-000334,-0.562026439336
ACH-000335,-1.18543448528
ACH-000336,-1.32047073535
ACH-000337,-1.21474908355
ACH-000339,-1.17212596792
ACH-000341,-1.3708442728999999
ACH-000348,-0.43060229442500003
ACH-000350,-1.35867485345
ACH-000352,-1.01905051235
ACH-000356,-0.888920047045
ACH-000361,-1.08264997807
ACH-000362,-0.844550063988
ACH-000363,-0.774213931137
ACH-000364,-1.11494353394
ACH-000365,-1.1896017507799999
ACH-000366,-1.2590897005700001
ACH-000368,-0.8572659799060001
ACH-000374,-1.11446722053
ACH-000375,-0.7772992481290001
ACH-000376,-1.00737867604
ACH-000381,-1.1412569161700001
ACH-000383,-0.954189101641
ACH-000387,-0.971048458079
ACH-000389,-1.04258902552
ACH-000390,-1.5130724515399998
ACH-000393,-0.881554140085
ACH-000395,-0.749074197148
ACH-000397,-1.28352335656
ACH-000401,-0.887709827938
ACH-000402,-0.918224237762
ACH-000403,-1.35627264299
ACH-000404,-1.5081870494999998
ACH-000406,-1.0234563677600002
ACH-000407,-1.23747518168
ACH-000408,-1.2229887855500001
ACH-000410,-0.918122006812
ACH-000411,-1.0646390538400001
ACH-000414,-1.01315263721
ACH-000415,-1.41263716739
ACH-000416,-1.12609981566
ACH-000420,-0.986927198911
ACH-000421,-1.08849374502
ACH-000424,-1.18825181268
ACH-000425,-0.720535518071
ACH-000426,-0.9406166898799999
ACH-000427,-1.0506428733
ACH-000433,-0.644655005789
ACH-000436,-1.13089233468
ACH-000444,-0.8577532234499999
ACH-000445,-1.25844851185
ACH-000448,-1.2879509054
ACH-000450,-1.18605890983
ACH-000452,-1.50712036903
ACH-000454,-1.4048777673500001
ACH-000458,-1.1098044245899998
ACH-000459,-1.62783557629
ACH-000460,-0.9720589151639999
ACH-000461,-1.0276295337999999
ACH-000463,-1.08707718007
ACH-000464,-1.25881614975
ACH-000466,-1.24555867074
ACH-000467,-1.24442467716
ACH-000468,-1.10871581981
ACH-000469,-1.3006367287799998
ACH-000470,-1.44445956655
ACH-000471,-1.12506174535
ACH-000472,-1.94867801663
ACH-000473,-1.1535982771100002
ACH-000475,-1.1451297003
ACH-000476,-1.2759071116299998
ACH-000477,-0.504689690187
ACH-000480,-1.2878595837
ACH-000481,-1.22836311291
ACH-000483,-1.47143303585
ACH-000484,-0.797540047587
ACH-000485,-1.07173425766
ACH-000486,-1.1523812358399999
ACH-000487,-1.07783205628
ACH-000488,-1.10082984252
ACH-000490,-0.927270720135
ACH-000491,-0.9254422927629999
ACH-000495,-1.28235535001
ACH-000496,-1.04796526222
ACH-000499,-1.02547814901
ACH-000500,-1.36159895482
ACH-000502,-1.09972271601
ACH-000503,-1.9704196487
ACH-000505,-0.824911523571
ACH-000507,-1.27804990042
ACH-000510,-1.1652401154
ACH-000511,-0.9197783465029999
ACH-000512,-1.38956340649
ACH-000516,-0.768627151399
ACH-000517,-0.7358827892450001
ACH-000518,-1.55038821558
ACH-000520,-1.0676770006
ACH-000521,-0.747828404451
ACH-000522,-1.23803564344
ACH-000524,-0.9621058362630001
ACH-000527,-0.936766062676
ACH-000528,-1.05987859227
ACH-000537,-0.993229866501
ACH-000541,-0.6872602602689999
ACH-000542,-1.30600411279
ACH-000544,-1.28374375498
ACH-000545,-0.97152058722
ACH-000547,-0.885821565467
ACH-000548,-1.60342400403
ACH-000549,-1.39835569942
ACH-000550,-0.5181910270100001
ACH-000552,-0.985319668184
ACH-000556,-0.748098237828
ACH-000557,-1.1077078374
ACH-000570,-1.27368077549
ACH-000571,-0.6834928771909999
ACH-000573,-0.977650955167
ACH-000576,-1.27510244483
ACH-000580,-0.961946007389
ACH-000584,-1.5221143640900001
ACH-000585,-1.48322368482
ACH-000588,-1.3408233881
ACH-000589,-1.2516360291600002
ACH-000591,-1.3853371914700001
ACH-000593,-1.34367260363
ACH-000600,-0.966304201763
ACH-000601,-1.0396688291299998
ACH-000604,-0.825524068433
ACH-000605,-1.1875039115600001
ACH-000606,-1.2118770364700002
ACH-000608,-0.718929526753
ACH-000614,-0.694474534888
ACH-000616,-0.8981855124600001
ACH-000618,-1.36284385136
ACH-000619,-1.3298644576899998
ACH-000620,-1.31275184214
ACH-000621,-0.486732097408
ACH-000622,-0.98094601195
ACH-000623,-1.19809102536
ACH-000624,-0.9637229411630001
ACH-000627,-0.983060176927
ACH-000630,-1.061584586
ACH-000632,-1.58167054452
ACH-000633,-1.1957229706799999
ACH-000637,-1.05002258336
ACH-000638,-1.05936392836
ACH-000646,-0.832363029591
ACH-000647,-1.3664076676299999
ACH-000648,-1.09523345685
ACH-000649,-1.36381062769
ACH-000651,-0.960023523954
ACH-000652,-0.945959658651
ACH-000653,-1.14350626283
ACH-000657,-1.07510773776
ACH-000658,-1.32618110967
ACH-000661,-1.1616341777299999
ACH-000662,-0.569084579924
ACH-000663,-0.971491636612
ACH-000665,-1.23345359373
ACH-000671,-1.26211209957
ACH-000673,-1.28553666138
ACH-000676,-1.08592660648
ACH-000677,-0.4299753391100001
ACH-000681,-1.16026691654
ACH-000682,-1.10868012888
ACH-000683,-1.07487377162
ACH-000684,-1.25719690929
ACH-000688,-0.538975747529
ACH-000693,-1.33580210839
ACH-000694,-1.2098622931899998
ACH-000695,-0.840365116631
ACH-000696,-1.11678590471
ACH-000697,-1.01954930282
ACH-000699,-0.967472269646
ACH-000701,-1.0433476578899998
ACH-000706,-1.30060891755
ACH-000711,-1.20875135469
ACH-000713,-1.1452244493700001
ACH-000714,-1.06977591544
ACH-000718,-1.33953278213
ACH-000720,-1.23127906922
ACH-000721,-1.0345686382
ACH-000724,-0.5583308949920001
ACH-000725,-0.9712760603899999
ACH-000732,-1.0314034025499998
ACH-000734,-1.1074143357
ACH-000735,-0.985940834842
ACH-000736,-1.12574413548
ACH-000738,-1.23809592073
ACH-000746,-0.908925256028
ACH-000747,-1.01731541884
ACH-000748,-0.9596967723729999
ACH-000753,-1.4982294860699998
ACH-000756,-1.26289477886
ACH-000757,-0.887667570107
ACH-000758,-1.05308952317
ACH-000760,-0.8617372231020001
ACH-000763,-1.32824971096
ACH-000764,-0.9739418434389999
ACH-000765,-1.20271572456
ACH-000766,-0.895913384021
ACH-000767,-0.692437350254
ACH-000768,-1.2560795627899999
ACH-000769,-1.11966446118
ACH-000770,-1.09600260071
ACH-000771,-1.1999276106399999
ACH-000773,-0.936524539737
ACH-000776,-1.15606970768
ACH-000777,-1.3054870734200001
ACH-000778,-1.36262696264
ACH-000781,-1.2927697734899999
ACH-000782,-0.908925412898
ACH-000783,-0.8169055522499999
ACH-000784,-1.4257694906600002
ACH-000785,-1.1183747636499999
ACH-000787,-1.1314774230700002
