,INSC (387755)
ACH-000004,-0.142222963369
ACH-000007,0.016314302923000002
ACH-000009,-0.128163538819
ACH-000011,0.029946836541
ACH-000012,0.011384289919100002
ACH-000013,0.0187157039307
ACH-000014,-0.0847520236737
ACH-000015,0.0011408871891199998
ACH-000017,0.0213287085673
ACH-000018,-0.211978732324
ACH-000019,-0.207879467007
ACH-000021,-0.0104529646491
ACH-000022,-0.0323454543861
ACH-000025,-0.179965125191
ACH-000028,0.0274438096305
ACH-000030,-0.147009592082
ACH-000035,0.031371940971599996
ACH-000036,-0.131024869192
ACH-000037,-0.126994030448
ACH-000039,0.0186137330007
ACH-000040,0.0152880229623
ACH-000041,-0.200617321451
ACH-000042,-0.08282906191060001
ACH-000045,-0.08233291428589999
ACH-000047,-0.0595558190615
ACH-000052,0.0877699341192
ACH-000053,-0.0791384984596
ACH-000054,-0.100609279514
ACH-000055,-0.06906475770260001
ACH-000060,-0.164308880389
ACH-000067,-0.18987862713300002
ACH-000070,-0.135098165885
ACH-000075,-0.0744994341841
ACH-000078,-0.0659298569898
ACH-000082,0.0307860071911
ACH-000085,0.0671141735079
ACH-000086,-0.261997782978
ACH-000087,-0.20834510118000002
ACH-000092,0.118451387237
ACH-000095,-0.21270436998199999
ACH-000097,-0.0635608769378
ACH-000098,-0.0967139459197
ACH-000099,0.0024192102183000002
ACH-000108,0.030707383259900002
ACH-000113,-0.0594609493413
ACH-000115,-0.024181180001599998
ACH-000116,-0.0193561133868
ACH-000118,0.00689729942147
ACH-000120,0.027629779031
ACH-000123,-0.08226234846439999
ACH-000127,-0.0332511191273
ACH-000128,0.11596021166099998
ACH-000132,0.09036466286019999
ACH-000133,-0.09042645124050001
ACH-000137,-0.202072684245
ACH-000138,-0.054746628581999995
ACH-000142,-0.165882662249
ACH-000143,-0.08424235509680002
ACH-000146,0.12980955995100002
ACH-000148,-0.030020082346700002
ACH-000150,-0.0357450228225
ACH-000152,0.153446864682
ACH-000153,0.194408819834
ACH-000159,-0.0647131048395
ACH-000160,0.0759217975307
ACH-000163,-0.0165488942722
ACH-000167,-0.0570362284887
ACH-000168,0.0882851825065
ACH-000169,-0.138585590876
ACH-000178,-0.0347338861081
ACH-000182,-0.117356571473
ACH-000183,-0.130818192264
ACH-000188,0.118832234946
ACH-000189,-0.0886808284032
ACH-000190,-0.232993110577
ACH-000198,-0.192120237204
ACH-000204,0.0230528045167
ACH-000206,0.0390412030436
ACH-000207,-0.179225940163
ACH-000211,-0.047546103695300004
ACH-000215,-0.091327358103
ACH-000221,-0.044437406177199996
ACH-000222,0.00768890344421
ACH-000223,-0.021858233272700003
ACH-000226,-0.105775681662
ACH-000227,-0.0557899224806
ACH-000228,0.117924029727
ACH-000231,-0.11401693832999998
ACH-000232,-0.161429701214
ACH-000233,-0.11540511312599999
ACH-000234,0.0393008167975
ACH-000235,-0.07114435958389999
ACH-000237,0.014065791666399999
ACH-000238,-0.014183014025000001
ACH-000243,0.043094795334800005
ACH-000244,-0.244196472896
ACH-000246,-0.0772975565262
ACH-000248,0.07535716053
ACH-000250,-0.0329062425916
ACH-000251,-0.258009280806
ACH-000253,0.061114833373099996
ACH-000255,-0.273834276012
ACH-000256,-0.200656254862
ACH-000257,-0.39307716848800006
ACH-000258,-0.24712462386999998
ACH-000259,0.0698711306772
ACH-000260,-0.083803766518
ACH-000261,-0.18251179940499998
ACH-000262,-0.294221415123
ACH-000263,-0.0831119131837
ACH-000264,0.067957073211
ACH-000265,0.0721859999348
ACH-000266,0.0415440737767
ACH-000272,-0.107422855758
ACH-000273,0.00451502982289
ACH-000274,-0.033775475858999995
ACH-000277,-0.10915714331399999
ACH-000278,-0.0934939360328
