,VIP (7432)
ACH-000004,-0.11234772688
ACH-000007,0.280966352503
ACH-000009,-0.0632659323985
ACH-000011,-0.0870031355886
ACH-000012,-0.0881970367844
ACH-000013,-0.0289609885274
ACH-000014,0.31838185781
ACH-000015,0.049485660993999994
ACH-000017,0.023174854339
ACH-000018,0.0615769981325
ACH-000019,0.0265203170658
ACH-000021,-0.23112054494800002
ACH-000022,0.0011827375865399998
ACH-000025,0.0176472382756
ACH-000028,-0.0856867824102
ACH-000030,-0.016596185923399998
ACH-000035,0.0684203565919
ACH-000036,0.0338415762554
ACH-000037,0.279244157612
ACH-000039,-0.0880059902975
ACH-000040,-0.0418191426943
ACH-000041,-0.012176634694
ACH-000042,-0.0336172297535
ACH-000045,-0.0182570015274
ACH-000047,0.0913312087702
ACH-000052,-0.00187910647382
ACH-000053,-0.08972165819219999
ACH-000054,-0.022334900624799998
ACH-000055,0.0644921994544
ACH-000060,-0.07164223628010001
ACH-000067,0.0321543671758
ACH-000070,0.0261956115961
ACH-000075,-0.08158817061080001
ACH-000078,-0.131781786355
ACH-000082,-0.10493441190700001
ACH-000085,-0.191785424659
ACH-000086,-0.0133740492443
ACH-000087,0.394587357355
ACH-000092,0.0342031728571
ACH-000095,0.012133317479900001
ACH-000097,0.067293584533
ACH-000098,0.04576239391030001
ACH-000099,-0.230937882084
ACH-000108,0.011687537404799999
ACH-000113,0.00274408968935
ACH-000115,-0.045165622087099996
ACH-000116,-0.0297971649198
ACH-000118,0.010893441794799999
ACH-000120,-0.021073607603799997
ACH-000123,-0.113323105797
ACH-000127,-0.021223049789299998
ACH-000128,-0.191044712289
ACH-000132,-0.15093983737
ACH-000133,0.031899991942500004
ACH-000137,-0.08779830325810001
ACH-000138,0.0191397270234
ACH-000142,0.176319064884
ACH-000143,0.0787252519362
ACH-000146,-0.107292171474
ACH-000148,-0.061105137039599994
ACH-000150,0.0613613737692
ACH-000152,0.18226035113699998
ACH-000153,0.0913189482571
ACH-000159,0.082584862199
ACH-000160,0.124358392464
ACH-000163,0.194153768522
ACH-000167,0.26103716744399996
ACH-000168,-0.0599424104043
ACH-000169,-0.0163745362614
ACH-000178,0.118411767422
ACH-000182,0.16217811493599998
ACH-000183,0.0162753544167
ACH-000188,0.08209354703369999
ACH-000189,0.170604543843
ACH-000190,-0.00184266557017
ACH-000198,0.047290764825400004
ACH-000204,0.014856276836899999
ACH-000206,0.134541364869
ACH-000207,-0.0813124922585
ACH-000211,-0.0967865214391
ACH-000215,-0.0180184629625
ACH-000221,0.19288993550500003
ACH-000222,0.142492161614
ACH-000223,-0.114281143705
ACH-000226,0.215690537461
ACH-000227,-0.248654840741
ACH-000228,-0.044713016183699994
ACH-000231,0.07865149140370001
ACH-000232,-0.0832254221007
ACH-000233,0.03191545664
ACH-000234,-0.0567667556726
ACH-000235,-0.0245768223971
ACH-000237,0.00595343371533
ACH-000238,0.13490502792300002
ACH-000243,0.00658910282077
ACH-000244,0.5682710641800001
ACH-000246,-0.06979639418889999
ACH-000248,-0.0568107082999
ACH-000250,-0.115266571284
ACH-000251,0.0132218847237
ACH-000253,0.0365236879336
