,SPATA5L1 (79029)
ACH-000866,-1.26082650699
ACH-000867,-1.13176400631
ACH-000869,-1.18675268699
ACH-000872,-1.95268972053
ACH-000873,-1.63086500718
ACH-000876,-1.07550445221
ACH-000878,-1.59956826528
ACH-000880,-1.23439135114
ACH-000881,-1.7802267535599998
ACH-000882,-1.5277047834200002
ACH-000884,-1.32357197801
ACH-000885,-1.05194291359
ACH-000887,-1.27577903174
ACH-000888,-1.26181375786
ACH-000889,-1.5912644385799999
ACH-000890,-1.87284718393
ACH-000896,-1.79835766753
ACH-000898,-1.22839287078
ACH-000900,-1.01713529668
ACH-000901,-1.1079989459000001
ACH-000905,-1.0853040410400001
ACH-000906,-1.4297287811700001
ACH-000907,-1.3842463870800001
ACH-000910,-1.41778417986
ACH-000911,-1.31757470473
ACH-000912,-1.45933230361
ACH-000913,-1.82026119212
ACH-000915,-1.26630714205
ACH-000916,-0.876642081633
ACH-000917,-1.08795724405
ACH-000921,-1.15123204491
ACH-000924,-1.01273568149
ACH-000926,-1.4202018678600001
ACH-000928,-1.32810828146
ACH-000929,-1.47434580302
ACH-000932,-1.2759647295799998
ACH-000935,-1.26696313997
ACH-000936,-1.4050783029499998
ACH-000937,-1.4618156093399999
ACH-000938,-1.3449303283200003
ACH-000939,-1.9554635158200002
ACH-000941,-1.44834825801
ACH-000943,-1.38479162893
ACH-000946,-1.5057881180200001
ACH-000947,-1.5773722184999999
ACH-000948,-1.58458606487
ACH-000950,-1.76494305732
ACH-000953,-1.32664533631
ACH-000957,-1.13275190456
ACH-000958,-1.42114241658
ACH-000960,-1.22554182544
ACH-000963,-0.7944930691259999
ACH-000968,-1.69127992326
ACH-000969,-1.30102321192
ACH-000973,-1.34926866276
ACH-000974,-1.44077160026
ACH-000975,-1.3749233587
ACH-000976,-1.21685434161
ACH-000978,-2.14007568837
ACH-000980,-1.31384311911
ACH-000984,-1.2676082981299999
ACH-000986,-1.26586666255
ACH-000988,-1.8203186172599999
ACH-000993,-1.2792934758499999
ACH-000994,-1.6814742342200002
ACH-000996,-1.2055163500200001
ACH-001001,-1.32105332429
ACH-001020,-1.68674413104
ACH-001028,-1.32108989593
ACH-001031,-1.49459667349
ACH-001038,-1.4113669226199999
ACH-001048,-1.345157996
ACH-001050,-1.40879800989
ACH-001053,-1.46373904641
ACH-001054,-1.4841595856099998
ACH-001061,-1.17482409896
ACH-001067,-1.02102962361
ACH-001075,-1.25779314759
ACH-001096,-1.38045277306
ACH-001128,-1.1287500104500001
ACH-001134,-1.43621673111
ACH-001151,-1.42788584608
ACH-001163,-1.51114348243
ACH-001164,-1.56263472312
ACH-001173,-1.28051644019
ACH-001183,-1.6130610254299997
ACH-001184,-1.41831874766
ACH-001190,-0.970985056827
ACH-001192,-1.08426457372
ACH-001193,-1.8461212183000002
ACH-001196,-1.57611977668
ACH-001197,-1.36258450536
ACH-001205,-1.1682843419700002
ACH-001211,-1.37147843523
ACH-001212,-1.1337555215000001
ACH-001228,-1.45829276172
ACH-001232,-1.56616412174
ACH-001239,-1.25366592355
ACH-001274,-1.5595433249000001
ACH-001275,-1.09706882483
ACH-001277,-1.12101896921
ACH-001278,-1.55258572412
ACH-001280,-1.0613088157100001
ACH-001283,-1.48852018196
ACH-001289,-1.4663147979299997
ACH-001295,-1.42968761243
ACH-001300,-1.3512867609499999
ACH-001301,-1.55798183917
ACH-001302,-1.13633212476
ACH-001303,-1.31969093609
ACH-001306,-1.34034517617
ACH-001318,-1.44672073262
ACH-001322,-1.2621145718
ACH-001328,-1.26631815698
ACH-001332,-1.45061912684
ACH-001333,-1.31106169729
ACH-001336,-1.30085558019
ACH-001340,-1.17848976533
ACH-001346,-1.33118689348
ACH-001353,-1.43475456456
ACH-001354,-1.43528865661
ACH-001367,-1.29561991604
ACH-001368,-1.25099049559
ACH-001374,-1.7083115421200001
ACH-001375,-1.3491924298700002
ACH-001377,-1.59706480917
ACH-001380,-1.5192475141
ACH-001391,-1.0681721429
ACH-001407,-1.48987266901
ACH-001408,-1.85726202156
ACH-001413,-1.01945326783
ACH-001430,-1.12607019226
ACH-001431,-1.5526687603600002
ACH-001450,-1.4526508018000002
ACH-001496,-1.35393733046
ACH-001500,-1.55476354776
ACH-001521,-1.18723782775
ACH-001523,-1.46465216585
ACH-001532,-1.15229774778
ACH-001536,-1.54851193151
ACH-001550,-1.38697689417
ACH-001552,-1.03578210261
ACH-001554,-1.65154925425
ACH-001645,-1.4554809948299998
ACH-001654,-1.7929640258500001
ACH-001715,-1.4399136507299999
ACH-001735,-1.30925468298
ACH-001736,-1.05280800184
ACH-001737,-1.8460798167099997
ACH-001740,-1.6300221059399997
ACH-001745,-1.4844400162399998
ACH-001750,-1.3078756811
ACH-001765,-1.513790465
ACH-001956,-1.11872699945
ACH-001957,-1.3845166995200002
