,SPATA5L1 (79029)
ACH-000004,-1.70895175368
ACH-000007,-1.6791021866
ACH-000009,-1.6685673204299998
ACH-000011,-1.7725688990900001
ACH-000012,-1.35151204458
ACH-000013,-1.5143124073299998
ACH-000014,-1.5865498193799998
ACH-000015,-1.5638051094999998
ACH-000017,-0.941679932334
ACH-000018,-1.4322794926700002
ACH-000019,-0.9380213074079999
ACH-000021,-1.43649369845
ACH-000022,-1.66366194771
ACH-000025,-1.6383114772
ACH-000028,-1.3962298958300001
ACH-000030,-1.6227835500499999
ACH-000035,-1.63017156523
ACH-000036,-1.29824058088
ACH-000037,-0.890820186379
ACH-000039,-1.44369581076
ACH-000040,-1.2933819293000002
ACH-000041,-1.8880961898
ACH-000042,-1.78178949632
ACH-000045,-1.81355349937
ACH-000047,-1.44243956227
ACH-000052,-1.67977829139
ACH-000053,-1.34784063998
ACH-000054,-1.3579834741999999
ACH-000055,-1.44025922132
ACH-000060,-1.55288247662
ACH-000067,-1.35979724331
ACH-000070,-1.0945128266600002
ACH-000075,-1.2498335824200002
ACH-000078,-1.59637284432
ACH-000082,-1.02592532361
ACH-000085,-1.46234139259
ACH-000086,-1.08175850812
ACH-000087,-1.53645613359
ACH-000092,-1.2870565985
ACH-000095,-1.42782011662
ACH-000097,-1.3055565121
ACH-000098,-1.15770009143
ACH-000099,-1.3433965725
ACH-000108,-1.4065314742700001
ACH-000113,-1.5070894319900001
ACH-000115,-0.737475383896
ACH-000116,-1.9541100046400002
ACH-000118,-1.4239310866600001
ACH-000120,-1.42823705636
ACH-000123,-1.4344991815900001
ACH-000127,-1.4133616991
ACH-000128,-1.12052511799
ACH-000132,-1.6035426013499998
ACH-000133,-1.31906926515
ACH-000137,-1.60946780525
ACH-000138,-1.47404486428
ACH-000142,-1.6761151674099999
ACH-000143,-1.63840014588
ACH-000146,-1.19229258563
ACH-000148,-1.84690151341
ACH-000150,-1.11208350927
ACH-000152,-1.5353299793000001
ACH-000153,-1.7596098008400003
ACH-000159,-1.33337402034
ACH-000160,-1.36343441752
ACH-000163,-1.6308558287000001
ACH-000167,-1.2162282651
ACH-000168,-1.8482469752000001
ACH-000169,-1.3278450435299998
ACH-000178,-1.50679429611
ACH-000182,-1.17439100419
ACH-000183,-1.5113775334200001
ACH-000188,-1.3581961239200002
ACH-000189,-1.3679938026499998
ACH-000190,-1.11206855155
ACH-000198,-1.21858319552
ACH-000204,-1.44169575963
ACH-000206,-2.24381704132
ACH-000207,-1.16057801706
ACH-000211,-1.45785609735
ACH-000215,-1.25694511952
ACH-000221,-1.57388569525
ACH-000222,-1.68790372693
ACH-000223,-1.11325994738
ACH-000226,-1.3848080238299998
ACH-000227,-0.675619946886
ACH-000228,-1.5750982879
ACH-000231,-1.2731219549
ACH-000232,-1.3732586044400001
ACH-000233,-1.5222711794400001
ACH-000234,-1.6799577046599998
ACH-000235,-1.33179150479
ACH-000237,-1.6109101891799997
ACH-000238,-1.42433947201
ACH-000243,-1.65595890153
ACH-000244,-1.21999791466
ACH-000246,-1.52392302137
ACH-000248,-1.44316333211
ACH-000250,-1.3517337136200003
ACH-000251,-1.8483990448700003
ACH-000253,-1.48478085159
ACH-000255,-1.53169409891
ACH-000256,-1.5843565829600001
ACH-000257,-1.39060531748
ACH-000258,-1.6665583211700001
ACH-000259,-1.4860091889200002
ACH-000260,-1.43963683041
ACH-000261,-1.4840907497
ACH-000262,-1.4907753386000002
ACH-000263,-1.3690339064500001
ACH-000264,-1.1389645014899998
ACH-000265,-1.52707041704
ACH-000266,-1.3825552093200002
ACH-000272,-1.6461530766699999
ACH-000273,-1.51671785444
ACH-000274,-1.04682495983
ACH-000277,-1.40446759887
ACH-000278,-1.6747229782799997
ACH-000279,-1.38493376488
ACH-000280,-1.5393084531999999
ACH-000281,-1.56679554914
ACH-000288,-1.4582902110499998
ACH-000291,-1.15043884726
ACH-000293,-1.11100704649
ACH-000294,-2.02265092037
ACH-000295,-1.37602785562
ACH-000296,-1.6741872488499998
ACH-000302,-1.33747017411
ACH-000304,-2.06276530241
ACH-000307,-1.60752149165
ACH-000308,-1.21740972058
ACH-000310,-0.7870503810639999
ACH-000311,-1.8328768099200001
ACH-000312,-1.35945049632
ACH-000315,-1.59060443981
ACH-000316,-1.7031173783700002
ACH-000317,-1.6284310744100001
ACH-000318,-1.39272594908
ACH-000319,-1.39333755612
ACH-000320,-1.69799614595
ACH-000322,-1.09517515219
ACH-000323,-1.3020816002
ACH-000324,-1.55067569036
ACH-000329,-1.25227552361
ACH-000330,-1.35594232601
ACH-000331,-1.24048733308
ACH-000332,-1.5088631999700002
ACH-000334,-0.8340921500990001
ACH-000335,-1.1960615625
ACH-000336,-1.47361445921
ACH-000337,-1.40366546482
ACH-000339,-1.34328404583
ACH-000341,-0.7077568244560001
ACH-000348,-1.20194576933
ACH-000350,-1.70150594384
ACH-000352,-1.3032670516
ACH-000356,-1.6841996801299999
ACH-000361,-1.7207751062999999
ACH-000362,-1.5640103120700002
ACH-000363,-0.992538649418
ACH-000364,-1.3561908984200002
ACH-000365,-1.25508055534
ACH-000366,-1.5280193662200001
ACH-000368,-1.74252204633
ACH-000374,-1.43846436788
ACH-000375,-1.3312894586700001
ACH-000376,-1.3911340753
ACH-000381,-1.42756424556
ACH-000383,-1.53671105205
ACH-000387,-1.4350448730399998
ACH-000389,-1.49494488574
ACH-000390,-1.27959426166
ACH-000393,-1.21090617776
ACH-000395,-1.3555793971799999
ACH-000397,-1.17516446444
ACH-000401,-1.4344101893999999
ACH-000402,-1.3889754684399997
ACH-000403,-1.21907207684
ACH-000404,-1.2851749339899998
ACH-000406,-1.58302760836
ACH-000407,-1.3057458111799998
ACH-000408,-1.90103142289
ACH-000410,-1.61065947424
ACH-000411,-1.57699424309
ACH-000414,-1.56419022585
ACH-000415,-1.70143117744
ACH-000416,-1.35436243061
ACH-000420,-1.36486896535
ACH-000421,-1.34337737381
ACH-000424,-1.1848470965200002
ACH-000425,-1.5464337065399998
ACH-000426,-1.30600917556
ACH-000427,-0.810689637703
ACH-000433,-1.3910840472
ACH-000436,-1.2455123133
ACH-000444,-1.1363512121500001
ACH-000445,-1.22542870171
ACH-000448,-1.4889611822100002
ACH-000450,-1.80699042018
ACH-000452,-1.5374536719
ACH-000454,-1.57574665512
ACH-000458,-1.69564704868
ACH-000459,-1.9460457076400002
ACH-000460,-1.30214218286
ACH-000461,-1.27817265288
ACH-000463,-1.3042806693
ACH-000464,-1.51800027354
ACH-000466,-1.4724240875
ACH-000467,-1.7212263173299998
ACH-000468,-1.4464742103000001
ACH-000469,-1.28073411457
ACH-000470,-1.5359733069900001
ACH-000471,-1.37156172051
ACH-000472,-1.63364633699
ACH-000473,-2.08431969808
ACH-000475,-1.3709827993700001
ACH-000476,-1.32239553128
ACH-000477,-1.5741270957299998
ACH-000480,-1.8169395280900003
ACH-000481,-1.5810359517800001
ACH-000483,-1.45659764052
ACH-000484,-1.3070431327399998
ACH-000485,-1.36006365933
ACH-000486,-1.6355626783200001
ACH-000487,-1.32582050492
ACH-000488,-1.368155043
ACH-000490,-1.18265538972
ACH-000491,-1.12734461072
ACH-000495,-1.32958596987
ACH-000496,-1.45712840449
ACH-000499,-1.42841708725
ACH-000500,-1.4156234296799999
ACH-000502,-1.52865281838
ACH-000503,-1.5851333757100001
ACH-000505,-1.40609447345
ACH-000507,-1.51405010039
ACH-000510,-1.27532229584
ACH-000511,-1.42407213967
ACH-000512,-1.1640247617100001
ACH-000516,-0.7961686500740001
ACH-000517,-1.28006799872
ACH-000518,-1.95165480583
ACH-000520,-1.3283503136900001
ACH-000521,-1.25302287365
ACH-000522,-1.5519253496
ACH-000524,-1.26997757754
ACH-000527,-1.53529678492
ACH-000528,-1.4183694045299997
ACH-000537,-1.3922413144499999
ACH-000541,-1.1256023260799999
ACH-000542,-1.4618388382799998
ACH-000544,-1.44856298336
ACH-000545,-1.32523437652
ACH-000547,-1.7895413183700002
ACH-000548,-1.50437566174
ACH-000549,-1.4923443337
ACH-000550,-1.67007921303
ACH-000552,-1.68513526563
ACH-000556,-1.4890302651299998
ACH-000557,-1.17992593472
ACH-000570,-1.5568070031799999
ACH-000571,-1.7226984608000002
ACH-000573,-1.29020211129
ACH-000576,-1.5055358024399998
ACH-000580,-1.3743976600999999
ACH-000584,-1.5555901894400002
ACH-000585,-1.4486070438
ACH-000588,-1.7220514274400003
ACH-000589,-1.4018949262399998
ACH-000591,-1.4301270589500001
ACH-000593,-1.4727474641100002
ACH-000600,-1.62847430405
ACH-000601,-1.3529709602700002
ACH-000604,-1.25796481846
ACH-000605,-1.4627563925100002
ACH-000606,-1.51657840641
ACH-000608,-1.0231607843500001
ACH-000614,-1.5535851673899999
ACH-000616,-1.44690520375
ACH-000618,-1.80034376304
ACH-000619,-1.61496011299
ACH-000620,-1.54433924333
ACH-000621,-1.11164607716
ACH-000622,-1.4436360403600002
ACH-000623,-1.46823342461
ACH-000624,-1.33650873305
ACH-000627,-1.3583107244
ACH-000630,-1.41058462197
ACH-000632,-1.6848026308200001
ACH-000633,-1.2726477359000001
ACH-000637,-1.5213485807
ACH-000638,-1.7123697191100002
ACH-000646,-0.944095898929
ACH-000647,-1.33921953286
ACH-000648,-1.1961620542
ACH-000649,-1.57111813655
ACH-000651,-1.32428831487
ACH-000652,-1.45604269281
ACH-000653,-1.35329945125
ACH-000657,-1.20549567186
ACH-000658,-1.09604510239
ACH-000661,-1.67670660845
ACH-000662,-1.00109110256
ACH-000663,-2.08203231195
ACH-000665,-1.29602042754
ACH-000671,-1.7533720917500002
ACH-000673,-1.1684401978899999
ACH-000676,-1.4485267462399998
ACH-000677,-1.6771572542500002
ACH-000681,-1.72940958473
ACH-000682,-1.4966106891600002
ACH-000683,-1.54612773942
ACH-000684,-1.8034777909
ACH-000688,-1.17648701087
ACH-000693,-1.4236936719799997
ACH-000694,-1.3227242322200001
ACH-000695,-0.755557429896
ACH-000696,-1.45293269747
ACH-000697,-1.0570102848899998
ACH-000699,-1.10100841347
ACH-000701,-1.1932667418
ACH-000706,-1.1976278108399998
ACH-000711,-1.3426364502300001
ACH-000713,-1.51271308439
ACH-000714,-1.58069251351
ACH-000718,-1.20472339429
ACH-000720,-1.56538243755
ACH-000721,-1.27226949675
ACH-000724,-0.6996551259299999
ACH-000725,-0.987924863751
ACH-000732,-1.7282645769299998
ACH-000734,-1.40366004588
ACH-000735,-1.4488223802200002
ACH-000736,-1.38733060709
ACH-000738,-1.23643186395
ACH-000746,-1.0779114678100001
ACH-000747,-1.4079050813299998
ACH-000748,-1.29596625688
ACH-000753,-1.75977395668
ACH-000756,-1.29499660324
ACH-000757,-1.73025876494
ACH-000758,-1.00517670031
ACH-000760,-1.3606411280000001
ACH-000763,-0.591240232054
ACH-000764,-1.26591635299
ACH-000765,-1.5498757834299999
ACH-000766,-1.30694703247
ACH-000767,-0.8432261968279999
ACH-000768,-1.62442465104
ACH-000769,-1.52595544491
ACH-000770,-1.52714256447
ACH-000771,-1.49316435807
ACH-000773,-1.45905607411
ACH-000776,-1.3884206564
ACH-000777,-1.67954288761
ACH-000778,-1.3150954122399998
ACH-000781,-1.7063819861000002
ACH-000782,-1.3877178877599998
ACH-000783,-0.7920276336159999
ACH-000784,-1.64929228277
ACH-000785,-0.9771614095669999
ACH-000787,-1.60982951354
ACH-000788,-1.3284626772700001
ACH-000791,-1.5197446158599999
ACH-000792,-1.49739079385
ACH-000794,-1.31243422941
ACH-000796,-1.31080854262
ACH-000799,-1.04485775293
ACH-000800,-1.80565987282
ACH-000802,-1.55980582027
ACH-000804,-1.77565106833
ACH-000805,-1.50666305261
ACH-000809,-1.2300506353799998
ACH-000810,-1.6693299099399999
ACH-000811,-1.39505171694
ACH-000817,-1.42619161463
ACH-000819,-1.47770519542
ACH-000820,-1.7622086355200002
ACH-000821,-2.02498437448
ACH-000822,-1.26804786715
ACH-000823,-1.5703989904799998
ACH-000824,-1.5953156752899997
ACH-000827,-1.5350804921899999
ACH-000829,-1.15398916095
ACH-000831,-1.4761334135
ACH-000832,-1.46090070231
ACH-000833,-1.8085006884400001
ACH-000834,-0.763692870063
ACH-000835,-1.29495630405
ACH-000836,-1.6776614947400001
ACH-000837,-1.51345600097
ACH-000838,-1.7187925266900004
ACH-000839,-1.04092914087
ACH-000840,-1.77666342535
ACH-000841,-1.53635054847
ACH-000843,-1.30424292881
ACH-000846,-1.3207690053299999
ACH-000847,-1.6125752581200001
ACH-000848,-1.1044581169499998
ACH-000849,-1.59887437593
ACH-000851,-1.30211957283
ACH-000855,-1.89305122039
ACH-000856,-1.5751065871099998
ACH-000858,-1.09562019331
ACH-000859,-1.58071096032
ACH-000861,-1.53144121292
ACH-000862,-1.14810201848
ACH-000865,-1.58628065449
