,GPR137C (283554)
ACH-000228,-0.499704356337
ACH-000231,-0.388160375887
ACH-000232,-0.454938697063
ACH-000233,-0.363881391227
ACH-000234,-0.299925295206
ACH-000235,-0.331360307499
ACH-000237,-0.22831292439
ACH-000238,-0.450651961471
ACH-000243,-0.479592426532
ACH-000244,-0.362318213889
ACH-000246,-0.457677904124
ACH-000248,-0.737648325407
ACH-000250,-0.509874417131
ACH-000251,-0.314250426728
ACH-000253,-0.441803854112
ACH-000255,-0.455998271985
ACH-000256,-0.303905870949
ACH-000257,-0.791949572793
ACH-000258,-0.11834550954800001
ACH-000259,-0.227550858684
ACH-000260,-0.511582145122
ACH-000261,-0.458806230241
ACH-000262,-0.274011179331
ACH-000263,-0.0187444651242
ACH-000264,-0.465175234288
ACH-000265,-0.359027012194
ACH-000266,-0.486044009617
ACH-000272,-0.22726983647500001
ACH-000273,-0.1635002735
ACH-000274,-0.312300033451
ACH-000277,-0.19521496843699998
ACH-000278,-0.362059334331
ACH-000279,-0.318925735785
ACH-000280,-0.37744838415299997
ACH-000281,-0.218718917181
ACH-000288,-0.241778800738
ACH-000291,-0.227046668083
ACH-000293,-0.782441231694
ACH-000294,-0.116542141454
ACH-000295,-0.58994935029
ACH-000296,-0.173924009172
ACH-000302,-0.348465495296
ACH-000304,-0.293596578132
ACH-000307,-0.3014722974
ACH-000308,-0.42276579603500003
ACH-000310,-0.37702439959
ACH-000311,-0.624182937435
ACH-000312,-0.20178701169500002
ACH-000315,-0.364020158914
ACH-000316,-0.181257192419
ACH-000317,-0.43667140193099996
ACH-000318,-0.366181125316
ACH-000319,-0.426748291712
ACH-000320,-0.231838227468
ACH-000322,-0.31995337915600003
ACH-000323,-0.0593150716325
ACH-000324,-0.40299864245
ACH-000329,-0.414876300891
ACH-000330,-0.340367501484
ACH-000331,-0.261892167418
ACH-000332,-0.47442258609
ACH-000334,-0.615953207935
ACH-000335,-0.685712490854
ACH-000336,-0.198123505603
ACH-000337,-0.302671681139
ACH-000339,-0.44814865162
ACH-000341,-0.09025446263129999
ACH-000348,-0.188705650437
ACH-000350,-0.38529000192199997
ACH-000352,-0.37121273532899995
ACH-000356,-0.374868328885
ACH-000361,0.14994940837600002
ACH-000362,-0.11976890168099999
ACH-000363,-0.283243003167
ACH-000364,-0.37057344877
ACH-000365,-0.272043010162
ACH-000366,-0.246031832546
ACH-000368,-0.552977344756
ACH-000374,-0.237396378405
ACH-000375,-0.297000819436
ACH-000376,-0.45054719081600003
ACH-000381,-0.483776511186
ACH-000383,-0.37014726516
ACH-000387,-0.25724678221700004
ACH-000389,-0.463492867535
ACH-000390,-0.27376007367
ACH-000393,-0.5593448850289999
ACH-000395,-0.42327770882700005
ACH-000397,-0.52837792994
ACH-000401,-0.441802997263
ACH-000402,-0.106371864701
ACH-000403,-0.243411814349
ACH-000404,-0.641618583429
ACH-000406,-0.284597450242
ACH-000407,-0.20204168049000001
ACH-000408,-0.8340367404250001
ACH-000410,-0.0734005995493
ACH-000411,-0.496572496566
ACH-000414,-0.281532826849
ACH-000415,-0.321404955756
ACH-000416,-0.34523953902099996
ACH-000420,-0.338834599134
ACH-000421,-0.34302904205300006
ACH-000424,-0.0344631054977
ACH-000425,-0.38487996478000003
ACH-000426,-0.420167744662
ACH-000427,-0.48860528429899996
ACH-000433,-0.560044818491
ACH-000436,-0.566679128737
ACH-000444,-0.315063345955
ACH-000445,-0.36353063641000005
ACH-000448,-0.394589890206
ACH-000450,-0.27414703919
ACH-000452,-0.408875878239
ACH-000454,-0.301309318015
ACH-000458,-0.42386631376100004
ACH-000459,-0.004428645137890001
ACH-000460,-0.336509365112
ACH-000461,-0.350055265617
ACH-000463,-0.416431442935
ACH-000464,-0.436010970308
ACH-000466,-0.44835548053900004
ACH-000467,-0.43446191662699996
ACH-000468,-0.138313985463
ACH-000469,-0.42282988061
ACH-000470,-0.0640852365256
ACH-000471,-0.513701127373
ACH-000472,-0.36148935947800004
ACH-000473,-0.480137802827
ACH-000475,-0.508262997628
ACH-000476,-0.33939356171499996
ACH-000477,-0.35991634158
ACH-000480,-0.376685875889
ACH-000481,-0.376847952571
ACH-000483,0.04285790318109999
ACH-000484,-0.46707960533200005
ACH-000485,-0.424974861362
ACH-000486,-0.224696083399
ACH-000487,-0.175692317062
ACH-000488,-0.30187483055
ACH-000490,-0.570718736607
ACH-000491,-0.13615869646099998
ACH-000495,-0.6847298248010001
ACH-000496,-0.28794150401999996
ACH-000499,-0.5352541621670001
ACH-000500,-1.06113861657
ACH-000502,-0.512857320362
ACH-000503,-0.332754094933
ACH-000505,-0.517804140962
ACH-000507,-0.605812396861
ACH-000510,-0.13567868506300002
ACH-000511,-0.418465236686
ACH-000512,-0.241275004819
ACH-000516,-0.456269288982
ACH-000517,-0.297992026909
ACH-000518,-0.313281676133
ACH-000520,-0.373120853545
ACH-000521,-0.337580861455
ACH-000522,-0.36510471495499996
ACH-000524,-0.350249235115
ACH-000527,-0.355029623468
ACH-000528,-0.338333147108
ACH-000537,-0.49101679942000004
ACH-000541,-0.607937586022
ACH-000542,-0.17789058465100002
ACH-000544,-0.42522673787500004
ACH-000545,-0.527781101682
ACH-000547,-0.234621477884
ACH-000548,-0.209896422848
ACH-000549,-0.188393413855
ACH-000550,-0.269292517801
ACH-000552,-0.411675094529
ACH-000556,-0.274838122909
ACH-000557,-0.333997604238
ACH-000570,0.022641210500599997
ACH-000571,-0.402747136883
ACH-000573,-0.40195824087800003
ACH-000576,-0.28037421414999997
ACH-000580,-0.1222190591
ACH-000584,-0.48380740413900003
ACH-000585,-0.372630466505
ACH-000588,-0.30670385150699997
ACH-000589,-0.399282903703
ACH-000591,-0.603561733056
ACH-000593,-0.345907625288
ACH-000600,-0.553819321807
ACH-000601,-0.323371744937
ACH-000604,-0.35140330827699995
ACH-000605,-0.39271068453599994
ACH-000606,-0.422007468554
ACH-000608,-0.382962356383
ACH-000614,-0.195500125396
ACH-000616,-0.336826338432
ACH-000618,-0.210997970466
ACH-000619,-0.32674267029
ACH-000620,-0.396762515678
ACH-000621,-0.398484993977
ACH-000622,-0.644679331807
ACH-000623,-0.7442297441590001
ACH-000624,-0.413982390167
ACH-000627,-0.134476718493
ACH-000630,-0.400610469114
ACH-000632,-0.40960393229000003
ACH-000633,-0.275169102165
ACH-000637,-0.45626784982
ACH-000638,-0.24985826307599998
ACH-000646,-0.603973729084
ACH-000647,-0.32755166654
ACH-000648,-0.246096937841
ACH-000649,-0.386996394412
ACH-000651,-0.18846451274099998
ACH-000652,-0.0139907591018
ACH-000653,-0.537972563007
ACH-000657,-0.226513870311
ACH-000658,-0.30737482458
ACH-000661,-0.16340734330999998
ACH-000662,-0.500315735013
ACH-000663,-0.0422052917681
ACH-000665,-0.332890779412
ACH-000671,-0.309780944444
ACH-000673,-0.360422272574
ACH-000676,-0.239595613359
ACH-000677,-0.35989227717600003
ACH-000681,-0.128859877684
ACH-000682,-0.186460427703
ACH-000683,-0.23934407830899998
ACH-000684,-0.616363778905
ACH-000688,-0.18507193362100002
ACH-000693,-0.3682641282
ACH-000694,-0.254455871234
ACH-000695,-0.185549725736
ACH-000696,-0.328724001451
ACH-000697,-0.36440173809500004
ACH-000699,-0.456232053463
ACH-000701,-0.505250633396
ACH-000706,-0.224162338561
ACH-000711,-0.290648183307
ACH-000713,-0.505862729789
ACH-000714,-0.281677394812
ACH-000718,-0.390326280565
ACH-000720,-0.256643267246
ACH-000721,-0.42825383152900004
ACH-000724,-0.0461508070631
ACH-000725,-0.32797182743000003
ACH-000732,-0.300818882157
ACH-000734,-0.447998307425
ACH-000735,-0.35952452729900003
ACH-000736,-0.446925959253
ACH-000738,-0.381643121247
ACH-000746,-0.49227255434600004
ACH-000747,-0.09932761931389998
ACH-000748,-0.400110605767
ACH-000753,-0.23381272657299998
ACH-000756,-0.306681106446
ACH-000757,-0.19297012100299998
ACH-000758,-0.120241950625
ACH-000760,-0.325586247301
ACH-000763,-0.426462333179
ACH-000764,-0.0312341787439
ACH-000765,-0.47963850948700004
ACH-000766,-0.42587117813
ACH-000767,0.00522486213641
ACH-000768,-0.751968532552
ACH-000769,-0.264641555348
ACH-000770,-0.280977684155
ACH-000771,-0.26569992428399997
ACH-000773,-0.384109600099
ACH-000776,-0.42303993264300005
ACH-000777,-0.218121479624
ACH-000778,-0.300917393729
ACH-000781,-0.301783247636
ACH-000782,-0.316216848331
ACH-000783,-0.341605862529
ACH-000784,-0.25490914514199997
ACH-000785,-0.464608684315
ACH-000787,-0.160069937414
ACH-000788,-0.223624370961
ACH-000791,-0.32893378459399997
ACH-000792,-0.249179425002
ACH-000794,-0.40275147654200005
ACH-000796,-0.44417043347499996
ACH-000799,-0.430770003706
ACH-000800,-0.440343622255
ACH-000802,-0.311059961724
ACH-000804,-0.360670542702
ACH-000805,-0.06438642319190001
ACH-000809,-0.213073754066
ACH-000810,0.281624510966
ACH-000811,-0.32922549293000003
ACH-000817,-0.5466764369899999
ACH-000819,-0.483929532562
ACH-000820,-0.299793511742
ACH-000821,-0.21037825829999998
ACH-000822,-0.266825324616
ACH-000823,-0.29524491942
ACH-000824,-0.38511793192599997
ACH-000827,-0.35062531333499997
ACH-000829,-0.33203445957100003
ACH-000831,-0.406507534953
ACH-000832,-0.517774083234
ACH-000833,-0.045392239397
ACH-000834,-0.315716253131
ACH-000835,-0.253585109302
ACH-000836,-0.281019893645
ACH-000837,-0.292980034521
ACH-000838,-0.42244403764
ACH-000839,-0.336696427679
ACH-000840,-0.11205239452099999
ACH-000841,-0.36319379821500003
ACH-000843,-0.228584284233
ACH-000846,-0.289624408056
ACH-000847,-0.0847308242192
ACH-000848,-0.617873707099
ACH-000849,-0.324128315058
ACH-000851,-0.46658965743299996
ACH-000855,-0.513090705364
ACH-000856,-0.28160511277
ACH-000858,-0.34569182809199994
ACH-000859,-0.21773946598900001
ACH-000861,-0.329775969603
ACH-000862,-0.223487869237
ACH-000865,-0.381923985478
ACH-000866,-0.40384489956299996
ACH-000867,-0.34843990409599995
ACH-000869,-0.25436764613
ACH-000872,-0.310719702891
ACH-000873,-0.19229281102899998
ACH-000876,-0.292097128994
ACH-000878,-0.215703450413
ACH-000880,-0.270703802332
ACH-000881,-0.3168499897
ACH-000882,-0.40305060919299995
ACH-000884,-0.436578118636
ACH-000885,-0.38671207506899996
ACH-000887,-0.306453823791
ACH-000888,-0.31043005061
ACH-000889,-0.27601936429
ACH-000890,-0.37482283114
ACH-000896,-0.288638169778
ACH-000898,-0.349158037843
ACH-000900,-0.296787393574
ACH-000901,-0.232593075216
ACH-000905,-0.360976293229
ACH-000906,-0.28406540779100004
ACH-000907,-0.527777260155
ACH-000910,-0.23836969537799998
ACH-000911,-0.220995104897
ACH-000912,-0.34471345596
ACH-000913,-0.35051798848800003
ACH-000915,-0.20553244682
ACH-000916,-0.585385874115
ACH-000917,-0.261731850335
ACH-000921,-0.46978650524099996
ACH-000924,-0.22569151726999997
ACH-000926,-0.108418255012
ACH-000928,-0.249015406341
ACH-000929,0.0533967522234
ACH-000932,-0.37411857577299995
ACH-000935,-0.200707000743
ACH-000936,-0.420201716401
ACH-000937,-0.19078479708
ACH-000938,-0.386334990462
ACH-000939,-0.117542575929
ACH-000941,-0.42609653843
ACH-000943,-0.26324944838799996
ACH-000946,-0.511517145955
ACH-000947,-0.204593572809
ACH-000948,-0.356076154665
ACH-000950,-0.44113546199299997
ACH-000953,-0.130034474531
ACH-000957,-0.507254191741
ACH-000958,-0.441465163638
ACH-000960,-0.26042302529
ACH-000963,-0.129183244641
ACH-000968,-0.312423166081
ACH-000969,-0.380065515915
ACH-000973,-0.29892970124699997
ACH-000974,-0.44053587002800004
ACH-000975,-0.30623427052200003
ACH-000976,-0.250954225709
ACH-000978,-0.566523159448
ACH-000980,-0.254046079274
ACH-000984,-0.373479826664
ACH-000986,-0.246907849324
ACH-000988,-0.21176350822
ACH-000993,-0.425925682002
ACH-000994,-0.38335973363700004
ACH-000996,-0.404474598722
ACH-001001,-0.485169474702
ACH-001020,-0.699280019473
ACH-001028,-0.332712667886
ACH-001031,-0.284046823523
ACH-001038,-0.254476103198
ACH-001048,-0.25977292529
ACH-001050,-0.362545354382
ACH-001053,-0.250041416358
ACH-001054,-0.43998233596600006
ACH-001061,-0.329206239856
ACH-001067,-0.34949521587300003
ACH-001075,-0.171046736082
ACH-001096,-0.423236397055
ACH-001128,-0.117697887018
ACH-001134,-0.346525663671
ACH-001151,-0.322226290679
ACH-001163,-0.31579069798099996
ACH-001164,-0.5533705026100001
ACH-001173,-0.445587848701
ACH-001183,-0.132851906628
ACH-001184,-0.269081369367
ACH-001190,-0.48536016918700003
ACH-001192,-0.49700626982600005
ACH-001193,-0.10176386974
ACH-001196,-0.42568372851899994
ACH-001197,-0.2940853328
ACH-001205,-0.217170066615
ACH-001211,-0.424214248957
ACH-001212,0.00173497892948
ACH-001228,-0.28261549716999995
ACH-001232,-0.43414209520900005
ACH-001239,-0.298491227177
ACH-001274,-0.138277653377
ACH-001275,-0.45982516157
ACH-001277,-0.36067341327799995
ACH-001278,-0.561106219883
ACH-001280,-0.374625655377
ACH-001283,-0.120809428541
ACH-001289,-0.20850158276099998
ACH-001295,-0.44224592027099996
ACH-001300,-0.21473590372999998
ACH-001301,-0.264076272071
ACH-001302,-0.656464650515
ACH-001303,-0.0704526608297
ACH-001306,-0.365562046109
ACH-001318,-0.160029904534
ACH-001322,-0.288600457541
ACH-001328,-0.310111776036
ACH-001332,-0.5790747798899999
ACH-001333,-0.434948718885
ACH-001336,-0.391375279481
ACH-001340,-0.289337142764
ACH-001346,-0.456061093199
ACH-001353,-0.510304039451
ACH-001354,-0.0319837383744
ACH-001367,-0.6787939951440001
ACH-001368,-0.28903480617
ACH-001374,-0.468188258343
ACH-001375,-0.322113832617
ACH-001377,-0.285775930264
ACH-001380,-0.353579050438
ACH-001391,-0.39394764357
ACH-001407,-0.3071907402
ACH-001408,-0.37031197178400005
ACH-001413,-0.396636677025
ACH-001430,-0.5083909365929999
ACH-001431,-0.0971199275429
ACH-001450,-0.427184650339
ACH-001496,-0.273757141941
ACH-001500,-0.34546452604
ACH-001521,-0.19269506032000003
ACH-001523,-0.496899688001
ACH-001532,-0.331130837317
ACH-001536,-0.281019625238
ACH-001550,-0.259406889681
ACH-001552,-0.7281970004
ACH-001554,-0.48324535192400003
ACH-001645,-0.31163209641600004
ACH-001654,-0.311281599542
ACH-001715,0.00312778056366
ACH-001735,-0.17185011169599998
ACH-001736,-0.332075579773
ACH-001737,-0.17724122452399999
ACH-001740,-0.627998796915
ACH-001745,-0.509942951049
ACH-001750,-0.351252590928
ACH-001765,-0.410551743323
ACH-001956,-0.245971450969
ACH-001957,-0.25126870480999997
