,PTMA (5757)
ACH-000436,-0.8818052206489999
ACH-000444,-0.622298386064
ACH-000445,-0.379650765449
ACH-000448,-0.7529138705249999
ACH-000450,-0.497903587297
ACH-000452,-0.313045203387
ACH-000454,-0.33306871356999995
ACH-000458,-0.46683035197800005
ACH-000459,-0.302242318759
ACH-000460,-0.491245370664
ACH-000461,-0.43059045109399996
ACH-000463,-0.511939745427
ACH-000464,-0.603054988261
ACH-000466,-0.34902884650399996
ACH-000467,-0.650036851845
ACH-000468,-0.443652291648
ACH-000469,-0.796877632834
ACH-000470,-0.6788007619320001
ACH-000471,-0.457927122706
ACH-000472,-0.481234121492
ACH-000473,-0.323177981068
ACH-000475,-0.314915194028
ACH-000476,-0.636383342602
ACH-000477,-1.13444710059
ACH-000480,-0.7167867038160001
ACH-000481,-0.619117170326
ACH-000483,-0.5135067570840001
ACH-000484,-0.25204891176399996
ACH-000485,-0.734793014227
ACH-000486,-0.56764183093
ACH-000487,-0.623738512426
ACH-000488,-0.5256769457289999
ACH-000490,-0.307221672179
ACH-000491,-0.5822859738880001
ACH-000495,-0.736007243409
ACH-000496,-0.42953694075800003
ACH-000499,-0.582835518764
ACH-000500,-0.440538270948
ACH-000502,-0.455325263301
ACH-000503,-0.232919757832
ACH-000505,-0.474213237362
ACH-000507,-0.8747687884149999
ACH-000510,-0.22705119715
ACH-000511,-0.6392633457810001
ACH-000512,-0.596458728936
ACH-000516,-0.599365178217
ACH-000517,-0.596982915618
ACH-000518,-0.42950877069700005
ACH-000520,-0.41138996805699996
ACH-000521,-0.33997814524000003
ACH-000522,-0.542652095697
ACH-000524,-0.469398315243
ACH-000527,-0.663786789867
ACH-000528,-0.6777862562070001
ACH-000537,-0.37854039761
ACH-000541,-0.7008575286830001
ACH-000542,-0.7624299235609999
ACH-000544,-0.509357731103
ACH-000545,-0.568147965757
ACH-000547,-0.926180778368
ACH-000548,-0.527349668021
ACH-000549,-0.43966886553199996
ACH-000550,-0.587293087434
ACH-000552,-0.635035588915
ACH-000556,-0.156278675927
ACH-000557,-0.961854004534
ACH-000570,-0.798958539774
ACH-000571,-0.562841128816
ACH-000573,-0.478237863177
ACH-000576,-0.6430304706000001
ACH-000580,-0.422463423631
ACH-000584,-0.403475764798
ACH-000585,-0.521907898001
ACH-000588,-0.37846572107299997
ACH-000589,-0.451094176237
ACH-000591,-0.656249516021
ACH-000593,-0.452953815805
ACH-000600,-0.790864416691
ACH-000601,-0.5078392343029999
ACH-000604,-0.43364689168799997
ACH-000605,-0.395963853847
ACH-000606,-0.434005554076
ACH-000608,-0.905369385625
ACH-000614,-0.821118725776
ACH-000616,-0.746778426125
ACH-000618,-0.364845118155
ACH-000619,-0.465713991436
ACH-000620,-0.522554535026
ACH-000621,-0.638798450459
ACH-000622,-0.7254777776620001
ACH-000623,-0.5884260147820001
ACH-000624,-0.49870658533999995
ACH-000627,-0.565174200813
ACH-000630,-0.426044791672
ACH-000632,-0.24395421514199997
ACH-000633,-0.257682651333
ACH-000637,-0.544388315917
ACH-000638,-0.47535103280100005
ACH-000646,-0.364211364331
ACH-000647,-0.521194657468
ACH-000648,-0.839461426943
ACH-000649,-0.579263786901
ACH-000651,-0.368259924089
ACH-000652,-0.677774191991
ACH-000653,-0.97329123639
ACH-000657,-0.31315921494000004
ACH-000658,-0.666043780254
ACH-000661,-0.271908516073
ACH-000662,-0.811017463831
ACH-000663,-0.811986215841
ACH-000665,-0.5795623328630001
ACH-000671,-0.611180640676
ACH-000673,-0.645509682891
ACH-000676,-0.443846541144
ACH-000677,-0.776720682032
ACH-000681,-0.393711300167
ACH-000682,-0.268430758975
ACH-000683,-0.449043381364
ACH-000684,-0.11999249107200001
ACH-000688,-0.488687355827
ACH-000693,-0.31908587736099997
ACH-000694,-0.507953148987
ACH-000695,-0.617156931885
ACH-000696,-0.66746029289
ACH-000697,-0.520156219599
ACH-000699,-0.625421871926
ACH-000701,-0.470559381374
ACH-000706,-0.41831998135399995
ACH-000711,-0.368000956482
ACH-000713,-0.18582384737399998
ACH-000714,-0.319893436849
ACH-000718,-0.6920385412019999
ACH-000720,-0.34583349514600004
ACH-000721,-0.381379327654
ACH-000724,-0.403345978182
ACH-000725,-0.49433789045000004
ACH-000732,-0.595738574155
ACH-000734,-0.279320813301
ACH-000735,-0.8052618961679999
ACH-000736,-0.6470708620750001
ACH-000738,-0.467310468353
ACH-000746,-0.66511797417
ACH-000747,-0.201653848688
ACH-000748,-0.58988184782
ACH-000753,-0.6703954244960001
ACH-000756,-0.472147737305
ACH-000757,-0.325880752502
ACH-000758,-0.272937658116
ACH-000760,-0.424306145559
ACH-000763,-0.32331807280999997
ACH-000764,-0.284647424386
ACH-000765,-0.5463173050460001
ACH-000766,-0.5799415930290001
ACH-000767,-0.575651764762
ACH-000768,-0.401523122504
ACH-000769,-0.47884989895900004
ACH-000770,-0.31926894451
ACH-000771,-0.63980644328
ACH-000773,-0.897479948176
ACH-000776,-0.8399190528300001
ACH-000777,-0.484133518023
ACH-000778,-0.41921709758000003
ACH-000781,-0.63328629391
ACH-000782,-0.39051476535499996
ACH-000783,-0.431495131122
ACH-000784,-0.368368611782
ACH-000785,-0.624163004672
ACH-000787,-0.447075271939
ACH-000788,-0.42894843649000003
ACH-000791,-0.572026125453
ACH-000792,-0.440285115713
ACH-000794,-0.453273685396
ACH-000796,-0.923253397034
ACH-000799,-0.7357823843060001
ACH-000800,-0.6973395678899998
ACH-000802,-0.569243998448
ACH-000804,-0.666119768103
ACH-000805,-0.836182483881
ACH-000809,-0.550485036685
ACH-000810,-0.959843532518
ACH-000811,-0.547072895979
ACH-000817,-0.9147239452339999
ACH-000819,-0.279970800407
ACH-000820,-0.8245275839480001
ACH-000821,-0.588530722516
ACH-000822,-0.30838916034200003
ACH-000823,-0.46082810350599995
ACH-000824,-0.641613228801
ACH-000827,-0.356107278991
ACH-000829,-0.565391860523
ACH-000831,-0.548600524972
ACH-000832,-0.675332026577
ACH-000833,-0.412487077942
ACH-000834,-0.61548891704
ACH-000835,-0.47935561074199995
ACH-000836,-0.7065904880249999
ACH-000837,-0.354426476361
ACH-000838,-1.00339746332
ACH-000839,-0.594054457098
ACH-000840,-0.436110736291
ACH-000841,-0.493612818583
ACH-000843,-0.326363388178
ACH-000846,-0.264650719524
ACH-000847,-0.448508736667
ACH-000848,-0.460362304036
ACH-000849,-0.337278319134
ACH-000851,-0.43532421996299997
ACH-000855,-0.513105481239
ACH-000856,-0.427537225163
ACH-000858,-0.483398030223
ACH-000859,-0.527343526792
ACH-000861,-0.551809466876
ACH-000862,-0.760801918864
ACH-000865,-0.490424291874
ACH-000866,-0.300434526219
ACH-000867,-0.711044516524
ACH-000869,-0.5778365458160001
ACH-000872,-0.301461555667
ACH-000873,-0.40855716524
ACH-000876,-0.36516331367399996
ACH-000878,-0.382452925484
ACH-000880,-0.580752298599
ACH-000881,-0.6645333300999999
ACH-000882,-0.534551929834
ACH-000884,-0.526539377662
ACH-000885,-0.46917319898800003
ACH-000887,-0.402403009003
ACH-000888,-0.543105059159
ACH-000889,-0.32119824212299997
ACH-000890,-0.497145588829
ACH-000896,-0.223604693626
ACH-000898,-1.02072429874
ACH-000900,-0.357968520912
ACH-000901,-0.53377462712
ACH-000905,-0.564231427986
ACH-000906,-0.407131133049
ACH-000907,-0.7361471084899999
ACH-000910,-0.44407130358999997
ACH-000911,-0.5003057623830001
ACH-000912,-0.173210566914
ACH-000913,-0.41363342135
ACH-000915,-0.328771720105
ACH-000916,-0.81416859772
ACH-000917,-0.49391859755
ACH-000921,-0.565015865015
ACH-000924,-0.557252205248
ACH-000926,-0.580322724813
ACH-000928,-0.528513033274
ACH-000929,-0.058161076924800006
ACH-000932,-0.636436144581
ACH-000935,-0.634827734552
ACH-000936,-0.44501563054300003
ACH-000937,-0.609292000073
ACH-000938,-0.954772621706
ACH-000939,-0.381527228197
ACH-000941,-0.247979420226
ACH-000943,-0.378691209548
ACH-000946,-0.647891034186
ACH-000947,-0.46960973028
ACH-000948,-0.710749389207
ACH-000950,-0.616120947296
ACH-000953,-0.560790956181
ACH-000957,-0.571372370678
ACH-000958,-0.56226777552
ACH-000960,-0.621885053808
ACH-000963,-0.6914397244850001
ACH-000968,-0.559631879488
ACH-000969,-0.250764227046
ACH-000973,-0.532238042525
ACH-000974,-0.7257537397310001
ACH-000975,-0.370499815313
ACH-000976,-0.7968431626270001
ACH-000978,-0.318736333974
ACH-000980,-0.3086546317
ACH-000984,-0.705854251059
ACH-000986,-0.738575735476
ACH-000988,-0.37225984880400004
ACH-000993,-0.763763776608
ACH-000994,-0.366415659451
ACH-000996,-0.586179636013
ACH-001001,-0.455210747587
ACH-001020,-0.681884243013
ACH-001028,-0.5198865478670001
ACH-001031,-0.34695871849
ACH-001038,-0.5157512425330001
ACH-001048,-0.541141885552
ACH-001050,-0.799314524403
ACH-001053,-0.6895882297229999
ACH-001054,-0.642399672489
ACH-001061,-0.471478193627
ACH-001067,-0.463640245259
ACH-001075,-0.47269739829199997
ACH-001096,-0.27825328769
ACH-001128,-0.629878956704
ACH-001134,-0.845667384005
ACH-001151,-0.45972000954899994
ACH-001163,-0.444243853292
ACH-001164,-0.145285951008
ACH-001173,-0.475739400734
ACH-001183,-0.52279859773
ACH-001184,-0.298337836257
ACH-001190,-0.702435650441
ACH-001192,-0.523890656004
ACH-001193,-0.428178898449
ACH-001196,-0.604151344307
ACH-001197,-0.8332821144339999
ACH-001205,-0.505827604734
ACH-001211,-0.477819853417
ACH-001212,-0.498032812097
ACH-001228,-0.618893931251
ACH-001232,-0.688686300444
ACH-001239,-0.44571668185400004
ACH-001274,-0.6693728828369999
ACH-001275,-0.16407210502800001
ACH-001277,-0.280989649514
ACH-001278,-0.386780164036
ACH-001280,-0.265792544549
ACH-001283,-0.397827290743
ACH-001289,-0.33960788478
ACH-001295,-0.38829017711099995
ACH-001300,-0.520924379592
ACH-001301,-0.459160507939
ACH-001302,-0.426138352269
ACH-001303,-0.7128451711329999
ACH-001306,-0.7571553453509999
ACH-001318,-0.286826393847
ACH-001322,-0.222852918721
ACH-001328,-0.269124355485
ACH-001332,-0.12980744015999998
ACH-001333,-0.40236076630400003
ACH-001336,-0.738279077752
ACH-001340,-0.420486659815
ACH-001346,-0.5763716847160001
ACH-001353,-0.543106221198
ACH-001354,-0.8857931214560001
ACH-001367,-0.569741308186
ACH-001368,-0.427619034491
ACH-001374,-0.48454142732699995
ACH-001375,-0.606263966441
ACH-001377,-0.6525751154070001
ACH-001380,-0.5889730216100001
ACH-001391,-0.653378497428
ACH-001407,-0.17600270334100002
ACH-001408,-0.39572737771399996
ACH-001413,-0.416946179051
ACH-001430,-0.563682443813
ACH-001431,-0.32781738387
ACH-001450,-0.640588693225
ACH-001496,-0.63717685581
ACH-001500,-0.367866538961
ACH-001521,-0.620125215115
ACH-001523,-0.388009972883
ACH-001532,-0.454064401971
ACH-001536,-0.68595463055
ACH-001550,-0.528527362403
ACH-001552,-0.483392564564
ACH-001554,-0.493535828082
ACH-001645,-0.745543515035
ACH-001654,-0.5664651651879999
ACH-001715,-0.33752003794299995
ACH-001735,-0.346852562865
ACH-001736,-0.461048112738
ACH-001737,-0.6990116620460001
ACH-001740,-0.47567678141099995
ACH-001745,-0.19532427475699998
ACH-001750,-0.323871245503
ACH-001765,-0.33786243399099997
ACH-001956,-0.365912263719
ACH-001957,-0.455662294146
