,ARHGAP11B (89839)
ACH-000658,-0.364919062481
ACH-000661,-0.795855197759
ACH-000662,-0.287743425888
ACH-000663,-0.485798039971
ACH-000665,-0.507073064927
ACH-000671,-0.39478713165
ACH-000673,-0.34139312393200005
ACH-000676,-0.322335640895
ACH-000677,-0.408049157578
ACH-000681,-0.74835063537
ACH-000682,-0.232684802005
ACH-000683,-0.356366373957
ACH-000684,-0.5620543056530001
ACH-000688,-0.602333500106
ACH-000693,-0.379784753658
ACH-000694,-0.37680672976499996
ACH-000695,-0.536780980812
ACH-000696,-0.426830034279
ACH-000697,-0.6086131851600001
ACH-000699,-0.18880681764899998
ACH-000701,-0.330663742318
ACH-000706,-0.30425775928599996
ACH-000711,-0.435069817516
ACH-000713,-0.602829976544
ACH-000714,-0.849405386729
ACH-000718,-0.48468370758699997
ACH-000720,-0.400804912562
ACH-000721,-0.600746306774
ACH-000724,-0.320429854718
ACH-000725,-0.0812097857601
ACH-000732,-0.45029259681
ACH-000734,-0.505754279538
ACH-000735,-0.35495483064499994
ACH-000736,-0.459382805639
ACH-000738,-0.464719476683
ACH-000746,-0.413467725779
ACH-000747,-0.682714323684
ACH-000748,-0.332958597883
ACH-000753,-0.569514844803
ACH-000756,-0.473132638993
ACH-000757,-0.635435480022
ACH-000758,-0.3264380703
ACH-000760,-0.315161758169
ACH-000763,-0.466636101434
ACH-000764,-0.54621454948
ACH-000765,-0.315748892223
ACH-000766,-0.644554799845
ACH-000767,-0.38829269051299997
ACH-000768,-0.508257116749
ACH-000769,-0.318985120973
ACH-000770,-0.38921618930699997
ACH-000771,-0.293775689131
ACH-000773,-0.465445421391
ACH-000776,-0.532397881901
ACH-000777,-0.276396262966
ACH-000778,-0.255224046655
ACH-000781,-0.561725195359
ACH-000782,-0.438125722989
ACH-000783,-0.513509005879
ACH-000784,-0.417894249283
ACH-000785,-0.336621836114
ACH-000787,-0.408187964704
ACH-000788,-0.468603694212
ACH-000791,-0.42144927905
ACH-000792,-0.30050665398000004
ACH-000794,-0.395581354101
ACH-000796,-0.390882868456
ACH-000799,-0.611391070871
ACH-000800,-0.34438532116899995
ACH-000802,-0.37489974234800005
ACH-000804,-0.44565563586400003
ACH-000805,-0.469033244589
ACH-000809,-0.371436606985
ACH-000810,-0.52050232448
ACH-000811,-0.466795919753
ACH-000817,-0.476765972106
ACH-000819,-0.405838060889
ACH-000820,-0.59438266664
ACH-000821,-0.579396808848
ACH-000822,-0.37181658540600004
ACH-000823,-0.340219671554
ACH-000824,-0.265639982463
ACH-000827,-0.400926507167
ACH-000829,-0.32003376359499996
ACH-000831,-0.42020223871699997
ACH-000832,-0.550185023398
ACH-000833,-0.373905597892
ACH-000834,-0.40925417864200003
ACH-000835,-0.38556856714000004
ACH-000836,-0.463697993185
ACH-000837,-0.35500066024300003
ACH-000838,-0.635351365194
ACH-000839,-0.252249770981
ACH-000840,-0.44799170862599996
ACH-000841,-0.627810918614
ACH-000843,-0.433329135156
ACH-000846,-0.251265863063
ACH-000847,-0.42552363450900005
ACH-000848,-0.309133344129
ACH-000849,-0.408952381058
ACH-000851,-0.451711580938
ACH-000855,-0.338324803316
ACH-000856,-0.549083099362
ACH-000858,-0.18678436557999997
ACH-000859,-0.535142115363
ACH-000861,-0.5512128059070001
ACH-000862,-0.235175356102
ACH-000865,-0.308840651599
ACH-000866,-0.322604109207
ACH-000867,-0.532934325031
ACH-000869,-0.409545350327
ACH-000872,-0.502995334554
ACH-000873,-0.419930926052
ACH-000876,-0.305698059723
ACH-000878,-0.649038239799
ACH-000880,-0.262266007579
ACH-000881,-0.6130696813759999
ACH-000882,-0.529126073216
ACH-000884,-0.332775375636
ACH-000885,-0.447573539468
ACH-000887,-0.269483985709
ACH-000888,-0.320369368978
ACH-000889,-0.35820771766599996
ACH-000890,-0.510166940006
ACH-000896,-0.402289786097
ACH-000898,-0.33901465289399996
ACH-000900,-0.598301533722
ACH-000901,-0.391844523002
ACH-000905,-0.572645113487
ACH-000906,-0.377118903538
ACH-000907,-0.584084004288
ACH-000910,-0.514411516616
ACH-000911,-0.515451782693
ACH-000912,-0.33230886649
ACH-000913,-0.687955890519
ACH-000915,-0.30892018692400003
ACH-000916,-0.542519241322
ACH-000917,-0.30078721310400003
ACH-000921,-0.44881811797399995
ACH-000924,-0.34699833129600005
ACH-000926,-0.464393288124
ACH-000928,-0.321594332318
ACH-000929,-0.418090027311
ACH-000932,-0.43193650553999996
ACH-000935,-0.42346812436399994
ACH-000936,-0.44069605392399996
ACH-000937,-0.310741696645
ACH-000938,-0.39059466395000003
ACH-000939,-0.388443712898
ACH-000941,-0.299349749463
ACH-000943,-0.557890641837
ACH-000946,-0.314899649477
ACH-000947,-0.282519181322
ACH-000948,-0.454730713492
ACH-000950,-0.399704011537
ACH-000953,-0.326481749276
ACH-000957,-0.397351839011
ACH-000958,-0.27029727258999997
ACH-000960,-0.37723819052
ACH-000963,-0.20671587223299998
ACH-000968,-0.39106045218099994
ACH-000969,-0.42942690744499995
ACH-000973,-0.562811049292
ACH-000974,-0.37483360258299997
ACH-000975,-0.48375957396499997
ACH-000976,-0.36233862673699996
ACH-000978,-0.717347451102
ACH-000980,-0.34217948197400005
ACH-000984,-0.34086575077500003
ACH-000986,-0.25553619060800004
ACH-000988,-0.526174985778
ACH-000993,-0.292903912958
ACH-000994,-0.432191933161
ACH-000996,-0.38541007842299996
ACH-001001,-0.39226795083599997
ACH-001020,-0.409211300017
ACH-001028,-0.5001140831409999
ACH-001031,-0.271827423916
ACH-001038,-0.357092047126
ACH-001048,-0.36922196251199996
ACH-001050,-0.385400590802
ACH-001053,-0.351220048106
ACH-001054,-0.426113484368
ACH-001061,-0.341489628815
ACH-001067,-0.401355226156
ACH-001075,-0.561734632222
ACH-001096,-0.49866043478699995
ACH-001128,-0.496018213932
ACH-001134,-0.330362625454
ACH-001151,-0.41375773214199996
ACH-001163,-0.552035873622
ACH-001164,-0.309926604964
ACH-001173,-0.363855928165
ACH-001183,-0.407533308226
ACH-001184,-0.46903051402199997
ACH-001190,-0.602050355965
ACH-001192,-0.141348851088
ACH-001193,-0.17193245706399998
ACH-001196,-0.462654617869
ACH-001197,-0.46230223763800005
ACH-001205,-0.40710360186300004
ACH-001211,-0.357931635555
ACH-001212,-0.139255684774
ACH-001228,-0.305684048025
ACH-001232,-0.413094775784
ACH-001239,-0.404311858973
ACH-001274,-0.408952519088
ACH-001275,-0.35323069239
ACH-001277,-0.268460542148
ACH-001278,-0.38333890448299995
ACH-001280,-0.464378587891
ACH-001283,-0.325043767506
ACH-001289,-0.453514984251
ACH-001295,-0.41174092327100004
ACH-001300,-0.409791561245
ACH-001301,-0.453374872387
ACH-001302,-0.36677458141999997
ACH-001303,-0.351877477298
ACH-001306,-0.49724498342100004
ACH-001318,-0.394134382674
ACH-001322,-0.557989789887
ACH-001328,-0.240051674008
ACH-001332,-0.347706625089
ACH-001333,-0.436188900703
ACH-001336,-0.290039276732
ACH-001340,-0.378538046796
ACH-001346,-0.451254722857
ACH-001353,-0.36376735575400004
ACH-001354,-0.628129911576
ACH-001367,-0.444480898142
ACH-001368,-0.39396004914399996
ACH-001374,-0.268109094112
ACH-001375,-0.343180057536
ACH-001377,-0.37658244449
ACH-001380,-0.406426838391
ACH-001391,-0.6473468434340001
ACH-001407,-0.5352510053840001
ACH-001408,-0.43421153791199996
ACH-001413,-0.212362858483
ACH-001430,-0.46108431692400004
ACH-001431,-0.518198865292
ACH-001450,-0.19400482476300002
ACH-001496,-0.38357668036
ACH-001500,-0.359846973055
ACH-001521,-0.43772379049099996
ACH-001523,-0.215257448263
ACH-001532,-0.359690053551
ACH-001536,-1.02543338925
ACH-001550,-0.38562079494400003
ACH-001552,-0.485964624432
ACH-001554,-0.39400510256300003
ACH-001645,-0.43685133156499995
ACH-001654,-0.536206450584
ACH-001715,-0.490773425404
ACH-001735,-0.311068450193
ACH-001736,-0.334048892272
ACH-001737,-0.251617240377
ACH-001740,-0.350588514084
ACH-001745,-0.666255926884
ACH-001750,-0.427354997645
ACH-001765,-0.47815297825
ACH-001956,-0.529285940129
ACH-001957,-0.578554112276
