,ARHGAP11B (89839)
ACH-000004,-0.5470749520889999
ACH-000007,-0.289221770185
ACH-000009,-0.692175957458
ACH-000011,-0.375585525858
ACH-000012,-0.433265038956
ACH-000013,-0.28508287869800003
ACH-000014,-0.602375998149
ACH-000015,-0.32683295181099997
ACH-000017,-0.320487771491
ACH-000018,-0.224425174265
ACH-000019,-0.352953338864
ACH-000021,-0.514128857359
ACH-000022,-0.399237104074
ACH-000025,-0.5004774544
ACH-000028,-0.26156403184
ACH-000030,-0.42564852753399995
ACH-000035,-0.296987629614
ACH-000036,-0.45465982124700005
ACH-000037,-0.34573462378799996
ACH-000039,-0.453485918884
ACH-000040,-0.300417023758
ACH-000041,-0.43643405234
ACH-000042,-0.36418514981899996
ACH-000045,-0.374219846349
ACH-000047,-0.325909776722
ACH-000052,-0.392171405856
ACH-000053,-0.39882619089500004
ACH-000054,-0.54987377108
ACH-000055,-0.462480147457
ACH-000060,-0.21625399172899998
ACH-000067,-0.42214433308399996
ACH-000070,-0.332863437523
ACH-000075,-0.536622500231
ACH-000078,-0.33052766835700004
ACH-000082,-0.513392355561
ACH-000085,-0.281796742535
ACH-000086,-0.436621254648
ACH-000087,-0.233220631366
ACH-000092,-0.39524581985699997
ACH-000095,-0.367725154486
ACH-000097,-0.829142615959
ACH-000098,-0.41658292174199996
ACH-000099,-0.313604486419
ACH-000108,-0.46358506995899995
ACH-000113,-0.40389210427
ACH-000115,-0.37732056396700003
ACH-000116,-0.30098552581
ACH-000118,-0.334020297962
ACH-000120,-0.558223747341
ACH-000123,-0.34820266703900005
ACH-000127,-0.356396092915
ACH-000128,-0.30571636709399996
ACH-000132,-0.28409827579700003
ACH-000133,-0.63243298884
ACH-000137,-0.241753110288
ACH-000138,-0.393828162098
ACH-000142,-0.22237070012600002
ACH-000143,-0.26486375654
ACH-000146,-0.823846104385
ACH-000148,-0.45013025134900003
ACH-000150,-0.475977410436
ACH-000152,-0.443401454784
ACH-000153,-0.8329237757790001
ACH-000159,-0.491429174512
ACH-000160,-0.429941638274
ACH-000163,-0.205981973484
ACH-000167,-0.541332334874
ACH-000168,-0.525033747823
ACH-000169,-0.268452618009
ACH-000178,-0.41571939123199997
ACH-000182,-0.51352895774
ACH-000183,-0.350255893225
ACH-000188,-0.40413726256099997
ACH-000189,-0.0903726227719
ACH-000190,-0.367876551786
ACH-000198,-0.312268846422
ACH-000204,-0.258516917154
ACH-000206,-0.5955001264850001
ACH-000207,-0.0991021188728
ACH-000211,-0.36308018247
ACH-000215,-0.29837477571
ACH-000221,-0.306948052577
ACH-000222,-0.274375147462
ACH-000223,-0.36164714809
ACH-000226,-0.382702189974
ACH-000227,-0.409240004331
ACH-000228,-0.470172549764
ACH-000231,-0.27783715682300003
ACH-000232,-0.18784660859900001
ACH-000233,-0.551388334642
ACH-000234,-0.544334470935
ACH-000235,-0.47244152281900004
ACH-000237,-0.312865803977
ACH-000238,-0.287225513354
ACH-000243,-0.481085339498
ACH-000244,-0.21290266483800002
ACH-000246,-0.308138149332
ACH-000248,-0.366610924194
ACH-000250,-0.42362020099299996
ACH-000251,-0.44856466541
ACH-000253,-0.381691246563
ACH-000255,-0.512894207907
ACH-000256,-0.321201781668
ACH-000257,-0.554622010801
ACH-000258,-0.261498992284
ACH-000259,-0.405812924816
ACH-000260,-0.432392864305
ACH-000261,-0.473518214921
ACH-000262,-0.41029427959700004
ACH-000263,-0.669409076122
ACH-000264,-0.309213162503
ACH-000265,-0.5132940210570001
ACH-000266,-0.475305314973
ACH-000272,-0.41672014579800004
ACH-000273,-0.705788550354
ACH-000274,-0.368722492559
ACH-000277,-0.247214119463
ACH-000278,-0.44519131949600005
ACH-000279,-0.316811644912
ACH-000280,-0.304415182883
ACH-000281,-0.236082625447
ACH-000288,-0.43319972141900004
ACH-000291,-0.28212935677900003
ACH-000293,-0.145557062908
ACH-000294,-1.12994673618
ACH-000295,-0.224275363965
ACH-000296,-0.567451458707
ACH-000302,-0.40140628703599995
ACH-000304,-0.5220020210949999
ACH-000307,-0.35107521542099995
ACH-000308,-0.287857694762
ACH-000310,-0.6137963736959999
ACH-000311,-0.520636401423
ACH-000312,-0.461741279309
ACH-000315,-0.300653962083
ACH-000316,-0.54405800469
ACH-000317,-0.517187967955
ACH-000318,-0.409973453609
ACH-000319,-0.562157803313
ACH-000320,-0.468104198548
ACH-000322,-0.737519482503
ACH-000323,-0.33457299918
ACH-000324,-0.37778634330300004
ACH-000329,-0.417640870277
ACH-000330,-0.17204794784299998
ACH-000331,-0.367337149126
ACH-000332,-0.546447478317
ACH-000334,-0.333816858233
ACH-000335,-0.438801443724
ACH-000336,-0.40992967689000004
ACH-000337,-0.514031254785
ACH-000339,-0.462185806835
ACH-000341,-0.439997456459
ACH-000348,-0.529982481661
ACH-000350,-0.509121524633
ACH-000352,-0.498505751347
ACH-000356,-0.36649858032
ACH-000361,-0.474367682218
ACH-000362,-0.45282159626999996
ACH-000363,-0.35344451398800003
ACH-000364,-0.392262108702
ACH-000365,-0.361056648524
ACH-000366,-0.265918546222
ACH-000368,-0.572082545858
ACH-000374,-0.480814334753
ACH-000375,-0.36681776501
ACH-000376,-0.5252285225550001
ACH-000381,-0.378260173112
ACH-000383,-0.438907086594
ACH-000387,-0.517139560578
ACH-000389,-0.33044737448100003
ACH-000390,-0.445118996471
ACH-000393,-0.37513507893799997
ACH-000395,-0.469975349376
ACH-000397,-0.237239383244
ACH-000401,-0.451787599327
ACH-000402,-0.648739117249
ACH-000403,-0.499257073672
ACH-000404,-0.638583925255
ACH-000406,-0.38076730585999996
ACH-000407,-0.768422398359
ACH-000408,-0.346542938482
ACH-000410,-0.500261223533
ACH-000411,-0.466045484247
ACH-000414,-0.605862583157
ACH-000415,-0.216192127369
ACH-000416,-0.281966557941
ACH-000420,-0.443844851856
ACH-000421,-0.38291229738899996
ACH-000424,-0.21114321467099997
ACH-000425,-0.532022613433
ACH-000426,-0.404244455888
ACH-000427,-0.401741168665
ACH-000433,-0.49859048142800005
ACH-000436,-0.578363296843
ACH-000444,-0.450233815097
ACH-000445,-0.665947208849
ACH-000448,-0.33448152606
ACH-000450,-0.304872391475
ACH-000452,-0.246007406061
ACH-000454,-0.49573864529399997
ACH-000458,-0.41853193389700005
ACH-000459,-0.312162801484
ACH-000460,-0.438888424504
ACH-000461,-0.708719907507
ACH-000463,-0.426666863516
ACH-000464,-0.670375285328
ACH-000466,-0.12435890275900001
ACH-000467,-0.39808813575400004
ACH-000468,-0.5187246983280001
ACH-000469,-0.389430178922
ACH-000470,-0.335959755355
ACH-000471,-0.36461408233599996
ACH-000472,-0.346808187487
ACH-000473,-0.47718904946
ACH-000475,-0.21033694857700003
ACH-000476,-0.454132599611
ACH-000477,-0.550706560983
ACH-000480,-0.49616082195200006
ACH-000481,-0.7114180043189999
ACH-000483,-1.1722411519
ACH-000484,-0.459665531846
ACH-000485,-0.655590778104
ACH-000486,-0.479581255206
ACH-000487,-0.335967998039
ACH-000488,-0.352198052144
ACH-000490,-0.37227054063000004
ACH-000491,-0.370561597692
ACH-000495,-0.9111579688879999
ACH-000496,-0.490785332882
ACH-000499,-0.159275195337
ACH-000500,-0.268916293194
ACH-000502,-0.384079517694
ACH-000503,-0.39118548463299996
ACH-000505,-0.47897414369900004
ACH-000507,-0.423953230924
ACH-000510,-0.349734036715
ACH-000511,-0.512808829688
ACH-000512,-0.518372979488
ACH-000516,-0.338250556699
ACH-000517,-0.4302388194899999
ACH-000518,-0.270346721388
ACH-000520,-0.43457882570600004
ACH-000521,-0.258343023182
ACH-000522,-0.35615590848800005
ACH-000524,-0.21269762269499998
ACH-000527,-0.482452095832
ACH-000528,-0.264695288037
ACH-000537,-0.6717073969670001
ACH-000541,-0.45024724313600006
ACH-000542,-0.456981113803
ACH-000544,-0.398559331187
ACH-000545,-0.18507858165899999
ACH-000547,-0.152465891946
ACH-000548,-0.43012554394100005
ACH-000549,-0.317165342118
ACH-000550,-0.179218106185
ACH-000552,-0.445375709128
ACH-000556,-0.29316608195300004
ACH-000557,-0.553921854291
ACH-000570,-0.489749567517
ACH-000571,-0.355954628093
ACH-000573,-0.396555878182
ACH-000576,-0.372374213044
ACH-000580,-0.568517150985
ACH-000584,-0.478360979816
ACH-000585,-0.474608177066
ACH-000588,-0.583518155739
ACH-000589,-0.338498455794
ACH-000591,-0.661536604123
ACH-000593,-0.419322628697
ACH-000600,-0.290126182973
ACH-000601,-0.467391082161
ACH-000604,-0.40595146457099995
ACH-000605,-0.218266652574
ACH-000606,-0.30988451625999996
ACH-000608,-0.470760008981
ACH-000614,-0.64346904783
ACH-000616,-0.402998914805
ACH-000618,-0.323116625242
ACH-000619,-0.44523839257700004
ACH-000620,-0.40676331262500004
ACH-000621,-0.387149446292
ACH-000622,-0.39201028879600003
ACH-000623,-0.32172329282699996
ACH-000624,-0.31363871857500003
ACH-000627,-0.576233029258
ACH-000630,-0.376157579794
ACH-000632,-0.557823438396
ACH-000633,-0.265892105153
ACH-000637,-0.27392842124
ACH-000638,-0.651489017954
ACH-000646,-0.111510772194
ACH-000647,-0.393977126944
ACH-000648,-0.405151882214
ACH-000649,-0.550103736956
ACH-000651,-0.5133368657890001
ACH-000652,-0.338395223512
ACH-000653,-0.419291686963
ACH-000657,-0.383653494287
