,BLOC1S2 (282991)
ACH-000004,0.0561089476191
ACH-000007,-0.159133517709
ACH-000009,-0.218808411012
ACH-000011,-0.280001141782
ACH-000012,-0.09884229703410001
ACH-000013,-0.197223639333
ACH-000014,-0.299743153084
ACH-000015,-0.25835294863
ACH-000017,-0.603404368905
ACH-000018,-0.0636056395893
ACH-000019,-0.419779589464
ACH-000021,-0.185021497412
ACH-000022,-0.0391445594347
ACH-000025,-0.266230827075
ACH-000028,-0.122116597831
ACH-000030,-0.15555579663
ACH-000035,-0.06928349595639999
ACH-000036,-0.249539497184
ACH-000037,-0.221174366492
ACH-000039,-0.342234745352
ACH-000040,-0.09449059629920001
ACH-000041,-0.38997778750900003
ACH-000042,-0.23325586418299998
ACH-000045,-0.164753027914
ACH-000047,-0.0851936438328
ACH-000052,-0.0223139824432
ACH-000053,-0.227878894566
ACH-000054,-0.228189040062
ACH-000055,-0.13063117519
ACH-000060,-0.125682214004
ACH-000067,-0.303137161953
ACH-000070,0.11289830492599999
ACH-000075,-0.039554572952199996
ACH-000078,-0.204897928052
ACH-000082,-0.0902522514747
ACH-000085,-0.271585554884
ACH-000086,-0.164265753952
ACH-000087,-0.176503681785
ACH-000092,-0.241698000716
ACH-000095,-0.0242251874347
ACH-000097,-0.120251308045
ACH-000098,-0.0174806964922
ACH-000099,-0.107946406579
ACH-000108,-0.36850044789399994
ACH-000113,-0.15923606125700002
ACH-000115,0.0352328078061
ACH-000116,-0.259701545027
ACH-000118,-0.262599436243
ACH-000120,-0.21440584212799998
ACH-000123,-0.0997268836603
ACH-000127,-0.17470484793
ACH-000128,-0.135764956142
ACH-000132,-0.382541718329
ACH-000133,-0.103929869323
ACH-000137,-0.033568706754
ACH-000138,-0.257739964092
ACH-000142,-0.128643713149
ACH-000143,-0.125269784734
ACH-000146,-0.023710241657400002
ACH-000148,-0.20586071918999999
ACH-000150,-0.23926819347800002
ACH-000152,-0.173785172346
ACH-000153,0.145521653809
ACH-000159,-0.0783920964415
ACH-000160,-0.34859022517399996
ACH-000163,-0.12303677640499999
ACH-000167,-0.19957601262000002
ACH-000168,-0.178831168943
ACH-000169,-0.416773996813
ACH-000178,-0.316032827874
ACH-000182,-0.181514355942
ACH-000183,-0.193624154339
ACH-000188,-0.0937022341894
ACH-000189,-0.412311389227
ACH-000190,-0.50304464977
ACH-000198,-0.021988804103099998
ACH-000204,0.0324909600795
ACH-000206,-0.233372698269
ACH-000207,-0.302210095401
ACH-000211,-0.26318379244
ACH-000215,-0.08451764374250001
ACH-000221,-0.032876664291
ACH-000222,-0.286038909769
ACH-000223,-0.0522785070386
ACH-000226,-0.206825716794
ACH-000227,-0.176228239758
ACH-000228,-0.138016364538
ACH-000231,-0.24475875489799997
ACH-000232,-0.193794202454
ACH-000233,-0.205545625449
ACH-000234,-0.333305641351
ACH-000235,-0.136556611176
ACH-000237,-0.2666494843
ACH-000238,-0.23707935168699998
ACH-000243,-0.14019896867999998
ACH-000244,-0.12956087863600002
ACH-000246,-0.13880084479399998
ACH-000248,-0.0479643467184
ACH-000250,-0.06651864574130001
ACH-000251,-0.338592678957
ACH-000253,-0.332229423565
ACH-000255,-0.047634575551300004
ACH-000256,-0.166613305159
ACH-000257,0.0575045282296
ACH-000258,-0.026287422182400003
ACH-000259,-0.09672373109919999
ACH-000260,-0.139521181318
ACH-000261,-0.21918355267700002
ACH-000262,-0.49810833466399995
ACH-000263,0.21655406871999996
ACH-000264,-0.146119905801
ACH-000265,-0.0667366530336
ACH-000266,-0.21669720835700002
ACH-000272,-0.280075565344
ACH-000273,-0.306419849082
ACH-000274,-0.126995249673
ACH-000277,-0.061597909506099995
ACH-000278,-0.222012911429
ACH-000279,-0.014212741417499999
ACH-000280,-0.136020038618
ACH-000281,-0.40479448831
ACH-000288,-0.236753831943
ACH-000291,-0.22799826046399999
ACH-000293,-0.29229726701
ACH-000294,-0.180884353125
ACH-000295,-0.5372522549490001
ACH-000296,-0.35857687852700004
ACH-000302,-0.07578306851910001
ACH-000304,0.21399937289999998
ACH-000307,-0.157627615399
ACH-000308,-0.291329543843
ACH-000310,-0.34552130520900004
ACH-000311,-0.311879062212
ACH-000312,-0.123834865404
ACH-000315,0.09461057009269999
ACH-000316,-0.135608380522
ACH-000317,-0.15946581555
ACH-000318,-0.078517046785
ACH-000319,-0.259994589341
ACH-000320,-0.469427671516
ACH-000322,-0.259725825783
ACH-000323,-0.39391361116499995
ACH-000324,-0.0302820694949
ACH-000329,-0.341565525514
ACH-000330,-0.0773988409453
ACH-000331,-0.36853982669299995
ACH-000332,-0.208008167067
ACH-000334,0.06629062911759999
ACH-000335,0.225095237495
ACH-000336,-0.10527509215700001
ACH-000337,-0.274626926371
ACH-000339,0.018334639585400003
