,NELFA (7469)
ACH-000004,-0.770481401179
ACH-000007,-1.23877842179
ACH-000009,-1.11971583176
ACH-000011,-1.12115057184
ACH-000012,-0.7416047651809999
ACH-000013,-0.7273284323989999
ACH-000014,-1.1921905075900001
ACH-000015,-1.21526794028
ACH-000017,-1.16133291079
ACH-000018,-0.7580832368070001
ACH-000019,-1.0371808947299999
ACH-000021,-0.80065237824
ACH-000022,-0.648773223702
ACH-000025,-1.04068238143
ACH-000028,-0.96710684259
ACH-000030,-0.837758665265
ACH-000035,-1.2739013127
ACH-000036,-0.946703393341
ACH-000037,-1.05495423455
ACH-000039,-1.30651407818
ACH-000040,-0.783205347802
ACH-000041,-0.8340350585340001
ACH-000042,-0.608564273781
ACH-000045,-1.4209987099799999
ACH-000047,-0.932762142049
ACH-000052,-1.01451461506
ACH-000053,-0.880458948987
ACH-000054,-0.902546215767
ACH-000055,-0.976558878879
ACH-000060,-0.9534078528859999
ACH-000067,-0.998353856015
ACH-000070,-1.00553648134
ACH-000075,-0.7202240182709999
ACH-000078,-0.899800963134
ACH-000082,-0.600054068322
ACH-000085,-1.24118993087
ACH-000086,-0.811181739472
ACH-000087,-0.9595132072
ACH-000092,-1.01210151972
ACH-000095,-0.9258804515350001
ACH-000097,-1.02093686855
ACH-000098,-0.639263195918
ACH-000099,-0.890169678355
ACH-000108,-0.8830719890600001
ACH-000113,-0.8600301206380001
ACH-000115,-1.4067891749
ACH-000116,-0.8648793421
ACH-000118,-0.932237621486
ACH-000120,-0.974015751187
ACH-000123,-1.00120013029
ACH-000127,-0.907754759098
ACH-000128,-0.981593032378
ACH-000132,-0.685936435276
ACH-000133,-0.7362110889810001
ACH-000137,-1.29030715214
ACH-000138,-0.886167980249
ACH-000142,-0.863525009489
ACH-000143,-1.10163451204
ACH-000146,-0.535513504316
ACH-000148,-1.3572704062799998
ACH-000150,-1.18854718293
ACH-000152,-1.00867684106
ACH-000153,-0.700715055299
ACH-000159,-1.08361195994
ACH-000160,-0.7188347302629999
ACH-000163,-0.689223866593
ACH-000167,-1.2175298699400001
ACH-000168,-0.8691384008409999
ACH-000169,-0.91932307665
ACH-000178,-1.11593051958
ACH-000182,-0.9804929326690001
ACH-000183,-0.76352249765
ACH-000188,-0.9340133997319999
ACH-000189,-1.3517359908500002
ACH-000190,-1.10260009045
ACH-000198,-0.854294821224
ACH-000204,-1.19587844072
ACH-000206,-1.02894983565
ACH-000207,-0.712129125112
ACH-000211,-1.15247853401
ACH-000215,-1.20413091039
ACH-000221,-1.07894666081
ACH-000222,-0.8400955235690001
ACH-000223,-1.04273082841
ACH-000226,-0.858732218042
ACH-000227,-0.654776292858
ACH-000228,-0.792931700548
ACH-000231,-0.873037286968
ACH-000232,-0.933740077622
ACH-000233,-1.00866723762
ACH-000234,-0.9470669409370001
ACH-000235,-0.706461809583
ACH-000237,-0.9216912008079999
ACH-000238,-0.7786869539560001
ACH-000243,-0.9964079787360001
ACH-000244,-0.785421697923
ACH-000246,-0.879243578489
ACH-000248,-1.1726046785700002
ACH-000250,-0.846368316115
ACH-000251,-0.939625743193
ACH-000253,-0.78815594777
ACH-000255,-1.038672938
ACH-000256,-1.02749320002
ACH-000257,-0.971534957191
ACH-000258,-0.618887365354
ACH-000259,-1.24782601099
ACH-000260,-0.905009142582
ACH-000261,-0.86949330608
ACH-000262,-0.9960026393320001
ACH-000263,-1.16350985103
ACH-000264,-0.937971323997
ACH-000265,-0.841249629005
ACH-000266,-1.1343975696700002
ACH-000272,-0.6466564728399999
ACH-000273,-0.992544336829
ACH-000274,-0.6093248447199999
ACH-000277,-0.8977539819320001
