,MPST (4357)
ACH-000004,0.017741138149700002
ACH-000007,0.09522115807060001
ACH-000009,0.108198857335
ACH-000011,-0.11258909650999999
ACH-000012,-0.037898024241
ACH-000013,-0.07162960272869999
ACH-000014,-0.0375519324879
ACH-000015,-0.0490881498009
ACH-000017,-0.17556779049899998
ACH-000018,0.0129326575557
ACH-000019,-0.00322256518398
ACH-000021,0.09501273760189999
ACH-000022,0.0893978792946
ACH-000025,-0.00872739317083
ACH-000028,-0.053464945511800005
ACH-000030,-0.27795777107700004
ACH-000035,-0.0185955239134
ACH-000036,0.176274100902
ACH-000037,-0.0169411785485
ACH-000039,-0.10153322207900001
ACH-000040,-0.165508002
ACH-000041,0.013548629709700001
ACH-000042,-0.160922441161
ACH-000045,0.0332374608768
ACH-000047,0.048932488204100004
ACH-000052,-0.0538468337398
ACH-000053,-0.136384736316
ACH-000054,0.22971506989799997
ACH-000055,0.16178617116900001
ACH-000060,-0.38262674663
ACH-000067,-0.08149372892130001
ACH-000070,0.0367564800514
ACH-000075,0.114158818806
ACH-000078,0.0967065786869
ACH-000082,0.221039718917
ACH-000085,0.0250801598614
ACH-000086,0.108525493125
ACH-000087,0.121124348678
ACH-000092,-0.0349233739861
ACH-000095,-0.008868983249100001
ACH-000097,0.0592371102898
ACH-000098,-0.152368865314
ACH-000099,0.0570134084786
ACH-000108,0.0618713171729
ACH-000113,-0.181715406703
ACH-000115,-0.09064058916060001
ACH-000116,0.0839209400124
ACH-000118,-0.144473578979
ACH-000120,0.156307791501
ACH-000123,0.0253148090051
ACH-000127,0.0819756876283
ACH-000128,-0.0718694790367
ACH-000132,0.24824225752300003
ACH-000133,-0.125288754276
ACH-000137,-0.0360216214911
ACH-000138,0.17699342575399998
ACH-000142,0.0644518773293
ACH-000143,-0.156080034813
ACH-000146,-0.113376513544
ACH-000148,-0.0045761798832100005
ACH-000150,0.07738083595660002
ACH-000152,0.139552143927
ACH-000153,0.239507542595
ACH-000159,0.328495583202
ACH-000160,-0.012909633757499999
ACH-000163,-0.30128975752
ACH-000167,-0.197074406246
ACH-000168,0.0527716509424
ACH-000169,0.121530568066
ACH-000178,0.00247428614649
ACH-000182,0.0006810131170569999
ACH-000183,-0.0330303850964
ACH-000188,0.055511284075
ACH-000189,-0.10012709775499999
ACH-000190,0.175500399666
ACH-000198,0.16283052592800001
ACH-000204,-0.00496711692446
ACH-000206,0.145710026716
ACH-000207,-0.431121816989
ACH-000211,0.13022732920299998
ACH-000215,0.0168372788851
ACH-000221,-0.11873016765000001
ACH-000222,-0.233252499908
ACH-000223,-0.0963211003071
ACH-000226,0.0339374341001
ACH-000227,0.07771253546319999
ACH-000228,0.0757115672447
ACH-000231,-0.011358742237299999
ACH-000232,-0.0475900476746
ACH-000233,-0.0370120053291
ACH-000234,-0.101982240205
ACH-000235,0.0396354430891
ACH-000237,0.14156050550000002
ACH-000238,0.0933042368858
ACH-000243,-0.004559666783149999
ACH-000244,-0.0583375920399
ACH-000246,0.0793949929458
ACH-000248,0.055362144824
ACH-000250,0.146067657085
ACH-000251,-0.14432730027899998
ACH-000253,0.0315713428614
ACH-000255,-0.130128715611
ACH-000256,-0.10912149136
ACH-000257,0.324895426575
ACH-000258,0.247092880718
ACH-000259,0.0209249376773
ACH-000260,0.11636659697799999
ACH-000261,0.0387178295151
ACH-000262,-0.09085767808760001
ACH-000263,-0.0244001860463
ACH-000264,0.0738562382617
ACH-000265,0.0163948869472
ACH-000266,-0.0535998408486
ACH-000272,0.058011157849399995
ACH-000273,0.012031562719100001
ACH-000274,0.052813484788800005
ACH-000277,0.153566208432
ACH-000278,0.088143495341
ACH-000279,0.011433069520100002
ACH-000280,0.0148251563853
ACH-000281,-0.0610667702554
ACH-000288,-0.018629460792599997
ACH-000291,0.0192333202055
ACH-000293,-0.0405835132657
ACH-000294,0.163865734174
ACH-000295,-0.0059684460648299995
ACH-000296,0.127256955676
ACH-000302,-0.0897091144277
ACH-000304,-0.594756039841
ACH-000307,0.0740690901526
ACH-000308,0.0112260772431
ACH-000310,-0.0006373803909400001
ACH-000311,0.182944815977
ACH-000312,0.0101217038033
ACH-000315,-0.365300064418
ACH-000316,0.0846974079239
ACH-000317,0.253379535413
ACH-000318,0.13839990693
ACH-000319,-0.0675188084718
ACH-000320,0.105225891438
ACH-000322,0.122115334298
ACH-000323,-0.027981778328400004
ACH-000324,-0.136636816426
ACH-000329,0.0537042451475
ACH-000330,-0.134388736774
ACH-000331,0.0729288085283
ACH-000332,-0.0011021924985799999
ACH-000334,-0.0789625610349
ACH-000335,0.169232385638
ACH-000336,0.48577492012400003
ACH-000337,-0.243098551407
ACH-000339,-0.0314044461682
ACH-000341,0.148694747851
ACH-000348,0.022036999575799996
ACH-000350,-0.0223127519962
ACH-000352,-0.0159201434202
ACH-000356,-0.153595494093
ACH-000361,-0.03816803390719999
ACH-000362,-0.0428281896773
ACH-000363,0.0620859920762
ACH-000364,0.00781760906821
ACH-000365,0.09380908221169999
ACH-000366,0.0626701647789
ACH-000368,-0.08166934568380001
ACH-000374,0.015732252806299998
ACH-000375,-0.09356615793610001
ACH-000376,-0.11114848500999998
ACH-000381,-0.175098625168
ACH-000383,-0.0657865650007
ACH-000387,0.151522450735
ACH-000389,-0.361185423458
ACH-000390,-0.163466755443
ACH-000393,-0.155967658501
ACH-000395,-0.0693397107038
ACH-000397,0.121176510811
ACH-000401,-0.322325148698
ACH-000402,-0.22419874695
ACH-000403,0.039492636380500004
ACH-000404,0.33510309474399996
ACH-000406,-0.0827031352652
ACH-000407,-0.018828121778400004
ACH-000408,-0.0375827918834
ACH-000410,0.122124252886
ACH-000411,0.204459631099
ACH-000414,-0.0713569778815
ACH-000415,-0.033814677198099996
ACH-000416,0.029076548757
ACH-000420,0.08471321405400001
ACH-000421,0.0107915690275
ACH-000424,0.0290384828748
ACH-000425,0.0731115583207
ACH-000426,-0.135257952051
ACH-000427,0.0257000349208
ACH-000433,-0.07228579089810001
ACH-000436,0.142760310011
ACH-000444,0.14583759857999998
ACH-000445,0.188439151039
ACH-000448,0.028377265416200004
ACH-000450,-0.366807172382
ACH-000452,0.08763257864
ACH-000454,-0.209280579907
ACH-000458,-0.312403677267
ACH-000459,0.08920256590770001
ACH-000460,-0.0527209876494
ACH-000461,-0.09714121312030001
ACH-000463,-0.0369622114389
ACH-000464,0.0346057295019
ACH-000466,-0.23296360267900001
ACH-000467,0.116903312792
ACH-000468,-0.012907791979200002
ACH-000469,-0.07422915774130001
ACH-000470,-0.0341456925699
ACH-000471,0.047095630591699994
ACH-000472,-0.0101753882165
ACH-000473,-0.118467798494
ACH-000475,0.039444313177699995
