,IDH3A (3419)
ACH-000259,-0.487578339752
ACH-000260,-0.231005344474
ACH-000261,0.114951328865
ACH-000262,-0.105911899166
ACH-000263,-0.747660707903
ACH-000264,-0.428796103427
ACH-000265,-0.824505409002
ACH-000266,-0.664701113282
ACH-000272,-0.726917721345
ACH-000273,-0.0522277330805
ACH-000274,-0.193971410446
ACH-000277,-0.450873689805
ACH-000278,-0.463656506124
ACH-000279,-0.16114105970200002
ACH-000280,-0.24282690381900002
ACH-000281,-0.326244218532
ACH-000288,-0.27205214401
ACH-000291,-0.6996837263179999
ACH-000293,-0.443450397484
ACH-000294,-0.499240037609
ACH-000295,-0.417321781842
ACH-000296,-0.5798230892189999
ACH-000302,-0.53596320052
ACH-000304,-0.427383575675
ACH-000307,-0.780849800452
ACH-000308,-0.737246402508
ACH-000310,-0.46792664537100004
ACH-000311,-0.226340455539
ACH-000312,-0.358155719797
ACH-000315,-0.616057939162
ACH-000316,-0.20142670471000002
ACH-000317,-0.7832637847059999
ACH-000318,-0.609523474072
ACH-000319,-0.183729142159
ACH-000320,-0.933141982675
ACH-000322,-0.19854640994699999
ACH-000323,-0.0668178825933
ACH-000324,-0.645379374119
ACH-000329,-0.30725604473
ACH-000330,-0.16954119544399998
ACH-000331,-0.192746083574
ACH-000332,-0.19147979587299999
ACH-000334,-0.548991849358
ACH-000335,-0.787849839461
ACH-000336,-0.129996883285
ACH-000337,-0.543737875697
ACH-000339,-0.836008074755
ACH-000341,-0.411259940344
ACH-000348,-0.22584953086100001
ACH-000350,-0.0715530951556
ACH-000352,-0.537499441699
ACH-000356,-0.287987933641
ACH-000361,-0.5795839500850001
ACH-000362,0.00783437437855
ACH-000363,0.050759840614
ACH-000364,-0.530475619376
ACH-000365,-0.472546286506
ACH-000366,-0.0864721516386
ACH-000368,-0.23015127692200002
ACH-000374,-0.54105766762
ACH-000375,-0.35069174632600003
ACH-000376,-0.429214434442
ACH-000381,-0.272141794747
ACH-000383,-0.37990565737
ACH-000387,-0.325771502171
ACH-000389,-0.07139169245730001
ACH-000390,-0.0997468855472
ACH-000393,-0.0777188811827
ACH-000395,-0.556059913988
ACH-000397,-0.714686462696
ACH-000401,-0.0954038507519
ACH-000402,-0.630054493771
ACH-000403,-0.800706662244
ACH-000404,-0.754365629035
ACH-000406,-0.0884312103984
ACH-000407,-0.20958363100299998
ACH-000408,-0.397775889836
ACH-000410,0.0167475881831
ACH-000411,-0.527305563595
ACH-000414,-0.134069962865
ACH-000415,-0.004589256668680001
ACH-000416,-0.293585912095
ACH-000420,-0.147700220357
ACH-000421,-0.28682517690299997
ACH-000424,-0.906270479293
ACH-000425,-0.19573880025899998
ACH-000426,-0.262606600536
ACH-000427,-0.274167550771
ACH-000433,-0.246828422692
ACH-000436,-0.22212599775199998
ACH-000444,-0.23354564721999999
ACH-000445,-0.0123634558438
ACH-000448,-0.332272668462
ACH-000450,-0.444463234476
ACH-000452,-0.371592873173
ACH-000454,-0.632007334029
ACH-000458,-0.927967494612
ACH-000459,-0.221694908838
ACH-000460,-0.8649306826809999
ACH-000461,-0.269203658825
ACH-000463,-0.198255370015
ACH-000464,-0.49947075373899996
ACH-000466,-0.490494183825
ACH-000467,-0.224090896422
ACH-000468,-0.35093385470700006
ACH-000469,-0.07565785951569999
ACH-000470,-0.09537820669330001
ACH-000471,-0.37673558583300004
ACH-000472,-0.179332705447
ACH-000473,-0.114551885862
ACH-000475,-0.06800108402800001
ACH-000476,-0.167609368807
ACH-000477,-0.5177835465739999
ACH-000480,-0.09640174342939999
ACH-000481,-0.35837134270599996
ACH-000483,-0.294864494171
ACH-000484,-0.380645791935
ACH-000485,-0.246005597035
ACH-000486,-0.289426772845
ACH-000487,-0.84830010607
ACH-000488,-0.18977736223900002
ACH-000490,-0.12210036137599999
ACH-000491,-0.658424346812
ACH-000495,-0.25898382296
ACH-000496,-0.25347734129599997
ACH-000499,-0.362650248763
ACH-000500,-0.57164641697
ACH-000502,-0.464497991243
ACH-000503,-0.313253359332
ACH-000505,-0.460143926431
ACH-000507,-0.163561140478
ACH-000510,-1.0201806338
ACH-000511,-0.553295599654
ACH-000512,0.25502550590100004
ACH-000516,-0.10666705831800001
ACH-000517,-0.9752474209890001
ACH-000518,-0.427459114589
ACH-000520,-0.12623142259700001
ACH-000521,-0.40757851525899996
ACH-000522,-0.575046757916
ACH-000524,-0.514181262633
ACH-000527,-0.81159017861
ACH-000528,-0.5033629545430001
ACH-000537,-0.335979468934
ACH-000541,-0.296479713774
ACH-000542,-0.42333853455
ACH-000544,-0.295400163846
ACH-000545,-0.17395154773200003
ACH-000547,-0.558574954917
ACH-000548,-0.35077097936499996
ACH-000549,-0.09087334198380001
ACH-000550,-0.45762579332900005
ACH-000552,-0.34108490975199995
ACH-000556,-0.167835558087
ACH-000557,0.028454033107400002
ACH-000570,-0.324691810137
ACH-000571,-0.276134556799
ACH-000573,-0.601582978225
ACH-000576,-0.5314184808269999
ACH-000580,-0.0608746944473
ACH-000584,-0.40629778353600005
ACH-000585,-0.583116283056
ACH-000588,-0.5415742891040001
ACH-000589,-0.21076496299400002
ACH-000591,-0.325103571226
ACH-000593,-0.46636703573399996
ACH-000600,-0.27193033864599997
ACH-000601,-0.746919167155
ACH-000604,-0.571374227765
ACH-000605,-0.567730719631
ACH-000606,-0.0302123204241
ACH-000608,-0.18233353644499997
ACH-000614,-0.48436486774099996
ACH-000616,0.010597285785100002
ACH-000618,-0.337726379155
ACH-000619,-0.726142042089
ACH-000620,-0.497503552882
ACH-000621,-0.425914252442
ACH-000622,-0.27724894726300003
ACH-000623,-0.0716500986364
ACH-000624,-0.713298682933
ACH-000627,-0.8497055228129999
ACH-000630,-0.534626474526
ACH-000632,-0.214594382817
ACH-000633,-0.0597803121634
ACH-000637,-0.0976419764232
ACH-000638,-0.44484393272100003
ACH-000646,-1.2019705141600001
ACH-000647,-0.904312572198
ACH-000648,-0.467582370432
ACH-000649,-0.179111594756
ACH-000651,-0.961126723388
ACH-000652,-0.668482270043
ACH-000653,-0.235840063979
ACH-000657,-0.162317700574
ACH-000658,-0.151611761974
ACH-000661,-0.08783844602
ACH-000662,-0.598872006938
ACH-000663,-0.42779437881899995
ACH-000665,-0.055653850255800004
ACH-000671,-0.158518946115
ACH-000673,-0.0745824354868
ACH-000676,-0.166434921485
ACH-000677,-0.8123116428399999
ACH-000681,-0.346201519837
ACH-000682,-0.022506054129
ACH-000683,-0.248322895429
ACH-000684,-0.282461788369
ACH-000688,-0.105553392941
ACH-000693,-0.22178429540600003
ACH-000694,-0.2325121959
ACH-000695,-0.0428119282068
ACH-000696,-0.7702594409919999
ACH-000697,-0.653220142563
ACH-000699,-0.17959400934099998
ACH-000701,-0.311188351219
ACH-000706,-0.439358320706
ACH-000711,0.0118627290113
ACH-000713,-0.0920172214047
ACH-000714,-0.5190370437080001
ACH-000718,-0.563994073151
ACH-000720,-0.152513787283
ACH-000721,-0.9906334349570001
ACH-000724,-0.267267792847
ACH-000725,-0.298154983627
ACH-000732,-0.37602717989900003
ACH-000734,-0.13619458289300002
ACH-000735,-0.600517285333
ACH-000736,-0.660746695192
ACH-000738,-0.207057483277
ACH-000746,-0.6724843435629999
ACH-000747,-0.583430589882
ACH-000748,-0.284688509333
ACH-000753,-0.48858918737400003
ACH-000756,0.0690861073813
ACH-000757,-0.33488980234
ACH-000758,-0.844162161485
ACH-000760,-0.224041405732
ACH-000763,-0.152158379187
ACH-000764,-0.486581030314
ACH-000765,-0.286295001951
ACH-000766,-0.166370180723
ACH-000767,-0.152165500331
ACH-000768,-0.985405417259
ACH-000769,-0.277998750383
ACH-000770,0.0319739118505
ACH-000771,-0.102761480979
ACH-000773,-0.41685413176700004
ACH-000776,-0.6117852657739999
ACH-000777,-0.9474930406659999
ACH-000778,-0.6478440227669999
ACH-000781,-0.311525054623
ACH-000782,-0.456632363555
ACH-000783,-0.963913028005
ACH-000784,-0.33042309072299997
ACH-000785,-0.419070491126
ACH-000787,-0.8396475792839999
ACH-000788,-0.140662092075
ACH-000791,-0.08129783322110001
ACH-000792,-0.08539787085850001
ACH-000794,-0.19001098072900002
ACH-000796,-0.7908392800949999
ACH-000799,-0.300332365029
ACH-000800,-0.38373749221500003
ACH-000802,-0.271169389586
ACH-000804,-0.280710228303
ACH-000805,-0.786429869877
ACH-000809,-0.5550946007800001
ACH-000810,-0.174051996239
ACH-000811,-0.338708121399
ACH-000817,-0.151278816996
ACH-000819,-0.569443415187
ACH-000820,0.119701145854
ACH-000821,-0.733037218893
ACH-000822,-0.33844991007200004
ACH-000823,-0.606082124752
ACH-000824,-0.242869150621
ACH-000827,-0.48849450058300004
ACH-000829,-0.545957601351
ACH-000831,-0.81652122529
ACH-000832,-0.5218787733560001
ACH-000833,-0.64401313744
ACH-000834,-0.147224799545
ACH-000835,-0.748913842676
ACH-000836,-0.173253406483
ACH-000837,-0.66074773384
ACH-000838,-0.627969871314
ACH-000839,-0.296412836211
ACH-000840,-0.923647131659
ACH-000841,-0.18464325587000002
ACH-000843,-0.49415135940899996
ACH-000846,-0.0383283025271
ACH-000847,-0.595079897507
ACH-000848,-0.20279020984999999
ACH-000849,-0.390013856458
ACH-000851,-1.0619922429000002
ACH-000855,-0.621974308305
ACH-000856,-0.38916923279200005
ACH-000858,0.135711216099
ACH-000859,-0.409683054459
ACH-000861,-0.332678515931
ACH-000862,-0.167796075754
ACH-000865,-0.296322038804
ACH-000866,-0.18204743992400002
ACH-000867,-0.359087167582
ACH-000869,-0.5336814912919999
ACH-000872,-0.19259356335900002
ACH-000873,-0.832862324779
ACH-000876,-0.9022707914399999
ACH-000878,-0.7303984163439999
ACH-000880,-0.657882690828
ACH-000881,-0.494430484661
ACH-000882,-0.934557496286
ACH-000884,-0.399687211667
ACH-000885,-0.1533915428
ACH-000887,-0.07774597317260001
ACH-000888,-0.525344598533
ACH-000889,-0.879617425028
ACH-000890,-0.6836828902750001
ACH-000896,-0.7027859522409999
ACH-000898,-0.186817100878
ACH-000900,-0.619027318094
ACH-000901,-0.5814259028190001
ACH-000905,-0.20784619449299999
ACH-000906,-0.114983897092
ACH-000907,-0.269440128832
ACH-000910,-1.12621721353
ACH-000911,-0.820389997667
ACH-000912,-0.725938864547
ACH-000913,-0.327733010876
ACH-000915,-0.314650530334
ACH-000916,-0.09660873692029999
ACH-000917,-0.35283110747900004
ACH-000921,-0.416326483995
ACH-000924,-0.024507000222700002
ACH-000926,-0.306806296709
ACH-000928,-0.413471974732
ACH-000929,-0.279354199704
ACH-000932,-0.472459372544
ACH-000935,-0.08140190783810002
ACH-000936,-0.772253179094
ACH-000937,-0.514293027537
ACH-000938,-0.0774826548525
ACH-000939,0.149473267563
ACH-000941,-0.122760312794
ACH-000943,-0.7471165937980001
ACH-000946,-0.5239665448749999
ACH-000947,-0.045481065170700004
ACH-000948,-0.391636162805
ACH-000950,-0.299540237756
ACH-000953,-0.00315196981821
ACH-000957,-0.13635575068
ACH-000958,-0.399648896601
ACH-000960,0.0372944128114
ACH-000963,-0.423775552783
ACH-000968,-0.345279030127
ACH-000969,-0.22195457824099998
ACH-000973,-0.40658453152900004
ACH-000974,-0.8880681093539999
ACH-000975,-0.491565573042
ACH-000976,-1.1061961302299999
ACH-000978,-0.45113640648500003
ACH-000980,-0.42931737343099996
ACH-000984,-0.42412274029700003
ACH-000986,-0.29936558261999996
ACH-000988,-0.41992090835
ACH-000993,-0.24519189918099998
ACH-000994,-0.32691187721000003
ACH-000996,-0.306644979957
ACH-001001,-0.0576005962746
ACH-001020,0.0810786944105
ACH-001028,-0.718568282233
ACH-001031,-0.138793340257
ACH-001038,-0.45448819126
ACH-001048,-0.453618720624
ACH-001050,-0.7102453478470001
ACH-001053,-0.354912998933
ACH-001054,-0.337662075362
ACH-001061,-0.62508438503
ACH-001067,-0.636291191369
ACH-001075,-0.269743953807
ACH-001096,-0.238668965483
ACH-001128,0.49314200352700005
ACH-001134,-0.750367545218
ACH-001151,-0.19354595741099997
ACH-001163,-0.941964526741
ACH-001164,-0.284175441366
ACH-001173,-0.762308150335
ACH-001183,-0.0786653153551
ACH-001184,-0.667152956791
ACH-001190,-0.323541440864
ACH-001192,-0.486189042706
ACH-001193,-0.8140914480529999
ACH-001196,-0.395475773121
ACH-001197,-0.260758068702
ACH-001205,-0.42747587410300003
ACH-001211,-0.399244748179
ACH-001212,-0.599409107674
ACH-001228,-0.188972781783
ACH-001232,0.0525161746766
ACH-001239,-0.5317295157240001
ACH-001274,-0.721513570782
ACH-001275,-0.5231277652040001
ACH-001277,-0.294941054869
ACH-001278,-0.406925553028
ACH-001280,-0.253636713098
ACH-001283,-0.325190626947
ACH-001289,-0.46924822840400005
ACH-001295,-0.456851707183
ACH-001300,-0.52918722586
ACH-001301,-0.39974083031999996
ACH-001302,-0.216462308212
ACH-001303,-0.310798482422
ACH-001306,-0.161617495196
ACH-001318,-0.143521386696
ACH-001322,-0.500366377431
ACH-001328,-0.140324508443
ACH-001332,-0.575373643119
ACH-001333,-0.174437749804
ACH-001336,-0.18472074379700001
ACH-001340,-0.05550691890869999
ACH-001346,-0.0237187832602
ACH-001353,-0.104212307954
ACH-001354,-0.142447364101
ACH-001367,-0.399308182562
ACH-001368,-0.16949921262899997
ACH-001374,-0.786783767152
ACH-001375,-0.0936601338195
ACH-001377,-0.113054038812
ACH-001380,-0.8838775417489999
ACH-001391,-0.711776371373
ACH-001407,-0.28397030108800003
ACH-001408,-0.111767750195
ACH-001413,-0.268472479073
ACH-001430,-0.620406412377
ACH-001431,-0.305337295519
ACH-001450,-0.7224412038019999
ACH-001496,0.153286695433
ACH-001500,-0.116390378463
ACH-001521,-0.144241176168
ACH-001523,-0.395784073781
ACH-001532,-0.4289787501199999
ACH-001536,-0.273187751328
ACH-001550,-0.0636400668223
ACH-001552,-0.527802857478
ACH-001554,-0.132150900526
ACH-001645,0.010282405713399998
ACH-001654,-0.8481717854690001
ACH-001715,-0.0640180082889
ACH-001735,-0.07588762083810001
ACH-001736,0.266802854787
ACH-001737,0.187304841554
ACH-001740,-0.21405990516399998
ACH-001745,-0.11914393550899999
ACH-001750,-0.401407133947
ACH-001765,-0.543708985748
ACH-001956,-0.6712721141760001
ACH-001957,-0.474171373605
