,RHCG (51458)
ACH-000004,0.0541884202579
ACH-000007,-0.23601130932300002
ACH-000009,-0.112475311091
ACH-000011,-0.0650551377086
ACH-000012,-0.11733763682600001
ACH-000013,-0.0762440373515
ACH-000014,-0.156542815871
ACH-000015,0.0205321286323
ACH-000017,-0.0371725709364
ACH-000018,-0.09137004191050001
ACH-000019,0.034868392834099995
ACH-000021,0.0335579561021
ACH-000022,-0.133095798969
ACH-000025,-0.0489014266323
ACH-000028,0.0324171624632
ACH-000030,-0.0570286813229
ACH-000035,-0.15632430593399999
ACH-000036,-0.0155486858312
ACH-000037,-0.08778920311069999
ACH-000039,0.0527187774687
ACH-000040,-0.11608870055500001
ACH-000041,-0.268464369596
ACH-000042,-0.19973630447700003
ACH-000045,-0.034496604961
ACH-000047,-0.188316517437
ACH-000052,-0.212038927779
ACH-000053,-0.21416222120900003
ACH-000054,-0.0522969100034
ACH-000055,0.0194584133619
ACH-000060,-0.13185066163200002
ACH-000067,0.014743081314100001
ACH-000070,-0.134595836265
ACH-000075,-0.20530836128
ACH-000078,-0.194056032551
ACH-000082,-0.162981177553
ACH-000085,-0.349554294234
ACH-000086,-0.0246705431087
ACH-000087,-0.08362431634499999
ACH-000092,-0.107507524555
ACH-000095,-0.0339168645354
ACH-000097,-0.0784399679265
ACH-000098,-0.00546917172954
ACH-000099,-0.100195375257
ACH-000108,-0.0451988668241
ACH-000113,-0.0687577201019
ACH-000115,-0.260176726818
ACH-000116,-0.27950432644
ACH-000118,-0.130132724131
ACH-000120,-0.25465585337499996
ACH-000123,-0.054056923936400006
ACH-000127,-0.0770549660905
ACH-000128,-0.10620468234899999
ACH-000132,-0.10931880707399999
ACH-000133,-0.0354660055216
ACH-000137,-0.0691107103516
ACH-000138,-0.191170798429
ACH-000142,-0.197083543358
ACH-000143,-0.106601736587
ACH-000146,-0.0877224293288
ACH-000148,-0.20607316552700003
ACH-000150,0.0239235777685
ACH-000152,-0.00357428499634
ACH-000153,-0.0500538181254
ACH-000159,0.0149277944097
ACH-000160,-0.050968522028
ACH-000163,-0.0553605623499
ACH-000167,-0.239576313392
ACH-000168,-0.32947515168200003
ACH-000169,0.0193411114646
ACH-000178,-0.13593946557199998
ACH-000182,0.0674395695249
ACH-000183,-0.0541024708693
ACH-000188,-0.0646873668054
ACH-000189,-0.601113639357
ACH-000190,0.234414275722
ACH-000198,-0.126668798173
ACH-000204,-0.12087985857200001
ACH-000206,0.0894949874556
ACH-000207,0.0737863947679
ACH-000211,-0.0323564510594
ACH-000215,0.0340468154472
ACH-000221,0.057298845814699996
ACH-000222,-0.14181554687200001
ACH-000223,-0.0813282637101
ACH-000226,0.0843323135547
ACH-000227,-0.24270944805199998
ACH-000228,-0.120465390899
ACH-000231,-0.13992806562100002
ACH-000232,-0.031668283565199996
ACH-000233,-0.210387327448
ACH-000234,-0.0869383787747
ACH-000235,-0.047954483738699996
ACH-000237,-0.0488237687472
ACH-000238,-0.208466415238
ACH-000243,-0.09078259727700001
ACH-000244,0.0358686201416
ACH-000246,-0.032827746038599996
ACH-000248,-0.0515247518592
ACH-000250,-0.07109241664039999
ACH-000251,-0.0418791593651
ACH-000253,-0.0773693504115
ACH-000255,-0.033510136207599996
ACH-000256,-0.0117822110402
ACH-000257,-0.09456840808669999
ACH-000258,0.09502182705980002
ACH-000259,-0.0989269064721
ACH-000260,-0.0782442874692
ACH-000261,-0.0592317522006
ACH-000262,0.00456045827599
ACH-000263,-0.335777648577
ACH-000264,-0.217723075403
ACH-000265,-0.127087373626
ACH-000266,-0.175001574736
ACH-000272,-0.231954598279
ACH-000273,-0.207217185692
ACH-000274,-0.23169791950100002
ACH-000277,-0.08910541891450001
ACH-000278,0.00913434564684
ACH-000279,-0.23137995224
ACH-000280,-0.171666046633
ACH-000281,-0.264815298353
ACH-000288,-0.18839022796799998
ACH-000291,-0.120112794144
ACH-000293,0.170740039338
ACH-000294,-0.0133704587169
ACH-000295,0.232565089885
ACH-000296,0.0215652728106
ACH-000302,-0.158637198568
ACH-000304,-0.167153405613
ACH-000307,-0.17068150590599998
ACH-000308,-0.207151479014
ACH-000310,-0.30885379998199997
ACH-000311,-0.07912936271910001
ACH-000312,-0.135673948199
ACH-000315,-0.021106571556
ACH-000316,-0.0195191671808
ACH-000317,0.152302294528
ACH-000318,-0.09945189615049999
ACH-000319,-0.0695491717883
ACH-000320,-0.0368154689663
ACH-000322,-0.106347490306
ACH-000323,0.178084917181
ACH-000324,-0.031859341652700005
ACH-000329,-0.151131006995
ACH-000330,-0.042534124990800004
ACH-000331,-0.0557183592089
ACH-000332,-0.0318357105128
ACH-000334,-0.028346738500099996
ACH-000335,0.04463173322030001
ACH-000336,0.196959662042
ACH-000337,-0.292711328095
ACH-000339,-0.06832765043269999
ACH-000341,-0.37645475436
ACH-000348,-0.0759993457588
ACH-000350,-0.25314874984499997
ACH-000352,-0.0693466349025
ACH-000356,0.0167560945109
ACH-000361,-0.0742494295983
ACH-000362,-0.0505893067576
ACH-000363,-0.020521983831799998
ACH-000364,-0.21836146246500002
ACH-000365,-0.107220560646
ACH-000366,-0.0982490822255
ACH-000368,-0.170352609657
ACH-000374,0.0200504814182
ACH-000375,-0.304130362627
ACH-000376,-0.216984027605
ACH-000381,0.031175591636799997
ACH-000383,-0.10237399279300001
ACH-000387,-0.09191109587030001
ACH-000389,0.0222068588558
ACH-000390,-0.28435947413699997
ACH-000393,-0.039584424923
ACH-000395,-0.12185434246200001
ACH-000397,-0.171760259945
ACH-000401,-0.0203343522343
ACH-000402,-0.361799560245
ACH-000403,-0.179556080722
ACH-000404,0.250370464173
ACH-000406,-0.142321885122
ACH-000407,-0.23898733887899998
ACH-000408,-0.208867146636
ACH-000410,-0.109682261961
ACH-000411,0.037202119147900004
ACH-000414,-0.17285763117800002
ACH-000415,-0.10075154057
ACH-000416,-0.209980321455
ACH-000420,-0.0596266383774
ACH-000421,-0.0917880857919
ACH-000424,-0.122702888594
ACH-000425,-0.18007367128899998
ACH-000426,0.137954954376
ACH-000427,0.0601291513227
ACH-000433,0.008411674956850001
ACH-000436,-0.0678535995207
ACH-000444,-0.0320480778849
ACH-000445,0.06709564716659999
ACH-000448,0.0538329544919
ACH-000450,-0.226619425961
ACH-000452,-0.217887021545
ACH-000454,-0.194273635123
ACH-000458,-0.0814118824026
ACH-000459,-0.160252751188
ACH-000460,-0.0330189426086
ACH-000461,-0.085748877302
ACH-000463,-0.0443982732275
ACH-000464,-0.34436918005999995
ACH-000466,-0.156751933156
ACH-000467,-0.221173216054
ACH-000468,-0.0482343366564
ACH-000469,-0.0403510731215
ACH-000470,-0.26237484339899997
ACH-000471,-0.09084637299489999
ACH-000472,-0.07372910594589999
ACH-000473,-0.170929884695
ACH-000475,-0.044746659127199995
ACH-000476,-0.013051503187799999
ACH-000477,0.011552341125
ACH-000480,-0.10014776673699999
ACH-000481,-0.103381567915
ACH-000483,-0.26451773391100003
ACH-000484,0.00497059407304
ACH-000485,-0.12763340955900002
ACH-000486,-0.0330878432016
ACH-000487,-0.027749288357700002
ACH-000488,-0.0138570501193
ACH-000490,-0.107777243338
ACH-000491,-0.172234634709
ACH-000495,-0.271646722189
ACH-000496,-0.149187093598
ACH-000499,-0.164941374549
