,PF4 (5196)
ACH-000557,-0.273166496647
ACH-000570,-0.429195405929
ACH-000571,-0.0903433223835
ACH-000573,-0.19048291848
ACH-000576,-0.270430000239
ACH-000580,-0.256823023002
ACH-000584,-0.335045467102
ACH-000585,-0.305267376199
ACH-000588,-0.333411818431
ACH-000589,-0.195286617903
ACH-000591,-0.266096321757
ACH-000593,-0.403106666958
ACH-000600,-0.46547016687200005
ACH-000601,-0.37393869923100004
ACH-000604,-0.327168630198
ACH-000605,-0.0427948516142
ACH-000606,-0.172428273182
ACH-000608,-0.410242727441
ACH-000614,-0.18906668892900003
ACH-000616,-0.594418828241
ACH-000618,-0.30136636216400003
ACH-000619,-0.370142016991
ACH-000620,-0.208680830701
ACH-000621,-0.274966538253
ACH-000622,-0.33585886259000003
ACH-000623,-0.376874734102
ACH-000624,-0.331595698008
ACH-000627,-0.33634977649899994
ACH-000630,-0.27490161890799997
ACH-000632,-0.283382611416
ACH-000633,-0.0964803922188
ACH-000637,-0.255320550346
ACH-000638,-0.39029280532399996
ACH-000646,-0.252346377656
ACH-000647,-0.323773550794
ACH-000648,-0.318384517763
ACH-000649,-0.276348786067
ACH-000651,-0.329378287283
ACH-000652,-0.234751081026
ACH-000653,-0.134139151438
ACH-000657,-0.303051472924
ACH-000658,-0.255255489302
ACH-000661,-0.325193053316
ACH-000662,-0.160419506565
ACH-000663,-0.124073611495
ACH-000665,-0.444288227091
ACH-000671,-0.22757512137299998
ACH-000673,-0.309071490149
ACH-000676,-0.258418490688
ACH-000677,-0.120488715989
ACH-000681,-0.192774683323
ACH-000682,-0.24221625759799997
ACH-000683,-0.308050950773
ACH-000684,-0.343942506584
ACH-000688,-0.232227144124
ACH-000693,-0.278611981987
ACH-000694,-0.330586535999
ACH-000695,-0.07452274199030001
ACH-000696,-0.345400323826
ACH-000697,-0.277202002648
ACH-000699,-0.256793132382
ACH-000701,-0.46653672560500004
ACH-000706,-0.25479535176999996
ACH-000711,-0.19036378471299997
ACH-000713,-0.409140859842
ACH-000714,-0.43186307859899997
ACH-000718,-0.214816988923
ACH-000720,-0.24967429926399998
ACH-000721,-0.260724224115
ACH-000724,-0.606750454758
ACH-000725,-0.24083363687399997
ACH-000732,-0.3172098529
ACH-000734,-0.23362890621
ACH-000735,-0.39800777998099995
ACH-000736,-0.486382746146
ACH-000738,-0.284076027239
ACH-000746,-0.143974909498
ACH-000747,-0.285464397995
ACH-000748,-0.33694874996699997
ACH-000753,-0.290635947094
ACH-000756,-0.08980811558280001
ACH-000757,-0.136938372847
ACH-000758,-0.119163547452
ACH-000760,-0.351423740057
ACH-000763,-0.13726282658800001
ACH-000764,-0.26275308507100004
ACH-000765,-0.411974220396
ACH-000766,-0.25296604828499997
ACH-000767,-0.19266903598000001
ACH-000768,-0.23070784405499997
ACH-000769,-0.346284718068
ACH-000770,-0.51498255719
ACH-000771,-0.567390996241
ACH-000773,-0.258568457237
ACH-000776,-0.21741341376200002
ACH-000777,-0.548528297388
ACH-000778,-0.062332281395500004
ACH-000781,-0.291721748502
ACH-000782,-0.24761345425099998
ACH-000783,-0.436352254258
ACH-000784,-0.37786143155699997
ACH-000785,-0.22008382751699998
ACH-000787,-0.302240878677
ACH-000788,-0.317594119904
ACH-000791,-0.23502701122699998
ACH-000792,-0.22283500333
ACH-000794,-0.355071816313
ACH-000796,-0.349527766093
ACH-000799,-0.09832703790149999
ACH-000800,-0.38933423070100004
ACH-000802,-0.287171335177
ACH-000804,-0.41810841912600005
ACH-000805,-0.279757233986
ACH-000809,-0.351792098725
ACH-000810,-0.39348766606299995
ACH-000811,-0.304904169469
ACH-000817,-0.283604512957
ACH-000819,-0.21793265750399998
ACH-000820,-0.480120824648
ACH-000821,-0.5209017160180001
ACH-000822,-0.0655249150818
ACH-000823,-0.328933083533
ACH-000824,-0.46531134378300004
ACH-000827,-0.394311637597
ACH-000829,-0.34549254976099997
ACH-000831,-0.25561857623100004
ACH-000832,-0.388729329167
ACH-000833,-0.07258134907160001
ACH-000834,-0.277433776862
ACH-000835,-0.24446761288899999
ACH-000836,-0.245602990718
ACH-000837,-0.11736489263599999
ACH-000838,-0.141866965965
ACH-000839,-0.516230106634
ACH-000840,-0.41049685937200003
ACH-000841,-0.275039169504
ACH-000843,-0.301828998294
ACH-000846,-0.501540407612
ACH-000847,-0.457595014636
ACH-000848,-0.23014514549000004
ACH-000849,-0.254887826441
ACH-000851,-0.44288917318300003
ACH-000855,-0.63026031642
ACH-000856,-0.364819105053
ACH-000858,-0.31495957063499996
ACH-000859,-0.36168355413099995
ACH-000861,-0.293980073636
ACH-000862,-0.127679885366
ACH-000865,-0.524336040215
ACH-000866,-0.24306255980900002
ACH-000867,-0.320129964278
ACH-000869,-0.189049355108
ACH-000872,-0.19768083100699999
ACH-000873,-0.424775651574
ACH-000876,-0.24041352606400002
ACH-000878,-0.14806774131699998
ACH-000880,-0.28901381364100004
ACH-000881,-0.333278463559
ACH-000882,-0.208429572801
ACH-000884,-0.42376712377400005
ACH-000885,-0.34803063377899995
ACH-000887,-0.306812565504
ACH-000888,-0.329541235713
ACH-000889,-0.26559664549
ACH-000890,-0.170483357085
ACH-000896,-0.42879447969400003
ACH-000898,-0.47528471407
ACH-000900,-0.24524083120700002
ACH-000901,-0.33281181823399997
ACH-000905,-0.258096159731
ACH-000906,-0.459182119933
ACH-000907,-0.32064954925
ACH-000910,-0.24849816038400002
ACH-000911,-0.42125930095700004
ACH-000912,-0.269445994853
ACH-000913,-0.514790731784
ACH-000915,-0.32458887999
ACH-000916,-0.853080132134
ACH-000917,-0.520287222229
ACH-000921,-0.32161141302900004
ACH-000924,-0.36994065859700004
ACH-000926,-0.19275263409200002
ACH-000928,-0.222073636332
ACH-000929,-0.35557954461499997
ACH-000932,-0.34723233514300006
ACH-000935,-0.157569420154
ACH-000936,-0.362750261002
ACH-000937,-0.257127800243
ACH-000938,-0.292399259076
ACH-000939,-0.09091291818160001
ACH-000941,-0.44161699675
ACH-000943,-0.274136762324
ACH-000946,-0.389469655953
ACH-000947,-0.22969780679000001
ACH-000948,-0.34791168524599997
ACH-000950,-0.496931935682
ACH-000953,-0.395488051578
ACH-000957,-0.297226243326
ACH-000958,-0.44858383768
ACH-000960,-0.299820977002
ACH-000963,-0.306388421981
ACH-000968,-0.431741831637
ACH-000969,-0.505075105005
ACH-000973,-0.302858977295
ACH-000974,-0.5332254470059999
ACH-000975,-0.334580218137
ACH-000976,-0.226256800469
ACH-000978,-0.148566203633
ACH-000980,-0.298147694079
ACH-000984,-0.25793910589499996
ACH-000986,-0.433203765633
ACH-000988,-0.257973102424
ACH-000993,-0.371889969145
ACH-000994,-0.24355161345100002
ACH-000996,-0.300110448307
ACH-001001,-0.324349570634
ACH-001020,-0.298328354494
ACH-001028,-0.277578736243
ACH-001031,-0.215428192239
ACH-001038,-0.191619043471
ACH-001048,-0.399576994776
ACH-001050,-0.23576322714
ACH-001053,-0.253731277267
ACH-001054,-0.314306696509
ACH-001061,-0.46375684358
ACH-001067,-0.460917085603
ACH-001075,-0.432431386357
ACH-001096,-0.30767829017299997
ACH-001128,-0.38928195631499996
ACH-001134,-0.316071415225
ACH-001151,-0.293477043677
ACH-001163,-0.26089444661
ACH-001164,-0.313098894887
ACH-001173,-0.297833711352
ACH-001183,-0.221898628669
ACH-001184,-0.20901648981899998
ACH-001190,-0.334926882005
ACH-001192,-0.537131371309
ACH-001193,-0.24489352434
ACH-001196,-0.43710466679
ACH-001197,-0.20111384755999998
ACH-001205,-0.406033624195
ACH-001211,-0.0962945311686
ACH-001212,-0.26246301331099997
ACH-001228,-0.343450178731
ACH-001232,-0.34318921697300003
ACH-001239,-0.41563986729
ACH-001274,-0.40637560921899996
ACH-001275,-0.237753201598
ACH-001277,-0.723150062719
ACH-001278,-0.15916037019
ACH-001280,-0.20600833240400002
ACH-001283,-0.355079633881
ACH-001289,-0.264214219289
ACH-001295,-0.310431902275
ACH-001300,-0.0933613843268
ACH-001301,-0.12116675488
ACH-001302,-0.520747158163
ACH-001303,-0.0125371125758
ACH-001306,-0.329371809372
ACH-001318,-0.39836557318000004
ACH-001322,-0.13468884107999998
ACH-001328,-0.44903894116099996
ACH-001332,0.052698110348199996
ACH-001333,-0.262799226296
ACH-001336,-0.248714833942
ACH-001340,-0.386378087799
ACH-001346,-0.228317407689
ACH-001353,-0.248455903131
ACH-001354,-0.375756753494
ACH-001367,-0.23839871231600002
ACH-001368,-0.27939995245
ACH-001374,-0.44862668065800004
ACH-001375,-0.48226415289499996
ACH-001377,-0.331128810053
ACH-001380,-0.248402567464
ACH-001391,-0.5414283852790001
ACH-001407,-0.392608944146
ACH-001408,-0.153708266575
ACH-001413,-0.143760189419
ACH-001430,-0.584340330779
ACH-001431,-0.182582434783
ACH-001450,-0.372856318349
ACH-001496,-0.18523729189899998
ACH-001500,-0.28170863522
ACH-001521,-0.390297268828
ACH-001523,-0.400948433522
ACH-001532,-0.25371075375999996
ACH-001536,-0.35621396358
ACH-001550,-0.328648931844
ACH-001552,-0.330792550028
ACH-001554,-0.34193313669500003
ACH-001645,-0.28032491070300003
ACH-001654,-0.250275000687
ACH-001715,-0.18093428943700002
ACH-001735,-0.264271899968
ACH-001736,-0.321689598301
ACH-001737,-0.011597341152899999
ACH-001740,-0.172962582237
ACH-001745,-0.23865151771600002
ACH-001750,-0.24028610438700002
ACH-001765,-0.228288122014
ACH-001956,-0.407724382592
ACH-001957,-0.307784413353
