,OPTC (26254)
ACH-000004,-0.0521170450869
ACH-000007,0.190751756706
ACH-000009,-0.102542946952
ACH-000011,0.0514180067679
ACH-000012,-0.0707737101319
ACH-000013,-0.112115004694
ACH-000014,-0.06145560711709999
ACH-000015,-0.040804609882400006
ACH-000017,-0.167186231501
ACH-000018,-0.187714481363
ACH-000019,0.0247741334388
ACH-000021,-0.0105062614635
ACH-000022,-0.0710734741173
ACH-000025,-0.0043863893958
ACH-000028,0.0910216656123
ACH-000030,0.0319280166351
ACH-000035,-0.12832134189799999
ACH-000036,-0.260123918396
ACH-000037,0.0179889790995
ACH-000039,-0.103655666007
ACH-000040,0.09669004653989999
ACH-000041,0.00670948532991
ACH-000042,-0.053127392354
ACH-000045,0.021317200619799997
ACH-000047,-0.14442197745
ACH-000052,0.107120149578
ACH-000053,-0.0998790056432
ACH-000054,0.0159108875883
ACH-000055,-0.0767623015247
ACH-000060,0.112333082655
ACH-000067,0.0277237702603
ACH-000070,0.021677475027900003
ACH-000075,-0.00758646838697
ACH-000078,-0.04494887862580001
ACH-000082,-0.041886406996400005
ACH-000085,0.132644979221
ACH-000086,-0.13746005108200002
ACH-000087,0.06402536367390001
ACH-000092,-0.208494167364
ACH-000095,-0.0175100291151
ACH-000097,0.09000975175460002
ACH-000098,-0.0322360961312
ACH-000099,-0.0171309304727
ACH-000108,-0.0092029813078
ACH-000113,-0.0891030971198
ACH-000115,0.0243518458616
ACH-000116,0.0953856405754
ACH-000118,-0.08826176847179999
ACH-000120,0.13343473047
ACH-000123,0.029035163910099998
ACH-000127,-0.0584495869625
ACH-000128,-0.11413505517200001
ACH-000132,0.00476415836438
ACH-000133,-0.225551860245
ACH-000137,0.195965125867
ACH-000138,-0.0681484811894
ACH-000142,-0.0514700014702
ACH-000143,0.099241539035
ACH-000146,0.020447141247300002
ACH-000148,-0.047846119015699996
ACH-000150,0.0469774049694
ACH-000152,0.0138771353418
ACH-000153,0.0207692538663
ACH-000159,0.0455275843009
