,COIL (8161)
ACH-000834,-0.279280202855
ACH-000835,-0.362092246321
ACH-000836,-0.541314879309
ACH-000837,-0.631034027476
ACH-000838,-0.498119588971
ACH-000839,-0.218062674364
ACH-000840,-0.406786837618
ACH-000841,-0.44277473851800003
ACH-000843,-0.166194455119
ACH-000846,-0.32091735714999997
ACH-000847,-0.364742049822
ACH-000848,-0.20485225838799997
ACH-000849,-0.618358411447
ACH-000851,-0.35189230223000006
ACH-000855,-0.286795392105
ACH-000856,-0.40584501250699995
ACH-000858,-0.176405264848
ACH-000859,-0.606849016205
ACH-000861,-0.17914999151900002
ACH-000862,-0.358945610998
ACH-000865,-0.23472905552200002
ACH-000866,-0.703771849756
ACH-000867,-0.276733031746
ACH-000869,-0.383718953284
ACH-000872,-0.451843662126
ACH-000873,-0.225657216552
ACH-000876,-0.25222134785100003
ACH-000878,-0.273156445501
ACH-000880,-0.377355689464
ACH-000881,-0.572163780049
ACH-000882,-0.291142379784
ACH-000884,-0.554391415763
ACH-000885,-0.5627122682819999
ACH-000887,-0.445348096147
ACH-000888,-0.0693735388778
ACH-000889,-0.348595572024
ACH-000890,-0.607727123412
ACH-000896,-0.328008491047
ACH-000898,-0.47731026272200006
ACH-000900,-0.566353955129
ACH-000901,-0.511775191857
ACH-000905,-0.552464086389
ACH-000906,-0.389707021627
ACH-000907,-0.24777803201200002
ACH-000910,-0.597209055378
ACH-000911,-0.41520439633
ACH-000912,-0.209432046098
ACH-000913,-0.360738004972
ACH-000915,-0.45532876372299996
ACH-000916,-0.8121329605050001
ACH-000917,-0.511470332408
ACH-000921,-0.208916508083
ACH-000924,-0.412760798667
ACH-000926,-0.285568162873
ACH-000928,-0.32494361402
ACH-000929,-0.0412337204433
ACH-000932,-0.297186846984
ACH-000935,-0.713802407306
ACH-000936,-0.35758802813600005
ACH-000937,-0.510941214272
ACH-000938,-0.326681386036
ACH-000939,-0.32011743687800004
ACH-000941,-0.311033789711
ACH-000943,-0.48183254005500004
ACH-000946,-0.54849399112
ACH-000947,-0.33753149330300003
ACH-000948,-0.39426789815499996
ACH-000950,-0.287608787848
ACH-000953,-0.48190010078400003
ACH-000957,-0.330837013731
ACH-000958,-0.359643392698
ACH-000960,-0.24149418471700002
ACH-000963,-0.469556801262
ACH-000968,-0.43256173315499996
ACH-000969,-0.387899955463
ACH-000973,-0.378397002549
ACH-000974,-0.43096389630599996
ACH-000975,-0.422528493779
ACH-000976,-0.45430940462200003
ACH-000978,-0.251185655508
ACH-000980,-0.31088562760099997
ACH-000984,-0.54285501582
ACH-000986,-0.40284838664000006
ACH-000988,-0.866002714268
ACH-000993,-0.616129442172
ACH-000994,-0.287513482336
ACH-000996,-0.182862411849
ACH-001001,-0.440762055486
ACH-001020,-0.04389177546080001
ACH-001028,-0.467332902104
ACH-001031,-0.63471232632
ACH-001038,-0.289196298083
ACH-001048,-0.57543836477
ACH-001050,-0.5835555756899999
ACH-001053,-0.466323688779
ACH-001054,-0.7253413534379999
ACH-001061,-0.46773227362400005
ACH-001067,-0.506181250369
ACH-001075,-0.222071660729
ACH-001096,-0.502456452841
ACH-001128,-1.02109375809
ACH-001134,-0.587454742213
ACH-001151,-0.423343650651
ACH-001163,-0.315554495282
ACH-001164,-0.27439924997
ACH-001173,-0.39706213392899997
ACH-001183,-0.28838522825999996
ACH-001184,-1.06881296374
ACH-001190,-0.42189880097300003
ACH-001192,-0.503300910927
ACH-001193,-0.226694242086
ACH-001196,-0.600255531152
ACH-001197,-0.290399143877
ACH-001205,-0.330518375554
ACH-001211,-0.38931947316699994
ACH-001212,-0.641493598373
ACH-001228,-0.534892733188
ACH-001232,-0.6182927330560001
ACH-001239,-0.359585518298
ACH-001274,-0.152841665036
ACH-001275,-0.232573941293
ACH-001277,-0.7082495721080001
ACH-001278,-0.40253501765199995
ACH-001280,-0.958697617552
ACH-001283,-0.425846267482
ACH-001289,-0.509263938857
ACH-001295,-0.5274106554619999
ACH-001300,-0.44763039083300005
ACH-001301,-0.345261010303
ACH-001302,-0.142240353281
ACH-001303,-0.960517237228
ACH-001306,-0.328524591054
ACH-001318,-0.45483151172799996
ACH-001322,-0.31470993414500004
ACH-001328,-0.34503596145000004
ACH-001332,-0.41787113748099997
ACH-001333,-0.326548773151
ACH-001336,-0.150032976933
ACH-001340,-0.331688799231
ACH-001346,-0.254587087577
ACH-001353,-0.501395670735
ACH-001354,0.0934963840878
ACH-001367,-0.0889196156411
ACH-001368,-0.315229560387
ACH-001374,-0.38271214656999997
ACH-001375,-0.39891333521399996
ACH-001377,-0.489494328324
ACH-001380,-0.388719849542
ACH-001391,-0.691179572359
ACH-001407,-0.121760161471
ACH-001408,-0.894851319328
ACH-001413,-0.550561542937
ACH-001430,-0.406831912143
ACH-001431,-0.385809965154
ACH-001450,-0.439581011707
ACH-001496,-0.22939865992699998
ACH-001500,-0.0610377554372
ACH-001521,-0.44759089252800005
ACH-001523,-0.653326900104
ACH-001532,-0.480759289029
ACH-001536,-0.518160713605
ACH-001550,-0.42302321575
ACH-001552,-0.44970490667199997
ACH-001554,-0.45571266654799997
ACH-001645,-0.20513804555
ACH-001654,-0.600377965123
ACH-001715,-0.387010601078
ACH-001735,-0.35499919848000006
ACH-001736,-0.420969127624
ACH-001737,-0.721937990922
ACH-001740,-0.502039759668
ACH-001745,-0.36084065321900005
ACH-001750,-0.174767193786
ACH-001765,-0.352271888781
ACH-001956,-1.20315204879
ACH-001957,-0.527360333152
