,HPGDS (27306)
ACH-000004,-0.0313684063309
ACH-000007,-0.0863207330161
ACH-000009,-0.132956770034
ACH-000011,-0.0317645524681
ACH-000012,-0.103608946292
ACH-000013,0.123516969215
ACH-000014,-0.0693187489518
ACH-000015,-0.124452781794
ACH-000017,-0.137021926214
ACH-000018,-0.0796472808508
ACH-000019,-0.209450628214
ACH-000021,-0.0807317648468
ACH-000022,-0.07108902666339999
ACH-000025,-0.15036356130200002
ACH-000028,-0.130375141504
ACH-000030,-0.151986609218
ACH-000035,-0.0334858162605
ACH-000036,-0.00813335993057
ACH-000037,0.0168858214552
ACH-000039,-0.0328547261171
ACH-000040,-0.104259314145
ACH-000041,-0.09096652342869999
ACH-000042,-0.038037965462
ACH-000045,-0.0185935919137
ACH-000047,0.052669565856900004
ACH-000052,-0.12272904735099999
ACH-000053,-0.0998011576112
ACH-000054,-0.009386647822620001
ACH-000055,-0.181408505724
ACH-000060,-0.08077430812910001
ACH-000067,-0.19556046169100003
ACH-000070,-0.0302541479135
ACH-000075,0.147926450112
ACH-000078,-0.18502593142
ACH-000082,-0.04069720700769999
ACH-000085,-0.128091335075
ACH-000086,-0.072616443536
ACH-000087,0.0280198278142
ACH-000092,-0.259707379525
ACH-000095,-0.0620050959014
ACH-000097,-0.158959891891
ACH-000098,-0.0627542158868
ACH-000099,-0.0712193228967
ACH-000108,0.0368569623802
ACH-000113,0.055269096804
ACH-000115,-0.0580955212209
ACH-000116,-0.108198676195
ACH-000118,-0.0657971745607
ACH-000120,0.036327205846699996
ACH-000123,0.035645615861699995
ACH-000127,-0.0968045302963
ACH-000128,0.0937721035293
ACH-000132,-0.08775199557810001
ACH-000133,-0.20561426559999998
ACH-000137,-0.06606527629890001
ACH-000138,0.06857823951740001
ACH-000142,-0.10571206434599999
ACH-000143,-0.127101400258
ACH-000146,-0.0448122837514
ACH-000148,-0.0804902377868
ACH-000150,-0.037295651868
ACH-000152,-0.123017218188
ACH-000153,0.148620318118
ACH-000159,-0.0867467259406
ACH-000160,0.07150270047610001
ACH-000163,-0.153026434076
ACH-000167,0.316737160194
ACH-000168,0.00632750965288
ACH-000169,0.0396359367589
ACH-000178,0.053313161650900005
ACH-000182,-0.0493728002459
ACH-000183,0.011794954098399998
ACH-000188,-0.005478528944529999
ACH-000189,-0.09907280992080002
ACH-000190,-0.10168296754799999
ACH-000198,-0.0579284270937
ACH-000204,-0.11368597614499999
ACH-000206,-0.120686221592
ACH-000207,0.04917601359680001
ACH-000211,-0.126741433858
ACH-000215,0.00235785713125
ACH-000221,0.00561325493033
ACH-000222,-0.050114184303800005
