,LGR5 (8549)
ACH-000004,0.0645055366493
ACH-000007,-0.285491138046
ACH-000009,-0.199928666654
ACH-000011,-0.217921555017
ACH-000012,-0.037499340173
ACH-000013,-0.034238663928099995
ACH-000014,-0.244676441805
ACH-000015,-0.186643531031
ACH-000017,0.02185389705
ACH-000018,-0.008797813060950002
ACH-000019,0.08041033772860001
ACH-000021,-0.107844112674
ACH-000022,-0.115967065226
ACH-000025,-0.056090180794500004
ACH-000028,-0.00047864178137000003
ACH-000030,-0.10435067387399999
ACH-000035,-0.00849043729936
ACH-000036,-0.16025644198300001
ACH-000037,0.129917618791
ACH-000039,-0.258717939967
ACH-000040,-0.162883050147
ACH-000041,0.137541027444
ACH-000042,-0.0663931204514
ACH-000045,-0.29321232055999996
ACH-000047,-0.0240994493903
ACH-000052,-0.098611146968
ACH-000053,-0.11764707647099999
ACH-000054,-0.0849934582622
ACH-000055,0.0852697075195
ACH-000060,-0.0691200523537
ACH-000067,-0.185938730051
ACH-000070,-0.28552389857
ACH-000075,-0.129196113286
ACH-000078,-0.125887085621
ACH-000082,-0.19577676381499998
ACH-000085,-0.2177918764
ACH-000086,-0.21861117312699999
ACH-000087,-0.19224006211
ACH-000092,-0.0203498421642
ACH-000095,-0.0921349457913
ACH-000097,0.00516974528825
ACH-000098,-0.164350356113
ACH-000099,-0.094740394219
ACH-000108,-0.0054591119792099995
ACH-000113,-0.207804978889
ACH-000115,-0.057144748889300004
ACH-000116,-0.21753198795899997
ACH-000118,-0.153408758364
ACH-000120,-0.0186839823617
ACH-000123,-0.164910851932
ACH-000127,-0.0747542395809
ACH-000128,-0.29211777551600004
ACH-000132,-0.062321958614699996
ACH-000133,-0.204467469038
ACH-000137,-0.058438455825699995
ACH-000138,-0.12399715475600001
ACH-000142,0.018295358792
ACH-000143,-0.0153435245267
ACH-000146,-0.135266711814
ACH-000148,-0.276835513323
ACH-000150,-0.188268936189
ACH-000152,-0.196803871557
ACH-000153,-0.160129762818
ACH-000159,-0.233646856638
ACH-000160,-0.112232340596
ACH-000163,-0.18061231742400002
ACH-000167,-0.236024698076
ACH-000168,-0.053314950938599996
ACH-000169,-0.050018175373999996
ACH-000178,-0.27546931223
ACH-000182,-0.156916849792
ACH-000183,0.0840184980274
ACH-000188,-0.0213261050887
ACH-000189,-0.148775376742
ACH-000190,-0.0317592574186
ACH-000198,-0.236668853356
ACH-000204,0.11329365055500001
ACH-000206,0.0345411030036
ACH-000207,-0.0262149949812
ACH-000211,0.012293480999300001
ACH-000215,-0.131592325844
ACH-000221,-0.0694385603104
ACH-000222,-0.304080974317
ACH-000223,0.000203525587254
ACH-000226,-0.0215668234022
ACH-000227,-0.037765451755699994
ACH-000228,-0.0379084363644
ACH-000231,-0.0945146759324
ACH-000232,-0.20789097979200002
ACH-000233,-0.154300300391
ACH-000234,-0.511829179184
ACH-000235,-0.112484476812
ACH-000237,-0.223542200456
ACH-000238,0.00813946772388
ACH-000243,-0.110837347873
ACH-000244,-0.107310611294
ACH-000246,-0.18629921101100003
ACH-000248,-0.0343199362419
ACH-000250,-0.179238529153
ACH-000251,-0.11888952424100001
ACH-000253,-0.196509930084
ACH-000255,-0.0438207462388
ACH-000256,-0.137617572513
ACH-000257,-0.157087260771
