,HSPBAP1 (79663)
ACH-000004,-0.076209738869
ACH-000007,0.294769217556
ACH-000009,-0.039474412838599995
ACH-000011,-0.0782765041693
ACH-000012,0.007640755652279999
ACH-000013,0.0341481062382
ACH-000014,-0.138753047598
ACH-000015,0.09117329659460001
ACH-000017,0.0242448589017
ACH-000018,-0.0166158562851
ACH-000019,-0.151546053584
ACH-000021,-0.100537578111
ACH-000022,0.055009489674399996
ACH-000025,-0.113570787206
ACH-000028,-0.110961212224
ACH-000030,0.0661569362156
ACH-000035,-0.144848885757
ACH-000036,0.125216457032
ACH-000037,0.10020123823100001
ACH-000039,-0.0610412776818
ACH-000040,-0.05330256047669999
ACH-000041,0.11620924533299999
ACH-000042,-0.00512014583556
ACH-000045,-0.0404900637779
ACH-000047,0.126298805928
ACH-000052,-0.0326473079426
ACH-000053,0.0135182832213
ACH-000054,-0.021075858986400003
ACH-000055,-0.029854628812000003
ACH-000060,-0.0479257576526
ACH-000067,-0.0315761414146
ACH-000070,0.036758776924199994
ACH-000075,0.23063246093400003
ACH-000078,-0.100589630771
ACH-000082,0.07104658938450001
ACH-000085,-0.0195064214882
ACH-000086,-0.0920671174137
ACH-000087,-0.0034325717708600005
ACH-000092,-0.165475668923
ACH-000095,-0.0302564818092
ACH-000097,0.00425455991178
ACH-000098,0.00110498639901
ACH-000099,-0.07923098152810001
ACH-000108,-0.17541472829799998
ACH-000113,-0.00701327992494
ACH-000115,-0.011448973771600002
ACH-000116,0.0731645327191
ACH-000118,-0.124365117302
ACH-000120,-0.0315680857483
ACH-000123,-0.147408202358
ACH-000127,0.015282080527099999
ACH-000128,-0.349987784824
ACH-000132,-0.199315914532
ACH-000133,-0.0944411961162
ACH-000137,-0.0407821327565
ACH-000138,0.0238107794643
ACH-000142,-0.0116528308284
ACH-000143,-0.023942739217699998
ACH-000146,0.028077186900299998
ACH-000148,0.0379513174909
ACH-000150,0.0367886858817
ACH-000152,-0.156977436904
ACH-000153,-0.10787234165699999
ACH-000159,-0.00664348858379
ACH-000160,0.231190093112
ACH-000163,0.0798327618905
ACH-000167,0.21493206167
ACH-000168,-0.0375002803771
ACH-000169,-0.0334023306332
ACH-000178,0.032805335813
ACH-000182,-0.05696245095290001
ACH-000183,-0.018706788408900003
ACH-000188,-0.0169466449082
