,ICOSLG (23308)
ACH-000004,-0.288159107648
ACH-000007,-0.050303030457499995
ACH-000009,0.0956454565203
ACH-000011,0.262139891288
ACH-000012,0.037619737260300004
ACH-000013,0.135655861279
ACH-000014,-0.029651069550799998
ACH-000015,0.0567158415506
ACH-000017,0.00377439074101
ACH-000018,0.0418088268137
ACH-000019,0.315430876373
ACH-000021,0.121587321338
ACH-000022,0.0106288197226
ACH-000025,0.133870336211
ACH-000028,0.0713954352987
ACH-000030,0.00152758244431
ACH-000035,0.00202127420712
ACH-000036,0.11060659750900001
ACH-000037,0.0670989350469
ACH-000039,-0.264245561176
ACH-000040,0.07779350217110001
ACH-000041,0.006261894105289999
ACH-000042,0.11270342348899999
ACH-000045,0.136921335151
ACH-000047,-0.0237917697242
ACH-000052,0.000118295796763
ACH-000053,0.09044085218669999
ACH-000054,0.027098038717999998
ACH-000055,0.186419869883
ACH-000060,-0.105520089884
ACH-000067,0.156461578408
ACH-000070,0.2527995134
ACH-000075,-0.0185217602228
ACH-000078,-0.111774584381
ACH-000082,0.0739730385122
ACH-000085,0.04290148293380001
ACH-000086,0.128472844126
ACH-000087,-0.134169847835
ACH-000092,0.0542908836185
ACH-000095,0.0694128595875
ACH-000097,0.013943632641700001
ACH-000098,0.141143590945
ACH-000099,0.117581805994
ACH-000108,-0.0236486268764
ACH-000113,-0.042582398354199996
ACH-000115,0.05127932436509999
ACH-000116,-0.023725063401
ACH-000118,0.215767474469
ACH-000120,-0.0727727617262
ACH-000123,0.0979830412357
ACH-000127,-0.10515700937799999
ACH-000128,0.11112755669399998
ACH-000132,-0.16850934998300002
ACH-000133,0.114707442228
ACH-000137,0.0101479579528
ACH-000138,0.253159180393
ACH-000142,0.00603491422103
ACH-000143,-0.256989868502
ACH-000146,-0.00142890127843
ACH-000148,0.021027332388900002
ACH-000150,-0.16886652983199998
ACH-000152,-0.028030976662
ACH-000153,0.0498082773325
ACH-000159,0.113593661262
ACH-000160,-0.162490251861
ACH-000163,-0.0232817976433
ACH-000167,-0.163789871332
ACH-000168,-0.014393409117700002
ACH-000169,0.102570904002
ACH-000178,0.0282055839054
ACH-000182,0.0171336610281
ACH-000183,0.0435649102901
ACH-000188,0.059260133322300006
ACH-000189,0.05967527249480001
ACH-000190,0.114779198918
ACH-000198,0.124624831258
ACH-000204,0.313665550627
ACH-000206,0.137116104912
ACH-000207,0.0778597502403
ACH-000211,0.123200565207
ACH-000215,-0.032344565320200004
ACH-000221,-0.0791458886747
ACH-000222,0.132906754717
ACH-000223,0.222668804721
ACH-000226,0.17020052795899998
ACH-000227,-0.0826406063595
ACH-000228,0.0796926912156
ACH-000231,-0.0488633415317
ACH-000232,0.11925526968399999
ACH-000233,-0.0480480501581
ACH-000234,0.11235931580399999
ACH-000235,0.05551075984
ACH-000237,0.0372954667932
ACH-000238,-0.051505762216
ACH-000243,0.140615774084
ACH-000244,0.05337277562250001
ACH-000246,0.062448407834800004
ACH-000248,0.193990348083
ACH-000250,0.10221342348899999
ACH-000251,0.11272236506
ACH-000253,0.10874921057800001
ACH-000255,0.12873981354800001
ACH-000256,0.187911140532
ACH-000257,0.114645988454
ACH-000258,0.304834523725
ACH-000259,0.00891125651559
ACH-000260,0.033682402157799995
ACH-000261,0.246381495025
ACH-000262,-0.129020795189
