,IMPDH1 (3614)
ACH-000004,-0.389383349132
ACH-000007,-0.548377605951
ACH-000009,-0.325204959242
ACH-000011,-0.293356735084
ACH-000012,-0.261332812691
ACH-000013,-0.331739506818
ACH-000014,-0.513205283219
ACH-000015,-0.25500131997
ACH-000017,-0.503857236046
ACH-000018,-0.516370741632
ACH-000019,-0.7721189849619999
ACH-000021,-0.34859260767899997
ACH-000022,-0.306645301243
ACH-000025,-0.383984354609
ACH-000028,-0.341867947974
ACH-000030,-0.43350972188000003
ACH-000035,-0.363055395262
ACH-000036,-0.5891521672600001
ACH-000037,-0.678293292623
ACH-000039,-0.563489388118
ACH-000040,-0.226937564214
ACH-000041,-0.459117452919
ACH-000042,-0.397582942459
ACH-000045,-0.604838620223
ACH-000047,-0.40378812397799996
ACH-000052,-0.493800634278
ACH-000053,-0.203075735713
ACH-000054,-0.48812055099699997
ACH-000055,-0.6307742491439999
ACH-000060,-0.60780915936
ACH-000067,-0.502635736206
ACH-000070,-0.550459157714
ACH-000075,-0.709941090864
ACH-000078,-0.191613825279
ACH-000082,-0.462766252202
ACH-000085,-0.638003728053
ACH-000086,-0.333154688132
ACH-000087,-0.45162009783699997
ACH-000092,-0.402082410649
ACH-000095,-0.459288940236
ACH-000097,-0.260192169639
ACH-000098,-0.499318091818
ACH-000099,-0.42204077592
ACH-000108,-0.348522821998
ACH-000113,-0.497351029811
ACH-000115,-0.557279161918
ACH-000116,-0.417142250446
ACH-000118,-0.495380499589
ACH-000120,-0.491990606163
ACH-000123,-0.47101887667
ACH-000127,-0.43008464643399996
ACH-000128,-0.21807796947500002
ACH-000132,-0.48999516312200003
ACH-000133,-0.49048745585500003
ACH-000137,-0.479188311057
ACH-000138,-0.330309293233
ACH-000142,-0.498614399661
ACH-000143,-0.395302582853
ACH-000146,-0.260577603473
ACH-000148,-0.400001847754
ACH-000150,-0.21543141949
ACH-000152,-0.24699131526999998
ACH-000153,-0.43226289973899995
ACH-000159,-0.5749933394569999
ACH-000160,-0.42530385378799995
ACH-000163,-0.440724057298
ACH-000167,-0.624195446557
ACH-000168,-0.8685511778389999
ACH-000169,-0.41644354129100003
ACH-000178,-0.548083672487
ACH-000182,-0.492559269802
ACH-000183,-0.424627671078
ACH-000188,-0.541784313509
ACH-000189,-0.545318835093
ACH-000190,-0.38971171705799995
ACH-000198,-0.424663511368
ACH-000204,-0.30056096653700004
ACH-000206,-0.115309470352
ACH-000207,-0.40106592710100003
ACH-000211,-0.527429488232
ACH-000215,-0.515009591161
ACH-000221,-0.282259703022
ACH-000222,-0.237588616575
ACH-000223,-0.654253878025
ACH-000226,-0.205423180895
ACH-000227,-0.607783329128
ACH-000228,-0.344108553857
ACH-000231,-0.49362067736299997
ACH-000232,-0.38665469115699996
ACH-000233,-0.136840780232
ACH-000234,-0.43704838051100003
ACH-000235,-0.292047984163
ACH-000237,-0.512926971808
ACH-000238,-0.381058075219
ACH-000243,-0.15826959341900002
ACH-000244,-0.36777033383
ACH-000246,-0.48050810137100003
ACH-000248,-0.6319218871600001
ACH-000250,-0.556056300625
ACH-000251,-0.480588561923
ACH-000253,-0.47781372053300003
ACH-000255,-0.454728403176
ACH-000256,-0.583695331631
ACH-000257,-0.431325538731
ACH-000258,-0.0224315299322
ACH-000259,-0.258697536352
ACH-000260,-0.372049857077
ACH-000261,-0.32896999394000004
ACH-000262,-0.647000325039
ACH-000263,-0.6212314181390001
ACH-000264,-0.58063973436
ACH-000265,-0.235734041855
ACH-000266,-0.34930661845
ACH-000272,-0.59570947707
ACH-000273,-0.669921826454
ACH-000274,-0.651261529511
ACH-000277,-0.32353148184999997
ACH-000278,-0.235501771758
ACH-000279,-0.661604290862
ACH-000280,-0.42374489332099996
ACH-000281,-0.34199642321199997
ACH-000288,-0.42662488834299994
ACH-000291,-0.5357337303809999
ACH-000293,-0.388017957945
ACH-000294,-0.174115634116
ACH-000295,-0.517088437044
ACH-000296,-0.516322180382
