,FERMT2 (10979)
ACH-000004,-0.047552296928000004
ACH-000007,-0.551638708651
ACH-000009,-0.24786641755600003
ACH-000011,-1.48234498514
ACH-000012,-0.48903904219800004
ACH-000013,-0.5935328072389999
ACH-000014,-1.0920496327
ACH-000015,-0.7858397983580001
ACH-000017,-0.967358539914
ACH-000018,-1.2182593594
ACH-000019,-0.683401308549
ACH-000021,-1.0941594190000001
ACH-000022,-0.22418786349599998
ACH-000025,-0.8661233596600001
ACH-000028,-0.710736263296
ACH-000030,-0.588634161307
ACH-000035,-1.01744976202
ACH-000036,-0.9168707171200001
ACH-000037,-1.3094718622100001
ACH-000039,-0.7941093999429999
ACH-000040,-1.11723432666
ACH-000041,-0.35424503777500005
ACH-000042,-0.18614075661899998
ACH-000045,-0.683310680676
ACH-000047,-0.699060949991
ACH-000052,-0.7786535459639999
ACH-000053,-0.163957045373
ACH-000054,-1.2810598273
ACH-000055,-0.41001481694799996
ACH-000060,-0.686845144852
ACH-000067,-1.0943275024899999
ACH-000070,-0.579584216487
ACH-000075,-0.7395394745739999
ACH-000078,-0.821990420686
ACH-000082,-0.513105605418
ACH-000085,-0.284048330932
ACH-000086,-0.518630245581
ACH-000087,-0.492072154491
ACH-000092,-1.26749037854
ACH-000095,-0.435737609549
ACH-000097,-0.774625324762
ACH-000098,-1.2620983108
ACH-000099,-0.878788150688
ACH-000108,-0.956309410591
ACH-000113,-0.572172083381
ACH-000115,-0.309619374387
ACH-000116,-0.9757114517540001
ACH-000118,-0.886766790966
ACH-000120,-1.11282733699
ACH-000123,-0.6915896108130001
ACH-000127,-0.688372573975
ACH-000128,-0.912920282753
ACH-000132,-1.0945243473000001
ACH-000133,-1.16054333905
ACH-000137,-0.486009931805
ACH-000138,-0.5097787694420001
ACH-000142,-0.626090180939
ACH-000143,-0.579736278399
ACH-000146,-0.026737376495400002
ACH-000148,-0.9356893225470001
ACH-000150,-1.28082460442
ACH-000152,-1.1142508389799999
ACH-000153,-0.0564317779768
ACH-000159,-0.827389760431
ACH-000160,-0.0103827749399
ACH-000163,-0.27349069891600003
ACH-000167,-0.979455591714
ACH-000168,-0.470520685048
ACH-000169,-0.690247067879
ACH-000178,-0.36496062657
ACH-000182,-0.0574445080506
ACH-000183,-0.40040796575000004
ACH-000188,-0.196229015311
ACH-000189,-1.15935019791
ACH-000190,-0.739841346304
ACH-000198,-0.60282795044
ACH-000204,-0.578413249418
ACH-000206,-0.0352046667893
ACH-000207,0.279847895423
ACH-000211,-0.545020165894
ACH-000215,-1.2941038784
ACH-000221,-0.235188254877
ACH-000222,-0.40334844145900006
ACH-000223,-0.19394977747699998
ACH-000226,-0.539444036986
ACH-000227,-0.743277159912
ACH-000228,-0.315552214235
ACH-000231,-0.613075332878
ACH-000232,-1.1286315462
ACH-000233,-0.258448613595
ACH-000234,-1.05024054199
ACH-000235,-0.121772212196
ACH-000237,-0.611875650231
ACH-000238,-0.038092107473699996
ACH-000243,-0.27399072761
ACH-000244,-1.11190611392
ACH-000246,-1.4950183342899999
ACH-000248,-0.7918313416339999
ACH-000250,-1.19136702609
ACH-000251,-1.02000267902
ACH-000253,-0.268687451266
ACH-000255,-1.17874109471
ACH-000256,-1.33464008556
ACH-000257,-0.277706988544
ACH-000258,0.164624443028
ACH-000259,-0.983489642113
ACH-000260,-1.12464616296
ACH-000261,-0.682166054939
ACH-000262,-1.1411298328100001
ACH-000263,-0.0638620315729
ACH-000264,-0.246507298807
ACH-000265,-0.487837884956
ACH-000266,-0.5769234301
ACH-000272,-0.817908844937
ACH-000273,-1.2210428416799999
ACH-000274,-1.36081856611
ACH-000277,-0.123180708617
ACH-000278,-0.542981560518
ACH-000279,-0.28264223067099997
ACH-000280,-0.724284768944
ACH-000281,-0.154035071399
ACH-000288,-1.31368355265
ACH-000291,-1.00280569034
ACH-000293,-1.12405340006
ACH-000294,-0.292219764425
ACH-000295,-0.07440091483639999
ACH-000296,-0.326912053372
ACH-000302,-0.568182615472
ACH-000304,-1.12848603643
ACH-000307,-0.0778563509964
ACH-000308,-1.14201062578
ACH-000310,-0.781799242404
ACH-000311,-0.662588489847
ACH-000312,-0.922701084802
ACH-000315,-0.384294277155
ACH-000316,-1.14649219852
