,PFKL (5211)
ACH-000004,-0.376542780014
ACH-000007,-0.0916112775289
ACH-000009,-0.010765135388
ACH-000011,-0.0825090567852
ACH-000012,0.048865529968099994
ACH-000013,-0.047935653815099996
ACH-000014,-0.11930883574699999
ACH-000015,0.037531045321199996
ACH-000017,-0.0481919086297
ACH-000018,0.00402674983465
ACH-000019,-0.47060668420100005
ACH-000021,-0.103125069077
ACH-000022,-0.223348743077
ACH-000025,-0.0816635366412
ACH-000028,-0.233206143241
ACH-000030,-0.115325824607
ACH-000035,-0.06703653396380001
ACH-000036,0.0219442782859
ACH-000037,-0.347976452025
ACH-000039,-0.11100044883400001
ACH-000040,-0.10818571618799999
ACH-000041,-0.0774961377403
ACH-000042,-0.10850715736300001
ACH-000045,-0.507845438758
ACH-000047,-0.00632408198801
ACH-000052,0.0696325606247
ACH-000053,0.047246090135399994
ACH-000054,-0.0292429110535
ACH-000055,-0.0146275977428
ACH-000060,-0.307671944755
ACH-000067,0.00959238906693
ACH-000070,0.0666317640762
ACH-000075,-0.0745301443679
ACH-000078,0.100930838177
ACH-000082,-0.182670899078
ACH-000085,0.17321076253800002
ACH-000086,0.004120602094510001
ACH-000087,0.154533609019
ACH-000092,-0.09896983518079999
ACH-000095,-0.1192014958
ACH-000097,-0.104130624293
ACH-000098,-0.033829477984
ACH-000099,0.0046241321649899995
ACH-000108,-0.261713413352
ACH-000113,-0.20190289648899998
ACH-000115,-0.248644327084
ACH-000116,-0.145758049161
ACH-000118,0.0328265624619
ACH-000120,-0.232394293129
ACH-000123,-0.12764496292000002
ACH-000127,-0.0765748509348
ACH-000128,-0.168646743975
ACH-000132,-0.41324520933
ACH-000133,0.0717387763287
ACH-000137,-0.19924853856
ACH-000138,0.10134175296
ACH-000142,-0.127775916229
ACH-000143,0.10273081183800001
ACH-000146,-0.28835309103100004
ACH-000148,-0.026022338459200003
ACH-000150,-0.385719838582
ACH-000152,-0.18247652250399998
ACH-000153,0.024134714621
ACH-000159,-0.13407280771400001
ACH-000160,-0.199002382051
ACH-000163,-0.240030799793
ACH-000167,-0.27104850840100003
ACH-000168,-0.307270321327
ACH-000169,-0.06158913452880001
ACH-000178,-0.22697515625599998
ACH-000182,-0.16984767766199999
ACH-000183,-0.21227077050299997
ACH-000188,0.04288518079609999
ACH-000189,-0.11035747842900001
ACH-000190,-0.27039436141999995
ACH-000198,-0.0692574997464
ACH-000204,-0.17094597081799998
ACH-000206,-0.08500730576400001
ACH-000207,-0.288176516996
ACH-000211,-0.08429734142419999
ACH-000215,-0.112351777337
ACH-000221,-0.186967632651
ACH-000222,-0.0415927767366
ACH-000223,-0.133876029245
ACH-000226,0.138771585031
ACH-000227,-0.266841636919
ACH-000228,-0.0785404157021
ACH-000231,-0.17141761853
ACH-000232,-0.141376356264
ACH-000233,-0.0679912356106
ACH-000234,-0.0932873449238
ACH-000235,-0.189579971258
ACH-000237,0.088306430341
ACH-000238,-0.24586535394900003
ACH-000243,0.0430842478113
ACH-000244,-0.432005264273
ACH-000246,-0.143345843452
ACH-000248,-0.0476163325263
ACH-000250,-0.123542658552
ACH-000251,0.075662473158
ACH-000253,-0.106963753792
ACH-000255,-0.044139581156599994
ACH-000256,-0.0613548049299
ACH-000257,-0.0644998427071
ACH-000258,-0.0956015865209
ACH-000259,-0.150797953
ACH-000260,-0.025015735779900003
ACH-000261,-0.125277729515
ACH-000262,-0.237820320667
ACH-000263,-0.623333847567
ACH-000264,-0.31861740636999997
ACH-000265,-0.029083213341999998
ACH-000266,-0.174599294395
ACH-000272,-0.167319788832
ACH-000273,-0.0968933811997
ACH-000274,-0.142871177424
ACH-000277,-0.0710497510877
ACH-000278,-0.13104351264
ACH-000279,-0.10084561923499999
ACH-000280,-0.137090031621
ACH-000281,-0.190842848715
ACH-000288,-0.17023300471299999
ACH-000291,0.0316200299883
ACH-000293,0.06052004388690001
ACH-000294,-0.04812462657219999
ACH-000295,-0.303523613473
ACH-000296,-0.0698307730188
ACH-000302,-0.122085413823
ACH-000304,-0.221406251913
ACH-000307,0.00577261380537
ACH-000308,-0.0968521800894
ACH-000310,-0.00434869889479
ACH-000311,-0.196565559105
ACH-000312,-0.158558284
ACH-000315,-0.0164612363501
ACH-000316,-0.0250705061737
ACH-000317,-0.0880547903572
ACH-000318,-0.115502553422
ACH-000319,0.18475870926100002
ACH-000320,-0.0393995062703
ACH-000322,-0.08165362435710001
ACH-000323,-0.124463548955
ACH-000324,-0.026636859564099995
ACH-000329,-0.08299214125260002
ACH-000330,-0.14622480914
ACH-000331,-0.14887847601
ACH-000332,-0.08558764790439999
ACH-000334,-0.6616631054609999
ACH-000335,0.053620609410699994
ACH-000336,-0.0971839023154
ACH-000337,0.12340468194599999
ACH-000339,-0.0119154257105
ACH-000341,0.056950848256000004
ACH-000348,-0.0336033812718
ACH-000350,-0.08888738333860001
ACH-000352,0.04075571080169999
ACH-000356,-0.0301587516664
ACH-000361,-0.348454475894
ACH-000362,-0.335688422288
ACH-000363,-0.0356557311601
ACH-000364,-0.017959246949599997
ACH-000365,-0.226304485916
ACH-000366,-0.0655896899711
ACH-000368,-0.23930658603500002
ACH-000374,-0.340198593449
ACH-000375,-0.0610062102508
ACH-000376,-0.272024162503
ACH-000381,0.0315234493154
ACH-000383,-0.12240923979
ACH-000387,-0.23997263204799998
ACH-000389,-0.20454412577199999
ACH-000390,-0.127188130628
ACH-000393,-0.08706869726439999
ACH-000395,0.016997163734
ACH-000397,-0.177139979547
ACH-000401,-0.0482815082874
ACH-000402,-0.110631325957
ACH-000403,0.009856871771280001
ACH-000404,-0.09369590826580002
ACH-000406,-0.12235017094
ACH-000407,-0.19274502315699998
ACH-000408,0.159449605653
ACH-000410,-0.261375431881
ACH-000411,-0.23838848626400003
ACH-000414,-0.11983109642
ACH-000415,-0.317601657086
ACH-000416,-0.13512875326999998
ACH-000420,-0.11220936042000001
ACH-000421,-0.00908963151724
ACH-000424,-0.198703615037
ACH-000425,-0.0517434946727
ACH-000426,0.397219059921
ACH-000427,-0.24306667961599998
ACH-000433,-0.21029579888799999
ACH-000436,-0.155215328237
ACH-000444,-0.22975825258699997
ACH-000445,0.09739346865319999
ACH-000448,-0.160295127819
ACH-000450,0.121531251474
ACH-000452,-0.214374845892
ACH-000454,-0.058058254011900005
ACH-000458,-0.243616688444
ACH-000459,-0.00126562453896
ACH-000460,-0.132095936471
ACH-000461,0.0146564181271
ACH-000463,-0.09662200288789999
ACH-000464,-0.371689619676
ACH-000466,-0.0997803012413
ACH-000467,-0.27350395499
ACH-000468,0.116453246082
ACH-000469,0.0894775648694
ACH-000470,-0.146720909878
ACH-000471,-0.259398313527
ACH-000472,-0.15728839426
ACH-000473,-0.469147090797
ACH-000475,-0.028256777376799998
ACH-000476,-0.17820794993
ACH-000477,0.0468746245993
ACH-000480,-0.0535685293392
ACH-000481,-0.0114226230266
ACH-000483,-0.267306611743
ACH-000484,-0.122326562623
ACH-000485,-0.008834763589090001
ACH-000486,-0.0547033347449
ACH-000487,-0.313699968196
