,PPP1R1B (84152)
ACH-000004,-0.150543762344
ACH-000007,-0.118132530093
ACH-000009,-0.301074016648
ACH-000011,-0.0835652027167
ACH-000012,-0.31900546937
ACH-000013,-0.313348562828
ACH-000014,-0.14589766698200002
ACH-000015,-0.160272631149
ACH-000017,-0.389315373592
ACH-000018,-0.17550077425900001
ACH-000019,0.0158572093716
ACH-000021,-0.32470887711699997
ACH-000022,-0.320522535684
ACH-000025,-0.173606857969
ACH-000028,-0.22879682160999998
ACH-000030,-0.29710398346
ACH-000035,-0.30150196073
ACH-000036,-0.26337726039299997
ACH-000037,-0.161483795467
ACH-000039,-0.119424115705
ACH-000040,-0.273481435428
ACH-000041,-0.215397614429
ACH-000042,-0.152392003591
ACH-000045,-0.230370314112
ACH-000047,-0.1599344815
ACH-000052,-0.048164421873000005
ACH-000053,-0.18146334034400002
ACH-000054,-0.23443934274599998
ACH-000055,0.00905689094504
ACH-000060,-0.299119799301
ACH-000067,-0.318780631519
ACH-000070,0.00157458036866
ACH-000075,-0.253983480714
ACH-000078,-0.282191727641
ACH-000082,-0.272782278211
ACH-000085,-0.248559395805
ACH-000086,-0.205237461261
ACH-000087,0.012044438441000001
ACH-000092,-0.112741088071
ACH-000095,-0.281992313094
ACH-000097,-0.164581737933
ACH-000098,-0.132199974
ACH-000099,-0.068922120144
ACH-000108,-0.240031118208
ACH-000113,-0.171224269771
ACH-000115,-0.326514209723
ACH-000116,-0.226797709786
ACH-000118,-0.332665379872
ACH-000120,-0.142141508793
ACH-000123,-0.157210672834
ACH-000127,-0.163604848452
ACH-000128,-0.201346199013
ACH-000132,-0.375259526
ACH-000133,-0.142318019185
ACH-000137,-0.26070868611
ACH-000138,-0.458419559057
ACH-000142,-0.37241961099299997
ACH-000143,-0.37821102581999994
ACH-000146,-0.290543638268
ACH-000148,-0.296981233485
ACH-000150,-0.153481815548
ACH-000152,-0.297408363715
ACH-000153,-0.38755903826
ACH-000159,-0.229221872199
ACH-000160,-0.581986681676
ACH-000163,-0.305155403085
ACH-000167,-0.247291682738
ACH-000168,-0.24701397983399997
ACH-000169,-0.166563613235
ACH-000178,-0.0980006593589
ACH-000182,-0.209496400237
ACH-000183,-0.134742865352
ACH-000188,-0.45782564130500003
ACH-000189,-0.228853461287
ACH-000190,-0.12445315428300001
ACH-000198,-0.18148428822700002
ACH-000204,-0.38945776899000006
ACH-000206,-0.10164247135500001
ACH-000207,-0.28154069643
ACH-000211,-0.134711503688
ACH-000215,-0.120986941024
ACH-000221,-0.187273438366
ACH-000222,-0.22482539518599998
ACH-000223,-0.10566653949799999
ACH-000226,-0.26982959226
ACH-000227,-0.122354586012
ACH-000228,-0.287730868759
ACH-000231,-0.377852699134
ACH-000232,-0.0314470548698
ACH-000233,-0.0016253253035899999
ACH-000234,-0.181344276653
ACH-000235,-0.26555066152
ACH-000237,-0.148362241047
ACH-000238,-0.401703323777
ACH-000243,-0.436968687543
ACH-000244,-0.264856678226
ACH-000246,-0.12084468697699999
ACH-000248,-0.522651744331
ACH-000250,-0.144709335079
ACH-000251,-0.0689583081905
ACH-000253,-0.18873438042100002
ACH-000255,-0.343011753671
ACH-000256,-0.44391338491300003
ACH-000257,-0.37287035064900004
ACH-000258,-0.216333278599
ACH-000259,-0.22206396655900001
ACH-000260,-0.208375369114
ACH-000261,-0.146174389617
ACH-000262,-0.28411378482
ACH-000263,-0.137500109759
ACH-000264,-0.218325097943
ACH-000265,-0.326491290317
ACH-000266,-0.181256114356
ACH-000272,-0.14488035459100002
ACH-000273,-0.202667382369
ACH-000274,-0.260317596968
ACH-000277,-0.026706497130999998
ACH-000278,-0.165134223913
ACH-000279,-0.281914974296
ACH-000280,-0.240643800318
ACH-000281,-0.324254705102
ACH-000288,-0.34248322664499997
ACH-000291,-0.213322237296
ACH-000293,-0.34919276423699996
ACH-000294,-0.23797173425999998
ACH-000295,-0.276509789888
ACH-000296,-0.060606554095
ACH-000302,-0.258408314156
ACH-000304,0.14115412133
ACH-000307,-0.299178182664
ACH-000308,-0.288044558018
ACH-000310,-0.141884055849
ACH-000311,-0.209986592522
ACH-000312,-0.21992838775100002
ACH-000315,-0.36136593791999994
ACH-000316,-0.166207807418
ACH-000317,-0.237207004756
ACH-000318,-0.327038217705
ACH-000319,-0.132038863667
ACH-000320,-0.6109187282280001
ACH-000322,-0.05518194296849999
ACH-000323,-0.46711308265100004
ACH-000324,-0.296467770859
ACH-000329,-0.0665971885265
ACH-000330,-0.567690055784
ACH-000331,-0.178084476956
ACH-000332,-0.170546666939
ACH-000334,-0.444109566115
ACH-000335,-0.207367358541
ACH-000336,-0.16715439150800002
ACH-000337,-0.17956737382500002
ACH-000339,-0.256669839199
ACH-000341,-0.16032072828500002
ACH-000348,-0.0918000592066
ACH-000350,-0.337733171227
ACH-000352,-0.0160556112362
ACH-000356,-0.403927713743
ACH-000361,-0.08817793203780001
ACH-000362,-0.313164838178
ACH-000363,-0.229579908484
ACH-000364,-0.293859924732
ACH-000365,-0.19185473351100002
ACH-000366,-0.046883284507900004
ACH-000368,-0.212226042415
ACH-000374,-0.166217053149
ACH-000375,-0.31388743105
ACH-000376,0.0284619148526
ACH-000381,-0.13970540381
ACH-000383,-0.5168727499970001
ACH-000387,-0.240937037249
ACH-000389,-0.11830429104000001
ACH-000390,-0.412794391463
ACH-000393,-0.317677130651
ACH-000395,-0.0476322882367
ACH-000397,-0.6026683956719999
ACH-000401,-0.20136979741500002
ACH-000402,-0.321281829593
ACH-000403,-0.265319519565
ACH-000404,-0.302094914576
ACH-000406,-0.134390289297
ACH-000407,-0.200607152003
ACH-000408,-0.281462680227
ACH-000410,-0.348152921043
ACH-000411,-0.183386433575
ACH-000414,-0.25986489436
ACH-000415,-0.399579293413
ACH-000416,-0.22393132597399998
ACH-000420,-0.244893356453
ACH-000421,-0.256852988125
ACH-000424,-0.232790374661
ACH-000425,-0.211080956676
ACH-000426,-0.27908920305
ACH-000427,-0.207035681638
ACH-000433,-0.221227196827
ACH-000436,-0.266841633041
ACH-000444,-0.19299708807799998
ACH-000445,-0.275250185306
ACH-000448,-0.014927074996599999
ACH-000450,-0.439808387162
