,MYLK2 (85366)
ACH-000004,-0.49750148101499997
ACH-000007,-0.468429459384
ACH-000009,-0.36075727840800004
ACH-000011,-0.36713311960100004
ACH-000012,-0.254747045702
ACH-000013,-0.20704215607299997
ACH-000014,-0.0695092415417
ACH-000015,-0.295260107549
ACH-000017,-0.138453550718
ACH-000018,-0.148241340683
ACH-000019,-0.19661889951699998
ACH-000021,-0.290719909291
ACH-000022,-0.0730757760145
ACH-000025,-0.497990316115
ACH-000028,-0.410499621952
ACH-000030,-0.372735414846
ACH-000035,-0.301805762105
ACH-000036,-0.408039095549
ACH-000037,0.135979388589
ACH-000039,-0.216986141252
ACH-000040,-0.252823436911
ACH-000041,-0.22459519575
ACH-000042,-0.482411020806
ACH-000045,0.00487213782722
ACH-000047,-0.34878843420999994
ACH-000052,-0.312387233338
ACH-000053,-0.37123245151100004
ACH-000054,-0.09801743259479999
ACH-000055,-0.422382734903
ACH-000060,-0.429124481413
ACH-000067,-0.19504182503800002
ACH-000070,-0.31367147213
ACH-000075,-0.286549016594
ACH-000078,-0.236710665995
ACH-000082,-0.383144053692
ACH-000085,-0.392289546109
ACH-000086,-0.423545325946
ACH-000087,0.0559364157302
ACH-000092,-0.498725238382
ACH-000095,-0.0843909820948
ACH-000097,-0.22202929555599998
ACH-000098,-0.09969305856380001
ACH-000099,-0.300380936694
ACH-000108,-0.579457667084
ACH-000113,-0.324465712143
ACH-000115,-0.11761021991699999
ACH-000116,-0.316735229693
ACH-000118,-0.272020301278
ACH-000120,-0.14555552666
ACH-000123,-0.295586888991
ACH-000127,-0.0610566958175
ACH-000128,-0.276389903562
ACH-000132,-0.0566034009694
ACH-000133,-0.437006565879
ACH-000137,-0.151737268081
ACH-000138,-0.279170456627
ACH-000142,-0.155830186287
ACH-000143,0.014155136023
ACH-000146,-0.251259121059
ACH-000148,-0.29741102494800004
ACH-000150,-0.361926711263
ACH-000152,-0.298009122111
ACH-000153,-0.410372139717
ACH-000159,-0.32728643092099996
ACH-000160,-0.108808482709
ACH-000163,-0.47536215405599996
ACH-000167,0.162697539083
ACH-000168,-0.139261036445
ACH-000169,-0.11629906177999999
ACH-000178,-0.221388786748
ACH-000182,-0.367904373002
ACH-000183,-0.255941852014
ACH-000188,-0.374353252815
ACH-000189,-0.094879027668
ACH-000190,-0.229788295287
ACH-000198,-0.21468401070700002
ACH-000204,-0.0663583711383
ACH-000206,-0.0480935342844
ACH-000207,-0.333552355892
ACH-000211,-0.263435174638
ACH-000215,-0.27259881677
ACH-000221,-0.214329140334
ACH-000222,-0.320660614621
ACH-000223,-0.195258336738
ACH-000226,-0.238966572
ACH-000227,-0.30897185518000003
ACH-000228,-0.321632507687
ACH-000231,-0.37696584993500004
ACH-000232,-0.21857644779899998
ACH-000233,-0.198834191237
ACH-000234,-0.444802520164
ACH-000235,-0.411434337109
ACH-000237,-0.173984694706
ACH-000238,-0.10349109520500001
ACH-000243,-0.43403146385799996
ACH-000244,-0.228603433302
ACH-000246,-0.258258898477
ACH-000248,-0.058220398258199996
ACH-000250,-0.1666082308
ACH-000251,-0.346559907787
ACH-000253,-0.402565973754
ACH-000255,-0.472079401895
ACH-000256,-0.27176919388099996
ACH-000257,-0.478847807928
ACH-000258,-0.45428742807899997
ACH-000259,-0.40236608919699995
ACH-000260,-0.369669579738
ACH-000261,-0.284207026702
ACH-000262,-0.237318313318
ACH-000263,-0.235509785498
ACH-000264,-0.267262184367
ACH-000265,-0.257097311778
ACH-000266,-0.24948829241599998
ACH-000272,-0.290804209574
ACH-000273,-0.34685425884900006
ACH-000274,-0.35729692795699997
ACH-000277,-0.18091557899099997
ACH-000278,-0.04727289001709999
ACH-000279,-0.0527423313827
ACH-000280,-0.343911362616
ACH-000281,-0.171200706771
ACH-000288,-0.181251760733
ACH-000291,-0.177622014282
ACH-000293,-0.120917983338
ACH-000294,-0.429403557337
ACH-000295,-0.24133326717599998
ACH-000296,-0.43151884230800003
ACH-000302,-0.268342473848
ACH-000304,-0.17804926246599997
ACH-000307,-0.272029406641
ACH-000308,-0.278019489793
ACH-000310,-0.315320701916
ACH-000311,-0.546565145891
ACH-000312,-0.31093227598900003
ACH-000315,-0.353308351294
ACH-000316,-0.346684512023
ACH-000317,-0.21196225795899998
ACH-000318,-0.18989363110500002
ACH-000319,-0.037719975934
ACH-000320,-0.307540502268
