,MCU (90550)
ACH-000004,0.022792090833
ACH-000007,-0.00456631927468
ACH-000009,-0.103452329661
ACH-000011,-0.045144199545400006
ACH-000012,-0.19355499174199997
ACH-000013,-0.0148464593893
ACH-000014,-0.00961516379215
ACH-000015,-0.026738893048099996
ACH-000017,-0.00284089026626
ACH-000018,0.124522568763
ACH-000019,-0.08488761914660001
ACH-000021,-0.0639112252733
ACH-000022,-0.07895024941319999
ACH-000025,-0.061595165330800006
ACH-000028,-0.07549209136139999
ACH-000030,-0.252501618677
ACH-000035,-0.0997987478444
ACH-000036,0.0201528073971
ACH-000037,0.0032327941383199998
ACH-000039,0.0964869165707
ACH-000040,-0.18545622455400002
ACH-000041,-0.161427569293
ACH-000042,-0.16037067662
ACH-000045,0.14761724407
ACH-000047,0.150096676762
ACH-000052,0.0727473488392
ACH-000053,0.033126632077
ACH-000054,-0.00818338637507
ACH-000055,-0.29898542196999994
ACH-000060,0.035624822778
ACH-000067,-0.210865220785
ACH-000070,0.130684182807
ACH-000075,-0.0472614347765
ACH-000078,-0.00573057255458
ACH-000082,0.00106573386473
ACH-000085,-0.0244557864078
ACH-000086,-0.17177080374099998
ACH-000087,-0.035946190291
ACH-000092,-0.043669180023499996
ACH-000095,-0.020846326358700002
ACH-000097,-0.0111165186666
ACH-000098,-0.0667443275129
ACH-000099,-0.15856074697
ACH-000108,0.0281622317903
ACH-000113,0.0833016530655
ACH-000115,-0.24130205432100002
ACH-000116,-0.156965172139
ACH-000118,-0.255408467823
ACH-000120,-0.0074763918736899995
ACH-000123,-0.18751363399999998
ACH-000127,-0.139152681774
ACH-000128,0.0590696119837
ACH-000132,-0.09889915540480002
ACH-000133,-0.119906026436
ACH-000137,0.00509072093179
ACH-000138,-0.06383803714769999
ACH-000142,-0.256425054714
ACH-000143,-0.353091460413
ACH-000146,0.029489729177599996
ACH-000148,-0.212519059273
ACH-000150,-0.047750330748500006
ACH-000152,-0.17740784862300002
ACH-000153,0.0106533522675
ACH-000159,-0.0719753183165
ACH-000160,-0.10854689968299999
ACH-000163,-0.249589797632
ACH-000167,-0.0946171490027
ACH-000168,0.0539512022016
ACH-000169,-0.287805244414
ACH-000178,-0.124647259813
ACH-000182,-0.209624998923
ACH-000183,0.0712200411015
ACH-000188,0.0116233340034
ACH-000189,-0.00580796242635
ACH-000190,-0.091877468218
ACH-000198,-0.048223697641000006
ACH-000204,-0.0492051118526
ACH-000206,-0.326210524211
ACH-000207,0.0500346776956
ACH-000211,-0.10535824173399999
ACH-000215,0.0113897006302
ACH-000221,0.0647415686768
ACH-000222,-0.09689809156700001
ACH-000223,-0.21919894164700002
ACH-000226,0.0330984205014
ACH-000227,-0.206809401228
ACH-000228,-0.21754368353700002
ACH-000231,-0.0697253258716
ACH-000232,-0.0127272741361
ACH-000233,-0.051298481367
ACH-000234,-0.10691843768100001
ACH-000235,-0.0939371417592
ACH-000237,-0.138632383216
ACH-000238,-0.014008667844
ACH-000243,-0.19707952974800003
ACH-000244,0.07053804618689999
ACH-000246,-0.134080883438
ACH-000248,-0.369929760593
ACH-000250,-0.153913021188
ACH-000251,0.18099406967
ACH-000253,0.021663875762
ACH-000255,0.00791454235774
ACH-000256,0.0128862070428
ACH-000257,-0.185136996624
ACH-000258,-0.35981719514700006
ACH-000259,-0.0546375595037
ACH-000260,-0.00742637717911
ACH-000261,-0.0656907742596
ACH-000262,-0.606069460894
ACH-000263,-0.268702315533
ACH-000264,-0.118953686112
ACH-000265,-0.17384989752500002
ACH-000266,-0.10194164485099999
ACH-000272,0.0583190050299
ACH-000273,-0.0629281245397
ACH-000274,-0.0601853330144
ACH-000277,0.126727226414
ACH-000278,0.124098174822
ACH-000279,-0.08243172790310001
ACH-000280,0.165776566997
ACH-000281,-0.147121353328
ACH-000288,-0.15522467707999998
ACH-000291,-0.0316517693017
ACH-000293,-0.019643991536
ACH-000294,0.06027852139280001
ACH-000295,-0.029222955702299998
ACH-000296,-0.0267661684871
ACH-000302,-0.179884194394
ACH-000304,0.09645223433260001
ACH-000307,-0.0380367600038
ACH-000308,-0.046077336851500006
ACH-000310,-0.145072330003
ACH-000311,-0.0370606792864
ACH-000312,-0.12146737034399999
ACH-000315,-0.26107928885000004
ACH-000316,0.0671222557424
ACH-000317,0.151166400085
ACH-000318,-0.0196871112674
ACH-000319,-0.114866534492
ACH-000320,-0.15413486587300002
ACH-000322,0.224747119518
ACH-000323,-0.186282624027
ACH-000324,-0.09870918612780001
ACH-000329,-0.086230963083
ACH-000330,0.026514622326500002
ACH-000331,0.0393112334207
ACH-000332,-0.244144357554
ACH-000334,-0.315752200929
ACH-000335,0.126338841303
ACH-000336,-0.022002686756000003
ACH-000337,-0.15043966391799998
ACH-000339,-0.0156366610131
ACH-000341,0.0486838334888
ACH-000348,-0.127382589289
ACH-000350,-0.09526024536039998
ACH-000352,-0.24754314366799998
ACH-000356,-0.314973887999
ACH-000361,-0.152442255156
ACH-000362,0.0632567580834
ACH-000363,-0.200066860901
ACH-000364,0.0394793916309
ACH-000365,-0.0518614742043
ACH-000366,-0.0950658167721
ACH-000368,-0.09922868413180001
ACH-000374,-0.21377941321199997
ACH-000375,-0.0709533047552
ACH-000376,-0.102589214522
ACH-000381,-0.11594843664000001
ACH-000383,-0.145925043541
ACH-000387,-0.134300299494
ACH-000389,0.048471576182500004
ACH-000390,-0.0871496795712
ACH-000393,0.018323822433
ACH-000395,0.027742640198499997
ACH-000397,-0.06702700419560001
ACH-000401,-0.061680048505100005
ACH-000402,-0.19972656897799998
ACH-000403,-0.11291385889200001
ACH-000404,0.07028731132089999
ACH-000406,-0.0730309926898
ACH-000407,-0.049323891341699996
ACH-000408,-0.492518020805
ACH-000410,-0.011212154296799998
ACH-000411,-0.06973523192980001
ACH-000414,-0.11614090219699999
ACH-000415,-0.111900448772
ACH-000416,-0.0788367033273
ACH-000420,-0.0534503942165
ACH-000421,-0.0419765736537
ACH-000424,-0.156891632606
ACH-000425,-0.171220046721
ACH-000426,0.00166962209588
ACH-000427,-0.09531440904989999
ACH-000433,-0.177148783974
ACH-000436,-0.0508407618685
ACH-000444,-0.060870016063
ACH-000445,-0.107474658677
ACH-000448,0.0775792085495
ACH-000450,0.0703014725211
ACH-000452,-0.213264507683
ACH-000454,-0.240035729552
ACH-000458,-0.10583323205600001
ACH-000459,-0.031308242202099996
ACH-000460,-0.181745117487
ACH-000461,-0.22182293491799998
ACH-000463,-0.10114343303
ACH-000464,-0.19577887457
ACH-000466,-0.153882764985
ACH-000467,-0.021596669950099998
ACH-000468,-0.022557914432099996
ACH-000469,-0.165101004527
ACH-000470,-0.0373545826844
ACH-000471,-0.0620541847244
ACH-000472,-0.121713782775
ACH-000473,0.10748667107999998
ACH-000475,0.0237430536631
ACH-000476,0.000669308111101
ACH-000477,0.243074354502
ACH-000480,-0.133714616279
ACH-000481,-0.0747919332555
ACH-000483,-0.0311359318927
ACH-000484,0.0209534623759
ACH-000485,0.023169593555200003
