,ZFR2 (23217)
ACH-000004,-0.11581084419500001
ACH-000007,-0.053803270695
ACH-000009,-0.15473628454399999
ACH-000011,-0.20604223872299998
ACH-000012,-0.34553694727
ACH-000013,-0.24467372678500002
ACH-000014,-0.266383157321
ACH-000015,-0.23617978307100002
ACH-000017,-0.127953564776
ACH-000018,-0.0950302253447
ACH-000019,-0.7022845386759999
ACH-000021,-0.307329788358
ACH-000022,-0.17991645073399998
ACH-000025,-0.108981074307
ACH-000028,-0.312098993532
ACH-000030,-0.20470406880300002
ACH-000035,-0.14404943331199999
ACH-000036,-0.113783780961
ACH-000037,-0.22689321721099998
ACH-000039,-0.104799693409
ACH-000040,-0.21395797004500003
ACH-000041,-0.079942947065
ACH-000042,-0.09677590344720001
ACH-000045,-0.290742256134
ACH-000047,-0.21369357035300002
ACH-000052,-0.311412357222
ACH-000053,-0.25395029390900004
ACH-000054,-0.25292050651500003
ACH-000055,-0.290769969418
ACH-000060,-0.151192308149
ACH-000067,-0.0906962346677
ACH-000070,-0.23620315903499997
ACH-000075,0.0566427398045
ACH-000078,-0.0747019466617
ACH-000082,-0.29998358624000004
ACH-000085,-0.334714519966
ACH-000086,-0.131994458388
ACH-000087,-0.28588513293400003
ACH-000092,-0.0912831598573
ACH-000095,-0.185700790315
ACH-000097,-0.103413060141
ACH-000098,-0.28202368304000003
ACH-000099,-0.259062068764
ACH-000108,-0.24466545756400002
ACH-000113,-0.03977498074559999
ACH-000115,-0.154536375261
ACH-000116,-0.0802451412938
ACH-000118,-0.24498479785900001
ACH-000120,-0.266209177142
ACH-000123,-0.15765471736199999
ACH-000127,-0.227889595093
ACH-000128,-0.184520267926
ACH-000132,-0.210667224755
ACH-000133,-0.13684779419600002
ACH-000137,-0.318005916085
ACH-000138,-0.0721739787785
ACH-000142,-0.339512064253
ACH-000143,-0.318149808455
ACH-000146,-0.014277670061299999
ACH-000148,-0.196459849129
ACH-000150,-0.38900992486599995
ACH-000152,-0.318608503545
ACH-000153,-0.0636133279627
ACH-000159,-0.447705232794
ACH-000160,-0.0568079648241
ACH-000163,-0.31575821406
ACH-000167,-0.255691169308
ACH-000168,-0.116935588421
ACH-000169,-0.23101261000999998
ACH-000178,-0.29253846948600004
ACH-000182,-0.202888360618
ACH-000183,-0.366518375387
ACH-000188,-0.310083067036
ACH-000189,-0.365786885285
ACH-000190,-0.12239060783700001
ACH-000198,-0.10068750170700001
ACH-000204,-0.44115920244199996
ACH-000206,-0.287582015371
ACH-000207,-0.11250457532500001
ACH-000211,-0.18361578861400002
ACH-000215,-0.16624253138599998
ACH-000221,-0.181656859295
ACH-000222,0.030380485633299998
ACH-000223,-0.222213026195
ACH-000226,-0.243574967632
ACH-000227,-0.214222924501
ACH-000228,-0.120340797711
ACH-000231,-0.14615753850299998
ACH-000232,-0.0334191337732
ACH-000233,-0.196277005562
ACH-000234,-0.23731887605500002
ACH-000235,-0.118757157992
ACH-000237,-0.337103943469
ACH-000238,-0.347363171853
ACH-000243,-0.17223590546
ACH-000244,-0.36733088522299995
ACH-000246,-0.271582640781
ACH-000248,-0.23978839880199998
ACH-000250,-0.146952344701
ACH-000251,-0.5342808531669999
ACH-000253,-0.242340132273
ACH-000255,-0.312521757654
ACH-000256,-0.0973948514226
ACH-000257,-0.12055298207699999
ACH-000258,-0.059852000776500006
