,ITLN1 (55600)
ACH-000004,0.158973157437
ACH-000007,-0.0810517923712
ACH-000009,-0.21306221674800002
ACH-000011,0.0536896856168
ACH-000012,-0.223561808374
ACH-000013,-0.063008771105
ACH-000014,-0.0753175242784
ACH-000015,-0.017620575955999997
ACH-000017,-0.09054054240210001
ACH-000018,-0.15610678395
ACH-000019,-0.15252726184499998
ACH-000021,-0.07226227197530001
ACH-000022,-0.08222857938389999
ACH-000025,0.00286117828634
ACH-000028,0.115147263737
ACH-000030,-0.039780642044199996
ACH-000035,-0.0153094693405
ACH-000036,0.09449437609950001
ACH-000037,0.0215834787816
ACH-000039,0.14935142662
ACH-000040,-0.08960656528580001
ACH-000041,-0.08344237472749999
ACH-000042,-0.039397815565300004
ACH-000045,-0.0409183672687
ACH-000047,0.0446682260407
ACH-000052,-0.469734471988
ACH-000053,-0.0479503349526
ACH-000054,-0.0727264321288
ACH-000055,-0.24053883849
ACH-000060,0.040104437637
ACH-000067,-0.0278250531403
ACH-000070,-0.116348104856
ACH-000075,-0.0876259078468
ACH-000078,0.155944177448
ACH-000082,0.013046496129199999
ACH-000085,-0.22328044065400002
ACH-000086,-0.0641210761845
ACH-000087,0.0808403248408
ACH-000092,-0.108295700819
ACH-000095,0.0539765545031
ACH-000097,-0.015500745575
ACH-000098,-0.104001439603
ACH-000099,-0.015936272970399998
ACH-000108,-0.0356518163645
ACH-000113,-0.15200910853
ACH-000115,-0.0672337999856
ACH-000116,-0.160030134475
ACH-000118,-0.0277788109765
ACH-000120,-0.07965806844289999
ACH-000123,0.160622855067
ACH-000127,-0.14486844294
ACH-000128,-0.0805397342173
ACH-000132,0.06272019882230001
ACH-000133,-0.0640055982032
ACH-000137,-0.0388762677198
ACH-000138,-0.07035424537360001
ACH-000142,0.0729813127212
ACH-000143,-0.0677128984031
ACH-000146,-0.0431299763237
ACH-000148,-0.0225317977664
ACH-000150,0.206919990774
ACH-000152,-0.0026430729429299995
ACH-000153,0.207987643425
ACH-000159,-0.056232919359599995
ACH-000160,0.129380887356
ACH-000163,0.133618762207
ACH-000167,0.252372442712
ACH-000168,-0.0030651095908599997
ACH-000169,0.0130690995242
ACH-000178,-0.00472593931425
ACH-000182,-0.00915744857825
ACH-000183,-0.0725399718019
ACH-000188,-0.0566763179378
ACH-000189,-0.14973389163599998
ACH-000190,0.105862150908
ACH-000198,-0.0708075037906
ACH-000204,-0.44949769569
ACH-000206,-0.107560876378
ACH-000207,-0.0526853286946
