,JMJD6 (23210)
ACH-000004,-0.428625013798
ACH-000007,-0.34668510543700004
ACH-000009,-0.436972071662
ACH-000011,-0.7101388612559999
ACH-000012,-0.657077860625
ACH-000013,-0.452706785959
ACH-000014,-0.423729242863
ACH-000015,-0.659389298694
ACH-000017,-1.0672937254500001
ACH-000018,-0.568066555763
ACH-000019,-1.0020930721999999
ACH-000021,-0.47203010232299997
ACH-000022,-0.3244694386
ACH-000025,-0.5525126464069999
ACH-000028,-0.797049899631
ACH-000030,-0.887994836937
ACH-000035,-0.114477694414
ACH-000036,-0.30357675599100004
ACH-000037,-0.6122789548659999
ACH-000039,-0.7016243790960001
ACH-000040,-0.504442218089
ACH-000041,-0.41117031492
ACH-000042,-0.7511939650049999
ACH-000045,-0.272431291387
ACH-000047,-0.588160265286
ACH-000052,-0.606722620647
ACH-000053,-0.770934828471
ACH-000054,-0.184210023668
ACH-000055,-0.786634634065
ACH-000060,-0.803763308878
ACH-000067,-0.60078220039
ACH-000070,-0.494205551397
ACH-000075,-0.41044426516800003
ACH-000078,-0.5677096474000001
ACH-000082,-0.405855271532
ACH-000085,-0.43178669474799997
ACH-000086,-0.438748478258
ACH-000087,-0.577221888823
ACH-000092,-0.631446435143
ACH-000095,-0.215462730949
ACH-000097,-0.7093799334049999
ACH-000098,-0.673852314046
ACH-000099,-0.496161891807
ACH-000108,-0.874454209384
ACH-000113,-1.0987893011
ACH-000115,-0.3290907445
ACH-000116,-0.7718237733409999
ACH-000118,-0.23876906510200002
ACH-000120,-0.610221617235
ACH-000123,-0.454582769159
ACH-000127,-0.822004402399
ACH-000128,-0.07272771567969999
ACH-000132,-0.768775001189
ACH-000133,-0.42078442556999995
ACH-000137,-0.490074175267
ACH-000138,-0.566298664429
ACH-000142,-0.642237687665
ACH-000143,-1.1226084889799999
ACH-000146,-0.09729624224960001
ACH-000148,-0.416225301056
ACH-000150,-0.638899057058
ACH-000152,-0.797308472238
ACH-000153,-0.235172596136
ACH-000159,-0.542361813322
ACH-000160,-0.37725155779700004
ACH-000163,-0.17602857046599998
ACH-000167,-0.328985507078
ACH-000168,-0.498343465911
ACH-000169,-0.679160045633
ACH-000178,-0.63517517594
ACH-000182,-0.614474438024
ACH-000183,-0.483235655784
ACH-000188,-0.560280746473
ACH-000189,-0.593349817898
ACH-000190,-0.535104985026
ACH-000198,-0.852234802658
ACH-000204,-0.299293046442
ACH-000206,-0.44963554204899997
ACH-000207,-0.9700867100920001
ACH-000211,-0.440712595931
ACH-000215,-0.38226160256700004
ACH-000221,-0.49041420124799995
ACH-000222,-0.46688424058999994
ACH-000223,-0.516862284237
ACH-000226,-0.8671218783210001
ACH-000227,-0.6235305156350001
ACH-000228,-0.469979588002
ACH-000231,-1.10412187972
ACH-000232,-0.393429859823
ACH-000233,-0.8911564018700001
ACH-000234,-0.585763967456
ACH-000235,-0.7068982377709999
ACH-000237,-0.5028797372899999
ACH-000238,-0.507407968712
ACH-000243,-0.28457251096
ACH-000244,-0.390270448557
ACH-000246,-0.711621943338
ACH-000248,-0.656298897547
ACH-000250,-1.13074439449
ACH-000251,-0.717807665933
ACH-000253,-0.64783863047
ACH-000255,-0.718174217264
ACH-000256,-0.5221800705390001
ACH-000257,-0.160714530529
ACH-000258,-1.15343587
ACH-000259,-0.314126769234
ACH-000260,-0.211687326035
ACH-000261,-0.6974982133759999
ACH-000262,-0.740429660207
ACH-000263,-0.582595872795
ACH-000264,-0.43256098934199994
ACH-000265,-0.17683415657
ACH-000266,-0.562260155601
ACH-000272,-0.36678208787699995
ACH-000273,-0.393567272551
ACH-000274,-0.414717263305
ACH-000277,-0.9984746167630001
ACH-000278,-0.527326529034
ACH-000279,-0.7619771479880001
ACH-000280,-0.7751393837520001
ACH-000281,-0.393711312254
ACH-000288,-0.670469594424
ACH-000291,-0.771284442272
ACH-000293,-0.226852384618
ACH-000294,-0.684798124956
ACH-000295,-0.549161242977
ACH-000296,-0.37756122018700006
ACH-000302,-0.220143172132
ACH-000304,-0.342183303589
ACH-000307,-0.45682525258100004
ACH-000308,-0.5558424781
ACH-000310,-0.5914849296670001
ACH-000311,-0.67370978577
ACH-000312,-0.6198443122839999
ACH-000315,-0.532536354763
ACH-000316,-0.948759455086
ACH-000317,0.0790518261469
ACH-000318,-0.494126133565
ACH-000319,-0.308971832107
ACH-000320,-0.508425272925
ACH-000322,-0.7832484390350001
ACH-000323,0.00858156875362
ACH-000324,-0.610498903832
ACH-000329,-0.57367397518
ACH-000330,-0.645792757024
ACH-000331,-0.507736903478
ACH-000332,-0.44743573065
ACH-000334,-0.656555496279
ACH-000335,-0.504011138686
ACH-000336,0.20674316409899998
ACH-000337,-0.747871468392
ACH-000339,-0.581751885487
ACH-000341,-0.133090032274
ACH-000348,-0.61163130408
ACH-000350,-0.38967123194
ACH-000352,-0.629604108782
ACH-000356,-0.525561646214
ACH-000361,-0.900165248637
ACH-000362,-0.69832487839
ACH-000363,-0.9021269434720001
ACH-000364,-0.584450321235
ACH-000365,-0.371470433125
ACH-000366,-0.589182069903
ACH-000368,-0.544698192223
ACH-000374,-0.952246867681
ACH-000375,-0.527968536109
ACH-000376,-0.527125207187
ACH-000381,-0.559055486803
ACH-000383,-0.597503511047
ACH-000387,-0.478411276035
ACH-000389,-0.679100770174
ACH-000390,-0.434504855384
ACH-000393,-0.575940715605
ACH-000395,-0.585521824851
ACH-000397,-0.7998572016850001
ACH-000401,-0.9290131864210001
ACH-000402,-0.600662331835
ACH-000403,-0.629512250701
ACH-000404,-0.355821663741
ACH-000406,-0.32036957254
ACH-000407,-0.911604886075
ACH-000408,-0.716585796751
ACH-000410,-0.34370654425999997
ACH-000411,-0.639596381894
ACH-000414,-0.7425688033069999
ACH-000415,-0.6812282699860001
ACH-000416,-0.25074474987
ACH-000420,-0.824530684303
ACH-000421,-0.575544712432
ACH-000424,-0.783879979156
ACH-000425,-0.7265696952330001
ACH-000426,-0.268738946112
ACH-000427,-0.605291237258
ACH-000433,-0.721846762553
ACH-000436,-0.601982011042
ACH-000444,-0.732802432283
ACH-000445,-0.640431617163
ACH-000448,-0.683882014454
ACH-000450,-0.573884172164
ACH-000452,-0.716918703538
ACH-000454,-0.527093150434
ACH-000458,-0.66660963828
ACH-000459,-0.642855235848
ACH-000460,-0.733999903984
ACH-000461,-0.463330226858
ACH-000463,-0.929166994315
ACH-000464,-0.6282400201030001
ACH-000466,-0.6956013662
ACH-000467,-0.532705863447
ACH-000468,-0.5573617155899999
ACH-000469,-0.35250980575499996
ACH-000470,-0.829548084831
ACH-000471,-0.161573464169
ACH-000472,-0.839536280627
ACH-000473,-0.507813644907
ACH-000475,-0.390399160549
ACH-000476,-0.592710787189
ACH-000477,-0.6904680387209999
ACH-000480,-0.44927698820100004
ACH-000481,-0.474522580309
ACH-000483,-0.44207596554
ACH-000484,-0.736665031343
ACH-000485,-0.602755543246
ACH-000486,-0.687703438665
ACH-000487,-0.650588134188
ACH-000488,-0.777496760815
ACH-000490,-0.533304445412
ACH-000491,-0.364703756707
ACH-000495,-0.731931093641
ACH-000496,-0.374150921615
ACH-000499,-0.421674544385
ACH-000500,-1.2126340550799999
ACH-000502,-0.7407081398350001
ACH-000503,-0.726477831089
