,NEUROD4 (58158)
ACH-000004,0.077173177647
ACH-000007,0.237447653549
ACH-000009,0.16403541100500002
ACH-000011,0.28775015148099997
ACH-000012,0.201594959727
ACH-000013,0.159479200166
ACH-000014,0.0353436036047
ACH-000015,0.0402154846036
ACH-000017,-0.130460159202
ACH-000018,0.13592756614
ACH-000019,-0.0301261856965
ACH-000021,0.11217911284700001
ACH-000022,0.11140354135700001
ACH-000025,-0.116716713065
ACH-000028,0.124562564352
ACH-000030,0.139902134896
ACH-000035,-0.0812919664269
ACH-000036,0.13945976903899998
ACH-000037,0.3170635902
ACH-000039,0.10505771311100001
ACH-000040,0.227102571135
ACH-000041,-0.19934470153099998
ACH-000042,0.0569435533029
ACH-000045,-0.0272652862798
ACH-000047,0.10602344411499999
ACH-000052,0.27394052240600003
ACH-000053,0.119014883892
ACH-000054,0.0641412741797
ACH-000055,0.18487200614
ACH-000060,0.288418488742
ACH-000067,-0.038421146003699995
ACH-000070,0.47543341581500004
ACH-000075,0.21514842879999999
ACH-000078,0.0615590598
ACH-000082,0.199331812956
ACH-000085,0.0932533072245
ACH-000086,0.0918982310077
ACH-000087,0.40200833523699997
ACH-000092,0.158723496609
ACH-000095,0.158886194313
ACH-000097,0.139700805822
ACH-000098,0.260574586025
ACH-000099,0.170540071095
ACH-000108,0.306711205759
ACH-000113,0.08699702595619999
ACH-000115,0.19634871708
ACH-000116,0.123361966775
ACH-000118,0.0477058314721
ACH-000120,-0.0219678758796
ACH-000123,0.06585689275859999
ACH-000127,0.166573027367
ACH-000128,0.1128504964
ACH-000132,0.235198014369
ACH-000133,0.121922149979
ACH-000137,0.120032644651
ACH-000138,0.16553336601399998
ACH-000142,0.19907925256099998
ACH-000143,0.36871994530599994
ACH-000146,0.08193262817639999
ACH-000148,-0.050226985650899995
ACH-000150,0.0956090500757
ACH-000152,0.196410768546
ACH-000153,0.28770367933
ACH-000159,0.1657001037
ACH-000160,0.171861043073
ACH-000163,0.117555041488
ACH-000167,-0.23697815068300002
ACH-000168,-0.103284269338
ACH-000169,0.148126380375
ACH-000178,0.17469581393199998
ACH-000182,0.0301997786982
ACH-000183,0.00744026262579
ACH-000188,0.0768929005168
ACH-000189,0.156111118451
ACH-000190,0.056669382623500006
ACH-000198,0.168833531974
ACH-000204,0.296136940186
ACH-000206,0.15712963152999998
ACH-000207,0.10223473431800001
ACH-000211,0.11526860476600001
ACH-000215,0.139613786571
ACH-000221,0.0653545684051
ACH-000222,0.122601726931
ACH-000223,0.0324992119478
ACH-000226,0.0171203663205
ACH-000227,0.17432104853100003
ACH-000228,0.0379868354995
ACH-000231,0.115806712432
ACH-000232,0.147338950963
ACH-000233,0.044765347862
ACH-000234,-0.0406197264505
ACH-000235,0.0482840269912
ACH-000237,0.105917309948
ACH-000238,0.16903401912799998
ACH-000243,0.05429423538980001
ACH-000244,0.329974881407
ACH-000246,0.0447816615522
ACH-000248,-0.144542656871
ACH-000250,0.130189310826
ACH-000251,0.00830091104238
ACH-000253,0.151295987979
ACH-000255,0.00689507901497
ACH-000256,0.25502291485100004
ACH-000257,0.350810851466
ACH-000258,0.027833074640900003
ACH-000259,0.0201004495025
ACH-000260,0.19243454049000003
ACH-000261,-0.0226780588039
ACH-000262,0.199303888796
ACH-000263,0.00700606043543
ACH-000264,0.174793064685
ACH-000265,0.0698832523004
ACH-000266,0.0
ACH-000272,0.10234947517899999
ACH-000273,0.175173462531
ACH-000274,0.031671725015099995
ACH-000277,0.14165016396500002
ACH-000278,0.004326483776979999
ACH-000279,-0.0236011660995
ACH-000280,0.105269186415
ACH-000281,0.0283551245059
ACH-000288,0.0850603838108
ACH-000291,0.0481116373345
ACH-000293,0.232643614613
ACH-000294,0.049259320403000004
ACH-000295,-0.061570626614699996
ACH-000296,0.18178583579100002
ACH-000302,0.165104853055
ACH-000304,0.109885105919
ACH-000307,0.17931792155
ACH-000308,0.124063175902
ACH-000310,0.249980575748
ACH-000311,0.161864865827
ACH-000312,0.07189053213610001
ACH-000315,0.308777035842
ACH-000316,-0.039887068039599995
ACH-000317,0.35274793569300006
ACH-000318,-0.144142873862
