,MYO1D (4642)
ACH-000756,-0.21092478993900002
ACH-000757,-0.020051241302499998
ACH-000758,-0.434706739459
ACH-000760,-0.0109389286171
ACH-000763,-0.184232638094
ACH-000764,0.0410203922087
ACH-000765,-0.0993375098373
ACH-000766,-0.09385896944060002
ACH-000767,-0.21860573576200001
ACH-000768,-0.282338786761
ACH-000769,-0.329043858873
ACH-000770,-0.138587176927
ACH-000771,-0.046204687056200004
ACH-000773,-0.147948830576
ACH-000776,0.027527281941400004
ACH-000777,-0.048715895593400005
ACH-000778,-0.13386272218
ACH-000781,-0.013591809226899999
ACH-000782,-0.0964453156085
ACH-000783,-0.022627499593000002
ACH-000784,-0.275462378229
ACH-000785,-0.185643669705
ACH-000787,-0.185387595622
ACH-000788,-0.18682660184
ACH-000791,-0.194096341347
ACH-000792,0.0143328240935
ACH-000794,-0.170742089791
ACH-000796,-0.33175156937100003
ACH-000799,-0.294817031328
ACH-000800,-0.34883924828199997
ACH-000802,-0.132473235175
ACH-000804,-0.030448877798599998
ACH-000805,-0.156349070496
ACH-000809,-0.0761979231245
ACH-000810,-0.19614501516199997
ACH-000811,-0.12095595683499999
ACH-000817,-0.12447881266
ACH-000819,0.0661965094711
ACH-000820,-0.432245612777
ACH-000821,-0.464770496111
ACH-000822,-0.227540941448
ACH-000823,-0.12412115390100001
ACH-000824,-0.115895677783
ACH-000827,-0.0749904559247
ACH-000829,-0.0965133070177
ACH-000831,-0.046726085786100005
ACH-000832,-0.116781894513
ACH-000833,0.109149011554
ACH-000834,0.025825431016500002
ACH-000835,-0.08396039062860002
ACH-000836,-0.07620347386960001
ACH-000837,-0.21543944164099998
ACH-000838,-0.17700758782099998
ACH-000839,-0.131795015747
ACH-000840,-0.229339364791
ACH-000841,-0.10839331249399999
ACH-000843,-0.218215554586
ACH-000846,-0.116583832696
ACH-000847,-0.0208693601264
ACH-000848,-0.0863159806924
ACH-000849,-0.101908648082
ACH-000851,-0.192791289461
ACH-000855,-0.0207399425217
ACH-000856,-0.31085146384
ACH-000858,-0.07075723580860001
ACH-000859,-0.164767336369
ACH-000861,-0.291617884605
ACH-000862,-0.207146235938
ACH-000865,-0.11520879914999999
ACH-000866,-0.149655877599
ACH-000867,-0.138605176573
ACH-000869,-0.16281445631400002
ACH-000872,-0.129704402379
ACH-000873,-0.0614193329237
ACH-000876,-0.0850250420345
ACH-000878,-0.0752581535243
ACH-000880,-0.0102836671586
ACH-000881,-0.23170608165399997
ACH-000882,0.0172913143083
ACH-000884,-0.31270294735
ACH-000885,-0.158257402168
ACH-000887,-0.21169401267700003
ACH-000888,-0.248210158249
ACH-000889,-0.19933325110800001
ACH-000890,-0.214356149223
ACH-000896,-0.14389700360500002
ACH-000898,-0.0716972337072
ACH-000900,-0.10242822584200001
ACH-000901,-0.0378177873199
ACH-000905,-0.070599311947
ACH-000906,-0.042957355561
ACH-000907,-0.122674116581
ACH-000910,-0.129166962859
ACH-000911,-0.0919598698065
ACH-000912,-0.081749684844
ACH-000913,-0.0673795316118
ACH-000915,-0.28210994226999997
ACH-000916,-0.549788370762
ACH-000917,0.012976000743200001
ACH-000921,-0.19406369042899999
ACH-000924,-0.131574300996
ACH-000926,-0.12410056112500001
ACH-000928,-0.0387774105359
ACH-000929,-0.179844994095
ACH-000932,-0.0800043362671
ACH-000935,-0.0363013867974
ACH-000936,-0.00839348564407
ACH-000937,-0.10301977735300001
ACH-000938,-0.07353380565880001
ACH-000939,-0.300047660118
ACH-000941,-0.145145231787
ACH-000943,-0.103302107519
ACH-000946,-0.16926600293299998
ACH-000947,-0.17988266044100001
ACH-000948,-0.232663855533
ACH-000950,0.0942134557925
ACH-000953,-0.10793138231499999
ACH-000957,0.00621058882351
ACH-000958,-0.240821386873
ACH-000960,-0.11607452933199999
ACH-000963,0.0127613106314
ACH-000968,-0.25125737360399997
ACH-000969,-0.284543457616
ACH-000973,-0.216275777553
ACH-000974,-0.07951874437360001
ACH-000975,-0.186021084372
ACH-000976,-0.43707468866099997
ACH-000978,0.176092123574
ACH-000980,-0.20436934620299999
ACH-000984,-0.214158922387
ACH-000986,-0.021492797845799997
ACH-000988,-0.19338577237100002
ACH-000993,-0.20752708783100002
ACH-000994,-0.124081772993
ACH-000996,-0.231204831507
ACH-001001,-0.08528782079910001
ACH-001020,-0.137941774855
ACH-001028,-0.057678654736299996
ACH-001031,-0.0732306012808
ACH-001038,-0.132486579598
ACH-001048,-0.195277998649
ACH-001050,-0.24525574845800002
ACH-001053,-0.233462591762
ACH-001054,-0.317310881776
ACH-001061,-0.11223707092499999
ACH-001067,-0.24218560760699998
ACH-001075,-0.298218431946
ACH-001096,-0.08308820216780001
ACH-001128,0.34545756523500004
ACH-001134,-0.0596300939078
ACH-001151,-0.19405543777399997
ACH-001163,-0.383744473305
ACH-001164,-0.00670628145319
ACH-001173,-0.184009022643
ACH-001183,-0.127368653804
ACH-001184,-0.272037973296
ACH-001190,-0.00785750842724
ACH-001192,-0.23504736998000003
ACH-001193,-0.1969411268
ACH-001196,-0.09539214420089999
ACH-001197,-0.49245514826399994
ACH-001205,-0.0340704498709
ACH-001211,-0.206927503537
ACH-001212,-0.0475194440128
ACH-001228,-0.0174781066882
ACH-001232,-0.200974545256
ACH-001239,-0.150711252738
ACH-001274,0.11317650616800001
ACH-001275,-0.06920869794619999
ACH-001277,0.133561189854
ACH-001278,-0.162640276778
ACH-001280,-0.269192475892
ACH-001283,-0.117792620006
ACH-001289,-0.0625770609461
ACH-001295,-0.173746955711
ACH-001300,-0.0764872775109
ACH-001301,0.0201667564271
ACH-001302,-0.42257890541500004
ACH-001303,0.313672105953
ACH-001306,-0.18906121065099998
ACH-001318,-0.13512617881
ACH-001322,-0.18727693829
ACH-001328,-0.0768237612313
ACH-001332,0.118507853331
ACH-001333,-0.0438797905271
ACH-001336,0.0537197714458
ACH-001340,-0.14988331945800001
ACH-001346,-0.170058079553
ACH-001353,-0.07760461767910001
ACH-001354,-0.26596250248799996
ACH-001367,0.089291467754
ACH-001368,-0.266191941514
ACH-001374,0.04387196024330001
ACH-001375,-0.220596276374
ACH-001377,-0.08357635786180001
ACH-001380,-0.0933990571508
ACH-001391,-0.123337687657
ACH-001407,-0.14443108836500002
ACH-001408,-0.141918661242
ACH-001413,-0.321412176886
ACH-001430,-0.620430720926
ACH-001431,-0.151360834633
ACH-001450,-0.0547389608884
ACH-001496,-0.0452567206692
ACH-001500,-0.293249298118
ACH-001521,-0.0227139474712
ACH-001523,-0.0357681718029
ACH-001532,-0.12333212625199999
ACH-001536,-0.248856638053
ACH-001550,-0.150884041083
ACH-001552,-0.117833497843
ACH-001554,-0.146452814322
ACH-001645,-0.126252876851
ACH-001654,-0.119109859168
ACH-001715,-0.26007399594700004
ACH-001735,-0.298849299683
ACH-001736,-0.09364152473279999
ACH-001737,-0.513548485774
ACH-001740,0.22121331838799999
ACH-001745,-0.12774583371
ACH-001750,-0.17282957718699998
ACH-001765,-0.186902457854
ACH-001956,-0.0722981941391
ACH-001957,-0.18629341657499998
