,OPA1 (4976)
ACH-000004,-0.356688543577
ACH-000007,-0.921556276305
ACH-000009,-0.467481076215
ACH-000011,-0.189284903458
ACH-000012,-0.52155514059
ACH-000013,-0.7013094361069999
ACH-000014,-0.498472724313
ACH-000015,-0.39257751916999994
ACH-000017,-0.41017381383
ACH-000018,-0.8851324903810001
ACH-000019,-0.694478938512
ACH-000021,-0.313188672921
ACH-000022,-0.388382836585
ACH-000025,-0.460852495775
ACH-000028,-0.621188882048
ACH-000030,-0.482012577436
ACH-000035,-0.692570227285
ACH-000036,-0.544979526324
ACH-000037,-0.292988191455
ACH-000039,-0.25219858869
ACH-000040,-0.498891389393
ACH-000041,-0.761368900467
ACH-000042,-0.245216349725
ACH-000045,-0.492580323543
ACH-000047,-0.156944020111
ACH-000052,-0.43766599720399996
ACH-000053,-0.423729219224
ACH-000054,-0.403883732816
ACH-000055,-0.412458779484
ACH-000060,-0.345112608542
ACH-000067,-0.416195375167
ACH-000070,-0.5260868964159999
ACH-000075,-0.48854043649499995
ACH-000078,-0.632706503992
ACH-000082,-0.861980979681
ACH-000085,-0.500629811579
ACH-000086,-0.776493229633
ACH-000087,-0.8146166018179999
ACH-000092,-0.870796482353
ACH-000095,-0.242878852276
ACH-000097,-0.394047620708
ACH-000098,-0.339620968086
ACH-000099,-0.555118909767
ACH-000108,-0.656299137049
ACH-000113,-0.410582010374
ACH-000115,-0.5624121444919999
ACH-000116,-0.426840800787
ACH-000118,-0.566061138356
ACH-000120,-0.6167282154899999
ACH-000123,-0.47470113019500004
ACH-000127,-0.5906732435050001
ACH-000128,-0.609715490859
ACH-000132,-0.43295860297600003
ACH-000133,-0.7365227045389999
ACH-000137,-0.176180681659
ACH-000138,-0.627945539062
ACH-000142,-0.701066983731
ACH-000143,-0.47072694061399994
ACH-000146,-0.31632102905299997
ACH-000148,-0.693320648197
ACH-000150,-0.8627087286
ACH-000152,-1.0404909978299999
ACH-000153,-0.678004054045
ACH-000159,-0.452869518855
ACH-000160,-0.629867952214
ACH-000163,-0.330218553861
ACH-000167,-0.585606589398
ACH-000168,-0.244446303851
ACH-000169,-0.555602808551
ACH-000178,-0.8130430287029999
ACH-000182,-0.5063205514329999
ACH-000183,-0.14544504809
ACH-000188,-0.477110551062
ACH-000189,-0.35101495380599995
ACH-000190,-0.826616685405
ACH-000198,-0.38145396521799996
ACH-000204,-0.125932972566
ACH-000206,-0.313454482285
ACH-000207,-0.664929180634
ACH-000211,-0.522749363872
ACH-000215,-0.576498425512
ACH-000221,-0.594008476805
ACH-000222,-0.759961025997
ACH-000223,-0.325037753279
ACH-000226,-0.5817881416749999
ACH-000227,-0.409076157936
ACH-000228,-0.269528929671
ACH-000231,-0.576256456473
ACH-000232,-0.49992542222099995
ACH-000233,-0.435382113207
ACH-000234,-0.493594175123
ACH-000235,-0.339887881118
ACH-000237,-0.132065661579
ACH-000238,-0.305388554253
ACH-000243,-0.479222740677
ACH-000244,-0.212646270104
ACH-000246,-0.290402849974
ACH-000248,-0.569627370591
ACH-000250,-0.30015749496399996
ACH-000251,-0.609509354167
ACH-000253,-0.486928319309
ACH-000255,-0.622742399255
ACH-000256,-0.32698577484499997
ACH-000257,-0.464172930258
ACH-000258,-0.990895110722
ACH-000259,-0.851195711653
ACH-000260,-0.246257101318
ACH-000261,-0.537774107083
ACH-000262,-0.272698887599
ACH-000263,-0.44705860252999996
ACH-000264,-0.46727249478699995
ACH-000265,-0.659190261726
ACH-000266,-0.30467283273
ACH-000272,-0.250779865224
ACH-000273,-0.43888391091300005
ACH-000274,-0.692385235065
ACH-000277,-0.8172244253200001
ACH-000278,-0.369541071506
ACH-000279,-0.407224093813
ACH-000280,-0.347960897151
ACH-000281,-0.947616836391
ACH-000288,-0.7919150921070001
ACH-000291,-0.190362078761
ACH-000293,-1.04999149581
ACH-000294,0.108369343707
ACH-000295,-0.470988059054
ACH-000296,-0.872206341498
ACH-000302,-0.503779458241
ACH-000304,-0.7667786472679999
ACH-000307,-0.355980641477
ACH-000308,-0.26252016996
ACH-000310,-0.40958226980400003
ACH-000311,-0.401866813544
ACH-000312,-0.7280036390090001
ACH-000315,-0.6711705642
ACH-000316,-0.44017365883599996
ACH-000317,-0.708973619708
ACH-000318,-0.459788970947
ACH-000319,-0.284805805328
ACH-000320,-0.521544930326
ACH-000322,-0.393531136679
ACH-000323,-0.7520638530689999
ACH-000324,-0.460677519981
ACH-000329,-0.6023997079060001
ACH-000330,-0.240710683805
ACH-000331,-0.702057668464
ACH-000332,-0.53331264887
ACH-000334,-0.474043396478
ACH-000335,-0.484241518497
ACH-000336,-0.10047496661000001
ACH-000337,-0.401222373063
ACH-000339,-0.535042673425
ACH-000341,-0.541560191245
ACH-000348,-0.345419177382
ACH-000350,-0.305586332205
ACH-000352,-0.467185408617
ACH-000356,-0.738067918775
ACH-000361,-0.6122108940550001
ACH-000362,0.028042112466099996
ACH-000363,-0.20521163984299998
ACH-000364,-0.38746344705200003
ACH-000365,-0.0992460692647
ACH-000366,-0.20981453363
ACH-000368,-0.581363050919
ACH-000374,-0.6537522118169999
ACH-000375,-0.344329877975
ACH-000376,-0.848049758706
ACH-000381,-0.615872303754
ACH-000383,-0.28122433725
ACH-000387,-0.25429252191199997
ACH-000389,-0.288619796822
ACH-000390,-0.149096831028
ACH-000393,-0.608293806028
ACH-000395,-0.35498520987099996
ACH-000397,-0.36995007720600004
ACH-000401,-0.686946165591
ACH-000402,-0.412155081832
ACH-000403,-0.4368387875
ACH-000404,-0.804514144217
ACH-000406,-0.51648093661
ACH-000407,-0.533920953866
ACH-000408,-0.5071483747600001
ACH-000410,-0.6878794200489999
ACH-000411,-0.377147122806
ACH-000414,-0.377982998407
ACH-000415,-0.392469429903
ACH-000416,-0.35216911762100006
ACH-000420,-0.593513237425
ACH-000421,-0.292479209018
ACH-000424,-0.699006437306
ACH-000425,-0.280294734097
ACH-000426,-0.528824297953
ACH-000427,-0.46799169186899997
ACH-000433,-0.6228823344709999
ACH-000436,-0.606843513284
ACH-000444,-0.648447728662
ACH-000445,-0.475489268586
ACH-000448,-0.327600943559
ACH-000450,-0.513691558491
ACH-000452,-0.468279058654
ACH-000454,-0.443597001318
ACH-000458,-0.8320036629709999
ACH-000459,-0.490653753904
ACH-000460,-0.38653883805
ACH-000461,-0.365750611273
ACH-000463,-0.515839611898
ACH-000464,-0.49591985219400003
ACH-000466,-0.597635240894
ACH-000467,-0.687872516493
ACH-000468,-0.696276633341
ACH-000469,-0.582128427835
ACH-000470,-0.14664735064099998
ACH-000471,-0.371122169277
ACH-000472,-0.325296047542
ACH-000473,-0.7413274912350001
ACH-000475,-0.48010313675899996
ACH-000476,-0.6137129331050001
ACH-000477,-0.5115985704379999
ACH-000480,-0.573949177765
ACH-000481,-0.22393389338000003
ACH-000483,-0.835423009958
ACH-000484,-0.154824863985
ACH-000485,-0.428128953687
ACH-000486,-0.394720683455
ACH-000487,-0.7199350279100001
ACH-000488,-0.507890589788
ACH-000490,-0.749337439216
ACH-000491,-0.608573513551
ACH-000495,-0.255274900013
ACH-000496,-0.218538079492
ACH-000499,-0.881280388197
ACH-000500,-0.34832048582599995
ACH-000502,-0.466114545594
ACH-000503,-0.382628711578
ACH-000505,-0.5091500141849999
ACH-000507,-0.822547023179
ACH-000510,-0.489203435579
ACH-000511,-0.7287959164569999
ACH-000512,-0.53395601523
ACH-000516,-0.783741515766
ACH-000517,-0.325875288822
ACH-000518,-0.269572421269
ACH-000520,-0.6502541076899999
ACH-000521,-0.467089428243
ACH-000522,-0.5934369379159999
ACH-000524,-0.5358037061990001
ACH-000527,-0.348788562686
ACH-000528,-0.339362327605
ACH-000537,-0.6038711956180001
ACH-000541,-0.5746507889320001
ACH-000542,-0.42290304150200003
ACH-000544,-0.43460463011100003
ACH-000545,-0.414293507199
ACH-000547,-0.774120845208
ACH-000548,-0.618465985977
ACH-000549,-0.5971518943190001
ACH-000550,-0.7657721573790001
ACH-000552,-0.329445834579
ACH-000556,-0.629160893176
ACH-000557,-0.19384922948600003
ACH-000570,-0.5218812951349999
ACH-000571,-0.69036356662
ACH-000573,-0.78225524514
ACH-000576,-0.16354030489
ACH-000580,-0.435024755594
ACH-000584,-0.645974188656
ACH-000585,-0.553634045866
ACH-000588,-0.531477837315
ACH-000589,-0.7791209847589999
ACH-000591,-0.632246569621
ACH-000593,-0.6853063039210001
ACH-000600,-0.654536356492
ACH-000601,-0.497135216308
ACH-000604,-0.27591282751400004
ACH-000605,-0.345892794334
ACH-000606,-0.699121338482
ACH-000608,-0.30463820639
ACH-000614,-0.628054886527
ACH-000616,-0.450633086398
ACH-000618,-0.378005872802
ACH-000619,-0.475320569012
ACH-000620,-0.17593392574
ACH-000621,-0.497572894933
ACH-000622,-0.254147584589
ACH-000623,-0.590141308974
ACH-000624,-0.226763843646
ACH-000627,-0.6717882761759999
ACH-000630,-0.8402570395379999
ACH-000632,-0.481626294669
ACH-000633,-0.377587794158
ACH-000637,-0.50839603153
ACH-000638,-0.386400599354
ACH-000646,-0.41647909495499996
ACH-000647,-0.5891018210450001
ACH-000648,-0.6829012237459999
ACH-000649,-0.344007846828
ACH-000651,-0.56331027682
