,MYO1H (283446)
ACH-000550,-0.61816907382
ACH-000552,-0.76070081397
ACH-000556,-0.919132809025
ACH-000557,-0.851144024586
ACH-000570,-0.646257436931
ACH-000571,-0.735683369618
ACH-000573,-0.431965186192
ACH-000576,-0.5308296068949999
ACH-000580,-0.416502128633
ACH-000584,-0.546484683638
ACH-000585,-0.6468150107789999
ACH-000588,-0.528839395948
ACH-000589,-0.716152462808
ACH-000591,-0.971682273858
ACH-000593,-0.7748489322419999
ACH-000600,-0.8055300759899999
ACH-000601,-0.765853875422
ACH-000604,-0.20454071683400002
ACH-000605,-0.647946753922
ACH-000606,-0.649766742178
ACH-000608,-0.805258540475
ACH-000614,-1.04570673013
ACH-000616,-0.5940827454290001
ACH-000618,-0.6728622351469999
ACH-000619,-0.49596490285800005
ACH-000620,-0.678350562625
ACH-000621,-0.806984970019
ACH-000622,-0.506732925633
ACH-000623,-0.646695436488
ACH-000624,-0.681462618428
ACH-000627,-0.7417733448780001
ACH-000630,-0.586359683074
ACH-000632,-0.575672651887
ACH-000633,-0.673478022491
ACH-000637,-0.771029396268
ACH-000638,-0.579718862315
ACH-000646,-0.618277184451
ACH-000647,-0.6835346921150001
ACH-000648,-0.36478916376599996
ACH-000649,-0.657935800637
ACH-000651,-0.670141658252
ACH-000652,-0.34599350955499997
ACH-000653,-0.669292047659
ACH-000657,-0.727564845345
ACH-000658,-0.735053184261
ACH-000661,-0.515459899347
ACH-000662,-0.711514631231
ACH-000663,-0.466548301541
ACH-000665,-0.57135535388
ACH-000671,-0.47154071506899997
ACH-000673,-0.81983595722
ACH-000676,-0.551710301204
ACH-000677,-0.530044086537
ACH-000681,-0.46929978222499996
ACH-000682,-0.770864423196
ACH-000683,-0.930861210974
ACH-000684,-0.664114565956
ACH-000688,-0.7792127541
ACH-000693,-0.669716602614
ACH-000694,-0.687961191406
ACH-000695,-0.413413071122
ACH-000696,-0.727291905455
ACH-000697,-0.559801369308
ACH-000699,-0.6387141372640001
ACH-000701,-0.487925681968
ACH-000706,-0.587598332334
ACH-000711,-0.76264596023
ACH-000713,-0.555916102126
ACH-000714,-0.834045690292
ACH-000718,-0.830882960715
ACH-000720,-0.707875931025
ACH-000721,-0.659950192779
ACH-000724,-0.748684463695
ACH-000725,-0.705991493796
ACH-000732,-0.45578320841700004
ACH-000734,-0.612686719476
ACH-000735,-0.8595620036920001
ACH-000736,-0.513546723685
ACH-000738,-0.591966237218
ACH-000746,-0.7516319652860001
ACH-000747,-0.500362379683
ACH-000748,-0.585392760436
ACH-000753,-0.605076054119
ACH-000756,-0.521593611579
ACH-000757,-0.625439192047
ACH-000758,-0.7449882802660001
ACH-000760,-0.6469319388920001
ACH-000763,-0.700160318101
ACH-000764,-0.793313257945
ACH-000765,-0.600289049296
ACH-000766,-0.860284417703
ACH-000767,-1.13509779499
ACH-000768,-0.518288004916
ACH-000769,-0.749727977831
ACH-000770,-0.849029622821
ACH-000771,-0.744385413719
ACH-000773,-0.769803909509
ACH-000776,-0.603192242713
ACH-000777,-0.725398658045
ACH-000778,-1.02507085153
ACH-000781,-0.604960302366
ACH-000782,-0.46382850876599996
ACH-000783,-1.08109521328
ACH-000784,-0.698469740368
ACH-000785,-1.0184418819299998
ACH-000787,-0.561341031015
ACH-000788,-0.63284480109
ACH-000791,-0.855950354593
ACH-000792,-0.391640409174
ACH-000794,-0.7162559440090001
ACH-000796,-0.7315996517990001
ACH-000799,-0.667634107062
ACH-000800,-0.812540313672
ACH-000802,-0.667974323412
ACH-000804,-1.04184246549
ACH-000805,-1.0418824522
ACH-000809,-0.764416952642
ACH-000810,-0.543643051489
ACH-000811,-0.540861965904
ACH-000817,-0.586246564943
ACH-000819,-0.7280284566949999
ACH-000820,-0.38848663656099996
ACH-000821,-0.8301140588979999
ACH-000822,-0.786371963054
ACH-000823,-0.6531492328980001
ACH-000824,-0.777639958173
ACH-000827,-0.6021328992130001
ACH-000829,-0.5902835929779999
ACH-000831,-0.589717818816
ACH-000832,-0.699482962515
ACH-000833,-0.539893168416
ACH-000834,-0.803126892638
ACH-000835,-0.416782247006
ACH-000836,-0.755632313909
ACH-000837,-0.630891669109
ACH-000838,-0.6630294978
ACH-000839,-0.7212878450669999
ACH-000840,-0.496776716663
ACH-000841,-0.6973721835079999
ACH-000843,-0.624473482837
ACH-000846,-0.754654416354
ACH-000847,-0.491970063072
ACH-000848,-0.633192525418
ACH-000849,-0.834572535999
ACH-000851,-0.823147172885
ACH-000855,-0.605083454061
ACH-000856,-0.53711310524
ACH-000858,-0.543727058958
ACH-000859,-0.769770082702
ACH-000861,-0.767961082429
ACH-000862,-0.813750064703
ACH-000865,-0.544261322823
ACH-000866,-0.60452149096
ACH-000867,-0.776900381667
ACH-000869,-0.59228198618
ACH-000872,-0.50739404916
ACH-000873,-0.44401990172600003
ACH-000876,-1.04606631968
ACH-000878,-0.602568902234
ACH-000880,-0.570528665352
ACH-000881,-0.687648998777
ACH-000882,-0.7066702522149999
ACH-000884,-0.658983913768
ACH-000885,-0.589933178723
ACH-000887,-0.715552037794
ACH-000888,-0.758550763867
ACH-000889,-0.867813620265
ACH-000890,-0.540308354626
ACH-000896,-0.6146201807399999
ACH-000898,-0.633768836583
ACH-000900,-0.778859874131
ACH-000901,-0.951832707981
ACH-000905,-0.662706538705
ACH-000906,-0.6634185444290001
ACH-000907,-0.672771314459
ACH-000910,-0.6572182837
ACH-000911,-0.513237872134
ACH-000912,-0.7061607088740001
ACH-000913,-0.67155223874
ACH-000915,-0.47586803567900005
ACH-000916,-0.47178631560400003
ACH-000917,-0.596771210485
ACH-000921,-0.617046398533
ACH-000924,-0.738129089672
ACH-000926,-0.8467518365100001
ACH-000928,-0.872286678315
ACH-000929,-0.557884827557
ACH-000932,-0.573193853448
ACH-000935,-0.792545645237
ACH-000936,-0.671195401652
ACH-000937,-0.829410740288
ACH-000938,-0.625196465798
ACH-000939,-0.7352792857889999
ACH-000941,-0.372284648374
ACH-000943,-0.55977765437
ACH-000946,-0.5079221512650001
ACH-000947,-0.661276424307
ACH-000948,-0.6666711676820001
ACH-000950,-0.512716587654
ACH-000953,-0.6988046768970001
ACH-000957,-0.805663515246
ACH-000958,-0.544782598558
ACH-000960,-0.7225571759389999
ACH-000963,-0.8648221422329999
ACH-000968,-0.7328935553
ACH-000969,-0.6475316602619999
ACH-000973,-0.651066408262
ACH-000974,-0.579701288747
ACH-000975,-0.621233249733
ACH-000976,-0.6919727195450001
ACH-000978,-0.342268675869
ACH-000980,-0.5525101293729999
ACH-000984,-0.8024549284260001
ACH-000986,-0.701123565194
ACH-000988,-0.619527875217
ACH-000993,-0.6715156948800001
ACH-000994,-0.64365531414
ACH-000996,-0.599580333747
ACH-001001,-0.624287021055
ACH-001020,-0.45129813748099995
ACH-001028,-0.8731456119069999
ACH-001031,-0.449486502049
ACH-001038,-0.716959948329
ACH-001048,-0.6768744080069999
ACH-001050,-0.535543875579
ACH-001053,-0.5900860357850001
ACH-001054,-0.499246138983
ACH-001061,-0.5626036953
ACH-001067,-0.525914442863
ACH-001075,-0.703935343417
ACH-001096,-0.636829683566
ACH-001128,-0.5172265594309999
ACH-001134,-0.618237165246
ACH-001151,-0.6630133259650001
ACH-001163,-0.8981642574259999
ACH-001164,-0.924852895819
ACH-001173,-0.793165699719
ACH-001183,-0.721025891181
ACH-001184,-1.01776499975
ACH-001190,-0.8036619159839999
ACH-001192,-0.878269377455
ACH-001193,-0.8856702125299999
ACH-001196,-0.588714682446
ACH-001197,-0.8321529636339999
ACH-001205,-0.762215993984
ACH-001211,-0.732544955765
ACH-001212,-0.679044739682
ACH-001228,-0.90450780911
ACH-001232,-0.902997799644
ACH-001239,-0.7476832137039999
ACH-001274,-0.7322946958900001
ACH-001275,-0.663086337574
ACH-001277,-0.7387678971439999
ACH-001278,-0.5327877262690001
ACH-001280,-1.1460681458600002
ACH-001283,-0.579630937875
ACH-001289,-0.368642504532
ACH-001295,-0.673162263267
ACH-001300,-0.88176841699
ACH-001301,-0.762085859579
ACH-001302,-0.756640152692
ACH-001303,-0.7424978450309999
ACH-001306,-0.6929706898800001
ACH-001318,-0.5618210538
ACH-001322,-0.33426447052499997
ACH-001328,-0.834907134464
ACH-001332,-0.594763817156
ACH-001333,-0.580310373891
ACH-001336,-0.8284578864659999
ACH-001340,-0.6946474189219999
ACH-001346,-0.708487257201
ACH-001353,-0.7381113383679999
ACH-001354,-1.09958245384
ACH-001367,-0.860584303454
ACH-001368,-0.667581082842
ACH-001374,-0.721726119455
ACH-001375,-0.550898272763
ACH-001377,-0.894761462766
ACH-001380,-0.6972990598250001
ACH-001391,-0.649922670443
ACH-001407,-0.648877156345
ACH-001408,-0.7074744884340001
ACH-001413,-0.651570622385
ACH-001430,-0.841406252323
ACH-001431,-0.662685074878
ACH-001450,-0.7987954109540001
ACH-001496,-0.54739242627
ACH-001500,-0.6959988579090001
ACH-001521,-0.9336172131620001
ACH-001523,-0.7295391503059999
ACH-001532,-0.54605697061
ACH-001536,-0.696280910752
ACH-001550,-0.604447280453
ACH-001552,-0.8376124766959999
ACH-001554,-0.719406681901
ACH-001645,-0.763949799994
ACH-001654,-0.600730348416
ACH-001715,-0.804850441258
ACH-001735,-0.6449945069740001
ACH-001736,-0.671425548582
ACH-001737,-0.801900909568
ACH-001740,-0.612085865409
ACH-001745,-0.601718770171
ACH-001750,-0.6475592122230001
ACH-001765,-0.9155404922679999
ACH-001956,-0.7160033463609999
ACH-001957,-0.699163449371
