,ZFP69B (65243)
ACH-000308,-0.47335310153099996
ACH-000310,-0.735948201644
ACH-000311,-0.406526653505
ACH-000312,-0.6327173119089999
ACH-000315,-0.607669539534
ACH-000316,-0.722968065298
ACH-000317,-0.669721387541
ACH-000318,-0.5315647260890001
ACH-000319,-0.41190690470200003
ACH-000320,-0.847823338923
ACH-000322,-0.697310562992
ACH-000323,-0.541618836086
ACH-000324,-0.5430615313539999
ACH-000329,-0.673957773092
ACH-000330,-0.7621635859649999
ACH-000331,-0.517762380566
ACH-000332,-0.6946521605660001
ACH-000334,-0.576093554481
ACH-000335,-0.349175897714
ACH-000336,-0.518496047092
ACH-000337,-0.189637802399
ACH-000339,-0.5534476927390001
ACH-000341,-0.535456373553
ACH-000348,-0.48800139023100003
ACH-000350,-0.6779303452750001
ACH-000352,-0.73927508346
ACH-000356,-0.6718455328020001
ACH-000361,-0.618649979996
ACH-000362,-0.551212431872
ACH-000363,-0.505834675805
ACH-000364,-0.7030678562170001
ACH-000365,-0.613128258378
ACH-000366,-0.48677464530599995
ACH-000368,-0.566290619425
ACH-000374,-0.6869923640119999
ACH-000375,-0.742459804975
ACH-000376,-0.621863552897
ACH-000381,-0.49021014793300005
ACH-000383,-0.644851310417
ACH-000387,-0.6164305205780001
ACH-000389,-0.673965826047
ACH-000390,-0.676883500424
ACH-000393,-0.4881593743
ACH-000395,-0.487650010565
ACH-000397,-0.550951289698
ACH-000401,-0.240624437963
ACH-000402,-0.74837764368
ACH-000403,-0.703357300552
ACH-000404,-0.5667496080009999
ACH-000406,-0.631133606026
ACH-000407,-0.700804878389
ACH-000408,-0.628789041135
ACH-000410,-0.592186356586
ACH-000411,-0.6958031397840001
ACH-000414,-0.5554256477939999
ACH-000415,-0.81883054685
ACH-000416,-0.484421727619
ACH-000420,-0.772746411857
ACH-000421,-0.582948826826
ACH-000424,-0.630392584179
ACH-000425,-0.621591180916
ACH-000426,-0.44149273766999997
ACH-000427,-0.71234207323
ACH-000433,-0.299707859819
ACH-000436,-0.8841709884819999
ACH-000444,-0.540877051716
ACH-000445,-0.8116508179
ACH-000448,-0.572295415833
ACH-000450,-0.09833835514419999
ACH-000452,-0.529390006578
ACH-000454,-0.746227378073
ACH-000458,-0.42990092917499995
ACH-000459,-0.36676463033699996
ACH-000460,-0.41329952332
ACH-000461,-0.830943830343
ACH-000463,-0.497574234266
ACH-000464,-0.621483014002
ACH-000466,-0.743391556518
ACH-000467,-0.367347023547
ACH-000468,-0.6527699550930001
ACH-000469,-0.656977708569
ACH-000470,-0.532187357262
ACH-000471,-0.49066155666100003
ACH-000472,-0.631401608356
ACH-000473,-0.410182557601
ACH-000475,-0.5918874045
ACH-000476,-0.344690341588
ACH-000477,-0.343859600712
ACH-000480,-0.671542675757
ACH-000481,-0.670379280308
ACH-000483,-0.552469824783
ACH-000484,-0.655526333652
ACH-000485,-0.46200960168099997
ACH-000486,-0.624950040601
ACH-000487,-0.5032186506449999
ACH-000488,-0.7440283394730001
ACH-000490,-0.48250939353600003
ACH-000491,-0.417456130889
ACH-000495,-0.612634279342
ACH-000496,-0.43555445741899995
ACH-000499,-0.310056281691
ACH-000500,-0.887007391248
ACH-000502,-0.465945371618
ACH-000503,-0.59342318238
ACH-000505,-0.561619509992
ACH-000507,-0.6239899185719999
ACH-000510,-0.61393878737
ACH-000511,-0.523132682952
ACH-000512,-0.742206029184
ACH-000516,-0.447452681867
ACH-000517,-0.548627571153
ACH-000518,-0.544976956789
ACH-000520,-0.42848492395300003
ACH-000521,-0.560240176973
ACH-000522,-0.6310481589320001
ACH-000524,-0.423611511369
ACH-000527,-0.55190529343
ACH-000528,-0.5525275562740001
ACH-000537,-0.308922247088
ACH-000541,-0.647556525394
ACH-000542,-0.674107886982
ACH-000544,-0.5752458409000001
ACH-000545,-0.537929168429
ACH-000547,-0.41138372782300003
ACH-000548,-0.497727480702
ACH-000549,-0.35176841754199994
ACH-000550,-0.731534598821
ACH-000552,-0.631816098478
ACH-000556,-0.583176912042
ACH-000557,-0.7173700067990001
ACH-000570,-0.531416947628
ACH-000571,-0.439985930749
ACH-000573,-0.7239591000460001
ACH-000576,-0.5325247391800001
ACH-000580,-0.5455425619340001
ACH-000584,-0.52851580535
ACH-000585,-0.998562730703
ACH-000588,-0.5254747657419999
ACH-000589,-0.52465115963
ACH-000591,-0.300968073477
ACH-000593,-0.5554371107930001
ACH-000600,-0.825111277703
ACH-000601,-0.5583185796
ACH-000604,-0.484860368926
ACH-000605,-0.532034266374
ACH-000606,-0.583395002435
ACH-000608,-0.674263352807
ACH-000614,-0.467927465346
ACH-000616,-0.39467400306100003
ACH-000618,-0.38719508236199995
ACH-000619,-0.444619192043
ACH-000620,-0.621093592247
ACH-000621,-0.8086547765019999
ACH-000622,-0.8364610065539999
ACH-000623,-0.376146324477
ACH-000624,-0.608185596267
ACH-000627,-0.645476896939
ACH-000630,-1.22435596592
ACH-000632,-0.605402338112
ACH-000633,-0.704163837984
ACH-000637,-0.42862586513400003
ACH-000638,-0.589050223137
ACH-000646,-0.845991854497
ACH-000647,-0.45021957464699996
ACH-000648,-0.475357415347
ACH-000649,-0.551529342496
ACH-000651,-0.673071024988
ACH-000652,-0.70770520762
ACH-000653,-0.566975837718
ACH-000657,-0.540436907844
ACH-000658,-0.55311167302
ACH-000661,-0.412731310601
ACH-000662,-0.464216163513
ACH-000663,-0.63754155749
ACH-000665,-0.450143163881
ACH-000671,-0.544572672705
ACH-000673,-0.568052581752
ACH-000676,-0.745300709338
ACH-000677,-0.664127914168
ACH-000681,-0.663952511083
ACH-000682,-0.686491138559
ACH-000683,-0.8353658876029999
ACH-000684,-0.41198774646499997
ACH-000688,-0.547840345761
ACH-000693,-0.759286373263
ACH-000694,-0.600208982021
ACH-000695,-0.538599861734
ACH-000696,-0.49111615400200004
ACH-000697,-0.619899966056
ACH-000699,-0.5736596065030001
ACH-000701,-0.7392488610369999
ACH-000706,-0.6877713601100001
ACH-000711,-0.48681932288900004
ACH-000713,-0.580517534661
ACH-000714,-0.20312275862399998
ACH-000718,-0.33583458254299997
ACH-000720,-0.39551470403899996
ACH-000721,-0.6578341270310001
ACH-000724,-0.645126047326
ACH-000725,-0.664302257779
ACH-000732,-0.5066163746600001
ACH-000734,-0.5597532944479999
ACH-000735,-0.7939001140809999
ACH-000736,-0.6111546198510001
ACH-000738,-0.481611220181
ACH-000746,-0.5028894543379999
ACH-000747,-0.601646988067
ACH-000748,-0.48873994310099994
ACH-000753,-0.452717016941
ACH-000756,-0.670918906543
ACH-000757,-0.775956879949
ACH-000758,-0.45082976033999994
ACH-000760,-0.656470305864
ACH-000763,-0.582220478889
ACH-000764,-0.32207259174
ACH-000765,-0.640870150025
ACH-000766,-0.51155778042
ACH-000767,-0.58792592127
ACH-000768,-0.394885378383
ACH-000769,-0.657222744355
ACH-000770,-0.4402734369
ACH-000771,-0.503538568251
ACH-000773,-0.533686033383
ACH-000776,-0.781253361381
ACH-000777,-0.800503764225
ACH-000778,-0.537052956038
ACH-000781,-0.568156638313
ACH-000782,-0.46124515405199995
ACH-000783,-0.696444597313
ACH-000784,-0.742247615928
ACH-000785,-0.867742630305
ACH-000787,-0.729809678178
ACH-000788,-0.578340591284
ACH-000791,-0.710378724252
ACH-000792,-0.36196354338
ACH-000794,-0.46605090735200005
ACH-000796,-0.48426716228600003
ACH-000799,-0.710646794442
ACH-000800,-0.54364496492
ACH-000802,-0.29957025146099997
ACH-000804,-0.366710737976
ACH-000805,-0.598847989486
ACH-000809,-0.459038956828
ACH-000810,-0.156411646791
ACH-000811,-0.6214048991910001
ACH-000817,-0.39103674630900004
ACH-000819,-0.579211097298
ACH-000820,-0.9326989123489999
ACH-000821,-0.6795680660600001
ACH-000822,-0.284377376078
ACH-000823,-0.668106226326
ACH-000824,-0.786394541121
ACH-000827,-0.5048234127269999
ACH-000829,-0.529971869155
ACH-000831,-0.858022930992
ACH-000832,-0.589515811745
ACH-000833,-0.30924863408500003
ACH-000834,-0.452392094467
ACH-000835,-0.451629675219
ACH-000836,-0.6749304274250001
ACH-000837,-0.489259847789
ACH-000838,-0.569385330872
ACH-000839,-0.550026936225
ACH-000840,-0.463587650736
ACH-000841,-0.434731277649
ACH-000843,-0.47246317934500004
ACH-000846,-0.628204057505
ACH-000847,-0.775286055493
ACH-000848,-0.42341140557400003
ACH-000849,-0.6772222133820001
ACH-000851,-0.779258181713
ACH-000855,-0.489195719823
ACH-000856,-0.674099678196
ACH-000858,-0.414059086304
ACH-000859,-0.423500193124
ACH-000861,-0.557105818924
ACH-000862,-0.599028807695
ACH-000865,-0.43133083558300006
ACH-000866,-0.55385006173
ACH-000867,-0.697847500054
ACH-000869,-0.703664144574
ACH-000872,-0.651500263947
ACH-000873,-0.44686141700000004
ACH-000876,-0.6976579094959999
ACH-000878,-0.484906405916
ACH-000880,-0.553511125872
ACH-000881,-0.497785661001
ACH-000882,-0.6140815147199999
ACH-000884,-0.484069794143
ACH-000885,-0.627321610984
ACH-000887,-0.606049291088
ACH-000888,-0.5911037858829999
ACH-000889,-0.7099289548209999
ACH-000890,-0.660243365484
ACH-000896,-0.559812466858
ACH-000898,-0.628913147161
ACH-000900,-0.309938434202
ACH-000901,-0.5809111781390001
ACH-000905,-0.37000050019
ACH-000906,-0.645907691325
ACH-000907,-0.326769774152
ACH-000910,-0.550040702408
ACH-000911,-0.575535641061
ACH-000912,-0.630993555342
ACH-000913,-0.655587631061
ACH-000915,-0.5030372693999999
ACH-000916,-0.863396088544
ACH-000917,-0.5513560827049999
ACH-000921,-0.529210862293
ACH-000924,-0.609037187798
ACH-000926,-0.508644170497
ACH-000928,-0.478930667719
ACH-000929,-0.439309109992
ACH-000932,-0.571926822971
ACH-000935,-0.524225836163
ACH-000936,-0.41032120977799996
ACH-000937,-0.646914015883
ACH-000938,-0.453138297163
ACH-000939,-0.377881450138
ACH-000941,-0.7552627568989999
ACH-000943,-0.487495395588
ACH-000946,-0.532147894683
ACH-000947,-0.6003423404420001
ACH-000948,-0.450329160826
ACH-000950,-0.332608783844
ACH-000953,-0.743143572147
ACH-000957,-0.64115388696
ACH-000958,-0.609100358128
ACH-000960,-0.702497507847
ACH-000963,-0.48617853272399997
ACH-000968,-0.66305174095
ACH-000969,-0.517526679378
ACH-000973,-0.40170971360200003
ACH-000974,-0.499475496235
ACH-000975,-0.5016137971419999
ACH-000976,-0.688027162685
ACH-000978,-0.862269975088
ACH-000980,-0.53935300012
ACH-000984,-0.50602729219
ACH-000986,-0.663024804778
ACH-000988,-0.533384961603
ACH-000993,-0.544086149708
ACH-000994,-0.41025862296300003
ACH-000996,-0.7285392690100001
ACH-001001,-0.6762103560930001
ACH-001020,-0.587058652808
ACH-001028,-0.656489812116
ACH-001031,-0.571641032398
ACH-001038,-0.5620876204199999
ACH-001048,-0.46448750187700005
ACH-001050,-0.646781042397
ACH-001053,-0.6683231670399999
ACH-001054,-0.537338339585
ACH-001061,-0.610302407643
ACH-001067,-0.605284042997
ACH-001075,-0.509733501324
ACH-001096,-0.5775357881090001
ACH-001128,-0.695394889761
ACH-001134,-0.18753625787500003
ACH-001151,-0.553224330594
ACH-001163,-0.486957806113
ACH-001164,-0.502011971557
ACH-001173,-0.526386253913
ACH-001183,-0.643196603667
ACH-001184,-0.555717187313
ACH-001190,-0.487651888876
ACH-001192,-0.423233457162
ACH-001193,-0.330147997842
ACH-001196,-0.7036799283290001
ACH-001197,-0.523460928177
ACH-001205,-0.7498919990719999
ACH-001211,-0.7931891196449999
ACH-001212,-0.320697588722
ACH-001228,-0.561018847444
ACH-001232,-0.5098422388399999
ACH-001239,-0.617509345026
ACH-001274,-0.5088287548120001
ACH-001275,-0.466344843961
ACH-001277,-0.457259649593
ACH-001278,-0.9111028536650001
ACH-001280,-0.37130169196
ACH-001283,-0.523866232121
ACH-001289,-0.536586163199
ACH-001295,-0.645125527248
ACH-001300,-0.558235021492
ACH-001301,-0.322269280904
ACH-001302,-0.282275232971
ACH-001303,-0.45841628965400005
ACH-001306,-0.42837073115099994
ACH-001318,-0.639190835052
ACH-001322,-0.49617529357600004
ACH-001328,-0.582335990264
ACH-001332,-0.463527128154
ACH-001333,-0.48832268163000003
ACH-001336,-0.334133634479
ACH-001340,-0.513183138977
ACH-001346,-0.487211874462
ACH-001353,-0.6834343131999999
ACH-001354,-0.34495018148199996
ACH-001367,-0.385169329586
ACH-001368,-0.6332858500949999
ACH-001374,-0.69686842517
ACH-001375,-0.6947251003020001
ACH-001377,-0.604633251713
ACH-001380,-0.5389077327740001
ACH-001391,-0.5375371116009999
ACH-001407,-0.606748538383
ACH-001408,-0.44096320484499996
ACH-001413,-0.46889549471600006
ACH-001430,-0.647417138028
ACH-001431,-0.437929024199
ACH-001450,-0.429876575436
ACH-001496,-0.528372767506
ACH-001500,-0.81405628008
ACH-001521,-0.7501020656199999
ACH-001523,-0.646187952298
ACH-001532,-0.513402610962
ACH-001536,-0.6457891426910001
ACH-001550,-0.592379766165
ACH-001552,-0.606677007568
ACH-001554,-0.672522956554
ACH-001645,-0.5286192842090001
ACH-001654,-0.510489103679
ACH-001715,-0.6861099977699999
ACH-001735,-0.652517887527
ACH-001736,-0.6986396143070001
ACH-001737,-0.408354808183
ACH-001740,-0.44084389628799997
ACH-001745,-0.629066146325
ACH-001750,-0.576917351971
ACH-001765,-0.572321448592
ACH-001956,-0.579654680955
ACH-001957,-0.642950714049
