,DMTF1 (9988)
ACH-000004,-0.080791094378
ACH-000007,-0.0303090758951
ACH-000009,-0.0841562152915
ACH-000011,0.044449587150400004
ACH-000012,-0.119781677988
ACH-000013,0.130438594776
ACH-000014,0.00315356031956
ACH-000015,-0.217424899996
ACH-000017,0.013188573241299998
ACH-000018,0.176391674703
ACH-000019,0.00820928207207
ACH-000021,-0.16854525646200003
ACH-000022,-0.135274207226
ACH-000025,-0.0456528033099
ACH-000028,-0.0483737542268
ACH-000030,-0.108274313838
ACH-000035,-0.030747429888299996
ACH-000036,0.04075592050080001
ACH-000037,0.00717367993841
ACH-000039,-0.100749367509
ACH-000040,0.155617811063
ACH-000041,-0.0950569184533
ACH-000042,-0.0905025988672
ACH-000045,0.179709550807
ACH-000047,0.10156557429
ACH-000052,-0.0548356462264
ACH-000053,-0.131946881326
ACH-000054,-0.100422479364
ACH-000055,0.0928355793606
ACH-000060,-0.207709871587
ACH-000067,0.19036992331500002
ACH-000070,-0.10564973393799999
ACH-000075,-0.0860711428575
ACH-000078,-0.00965178730618
ACH-000082,-0.14495565992999998
ACH-000085,-0.024934280317400002
ACH-000086,0.06753319474719999
ACH-000087,0.006631745230970001
ACH-000092,0.0625351059992
ACH-000095,-0.173072791853
ACH-000097,-0.232598898577
ACH-000098,0.0017896349869599999
ACH-000099,-0.0103452345858
ACH-000108,-0.0399777044765
ACH-000113,-0.10388753032800001
ACH-000115,-0.201333617803
ACH-000116,0.055006141950199997
ACH-000118,0.0205312549104
ACH-000120,-0.286244194354
ACH-000123,-0.00593620292344
ACH-000127,-0.0456351196829
ACH-000128,-0.024172168708599995
ACH-000132,0.163019149446
ACH-000133,-0.233400787117
ACH-000137,0.17585439039700002
ACH-000138,-0.214675606726
ACH-000142,-0.00973664203255
ACH-000143,-0.12530777407299998
ACH-000146,0.117660368832
ACH-000148,0.09757960414610001
ACH-000150,0.168202245916
ACH-000152,-0.000364569177445
ACH-000153,0.0867659647975
ACH-000159,-0.13599725644400001
ACH-000160,-0.23967796522799997
ACH-000163,-0.8951366513950001
ACH-000167,-0.254996244529
ACH-000168,0.156937048948
ACH-000169,-0.0129687486468
ACH-000178,0.00695007530001
ACH-000182,0.0847681408017
ACH-000183,0.126869928276
ACH-000188,-0.181221296694
ACH-000189,0.00846146301092
ACH-000190,-0.132781350736
ACH-000198,0.04373465200730001
ACH-000204,-0.11634089042199999
ACH-000206,-0.0497629077594
ACH-000207,0.208875015273
ACH-000211,-0.00245257554483
ACH-000215,0.0149025700159
ACH-000221,-0.320138847657
ACH-000222,0.029074283070400005
ACH-000223,0.0512123433619
ACH-000226,-0.0202061933493
ACH-000227,-0.045125043933100004
ACH-000228,-0.035739439305500005
ACH-000231,-0.023871484070200004
ACH-000232,-0.0396997115046
ACH-000233,0.172232253787
ACH-000234,-0.0638830468377
ACH-000235,-0.011652640135200001
ACH-000237,-0.168306964591
ACH-000238,-0.261787978733
ACH-000243,0.0525852378189
ACH-000244,-0.0236774759845
ACH-000246,-0.0808174864995
ACH-000248,-0.132579534225
ACH-000250,-0.018128642740400002
ACH-000251,-0.0721858181949
ACH-000253,-0.127891367713
ACH-000255,-0.101043157963
ACH-000256,-0.015587169563500002
ACH-000257,-0.318511811241
ACH-000258,-0.0155696174233
ACH-000259,0.0766045725317
ACH-000260,-0.1314286085
ACH-000261,-0.18221887545200002
ACH-000262,-0.0847417119787
ACH-000263,0.38785089470899997
ACH-000264,-0.17326823300500002
ACH-000265,0.00427557076512
ACH-000266,-0.300650306884
ACH-000272,-0.06426921779519999
ACH-000273,-0.0105370602059
ACH-000274,0.124669294974
ACH-000277,0.0426913856837
ACH-000278,0.15016743801
ACH-000279,-0.335399123709
ACH-000280,-0.05866592130369999
ACH-000281,0.30785849415
ACH-000288,-0.105418662151
ACH-000291,-0.276841440081
ACH-000293,-0.09437071106339999
ACH-000294,-0.008775994496309999
ACH-000295,0.019897912223
ACH-000296,-0.0451147068192
ACH-000302,-0.0387503356335
ACH-000304,0.10974460957900001
ACH-000307,0.0018385134617199999
ACH-000308,-0.0317311692257
ACH-000310,-0.10568962516899999
ACH-000311,-0.230680179807
ACH-000312,0.0447406575688
ACH-000315,0.106993029604
ACH-000316,-0.259721517368
ACH-000317,-0.037277108433699996
ACH-000318,-0.063624371197
ACH-000319,0.138772183431
ACH-000320,0.0316904980872
ACH-000322,-0.123741621718
ACH-000323,0.315565975814
ACH-000324,-0.07564034683910001
ACH-000329,-0.128934842779
ACH-000330,0.101278484702
ACH-000331,-0.0400092472309
ACH-000332,-0.060183659309800006
ACH-000334,0.029463822902099996
