,TP53BP2 (7159)
ACH-000004,0.0382826329449
ACH-000007,-0.09615311852839999
ACH-000009,-0.366100845004
ACH-000011,-0.47624341588999997
ACH-000012,0.315336834243
ACH-000013,-0.31654239936
ACH-000014,0.0675082172342
ACH-000015,-0.235547438611
ACH-000017,-0.163715640879
ACH-000018,-0.21558044893000003
ACH-000019,-0.0415244137287
ACH-000021,-0.109309892558
ACH-000022,0.16480350615999997
ACH-000025,-0.341633671801
ACH-000028,-0.0393556618086
ACH-000030,-0.282103733924
ACH-000035,-0.0653026023544
ACH-000036,-0.21906530198000002
ACH-000037,0.0813482812702
ACH-000039,-0.108985857213
ACH-000040,-0.179268229518
ACH-000041,-0.107295779361
ACH-000042,-0.012307438329200003
ACH-000045,-0.280272655428
ACH-000047,-0.421210199776
ACH-000052,-0.096260170846
ACH-000053,0.0104753151005
ACH-000054,-0.140289851053
ACH-000055,0.396478811327
ACH-000060,-0.419289594385
ACH-000067,-0.12057827805400001
ACH-000070,-0.132914585793
ACH-000075,-0.184700887487
ACH-000078,-0.0526788333481
ACH-000082,-0.104118554947
ACH-000085,-0.0291892915545
ACH-000086,-0.407808226559
ACH-000087,-0.28905049610399997
ACH-000092,-0.268179455186
ACH-000095,-0.15921017152699998
ACH-000097,0.027819917734
ACH-000098,-0.23144286040800002
ACH-000099,-0.0225788010164
ACH-000108,-0.148624634627
ACH-000113,-0.27127533675099996
ACH-000115,0.0323233920941
ACH-000116,-0.407858008665
ACH-000118,-0.151647655482
ACH-000120,0.041819620456199996
ACH-000123,-0.24033189614599998
ACH-000127,-0.23448939750999998
ACH-000128,-0.24885441342599998
ACH-000132,-0.384135649676
ACH-000133,-0.249270084739
ACH-000137,-0.198342600953
ACH-000138,-0.34045134564199997
ACH-000142,-0.27442694448800004
ACH-000143,-0.160097522088
ACH-000146,0.016146562324700003
ACH-000148,0.00323756033817
ACH-000150,-0.05938919404080001
ACH-000152,-0.079552494567
ACH-000153,-0.316741290061
ACH-000159,-0.250525212373
ACH-000160,0.15266081262800002
ACH-000163,0.09369955907199999
ACH-000167,-0.463101401788
ACH-000168,-0.299381175184
ACH-000169,0.111463373139
ACH-000178,0.11683049311799999
ACH-000182,0.0164233543325
ACH-000183,-0.153623175779
ACH-000188,-0.0211958069532
ACH-000189,-0.269089522905
ACH-000190,0.13175687125399999
ACH-000198,-0.055917227797300004
ACH-000204,-0.15323340044000003
ACH-000206,0.167317062976
ACH-000207,0.00178101347007
ACH-000211,-0.178250284014
ACH-000215,-0.0985619288092
ACH-000221,-0.062692750568
ACH-000222,0.0280363643239
ACH-000223,0.11370649473200001
ACH-000226,0.0805961581036
ACH-000227,-0.195248964892
ACH-000228,-0.06905407205149999
ACH-000231,-0.0198991255565
ACH-000232,-0.14986713125
ACH-000233,0.027755119846799996
ACH-000234,-0.375893616479
ACH-000235,-0.32094280395999997
ACH-000237,-0.124275512743
ACH-000238,-0.0718402544049
ACH-000243,-0.0997884853899
ACH-000244,-0.031917119380200004
ACH-000246,-0.5398815738539999
ACH-000248,-0.00476322671025
ACH-000250,-0.08463786992000001
ACH-000251,-0.146494289953
ACH-000253,0.000970453972103
ACH-000255,-0.08817572562869999
ACH-000256,-0.0403490375154
ACH-000257,-0.0217642834849
ACH-000258,0.030797756407599998
ACH-000259,-0.041643194251699996
ACH-000260,-0.0189826590542
ACH-000261,-0.0919776146437
ACH-000262,-0.370686471835
ACH-000263,0.0120972125663
ACH-000264,-0.127746522967
ACH-000265,0.0248326261231
ACH-000266,-0.0680992204028
ACH-000272,-0.368840162628
ACH-000273,-0.136317981899
ACH-000274,-0.245407613092
ACH-000277,-0.0155140016069
ACH-000278,0.0053494263887799995
ACH-000279,-0.0818010181877
ACH-000280,-0.104529454383
ACH-000281,-0.18749286667800003
ACH-000288,-0.20700107431200002
ACH-000291,-0.268596604082
ACH-000293,-0.102347031665
ACH-000294,-0.185146412249
ACH-000295,-0.11009347882500001
ACH-000296,-0.219710609685
ACH-000302,-0.165416894241
ACH-000304,-0.025069473994999997
ACH-000307,-0.030569855498900005
ACH-000308,-0.0720544945919
ACH-000310,-0.03590476222859999
ACH-000311,0.0888772196835
ACH-000312,-0.0572642789399
ACH-000315,0.075933898003
ACH-000316,-0.259457195838
ACH-000317,-0.227639096519
ACH-000318,0.147041690907
ACH-000319,0.0758482514251
ACH-000320,-0.16761589465600002
ACH-000322,0.114639589353
ACH-000323,-0.038121456169099996
ACH-000324,-0.38203101979599996
ACH-000329,-0.107080841736
ACH-000330,0.081653399675
ACH-000331,-0.561804272816
ACH-000332,-0.231749341178
ACH-000334,-0.274123042918
ACH-000335,-0.165372842598
ACH-000336,0.15890473925
ACH-000337,0.073888261645
ACH-000339,-0.227871944796
ACH-000341,-0.010407736076299998
ACH-000348,-0.07260705747889999
ACH-000350,0.08506314107280001
ACH-000352,0.128213666616
ACH-000356,0.0652364189094
ACH-000361,-0.736752821787
ACH-000362,-0.116401491137
ACH-000363,0.033265920539
ACH-000364,-0.207597005009
ACH-000365,-0.17750260978000001
ACH-000366,-0.0861084467753
ACH-000368,-0.0769429235911
ACH-000374,-0.23600010896499998
ACH-000375,-0.10331718654899999
ACH-000376,-0.149897242163
ACH-000381,-0.06116950964290001
ACH-000383,-0.37533206200499997
ACH-000387,-0.09565519211300001
ACH-000389,0.00458514246015
ACH-000390,-0.19427843437
ACH-000393,-0.155739546865
ACH-000395,-0.657860291716
ACH-000397,-0.397899037508
ACH-000401,-0.200268695154
ACH-000402,-0.017759359461599997
ACH-000403,-0.535259645276
ACH-000404,0.210021297065
ACH-000406,0.0231695901175
ACH-000407,-0.36239203603299996
ACH-000408,-0.158496227784
ACH-000410,-0.19455441587900002
ACH-000411,-0.456395321152
ACH-000414,0.041386461576
ACH-000415,-0.0051609121256
ACH-000416,-0.23306274248300002
ACH-000420,-0.501545409011
ACH-000421,0.0202285895412
ACH-000424,0.08652298782260001
ACH-000425,0.103992583574
ACH-000426,-0.110175732596
ACH-000427,-0.39133663311300004
ACH-000433,-0.31263633827599996
ACH-000436,-0.17969167501699998
ACH-000444,-0.0706649282227
ACH-000445,-0.0686183079001
ACH-000448,-0.0159268739206
ACH-000450,-0.051827291546400006
ACH-000452,0.128093400782
ACH-000454,-0.327522596886
ACH-000458,-0.08683024285710002
ACH-000459,-0.324985989439
ACH-000460,-0.576076025287
ACH-000461,0.09956688005219999
ACH-000463,0.0986596448854
ACH-000464,-0.0812637699027
ACH-000466,-0.567695298967
ACH-000467,-0.19815083803300002
ACH-000468,0.00465742152727
ACH-000469,-0.221823378243
ACH-000470,-0.252035256921
ACH-000471,-0.7112417244410001
ACH-000472,0.15164880387
ACH-000473,-0.19826616644099998
ACH-000475,0.00102998466646
ACH-000476,-0.41432938438600003
ACH-000477,-0.213960850108
ACH-000480,0.0424814354717
ACH-000481,-0.09241572952960002
ACH-000483,-0.318758336792
ACH-000484,-0.332057707471
ACH-000485,0.00518743373942
ACH-000486,0.0032811693393599997
ACH-000487,-0.110629536361
ACH-000488,-0.00256693195759
ACH-000490,0.10993177151399999
ACH-000491,0.00015116004222299998
ACH-000495,-0.268133155875
ACH-000496,-0.12854291551
ACH-000499,-0.029354564557599997
ACH-000500,-0.0325852392071
ACH-000502,0.12547798040799998
ACH-000503,-0.0707632301992
ACH-000505,-0.309492703922
ACH-000507,0.0892642544924
ACH-000510,-0.29869163478599997
ACH-000511,-0.278486909362
ACH-000512,-0.041238096041900006
ACH-000516,-0.257643255387
ACH-000517,-0.19935362492
ACH-000518,0.0429270068121
ACH-000520,-0.170210141468
ACH-000521,-0.346504767969
ACH-000522,-0.210171903693
ACH-000524,-0.266141072751
ACH-000527,-0.420194002095
ACH-000528,-0.369174433867
ACH-000537,-0.32735242591999997
ACH-000541,0.0140554897832
ACH-000542,-0.10572374825200001
ACH-000544,0.0213492500358
ACH-000545,-0.0645471923127
ACH-000547,-0.652937747224
ACH-000548,-0.0536653058131
ACH-000549,-0.06812374511199999
ACH-000550,-0.155474791578
ACH-000552,0.110650858316
ACH-000556,-0.0732564570048
ACH-000557,0.18293797705499998
ACH-000570,-0.0610740870632
ACH-000571,0.022546023376
ACH-000573,0.0160273540169
ACH-000576,-0.0013931196266700001
ACH-000580,-0.0530158568139
ACH-000584,-0.0768116641956
ACH-000585,0.060520139614599996
ACH-000588,-0.0779207707294
ACH-000589,0.144065964393
ACH-000591,0.22041527827
ACH-000593,-0.0044410387275699995
ACH-000600,-0.102318824889
ACH-000601,0.0035680564303800003
ACH-000604,-0.0711420926142
ACH-000605,-0.0281251462613
ACH-000606,-0.152659005829
ACH-000608,-0.195612910672
ACH-000614,-0.10013930818399999
ACH-000616,-0.166771647096
ACH-000618,0.0794381689022
ACH-000619,-0.172270260371
ACH-000620,-0.35856312460100004
ACH-000621,-0.120816314707
ACH-000622,-0.0374473714877
ACH-000623,-0.00627681071822
ACH-000624,-0.0389425718316
ACH-000627,-0.198437485413
ACH-000630,-0.404445212432
ACH-000632,-0.196234453589
ACH-000633,-0.126840524042
ACH-000637,-0.106946162893
ACH-000638,0.0340178993147
ACH-000646,-0.135650731824
ACH-000647,0.136427530706
ACH-000648,-0.036465890778699994
ACH-000649,-0.181906581646
ACH-000651,-0.14657937420999997
ACH-000652,-0.184325451929
ACH-000653,-0.0811457303287
ACH-000657,-0.122952665188
ACH-000658,-0.0478453128052
ACH-000661,-0.137151230782
ACH-000662,-0.274111676825
ACH-000663,-0.6188131084130001
ACH-000665,-0.0084159520468
ACH-000671,-0.37828375234399997
ACH-000673,-0.160941304957
ACH-000676,0.0891677757625
ACH-000677,-0.04303278916330001
ACH-000681,-0.0967395536286
ACH-000682,-0.0690011782235
ACH-000683,0.0648740498862
ACH-000684,-0.250424312339
ACH-000688,-0.43428132154
ACH-000693,-0.0217350146857
