,PCDHGB3 (56102)
ACH-000004,-0.16079652673699998
ACH-000007,-0.23436090808
ACH-000009,-0.309004325375
ACH-000011,-0.276217191217
ACH-000012,-0.120243553313
ACH-000013,-0.20468754831799998
ACH-000014,-0.277303336159
ACH-000015,-0.47678549549500004
ACH-000017,-0.100401098257
ACH-000018,-0.0584481088062
ACH-000019,-0.348346197089
ACH-000021,-0.286850547963
ACH-000022,-0.42144535185800003
ACH-000025,0.000432135551824
ACH-000028,-0.17692059027100002
ACH-000030,-0.196813749399
ACH-000035,-0.10893085427799999
ACH-000036,-0.00702316831685
ACH-000037,-0.0182522287566
ACH-000039,-0.404487398288
ACH-000040,-0.19146320447299997
ACH-000041,0.0254042291697
ACH-000042,-0.176918423154
ACH-000045,-0.353730332995
ACH-000047,-0.241769417393
ACH-000052,-0.29471372633000004
ACH-000053,-0.384539612021
ACH-000054,-0.180113498614
ACH-000055,-0.233452275877
ACH-000060,-0.195559877954
ACH-000067,0.0736753899602
ACH-000070,-0.13579757668
ACH-000075,-0.321620759417
ACH-000078,-0.311313352565
ACH-000082,-0.030529535903099998
ACH-000085,-0.226433023865
ACH-000086,0.00038019110648499996
ACH-000087,-0.196217617599
ACH-000092,-0.0638867640833
ACH-000095,-0.152277085156
ACH-000097,-0.269492386955
ACH-000098,-0.285967352192
ACH-000099,-0.281246847362
ACH-000108,-0.07980848744180001
ACH-000113,-0.26936223474599996
ACH-000115,-0.42614051414899995
ACH-000116,-0.202319484481
ACH-000118,-0.0610937354044
ACH-000120,-0.14449935620100002
ACH-000123,-0.37819768890600003
ACH-000127,-0.172419566989
ACH-000128,-0.373197456298
ACH-000132,-0.178747110456
ACH-000133,-0.235066125415
ACH-000137,-0.34564560582599996
ACH-000138,-0.39938692059299996
ACH-000142,-0.212302899296
ACH-000143,-0.23249278659800002
ACH-000146,-0.151627509664
ACH-000148,-0.292253541036
ACH-000150,-0.46590138484399995
ACH-000152,-0.232738487184
ACH-000153,-0.319906077706
ACH-000159,-0.138335976958
ACH-000160,-0.38998928189800003
ACH-000163,0.0040664043567800005
ACH-000167,-0.395242669682
ACH-000168,-0.241674799517
ACH-000169,-0.0978403029199
ACH-000178,-0.301973445682
ACH-000182,-0.19601988811999999
ACH-000183,-0.027118541214900004
ACH-000188,-0.10570076355000001
ACH-000189,-0.196209263902
ACH-000190,-0.654071113979
ACH-000198,-0.162292728459
ACH-000204,0.119021544287
ACH-000206,-0.0485181052618
ACH-000207,-0.381609821145
ACH-000211,-0.290324906106
ACH-000215,-0.128631223963
ACH-000221,-0.439892359991
ACH-000222,-0.19082411306400002
ACH-000223,-0.09782922976880001
ACH-000226,-0.156502265451
ACH-000227,-0.139788357472
ACH-000228,-0.22663966854200002
ACH-000231,-0.11231816205600001
ACH-000232,-0.117214629217
ACH-000233,-0.18787466454500001
ACH-000234,-0.30694059402699997
ACH-000235,-0.25925236368
ACH-000237,-0.162604700168
ACH-000238,-0.246182591324
ACH-000243,-0.24339072880600002
ACH-000244,-0.067393085834
ACH-000246,-0.138672374665
ACH-000248,-0.315018071813
ACH-000250,-0.295606422746
ACH-000251,-0.548139577519
ACH-000253,-0.21706036133
ACH-000255,-0.303788464195
ACH-000256,-0.18200111697000002
ACH-000257,-0.22189804512400002
ACH-000258,-0.18509806098200002
ACH-000259,-0.188852969346
ACH-000260,-0.290046469506
ACH-000261,-0.18143135813
ACH-000262,-0.41282391525
ACH-000263,-0.145573847087
ACH-000264,-0.205181255348
ACH-000265,-0.251906280832
ACH-000266,-0.262653127971
ACH-000272,-0.385747240576
ACH-000273,-0.18076260982
ACH-000274,-0.271795491659
ACH-000277,-0.045757287254
ACH-000278,0.024738187762700002
ACH-000279,-0.31115739821
ACH-000280,-0.221160024279
ACH-000281,-0.23688053837900003
ACH-000288,-0.247144027986
ACH-000291,-0.203098396692
ACH-000293,-0.362751474086
ACH-000294,-0.258508532963
ACH-000295,-0.42625730134000006
ACH-000296,-0.553955410347
ACH-000302,-0.1417384953
ACH-000304,0.021560102780900002
ACH-000307,-0.12040562705600001
ACH-000308,-0.236545875889
ACH-000310,-0.0488821235802
ACH-000311,-0.29198777448
ACH-000312,-0.265418004659
ACH-000315,-0.35161748048
ACH-000316,-0.314434941877
ACH-000317,-0.04787003049480001
ACH-000318,-0.120807633628
ACH-000319,-0.137955340634
ACH-000320,-0.269605199013
ACH-000322,-0.15548598506
ACH-000323,-0.231618487547
ACH-000324,-0.274930886878
ACH-000329,-0.132184372259
ACH-000330,-0.384371742889
ACH-000331,-0.165226231656
ACH-000332,-0.186975363536
ACH-000334,-0.09202754253869999
ACH-000335,-0.356843622168
ACH-000336,0.12019558055099999
ACH-000337,-0.194466317282
ACH-000339,-0.20065640243900001
ACH-000341,-0.0290456905119
ACH-000348,-0.18366230666299999
ACH-000350,-0.318069699408
ACH-000352,-0.144437582749
ACH-000356,-0.0259548143226
ACH-000361,-0.428938707691
ACH-000362,-0.29679128449299996
ACH-000363,-0.0121317110216
ACH-000364,-0.0949406215115
ACH-000365,-0.249330577821
ACH-000366,-0.132224680441
ACH-000368,-0.37024989937799996
ACH-000374,-0.190424274038
ACH-000375,-0.12566765470799998
ACH-000376,-0.280892987082
ACH-000381,-0.36662088892899997
ACH-000383,-0.289456347427
ACH-000387,-0.275678860665
ACH-000389,-0.011298874436
ACH-000390,-0.176461996601
ACH-000393,-0.330893277324
ACH-000395,-0.405521123379
ACH-000397,-0.197442114261
ACH-000401,-0.35062462797300004
ACH-000402,-0.38990609886600003
ACH-000403,-0.127787490971
ACH-000404,-0.153809109025
ACH-000406,-0.18347400531
ACH-000407,-0.147147236973
ACH-000408,-0.22178528476
ACH-000410,-0.0901987867265
ACH-000411,0.009975900504299999
ACH-000414,-0.285478495542
ACH-000415,-0.0006684814628810001
ACH-000416,-0.141566874025
ACH-000420,0.00978782426595
ACH-000421,-0.188381642638
ACH-000424,-0.24855745488800002
ACH-000425,-0.0711141277928
ACH-000426,-0.014036314048099999
ACH-000427,-0.18522721286600002
ACH-000433,-0.0516686875592
ACH-000436,-0.244911268061
ACH-000444,-0.35478820063199995
ACH-000445,-0.071622374732
ACH-000448,-0.0981899835007
ACH-000450,-0.07863831809119999
ACH-000452,-0.28243662388
ACH-000454,-0.257028369035
ACH-000458,-0.334096670159
ACH-000459,-0.22867577143000004
ACH-000460,-0.252683397352
ACH-000461,-0.046417262560400005
ACH-000463,-0.22955181982700001
ACH-000464,-0.30894460104800003
ACH-000466,-0.194772500925
ACH-000467,-0.104947616154
ACH-000468,-0.12459005273700001
ACH-000469,-0.019918901897099998
ACH-000470,-0.28753857307799996
ACH-000471,-0.143826029172
ACH-000472,-0.139258351294
ACH-000473,-0.147417067842
ACH-000475,-0.0886608692822
ACH-000476,-0.20293983944000002
ACH-000477,-0.23548827145399998
ACH-000480,-0.108028589034
ACH-000481,-0.21522333515500003
ACH-000483,0.05339715361069999
ACH-000484,-0.116848361342
ACH-000485,-0.108064544594
ACH-000486,-0.0900594977754
ACH-000487,-0.21343418582899998
ACH-000488,-0.13907697373800001
ACH-000490,-0.20591793799199998
ACH-000491,-0.125570309102
ACH-000495,-0.174811383261
ACH-000496,0.00763096397446
ACH-000499,-0.0625568917629
ACH-000500,-0.17969896194600002
ACH-000502,-0.0340736711547
ACH-000503,-0.034410825094199994
ACH-000505,-0.152953075464
ACH-000507,-0.312926683571
ACH-000510,-0.163631761819
ACH-000511,-0.126730732374
ACH-000512,-0.17121842443399998
ACH-000516,-0.20310090099
ACH-000517,-0.132895041568
ACH-000518,-0.39058866932999997
ACH-000520,-0.213953594932
