,VCP (7415)
ACH-000618,-1.4216137311500001
ACH-000619,-1.76268116504
ACH-000620,-1.85670694615
ACH-000621,-2.00369745254
ACH-000622,-1.7330067248400003
ACH-000623,-1.68499399319
ACH-000624,-1.6775174955599998
ACH-000627,-1.7636991898400003
ACH-000630,-1.67999715896
ACH-000632,-1.86743547627
ACH-000633,-2.0335984108700003
ACH-000637,-1.53485792977
ACH-000638,-1.4354476258500002
ACH-000646,-2.4289942098
ACH-000647,-1.79819101698
ACH-000648,-1.7266773703799998
ACH-000649,-1.77021843695
ACH-000651,-1.8014800838900002
ACH-000652,-1.5992596007100002
ACH-000653,-1.7747719435
ACH-000657,-1.86499492112
ACH-000658,-1.7902232544299999
ACH-000661,-1.73729469574
ACH-000662,-2.04604384613
ACH-000663,-1.5017428345800001
ACH-000665,-1.55870970731
ACH-000671,-1.94745912866
ACH-000673,-1.8112239795700003
ACH-000676,-1.95728025689
ACH-000677,-1.53766421599
ACH-000681,-1.6337640884600002
ACH-000682,-1.8977220149400003
ACH-000683,-1.8709677567200003
ACH-000684,-1.18156859279
ACH-000688,-2.2663708172
ACH-000693,-1.7067347183200001
ACH-000694,-1.8297388195900002
ACH-000695,-1.9147650672599998
ACH-000696,-1.6749280427899997
ACH-000697,-1.7842551352
ACH-000699,-1.7838919520099998
ACH-000701,-2.0615694705500003
ACH-000706,-1.8568608994799998
ACH-000711,-1.77583317385
ACH-000713,-1.54602436635
ACH-000714,-1.86370459251
ACH-000718,-2.1408789760199998
ACH-000720,-1.6655253638799998
ACH-000721,-1.83706534061
ACH-000724,-1.74457736132
ACH-000725,-2.2154522016400002
ACH-000732,-1.48333874188
ACH-000734,-1.94969722087
ACH-000735,-1.65197444236
ACH-000736,-1.90664504349
ACH-000738,-1.88759812477
ACH-000746,-2.12851562421
ACH-000747,-1.6692909594799998
ACH-000748,-1.66641788774
ACH-000753,-1.53777608626
ACH-000756,-1.7580122529900002
ACH-000757,-2.01019255205
ACH-000758,-1.39323536204
ACH-000760,-1.6049341640600001
ACH-000763,-1.8680586543000002
ACH-000764,-1.93167238824
ACH-000765,-1.82343529032
ACH-000766,-1.81919319474
ACH-000767,-1.92212565433
ACH-000768,-1.46321751994
ACH-000769,-1.72987331968
ACH-000770,-1.81749371348
ACH-000771,-1.65062904731
ACH-000773,-1.98966576507
ACH-000776,-1.6045306084900002
ACH-000777,-1.66893246381
ACH-000778,-1.6568870652599998
ACH-000781,-1.8271868456
ACH-000782,-1.89149850197
ACH-000783,-2.16589497053
ACH-000784,-1.5277566672799998
ACH-000785,-2.01007653396
ACH-000787,-1.65476121411
ACH-000788,-1.78283515845
ACH-000791,-1.63881865643
ACH-000792,-1.3742512386599999
ACH-000794,-1.6708225707299997
ACH-000796,-2.05399201571
ACH-000799,-1.6956232542899998
ACH-000800,-1.69983701958
ACH-000802,-1.7246877944
ACH-000804,-1.34737784885
ACH-000805,-2.0215973483900003
ACH-000809,-1.91051935482
ACH-000810,-1.9168512040999999
ACH-000811,-1.82185953627
ACH-000817,-1.70031645671
ACH-000819,-1.8265398621200002
ACH-000820,-1.6259747811
ACH-000821,-1.3131785159799998
ACH-000822,-2.41547011439
ACH-000823,-1.4119879466499998
ACH-000824,-1.7968775219599997
ACH-000827,-1.48413321849
ACH-000829,-1.91218075475
ACH-000831,-1.5454217936
ACH-000832,-1.42619331435
ACH-000833,-2.1256714801
ACH-000834,-1.6946166132700002
ACH-000835,-1.7729847021599998
ACH-000836,-2.0421272317700003
ACH-000837,-1.4939254466299998
ACH-000838,-1.87873885811
ACH-000839,-1.73218281995
ACH-000840,-1.9720990201
ACH-000841,-1.56768892166
ACH-000843,-1.6487155199899999
ACH-000846,-1.8365051433200001
ACH-000847,-1.83084239852
ACH-000848,-1.8483570267200002
ACH-000849,-1.6967663993200002
ACH-000851,-1.56268733177
ACH-000855,-1.64383649623
ACH-000856,-1.52731317945
ACH-000858,-1.79641936509
ACH-000859,-2.0369518865700003
ACH-000861,-1.8419458250099998
ACH-000862,-1.64384023455
ACH-000865,-1.6621722344499998
ACH-000866,-1.6488830431700001
ACH-000867,-1.99121007786
ACH-000869,-2.42194340503
ACH-000872,-1.6176898380000002
ACH-000873,-1.80723260618
ACH-000876,-1.9765389402400002
ACH-000878,-1.4036562122799998
ACH-000880,-2.0339622031099998
ACH-000881,-1.69936377925
ACH-000882,-1.7323672231099998
ACH-000884,-1.7175349188
ACH-000885,-1.6712068142899998
ACH-000887,-1.7203851153299998
ACH-000888,-2.02962482298
ACH-000889,-1.92836429258
ACH-000890,-1.66747036493
ACH-000896,-1.75242926374
ACH-000898,-1.83475061972
ACH-000900,-1.55677906379
ACH-000901,-1.60815801674
ACH-000905,-1.55011413136
ACH-000906,-1.81416074463
ACH-000907,-1.88113164563
ACH-000910,-1.6713277291600002
ACH-000911,-1.7256404139099997
ACH-000912,-1.4709563799
ACH-000913,-1.8325302831599999
ACH-000915,-1.9538445880900002
ACH-000916,-1.38977945405
ACH-000917,-1.8151289242200002
ACH-000921,-1.88342514898
ACH-000924,-1.87061176835
ACH-000926,-2.39653013591
ACH-000928,-2.35352782642
ACH-000929,-1.94545313315
ACH-000932,-1.9719075981599998
ACH-000935,-1.82332441708
ACH-000936,-1.7377337044999999
ACH-000937,-1.8958284679599997
ACH-000938,-1.8860925388099998
ACH-000939,-1.6317992054600001
ACH-000941,-1.9203100340400001
ACH-000943,-1.62775159521
ACH-000946,-1.5858644489200002
ACH-000947,-1.8471931235599999
ACH-000948,-1.4162524631600002
ACH-000950,-1.7490993469599998
ACH-000953,-1.8671815115200001
ACH-000957,-1.60913714628
ACH-000958,-1.70171583386
ACH-000960,-2.06683588475
ACH-000963,-1.85610900411
ACH-000968,-1.69504998213
ACH-000969,-1.5260777435100001
ACH-000973,-1.9091071155400001
ACH-000974,-1.8694249617099998
ACH-000975,-1.8201283800299999
ACH-000976,-1.7268842238900002
ACH-000978,-1.67149789824
ACH-000980,-1.65236318959
ACH-000984,-1.8570687200799998
ACH-000986,-1.63899883474
ACH-000988,-1.63237390954
ACH-000993,-1.7634634009999999
ACH-000994,-1.7865492617400003
ACH-000996,-1.50641487601
ACH-001001,-2.06140069368
ACH-001020,-1.99930342783
ACH-001028,-1.9651531061099998
ACH-001031,-1.6762412031600002
ACH-001038,-1.92691027741
ACH-001048,-1.68139105657
ACH-001050,-1.669100124
ACH-001053,-1.9531083782799998
ACH-001054,-1.9308564894
ACH-001061,-1.61388744444
ACH-001067,-1.83935767188
ACH-001075,-1.6659859231799998
ACH-001096,-1.7717534904099999
ACH-001128,-2.01144961942
ACH-001134,-1.6504429451299998
ACH-001151,-1.83388053255
ACH-001163,-1.7730229771900001
ACH-001164,-2.11438207347
ACH-001173,-1.7509685873400003
ACH-001183,-1.4933350619499999
ACH-001184,-1.7138920734
ACH-001190,-1.7352602484
ACH-001192,-1.5973776488799998
ACH-001193,-1.6849288571399998
ACH-001196,-1.4761320094
ACH-001197,-1.87440697821
ACH-001205,-1.8417476701
ACH-001211,-1.7284944832299998
ACH-001212,-1.8239685355400002
ACH-001228,-1.46676219093
ACH-001232,-1.45425748901
ACH-001239,-2.05045723738
ACH-001274,-1.64632598231
ACH-001275,-1.8450454233900002
ACH-001277,-1.73206107241
ACH-001278,-1.79739175247
ACH-001280,-1.52902807058
ACH-001283,-1.67584402162
ACH-001289,-1.67768070101
ACH-001295,-1.78050908782
ACH-001300,-1.5654991785699999
ACH-001301,-1.59272282988
ACH-001302,-1.7433972198599996
ACH-001303,-1.99187896965
ACH-001306,-1.55713657283
ACH-001318,-1.47490291102
ACH-001322,-1.91089301855
ACH-001328,-1.44850961664
ACH-001332,-1.4880134694100002
ACH-001333,-1.62336355896
ACH-001336,-1.70543363381
ACH-001340,-1.82309150676
ACH-001346,-1.5347014376499999
ACH-001353,-1.9859484171500001
ACH-001354,-1.5555651640000001
ACH-001367,-1.86717287851
ACH-001368,-2.07789015002
ACH-001374,-1.8881817367299998
ACH-001375,-1.8840543212
ACH-001377,-1.90101495847
ACH-001380,-1.67374693364
ACH-001391,-1.93769261628
ACH-001407,-1.98028682449
ACH-001408,-1.4687991532100002
ACH-001413,-1.6656302534
ACH-001430,-2.2225126387
ACH-001431,-1.66727240573
ACH-001450,-1.8813692967299998
ACH-001496,-1.7714553111700002
ACH-001500,-1.5911577739200002
ACH-001521,-1.2059899095200002
ACH-001523,-1.49210306296
ACH-001532,-1.7946254531799999
ACH-001536,-1.96627787968
ACH-001550,-1.9347242015900001
ACH-001552,-1.70388870382
ACH-001554,-1.73659515656
ACH-001645,-1.8016509536400003
ACH-001654,-1.60145212292
ACH-001715,-1.8541618648
ACH-001735,-1.7683016233400002
ACH-001736,-2.0951446854199998
ACH-001737,-1.9598792643
ACH-001740,-1.27737322809
ACH-001745,-1.5966147045399999
ACH-001750,-1.56991374447
ACH-001765,-1.8945239814
ACH-001956,-1.76267873896
ACH-001957,-1.82413960238
