,DDX39B (7919)
ACH-000004,-0.357961941348
ACH-000007,-0.643449821754
ACH-000009,-0.226433251026
ACH-000011,-0.096998869779
ACH-000012,-0.46771145209799997
ACH-000013,-0.873917020731
ACH-000014,-0.0261980346319
ACH-000015,-0.44533186260700003
ACH-000017,-0.529929040346
ACH-000018,-0.861116453839
ACH-000019,-0.516089253236
ACH-000021,-0.435111042706
ACH-000022,-0.473108825494
ACH-000025,-0.16443173616100001
ACH-000028,-0.734584227623
ACH-000030,-0.504034072762
ACH-000035,-0.599436081734
ACH-000036,-0.111533914945
ACH-000037,-0.21819659308800002
ACH-000039,-0.7686400754289999
ACH-000040,-0.04851896696269999
ACH-000041,-0.772557061849
ACH-000042,-0.82439598832
ACH-000045,-0.095964873676
ACH-000047,-0.749151612843
ACH-000052,-0.543096837909
ACH-000053,-0.28838665090599996
ACH-000054,-0.176592347564
ACH-000055,-0.669733972278
ACH-000060,-0.350188694177
ACH-000067,-0.552383917713
ACH-000070,-0.648573441385
ACH-000075,-0.404275589379
ACH-000078,-0.296876806719
ACH-000082,-0.39085905002
ACH-000085,-0.654353338703
ACH-000086,-0.551970242088
ACH-000087,-0.745821273324
ACH-000092,-0.481272367905
ACH-000095,-0.42592040086800004
ACH-000097,-0.809368391542
ACH-000098,-0.0237821507722
ACH-000099,-0.0499121002171
ACH-000108,-0.948140381291
ACH-000113,-0.485538748438
ACH-000115,-0.689448257655
ACH-000116,-0.294754456907
ACH-000118,-0.437261389419
ACH-000120,-0.5477326095
ACH-000123,-0.455042670114
ACH-000127,-0.156417179602
ACH-000128,-0.669438956672
ACH-000132,-0.335453800117
ACH-000133,-0.23937972431899998
ACH-000137,-0.8746719931720001
ACH-000138,-0.432669438979
ACH-000142,-0.7644747583399999
ACH-000143,-0.546877458
ACH-000146,-0.5362383236980001
ACH-000148,-0.313224520951
ACH-000150,-0.309727182622
ACH-000152,-0.752543539422
ACH-000153,-0.9287184154870001
ACH-000159,-0.313182967002
ACH-000160,-0.526444054981
ACH-000163,-0.434918661149
ACH-000167,0.452449973961
ACH-000168,-0.645803661626
ACH-000169,-0.5567973003109999
ACH-000178,-0.8402331359790001
ACH-000182,-0.9295528422429999
ACH-000183,-0.253511401065
ACH-000188,-0.432224512343
ACH-000189,0.10392314125499999
ACH-000190,-1.00720742373
ACH-000198,-0.260007983617
ACH-000204,-0.107789244747
ACH-000206,-0.930034080237
ACH-000207,-0.9680081539830001
ACH-000211,-0.320702522263
ACH-000215,-0.315087879082
ACH-000221,-0.490165519001
ACH-000222,-0.900770537356
ACH-000223,-0.451473782187
ACH-000226,-0.981300732655
ACH-000227,-0.187495053116
ACH-000228,-0.738305663193
ACH-000231,-0.823126573942
ACH-000232,-0.669535308499
ACH-000233,-0.441754583884
ACH-000234,-0.17644393123799998
ACH-000235,-0.8321518286139999
ACH-000237,-0.475062257663
ACH-000238,-0.49164503420500005
ACH-000243,-0.57295603269
ACH-000244,-0.41520962279
ACH-000246,-0.412204915342
ACH-000248,-0.6312606515479999
ACH-000250,-0.656184101481
ACH-000251,-0.0821219420052
ACH-000253,-0.44693022068300003
ACH-000255,-0.631958320145
ACH-000256,-0.247859928216
ACH-000257,-0.8109813327359999
ACH-000258,-0.173753795248
ACH-000259,-0.634169312575
ACH-000260,-0.7108231707800001
ACH-000261,-0.227067212239
ACH-000262,-0.168905100757
ACH-000263,-0.357425429311
ACH-000264,-0.80194200111
ACH-000265,-0.724849424601
ACH-000266,-0.781736708341
ACH-000272,-0.0740142837183
ACH-000273,-0.777997521103
ACH-000274,-0.160373092476
ACH-000277,-0.802605635845
ACH-000278,0.156590749504
ACH-000279,-0.34443714510300005
ACH-000280,-0.768690684071
ACH-000281,-0.462887152055
ACH-000288,0.222672240372
ACH-000291,-0.893026478662
ACH-000293,-0.630742907045
ACH-000294,-0.15988900905099998
ACH-000295,-0.65632730292
ACH-000296,-0.9022411146870001
ACH-000302,-0.502452108191
ACH-000304,-0.531061272981
ACH-000307,-0.81064517486
ACH-000308,-0.44821761691399997
ACH-000310,-0.606014827808
ACH-000311,-0.793842089524
ACH-000312,-0.400878328473
ACH-000315,-0.37461194475000004
ACH-000316,-0.5356355822659999
ACH-000317,-0.283666246723
ACH-000318,-0.534225266026
ACH-000319,-0.49710403072899995
ACH-000320,-0.8598913133310001
ACH-000322,-0.7078335590270001
ACH-000323,-0.47543680454
ACH-000324,-0.669621914713
ACH-000329,-0.323287013364
ACH-000330,-0.591041066592
ACH-000331,-0.731702209348
ACH-000332,-0.22081493235999997
ACH-000334,-0.41278889365000004
ACH-000335,-0.711724130984
ACH-000336,-0.6761481446500001
ACH-000337,-0.7138565377399999
ACH-000339,-0.460838753518
ACH-000341,-0.232333543567
ACH-000348,-0.396954501061
ACH-000350,-0.812860599803
ACH-000352,-0.43354088605700003
ACH-000356,-0.720306101566
ACH-000361,-0.8645381904200001
ACH-000362,-0.07028483632410001
ACH-000363,-0.154974525251
ACH-000364,-0.46020902881399994
ACH-000365,0.045516190353300005
ACH-000366,-0.09024993904470001
ACH-000368,-0.0345282919158
ACH-000374,-0.8416136858740001
ACH-000375,-0.634001802421
ACH-000376,-0.17842393024099998
ACH-000381,-0.607998140091
ACH-000383,-0.629201688258
ACH-000387,-1.0893914163299998
ACH-000389,-0.256040354442
ACH-000390,-0.43851581622100005
ACH-000393,-0.629445248883
ACH-000395,-0.30070155124000003
ACH-000397,-0.347624184158
ACH-000401,-0.655414643578
ACH-000402,0.0107426300882
ACH-000403,-0.283981123666
ACH-000404,-0.398578143759
ACH-000406,-0.319272555889
ACH-000407,-0.560100451615
ACH-000408,-0.49631254690899995
ACH-000410,-0.394355821748
ACH-000411,-0.36899383035800004
ACH-000414,-0.751971945629
ACH-000415,-0.324592764326
ACH-000416,-0.14430671680999999
ACH-000420,-0.357363572165
ACH-000421,-0.26012408915199997
ACH-000424,-0.610318561829
ACH-000425,-0.0687572400998
ACH-000426,-0.327566445991
ACH-000427,-0.5526233215999999
ACH-000433,-0.180522318912
ACH-000436,-0.321246674096
ACH-000444,-0.95658191376
ACH-000445,-0.21928616893800001
ACH-000448,-0.290659849586
ACH-000450,-0.5611592496769999
ACH-000452,-0.749140176329
ACH-000454,-0.102412544123
ACH-000458,-0.6802585871529999
ACH-000459,-0.315660601235
ACH-000460,-0.716569242574
ACH-000461,-0.718388475676
ACH-000463,-0.426945842938
ACH-000464,-0.477712857967
ACH-000466,-0.447440800597
ACH-000467,-0.816953335838
ACH-000468,-0.7265223605779999
ACH-000469,-0.417730484057
ACH-000470,-0.799647618776
ACH-000471,-0.633658649671
ACH-000472,-0.43916686958800005
ACH-000473,-0.6586841819389999
ACH-000475,-1.07591516381
ACH-000476,-0.306019464002
ACH-000477,-0.597070325743
ACH-000480,-0.7080155129729999
ACH-000481,-0.619966027578
ACH-000483,-0.753292104735
ACH-000484,-0.25299247209000003
ACH-000485,-1.2392232322
ACH-000486,-0.366627475462
ACH-000487,-0.539825410176
ACH-000488,-0.513146266036
ACH-000490,-0.9452828731499999
ACH-000491,-0.44837904124600003
ACH-000495,-0.17660212165999997
ACH-000496,-0.38694665331999994
ACH-000499,-0.566759381978
ACH-000500,0.00939520052849
ACH-000502,-0.201079006294
ACH-000503,-0.09485776389219999
ACH-000505,-0.38694677802199995
ACH-000507,-0.605787004923
ACH-000510,-0.133864918957
ACH-000511,-0.654787794863
ACH-000512,-0.41152048159800003
ACH-000516,-0.434097019554
ACH-000517,-0.0789183269096
ACH-000518,-0.260468259933
ACH-000520,-0.36253223113000005
ACH-000521,-0.404130385469
ACH-000522,-0.5326162195549999
ACH-000524,-0.979767344385
ACH-000527,-0.09161182400949999
ACH-000528,-0.630999865303
ACH-000537,-0.17292704558400002
ACH-000541,-0.0769379159373
ACH-000542,-0.726550476843
ACH-000544,-0.588217409071
ACH-000545,-0.65638784802
ACH-000547,-0.143393635457
ACH-000548,-0.251465338845
ACH-000549,-0.749850144943
ACH-000550,-0.26279350149999997
ACH-000552,-0.580330766548
ACH-000556,-0.989547480196
ACH-000557,-0.38104746933399997
ACH-000570,-0.16517723025800002
ACH-000571,-0.7628974320649999
ACH-000573,-0.662409113845
ACH-000576,-0.213385698937
ACH-000580,-0.423465729476
ACH-000584,-0.651980155427
ACH-000585,-0.49768633118
ACH-000588,-0.603601828949
