,CYR61 (3491)
ACH-000004,-0.356227591216
ACH-000007,0.0932767896211
ACH-000009,0.13802240043800001
ACH-000011,-0.139168411617
ACH-000012,-0.0495105769251
ACH-000013,-0.031231795852900004
ACH-000014,-0.135544994222
ACH-000015,0.0410794555581
ACH-000017,-0.0737148806096
ACH-000018,-0.000314430417172
ACH-000019,0.244293644958
ACH-000021,0.054484063572500005
ACH-000022,0.08731263337439998
ACH-000025,-0.347097747339
ACH-000028,0.13153060415999998
ACH-000030,0.0210975017195
ACH-000035,-0.0757873711955
ACH-000036,0.0014703430793699998
ACH-000037,0.100125467989
ACH-000039,0.130238170819
ACH-000040,0.124526438178
ACH-000041,-0.055665778349
ACH-000042,0.09732047817289999
ACH-000045,-0.12161631397500001
ACH-000047,0.08675251305469998
ACH-000052,0.22112513328000002
ACH-000053,0.08244376794689999
ACH-000054,0.0478649230563
ACH-000055,0.136631751335
ACH-000060,0.00019437753579199999
ACH-000067,-0.144720713022
ACH-000070,0.208337230694
ACH-000075,0.0712311440034
ACH-000078,0.00673685814289
ACH-000082,0.0614479421944
ACH-000085,0.338258291597
ACH-000086,-0.157321913699
ACH-000087,0.0411370833565
ACH-000092,-0.00796260773322
ACH-000095,-0.029937874523
ACH-000097,-0.0207928875253
ACH-000098,-0.0003750180564
ACH-000099,-9.06968961664e-06
ACH-000108,0.152093480369
ACH-000113,0.00654915634121
ACH-000115,0.24316163378000002
ACH-000116,-0.014944574376
ACH-000118,-0.0678201824269
ACH-000120,-0.015352043825
ACH-000123,0.0508465038121
ACH-000127,0.051931015632600004
ACH-000128,-0.0300523286442
ACH-000132,-0.0343146626147
ACH-000133,-0.17348510425799998
ACH-000137,-0.0811242965412
ACH-000138,0.0840663366301
ACH-000142,0.0311381483137
ACH-000143,0.0597072540834
ACH-000146,-0.030923081178900004
ACH-000148,-0.037528750336800004
ACH-000150,0.0386567838588
ACH-000152,0.0668150898103
ACH-000153,-0.03787321851580001
ACH-000159,-0.121584577866
ACH-000160,0.03934232798119999
ACH-000163,0.0292434896233
ACH-000167,0.035015078757599995
ACH-000168,0.127831385209
ACH-000169,0.0353063405254
ACH-000178,0.07167488072339999
ACH-000182,0.0507108328
ACH-000183,-0.043458295651400004
ACH-000188,0.0813224800641
ACH-000189,-0.0581050933379
ACH-000190,-0.282932543329
ACH-000198,0.00263707973243
ACH-000204,0.025569035474600002
ACH-000206,0.10800286013900001
ACH-000207,-0.08508362543260001
ACH-000211,0.0318117743382
ACH-000215,-0.0553187423684
ACH-000221,0.048570182240199995
ACH-000222,0.10339871382000002
ACH-000223,0.0339145113005
ACH-000226,-0.0695961462573
ACH-000227,-0.0527147316266
ACH-000228,0.159758278932
ACH-000231,0.059820303608999995
ACH-000232,-0.08226140191310001
ACH-000233,0.09910135434910002
ACH-000234,0.180015921177
ACH-000235,0.048696398139300004
ACH-000237,0.027921842155499997
ACH-000238,0.0544873476954
ACH-000243,0.0100905856803
ACH-000244,-0.18912783674000003
ACH-000246,0.00997283918448
ACH-000248,-0.08597484578299999
ACH-000250,-0.00620035953755
ACH-000251,-0.37587832488899997
ACH-000253,0.165202178664
ACH-000255,0.0951829621342
ACH-000256,-0.107211236587
ACH-000257,-0.11153036361400001
ACH-000258,-0.048493582641
ACH-000259,0.178745115983
ACH-000260,0.0429784158746
ACH-000261,-0.031222734173599997
ACH-000262,-0.12506360903799998
ACH-000263,0.0600783757241
ACH-000264,0.08922068421330001
ACH-000265,-0.0670330960494
ACH-000266,0.0547682757753
ACH-000272,-0.021817126718000002
ACH-000273,-0.07536857679539999
ACH-000274,0.123965193854
ACH-000277,0.0769841242955
ACH-000278,-0.028194910646700003
ACH-000279,-0.0754947675199
ACH-000280,0.169996582954
ACH-000281,0.205432617043
ACH-000288,-0.054781280130699994
ACH-000291,0.158751043837
ACH-000293,0.235669178576
ACH-000294,-0.309542250195
ACH-000295,0.0882433031257
ACH-000296,0.07527058502339999
ACH-000302,-0.0245389075362
ACH-000304,-0.24696842371599997
ACH-000307,-0.00446396546609
ACH-000308,0.06661908545919999
ACH-000310,-0.284292131617
ACH-000311,0.011577237573799998
ACH-000312,0.038135195786800004
ACH-000315,-0.042886769612
ACH-000316,-0.139960218861
ACH-000317,0.0682048979228
ACH-000318,-0.0935805350838
ACH-000319,-0.0631729631953
ACH-000320,-0.126031850978
ACH-000322,-0.09977211266489999
ACH-000323,-0.233298526567
ACH-000324,0.13603223938
ACH-000329,-0.00920949953518
ACH-000330,0.00922188614672
ACH-000331,0.0333953251158
ACH-000332,-0.0165213518425
ACH-000334,-0.0652492999275
ACH-000335,-0.0551353553768
ACH-000336,-0.0107840604443
ACH-000337,-0.106614784154
ACH-000339,-0.055286615760000005
ACH-000341,0.07196673272760001
ACH-000348,-0.0017875514633800002
ACH-000350,0.10919350842900001
ACH-000352,0.008705207220559999
ACH-000356,-0.077571757732
ACH-000361,-0.135196854463
ACH-000362,0.049427317041800006
ACH-000363,0.207351887437
ACH-000364,-0.05066347840890001
ACH-000365,0.019515005125299998
ACH-000366,0.009925153554440002
ACH-000368,-0.00491542038438
ACH-000374,-0.0183869981547
ACH-000375,0.170186293622
ACH-000376,-0.0341490601107
ACH-000381,-0.11236153601900001
ACH-000383,-0.0546824167505
ACH-000387,-0.00245760009391
ACH-000389,-0.036106465776
ACH-000390,-0.00505820684772
ACH-000393,-0.0535665239444
ACH-000395,-0.149799788625
ACH-000397,0.00685520006673
ACH-000401,0.0951092724873
ACH-000402,-0.119161984912
ACH-000403,0.0325044519843
ACH-000404,0.10012793585100001
ACH-000406,0.075310129834
ACH-000407,-0.212697168658
ACH-000408,-0.32638397748799997
ACH-000410,-0.19674620811500002
ACH-000411,-0.152059237349
ACH-000414,0.059530528532099995
ACH-000415,-0.0596263658144
ACH-000416,0.179050940561
ACH-000420,0.0855014112032
