,LAYN (143903)
ACH-000004,-0.135887980557
ACH-000007,-0.029564545104099997
ACH-000009,-0.041134670894400004
ACH-000011,-0.0513269466266
ACH-000012,-0.056259866148499996
ACH-000013,-0.0800179757857
ACH-000014,-0.0148402131966
ACH-000015,0.030692999460999997
ACH-000017,-0.16399250101600002
ACH-000018,-0.250667542752
ACH-000019,0.323882266283
ACH-000021,0.021019117505
ACH-000022,-0.0666736830033
ACH-000025,0.20468311222899999
ACH-000028,-0.0553943782854
ACH-000030,0.0357361825831
ACH-000035,0.0708738923222
ACH-000036,-0.039850112976
ACH-000037,0.0133788680898
ACH-000039,0.0758963103267
ACH-000040,-0.276514455353
ACH-000041,0.0987673842757
ACH-000042,-0.0545089168167
ACH-000045,0.0188133682294
ACH-000047,-0.10453466751700001
ACH-000052,0.10575692989299999
ACH-000053,-0.0625161175956
ACH-000054,-0.0891438915335
ACH-000055,-0.0126607885657
ACH-000060,-0.0321884382497
ACH-000067,0.303520260278
ACH-000070,-0.110083297957
ACH-000075,0.0810269249472
ACH-000078,-0.08491517693949999
ACH-000082,-0.129962629784
ACH-000085,0.054225279151800004
ACH-000086,0.05345865308349999
ACH-000087,-0.0032677372166599996
ACH-000092,-0.0443094635988
ACH-000095,-0.0684995355387
ACH-000097,0.0342350664711
ACH-000098,0.0696677910165
ACH-000099,-0.10176402764699999
ACH-000108,0.0307001088762
ACH-000113,0.020099936145099997
ACH-000115,-0.158599142546
ACH-000116,-0.0501378684657
ACH-000118,-0.0841871040188
ACH-000120,-0.0228289108255
ACH-000123,-0.0068918508927400006
ACH-000127,-0.00430976369075
ACH-000128,-0.0130884067857
ACH-000132,-0.193869418372
ACH-000133,-0.021085921911299998
ACH-000137,0.137131791445
ACH-000138,-0.156854108806
ACH-000142,-0.113051759977
ACH-000143,-0.125137117667
ACH-000146,0.00753476826208
ACH-000148,-0.0104932217294
ACH-000150,-0.098017104152
ACH-000152,-0.0615704932056
ACH-000153,0.0349510360704
ACH-000159,-0.05325258730830001
ACH-000160,0.029538077789500003
ACH-000163,-0.194485621006
ACH-000167,0.0027714964280600002
ACH-000168,0.00614619401357
ACH-000169,-0.007772434383779999
ACH-000178,-0.0743506265992
ACH-000182,-0.11072511370799999
ACH-000183,-0.241867154903
ACH-000188,0.0439047316486
ACH-000189,0.0218308924181
ACH-000190,0.0719498097867
ACH-000198,0.013517433541099999
ACH-000204,-0.19824117627300003
ACH-000206,0.161119528529
ACH-000207,0.13211828860400002
ACH-000211,-0.0342516506812
ACH-000215,-0.046610060647999996
ACH-000221,0.0156538721692
ACH-000222,-0.0380251141273
ACH-000223,-0.148067737907
ACH-000226,-0.117423440667
ACH-000227,-0.0800834377168
ACH-000228,0.0167537713418
ACH-000231,0.09031940312650001
ACH-000232,0.09997036195180001
ACH-000233,-0.13634958957
ACH-000234,0.197064421559
ACH-000235,0.0628179298614
ACH-000237,-0.21222060154199998
ACH-000238,0.170588282699
ACH-000243,-0.0141672727219
ACH-000244,-0.10802890489499999
ACH-000246,-0.20511770238
ACH-000248,-0.00219925955241
ACH-000250,-0.0890988237146
ACH-000251,-0.231726585583
ACH-000253,-0.061071896435500005
ACH-000255,-0.04879964364350001
ACH-000256,-0.255000199053
ACH-000257,0.0307694775244
ACH-000258,0.00419045552017
ACH-000259,-0.06428204170520001
ACH-000260,-0.0821385373388
ACH-000261,0.0161842783225
ACH-000262,0.04381705966319999
ACH-000263,-0.0336006744569
ACH-000264,-0.015984632185
ACH-000265,0.0369040908344
ACH-000266,-0.09483121065160001
ACH-000272,0.023567363809500003
ACH-000273,-0.107572464323
ACH-000274,-0.09850429210000002
ACH-000277,-0.22046826276599998
ACH-000278,-0.186302723202
ACH-000279,-0.041144600274099996
ACH-000280,-0.08856167725510002
ACH-000281,-0.10179518685799999
ACH-000288,0.0344606642341
ACH-000291,-0.0770360038653
ACH-000293,-0.015620198035899998
ACH-000294,-0.110538753687
ACH-000295,-0.04628744173740001
ACH-000296,0.029585374568699998
ACH-000302,0.0444271856048
ACH-000304,-0.0353450422172
ACH-000307,0.019319837612999997
ACH-000308,-0.116261092843
ACH-000310,-0.0632401729944
ACH-000311,-0.17473526400699999
ACH-000312,-0.0975372232203
ACH-000315,-0.506698317155
ACH-000316,0.274326370359
ACH-000317,-0.180034895933
ACH-000318,-0.04079588099130001
ACH-000319,-0.21116550525400002
ACH-000320,-0.0145406892753
ACH-000322,-0.0016162553406900001
ACH-000323,-0.0544691543676
ACH-000324,-0.0755807156425
ACH-000329,0.022467614996099998
ACH-000330,-0.20489269849
ACH-000331,0.129712271948
ACH-000332,-0.0928298833898
ACH-000334,-0.350256369585
ACH-000335,0.271235797621
ACH-000336,0.0744987784942
ACH-000337,-0.143016168099
ACH-000339,0.0705754236854
ACH-000341,0.182302104271
ACH-000348,-0.0613908402975
ACH-000350,0.0144251055375
ACH-000352,-0.110331557046
ACH-000356,0.22934876298300003
ACH-000361,-0.0565399806728
ACH-000362,-0.0187531036705
ACH-000363,-0.18464008804999998
ACH-000364,-0.10506658827299999
ACH-000365,-0.0406451202539
ACH-000366,-0.10227827339500001
ACH-000368,-0.120026037784
ACH-000374,-0.17792880739599998
ACH-000375,-0.054025152488
ACH-000376,-0.07717020064939999
ACH-000381,-0.07935080653530001
ACH-000383,0.020975881157499997
ACH-000387,0.09202250906670001
ACH-000389,-0.20784312717700001
ACH-000390,0.0261057130514
ACH-000393,-0.043862619612099994
ACH-000395,0.24741006587900002
ACH-000397,-0.09603697535589999
ACH-000401,0.0474469045304
ACH-000402,-0.047494840963500005
ACH-000403,0.0339453235173
ACH-000404,0.0023082877524000004
ACH-000406,-0.057767360347999994
ACH-000407,-0.0508561388863
ACH-000408,-0.23563334376400003
ACH-000410,-0.047655058687800005
ACH-000411,-0.268796174136
ACH-000414,-0.0617708964941
ACH-000415,0.0250549834338
ACH-000416,-0.0962597909089
ACH-000420,-0.21056372861900002
ACH-000421,-0.0344037477324
ACH-000424,0.12618945886299998
ACH-000425,-0.0990038767368
ACH-000426,-0.20028300328899998
ACH-000427,-0.251495988856
ACH-000433,-0.14467570111
ACH-000436,-0.07618088776939999
ACH-000444,0.130392737766
ACH-000445,-0.032925257735099994
ACH-000448,-0.06566804992530001
ACH-000450,0.138843905439
ACH-000452,-0.013498123340200003
ACH-000454,0.20793087864100002
ACH-000458,0.0772988372387
ACH-000459,-0.265178354288
ACH-000460,0.0779824273091
ACH-000461,-0.025950453673799997
ACH-000463,-0.127647575374
ACH-000464,-0.273011036467
ACH-000466,-0.042911170115700004
ACH-000467,-0.0238560757584
ACH-000468,0.0221884408242
ACH-000469,-0.0379835192217
ACH-000470,0.0604034983808
ACH-000471,-0.0197006033117
ACH-000472,0.050444484578800006
ACH-000473,-0.131111914612
ACH-000475,-0.0271296135028
ACH-000476,-0.0684312709991
ACH-000477,-0.0743948342375
ACH-000480,-0.0929622761189
ACH-000481,0.08035809333819999
ACH-000483,-0.009899248502419999
ACH-000484,-0.335385624811
ACH-000485,0.0593382526364
ACH-000486,-0.12241189130100001
ACH-000487,-0.0238580937814
ACH-000488,0.008773509333829999
ACH-000490,-0.0108097681075
ACH-000491,-0.0832153391551
ACH-000495,-0.216559535754
ACH-000496,0.0667464193986
ACH-000499,-0.0630899638329
ACH-000500,-0.130018905414
ACH-000502,-0.00434060074584
ACH-000503,0.106355122778
ACH-000505,0.0331275512885
ACH-000507,0.13888179258400002
ACH-000510,-0.10048884014699999
ACH-000511,0.0420818733274
ACH-000512,0.061294953933300006
ACH-000516,-0.0791940451638
ACH-000517,-0.022595776899700003
