,FIZ1 (84922)
ACH-000004,0.015350127037700001
ACH-000007,0.04788433810190001
ACH-000009,-0.0484281968165
ACH-000011,0.110945917192
ACH-000012,-0.17561472992199997
ACH-000013,-0.0739653302165
ACH-000014,-0.075227246487
ACH-000015,-0.19526381944
ACH-000017,0.059510458770900006
ACH-000018,0.0454145456014
ACH-000019,-0.23828459439
ACH-000021,-0.0644272438481
ACH-000022,-0.19984151802
ACH-000025,-0.327025626916
ACH-000028,0.0646660441187
ACH-000030,-0.35590105302
ACH-000035,-0.233097793986
ACH-000036,-0.318656571286
ACH-000037,-0.0893815719162
ACH-000039,0.190464926413
ACH-000040,0.0651570230849
ACH-000041,-0.21173821579
ACH-000042,0.148797821444
ACH-000045,-0.0443397603402
ACH-000047,-0.23572221477699998
ACH-000052,-0.323575521995
ACH-000053,-0.040887212816199996
ACH-000054,0.07392314014700001
ACH-000055,-0.36236183163900004
ACH-000060,-0.123008122525
ACH-000067,-0.185156033853
ACH-000070,-0.257303460542
ACH-000075,-0.533716589989
ACH-000078,-0.07257097805089999
ACH-000082,0.00011574752985799999
ACH-000085,-0.127921359959
ACH-000086,0.049356304635100004
ACH-000087,-0.222419725446
ACH-000092,-0.12482451632899999
ACH-000095,-0.16072941155
ACH-000097,0.0339688971331
ACH-000098,-0.377168045063
ACH-000099,-0.0392433978323
ACH-000108,-0.262933100491
ACH-000113,-0.149224895917
ACH-000115,-0.292966467547
ACH-000116,-0.0390050401811
ACH-000118,0.116331548768
ACH-000120,-0.0745452694534
ACH-000123,-5.08811397474e-05
ACH-000127,-0.0912161820634
ACH-000128,-0.24085353171
ACH-000132,0.0701232896387
ACH-000133,-0.312267566387
ACH-000137,-0.184790568295
ACH-000138,-0.12335303285299999
ACH-000142,-0.10611853889799999
ACH-000143,-0.165628218306
ACH-000146,0.102858156747
ACH-000148,-0.0321720104571
ACH-000150,0.0237393299068
ACH-000152,-0.306226328616
ACH-000153,-0.383668826184
ACH-000159,-0.159245268063
ACH-000160,0.0404232939249
ACH-000163,-0.08693722601250001
ACH-000167,-0.09900862456739999
ACH-000168,-0.202201544882
ACH-000169,0.00017426771457599996
ACH-000178,-0.246562339313
ACH-000182,-0.0489333130748
ACH-000183,0.0927422929275
ACH-000188,-0.103287972367
ACH-000189,0.44506469752899996
ACH-000190,-0.639517432723
ACH-000198,-0.104122977842
ACH-000204,0.0499585595567
ACH-000206,-0.274941816525
ACH-000207,-0.264007393029
ACH-000211,-0.07133003419919999
ACH-000215,-0.306966331706
ACH-000221,-0.138451823255
ACH-000222,-0.154400559253
ACH-000223,-0.0527165710477
ACH-000226,-0.08533090899420001
ACH-000227,-0.27824357981
ACH-000228,0.153993728942
ACH-000231,-0.19811068738499998
ACH-000232,-0.20821937770799998
ACH-000233,-0.236897460231
ACH-000234,-0.267429058832
ACH-000235,-0.106675905162
ACH-000237,-0.115120081826
ACH-000238,-0.12288535167400001
ACH-000243,-0.0647908302893
ACH-000244,-0.411903212865
ACH-000246,-0.210613029757
ACH-000248,0.09717641360030001
ACH-000250,-0.3108930725
ACH-000251,-0.03854206327180001
ACH-000253,-0.392938577836
ACH-000255,-0.161170051298
ACH-000256,-0.368519813476
ACH-000257,-0.19317892061900002
ACH-000258,-0.168649955293
ACH-000259,0.00418365669546
ACH-000260,-0.015437099481299999
ACH-000261,-0.257412240295
ACH-000262,-0.0726587960032
ACH-000263,-0.292897521993
ACH-000264,-0.267959967868
ACH-000265,-0.0567197825807
ACH-000266,-0.0997152437228
ACH-000272,-0.23494577729899999
ACH-000273,-0.270216763745
ACH-000274,-0.120280106743
ACH-000277,-0.00534612024329
ACH-000278,0.0760117071858
ACH-000279,-0.011908532351599999
ACH-000280,0.007611019344479999
ACH-000281,-0.039058042850300005
