,LSMEM1 (286006)
ACH-000004,0.026171721038900003
ACH-000007,-0.111357962972
ACH-000009,0.00119525843264
ACH-000011,-0.08386606177469999
ACH-000012,0.0637567252864
ACH-000013,0.08788484475819999
ACH-000014,-0.262658035233
ACH-000015,0.0525197148533
ACH-000017,-0.043839769289600004
ACH-000018,0.036973161787099994
ACH-000019,-0.0121244267922
ACH-000021,-0.184396761162
ACH-000022,-0.00495057108977
ACH-000025,-0.20655738816
ACH-000028,-0.0413618279283
ACH-000030,-0.00344040591119
ACH-000035,0.127935025976
ACH-000036,-0.118463893168
ACH-000037,-0.304265611564
ACH-000039,0.044405072816
ACH-000040,0.028697519759
ACH-000041,-0.0130629171887
ACH-000042,-0.0051523194391299995
ACH-000045,0.232177852145
ACH-000047,-0.15782641528400002
ACH-000052,0.177380528207
ACH-000053,0.0506129433359
ACH-000054,-0.0475761395969
ACH-000055,-0.121145917607
ACH-000060,0.0532154929163
ACH-000067,-0.24848647433499998
ACH-000070,-0.0316021573569
ACH-000075,0.0867566352007
ACH-000078,-0.15485838622
ACH-000082,-0.18241283177
ACH-000085,-0.195238464192
ACH-000086,-0.0104579356461
ACH-000087,-0.004219584732
ACH-000092,0.102201382631
ACH-000095,-0.0106308366396
ACH-000097,-0.0878311172779
ACH-000098,-0.0226739278909
ACH-000099,-0.100205980242
ACH-000108,0.0531592172375
ACH-000113,0.0428554457178
ACH-000115,0.248365234408
ACH-000116,0.0127923474429
ACH-000118,-0.0983116613528
ACH-000120,-0.0617403983269
ACH-000123,-0.144331346226
ACH-000127,-0.0100727311032
ACH-000128,-0.152721768867
ACH-000132,0.072006285772
ACH-000133,0.10127916931700001
ACH-000137,0.051140145092
ACH-000138,-0.029057930841299998
ACH-000142,0.00710884186779
ACH-000143,-0.0469276275795
ACH-000146,0.06993364568919999
ACH-000148,0.0888968475002
ACH-000150,0.103981077097
ACH-000152,-0.0054446800683500005
ACH-000153,-0.117426915593
ACH-000159,-0.215192778298
ACH-000160,0.09065563756060001
ACH-000163,-0.0554281521947
ACH-000167,0.428099446714
ACH-000168,0.182489185979
ACH-000169,0.21933976840999997
ACH-000178,0.064057136904
ACH-000182,0.0197982623967
ACH-000183,0.09500676993030001
ACH-000188,0.06982918358739999
ACH-000189,-0.025779432777800003
ACH-000190,-0.248770585308
ACH-000198,-0.0355597517548
ACH-000204,-0.146965770137
ACH-000206,0.37164913635499996
ACH-000207,0.20127846945099997
ACH-000211,-0.0829919529859
