,PDCD11 (22984)
ACH-000004,-1.24227416285
ACH-000007,-1.7474760261400002
ACH-000009,-1.3426808625100002
ACH-000011,-1.1644749874200002
ACH-000012,-1.3895772211700002
ACH-000013,-1.26171632741
ACH-000014,-1.21885220475
ACH-000015,-1.31504748311
ACH-000017,-1.3326631470499999
ACH-000018,-1.27988235749
ACH-000019,-1.14298155465
ACH-000021,-1.32361466525
ACH-000022,-0.9907129103219999
ACH-000025,-1.4926521349200002
ACH-000028,-1.37719209958
ACH-000030,-1.64639721611
ACH-000035,-1.38251358221
ACH-000036,-1.3267949685
ACH-000037,-1.79682904909
ACH-000039,-1.37343698449
ACH-000040,-1.4410329291600001
ACH-000041,-1.52852771541
ACH-000042,-1.3896824457299999
ACH-000045,-1.42625654057
ACH-000047,-1.17444648731
ACH-000052,-1.10279354268
ACH-000053,-1.56948055216
ACH-000054,-1.25808089545
ACH-000055,-1.5282099588299998
ACH-000060,-1.40724362346
ACH-000067,-1.3002510227600002
ACH-000070,-1.25162454529
ACH-000075,-1.3756391829799999
ACH-000078,-1.72438141148
ACH-000082,-1.55814349223
ACH-000085,-1.36696182821
ACH-000086,-1.4221264956900002
ACH-000087,-1.32464300871
ACH-000092,-1.2538695288700001
ACH-000095,-1.4299772122999999
ACH-000097,-1.37913804483
ACH-000098,-1.40776046812
ACH-000099,-1.24165516782
ACH-000108,-1.22814789925
ACH-000113,-1.43543131332
ACH-000115,-0.924574376636
ACH-000116,-1.4581478829899999
ACH-000118,-1.5623980675600002
ACH-000120,-1.1611980189700002
ACH-000123,-1.48130005042
ACH-000127,-1.3307829027299998
ACH-000128,-1.18685173515
ACH-000132,-1.33973673426
ACH-000133,-1.50959550772
ACH-000137,-1.34152984239
ACH-000138,-1.2835040655399998
ACH-000142,-1.6254997099000001
ACH-000143,-1.13895045511
ACH-000146,-1.48695662457
ACH-000148,-1.3314791426
ACH-000150,-1.42878216329
ACH-000152,-1.33970112042
ACH-000153,-1.5032791601
ACH-000159,-1.3184233428
ACH-000160,-1.6188039240399998
ACH-000163,-1.55007219114
ACH-000167,-1.49681024692
ACH-000168,-1.24783545713
ACH-000169,-1.27248840377
ACH-000178,-1.2772635237999999
ACH-000182,-1.24007864171
ACH-000183,-1.09283015112
ACH-000188,-1.54732943505
ACH-000189,-1.69274247831
ACH-000190,-1.45009949129
ACH-000198,-1.26707863771
ACH-000204,-1.0549516571700002
ACH-000206,-1.03393948285
ACH-000207,-1.32485265515
ACH-000211,-1.10533599784
ACH-000215,-1.41644209343
ACH-000221,-0.962100355371
ACH-000222,-1.48944633761
ACH-000223,-1.40326609713
ACH-000226,-1.19705174065
ACH-000227,-1.30696180679
ACH-000228,-1.23429323827
ACH-000231,-1.26628800267
ACH-000232,-1.3339663402200002
