,MICB (4277)
ACH-000004,-0.326188652238
ACH-000007,-0.257453058606
ACH-000009,-0.35598379413099995
ACH-000011,-0.280961891633
ACH-000012,-0.233999559677
ACH-000013,-0.37210357639200003
ACH-000014,-0.294717825642
ACH-000015,-0.15727713852800002
ACH-000017,-0.269280795755
ACH-000018,-0.147356978551
ACH-000019,-0.0965855023749
ACH-000021,-0.394313075694
ACH-000022,-0.17535327440600001
ACH-000025,-0.270836926396
ACH-000028,-0.21653605589400002
ACH-000030,-0.230637336507
ACH-000035,-0.0374802839744
ACH-000036,-0.156121492992
ACH-000037,-0.39713976529899997
ACH-000039,-0.406400166718
ACH-000040,-0.34895038761
ACH-000041,-0.158721229544
ACH-000042,-0.228622789401
ACH-000045,-0.405758496433
ACH-000047,-0.22577134964899997
ACH-000052,-0.352575327798
ACH-000053,-0.408410129544
ACH-000054,-0.40195951447800005
ACH-000055,-0.306619969451
ACH-000060,-0.43363673131
ACH-000067,-0.65788706217
ACH-000070,0.0100518786776
ACH-000075,-0.148245203248
ACH-000078,-0.30019585721000003
ACH-000082,-0.377082900311
ACH-000085,-0.36699417460100003
ACH-000086,-0.334104421325
ACH-000087,-0.430370379617
ACH-000092,-0.39669622541
ACH-000095,-0.443297504136
ACH-000097,-0.191740538631
ACH-000098,-0.258445301287
ACH-000099,-0.11045378807600001
ACH-000108,-0.541962502745
ACH-000113,-0.41225144207900005
ACH-000115,-0.327008599658
ACH-000116,-0.297072347534
ACH-000118,-0.196186182838
ACH-000120,-0.221553540622
ACH-000123,-0.211079173829
ACH-000127,-0.403709818643
ACH-000128,-0.32354818935400004
ACH-000132,-0.27170810802900003
ACH-000133,-0.402356197278
ACH-000137,-0.32407057835
ACH-000138,-0.51960006263
ACH-000142,-0.23465783015299999
ACH-000143,-0.0627957988081
ACH-000146,-0.312129558129
ACH-000148,-0.208697524526
ACH-000150,-0.178933417035
ACH-000152,-0.337521544244
ACH-000153,-0.291551973463
ACH-000159,-0.18798582750999998
ACH-000160,-0.5449721638989999
ACH-000163,-0.0475983462636
ACH-000167,-0.670251121595
ACH-000168,-0.180772877123
