,ST7L (54879)
ACH-000215,-0.256538412215
ACH-000221,-0.32364991863000003
ACH-000222,-0.127178951677
ACH-000223,-0.5910378574840001
ACH-000226,-0.11780597656899999
ACH-000227,-0.384081454225
ACH-000228,-0.35326920991599997
ACH-000231,-0.050201292446599995
ACH-000232,-0.225820357172
ACH-000233,-0.155426930648
ACH-000234,-0.00689424564519
ACH-000235,-0.11871809113199999
ACH-000237,-0.249930687364
ACH-000238,-0.344498386949
ACH-000243,-0.16205836752900002
ACH-000244,-0.18528679175
ACH-000246,-0.14428408195
ACH-000248,-0.257680352553
ACH-000250,-0.09052530126229999
ACH-000251,-0.137493055015
ACH-000253,-0.191593008954
ACH-000255,-0.21904858746999997
ACH-000256,-0.351769414843
ACH-000257,-0.40724811755999996
ACH-000258,0.0276778148365
ACH-000259,-0.14382641959
ACH-000260,-0.06834413582719999
ACH-000261,-0.195619047797
ACH-000262,-0.20200309164500002
ACH-000263,-0.351735796786
ACH-000264,-0.293283486335
ACH-000265,-0.24982427772500002
ACH-000266,-0.23099566564
ACH-000272,-0.368835797986
ACH-000273,-0.20621044788400003
ACH-000274,-0.338588976769
ACH-000277,-0.23848014832800002
ACH-000278,-0.335186861466
ACH-000279,-0.279185086976
ACH-000280,-0.164422822878
ACH-000281,0.00819006404907
ACH-000288,-0.205243503834
ACH-000291,-0.18468478455499998
ACH-000293,0.0261011859962
ACH-000294,-0.22366243253600002
ACH-000295,-0.332855551215
ACH-000296,-0.500615775197
ACH-000302,-0.298355991171
ACH-000304,-0.231951385541
ACH-000307,-0.21888306806699998
ACH-000308,-0.145792006666
ACH-000310,-0.636263130948
ACH-000311,-0.115370193299
ACH-000312,-0.27783998298
ACH-000315,0.0356997123981
ACH-000316,0.039982460490300006
ACH-000317,-0.29800612561
ACH-000318,-0.194939890796
ACH-000319,-0.196083650203
ACH-000320,-0.520502015978
ACH-000322,-0.115394827837
ACH-000323,-0.29874990849599997
ACH-000324,-0.27101763247099997
ACH-000329,-0.333544736014
ACH-000330,-0.2434063268
ACH-000331,-0.17332117675500003
ACH-000332,-0.227522788233
ACH-000334,-0.236366358177
ACH-000335,-0.147775777019
ACH-000336,0.0775103622962
ACH-000337,-0.0478321117385
ACH-000339,-0.23580465395300002
ACH-000341,-0.157381619546
ACH-000348,-0.09431094730890001
ACH-000350,-0.214764505866
ACH-000352,-0.23145708510000002
ACH-000356,0.0820831398691
ACH-000361,-0.28301826591400003
ACH-000362,-0.215383163579
ACH-000363,-0.215152944983
ACH-000364,-0.116456108041
ACH-000365,-0.141042372628
ACH-000366,-0.290367451299
ACH-000368,-0.148942008298
ACH-000374,-0.348387339463
ACH-000375,-0.19860916045000002
ACH-000376,-0.287455895214
ACH-000381,-0.259058125698
ACH-000383,-0.169914467694
ACH-000387,-0.331166245948
ACH-000389,-0.10213187833999998
ACH-000390,-0.12597985908099998
ACH-000393,-0.290342931987
ACH-000395,-0.265058272191
ACH-000397,-0.148159817331
ACH-000401,0.026000193448200003
ACH-000402,-0.412708365137
ACH-000403,-0.0924434142203
ACH-000404,-0.491459104027
ACH-000406,-0.15970554927000002
ACH-000407,-0.359477388867
ACH-000408,-0.0421439798069
ACH-000410,-0.39333749265199996
ACH-000411,-0.303541878044
ACH-000414,-0.184935729443
ACH-000415,-0.0638051369477
ACH-000416,-0.27568687721
ACH-000420,-0.285415114877
ACH-000421,-0.151924295296
ACH-000424,-0.457201555837
ACH-000425,-0.291441074008
ACH-000426,-0.335876851702
ACH-000427,-0.314654638703
ACH-000433,-0.279862224362
ACH-000436,-0.324935369094
ACH-000444,-0.10472400855000001
ACH-000445,-0.372965053582
ACH-000448,-0.263254384883
ACH-000450,-0.11587190843699999
ACH-000452,-0.17252188375799998
ACH-000454,-0.0809280718596
ACH-000458,-0.292809070863
ACH-000459,0.155118690751
ACH-000460,-0.15503077581
ACH-000461,-0.47139316865900005
ACH-000463,-0.309521473405
ACH-000464,-0.392260630321
ACH-000466,-0.359440376994
ACH-000467,-0.133007207335
ACH-000468,-0.22754773630199998
ACH-000469,-0.203751644838
ACH-000470,-0.136834894185
ACH-000471,-0.144528536252
ACH-000472,-0.181174815381
ACH-000473,-0.196824031207
ACH-000475,-0.235864352152
ACH-000476,-0.0959556234072
ACH-000477,-0.08156305810810001
ACH-000480,-0.265835317755
ACH-000481,-0.166738354641
ACH-000483,0.101617152766
ACH-000484,-0.0867279481642
ACH-000485,-0.163396708824
ACH-000486,-0.22516623985599998
ACH-000487,-0.19748179832
ACH-000488,-0.11171097302500001
ACH-000490,-0.281466663053
ACH-000491,-0.110511682655
ACH-000495,-0.194297143611
ACH-000496,-0.258171829555
ACH-000499,-0.34352168779799996
ACH-000500,-0.502502821746
ACH-000502,-0.0972568244959
ACH-000503,0.115047666897
ACH-000505,-0.16081232527699998
ACH-000507,-0.44249558519599996
ACH-000510,-0.164611332572
ACH-000511,-0.15690050084100002
ACH-000512,-0.45262810160899997
ACH-000516,-0.286658117216
ACH-000517,-0.14952416181199998
ACH-000518,-0.039641716553
ACH-000520,-0.167671391229
ACH-000521,-0.25238760294199997
ACH-000522,-0.39405425670999994
ACH-000524,-0.117841510912
ACH-000527,-0.06387101179469999
ACH-000528,-0.27311161745
ACH-000537,-0.18616103659400002
ACH-000541,-0.270536517646
ACH-000542,-0.350766046869
ACH-000544,-0.183735465418
ACH-000545,-0.11183114760299999
ACH-000547,-0.615908824367
ACH-000548,-0.26014025668900004
ACH-000549,-0.30183120915399997
ACH-000550,-0.19213348010200001
ACH-000552,-0.15645658382000002
ACH-000556,-0.08920135093589998
ACH-000557,-0.20960598348099999
ACH-000570,-0.226298351965
ACH-000571,-0.373225725318
ACH-000573,-0.175938275224
ACH-000576,-0.265080739474
ACH-000580,-0.119884687395
ACH-000584,-0.218118346463
ACH-000585,-0.14547134968
ACH-000588,-0.318656665
ACH-000589,-0.11112980284299999
ACH-000591,-0.149589341708
ACH-000593,-0.231957122916
ACH-000600,-0.26067399836399996
ACH-000601,-0.161780329183
ACH-000604,-0.24680167813999998
ACH-000605,-0.415687616022
ACH-000606,-0.20749746595899998
ACH-000608,-0.163181672831
ACH-000614,-0.27220295811
ACH-000616,-0.22291966762499998
ACH-000618,-0.160415879489
ACH-000619,-0.22014772040600003
ACH-000620,-0.285965349639
ACH-000621,-0.388810866677
ACH-000622,-0.316159074591
ACH-000623,-0.283797945449
ACH-000624,-0.18806163125999997
ACH-000627,-0.48227562428599996
ACH-000630,-0.126760395615
ACH-000632,-0.18693627714400002
ACH-000633,-0.116176069462
ACH-000637,-0.127262333636
ACH-000638,-0.167840706543
ACH-000646,-0.344899462492
ACH-000647,-0.229313373724
ACH-000648,-0.213303492339
ACH-000649,-0.24838982130800003
ACH-000651,-0.13562684700400002
ACH-000652,0.0157750664699
ACH-000653,-0.203553013291
ACH-000657,-0.20745012441500002
ACH-000658,-0.315504268713
ACH-000661,-0.172266347592
ACH-000662,-0.359880751944
ACH-000663,-0.057823102981400004
ACH-000665,-0.177996542411
ACH-000671,-0.201162848755
ACH-000673,-0.28623963944
ACH-000676,-0.39075378387599996
ACH-000677,-0.141231393831
ACH-000681,-0.186194890203
ACH-000682,-0.154655698426
ACH-000683,-0.285745636818
ACH-000684,-0.23326150626800002
ACH-000688,-0.37856128368299996
ACH-000693,-0.11966150552799999
ACH-000694,-0.08452384778239999
ACH-000695,0.18597675031
ACH-000696,-0.207644335431
ACH-000697,-0.177180663698
ACH-000699,-0.17881322918900003
ACH-000701,-0.298342623905
ACH-000706,-0.253555335173
ACH-000711,-0.17243947366700002
ACH-000713,-0.552067452314
ACH-000714,-0.156588554197
ACH-000718,-0.180131071206
ACH-000720,-0.165997005498
ACH-000721,-0.393002706096
ACH-000724,-0.114014294903
ACH-000725,-0.161308463113
ACH-000732,-0.185909864272
ACH-000734,-0.218471954849
ACH-000735,-0.30265350393199997
ACH-000736,-0.181774147068
ACH-000738,-0.197129144039
ACH-000746,-0.168470318801
ACH-000747,-0.22653495209399999
ACH-000748,-0.211573533884
ACH-000753,-0.143459123194
ACH-000756,-0.243111330057
ACH-000757,-0.354567906702
ACH-000758,-0.0486932233385
ACH-000760,-0.053561910399599996
ACH-000763,-0.423391512473
ACH-000764,-0.11206047340299999
ACH-000765,-0.305675347323
ACH-000766,-0.255629747916
ACH-000767,-0.185518612426
ACH-000768,-0.211243712304
ACH-000769,-0.236837832958
ACH-000770,-0.319010476258
ACH-000771,-0.10741721171499999
ACH-000773,-0.137657058386
ACH-000776,-0.0674316577151
ACH-000777,-0.238352935312
ACH-000778,-0.140678328509
ACH-000781,-0.17370751826699998
ACH-000782,-0.047595229084400004
ACH-000783,-0.394638786395
ACH-000784,-0.09629468109969999
ACH-000785,-0.307202851407
ACH-000787,-0.19813246331700002
ACH-000788,-0.227346986899
ACH-000791,-0.28373130756299997
ACH-000792,-0.132797616861
ACH-000794,-0.21852272100900003
ACH-000796,-0.24847385457199997
ACH-000799,-0.319856929281
ACH-000800,-0.0354054273576
ACH-000802,-0.230213921384
ACH-000804,-0.260894993575
ACH-000805,-0.497734424015
ACH-000809,-0.164463359104
ACH-000810,-0.294073351052
ACH-000811,-0.19536462729600002
ACH-000817,-0.12476042112600001
ACH-000819,-0.0602250545294
ACH-000820,-0.27652433127799997
ACH-000821,-0.199120557003
ACH-000822,-0.149908113562
ACH-000823,-0.183341338249
ACH-000824,-0.010612110775899998
ACH-000827,-0.224620589318
ACH-000829,-0.267011834136
ACH-000831,-0.444948562567
ACH-000832,-0.256675635759
ACH-000833,-0.0442369886643
ACH-000834,-0.07758525620500001
ACH-000835,-0.193142297712
ACH-000836,-0.114583696603
ACH-000837,-0.134706595387
ACH-000838,0.0998344185234
ACH-000839,-0.17868657358399997
ACH-000840,-0.129017361481
ACH-000841,-0.202386882903
ACH-000843,-0.197353604215
ACH-000846,-0.401456200639
ACH-000847,0.0728682330063
ACH-000848,-0.0204071016208
ACH-000849,-0.43478921197
ACH-000851,-0.332104558443
ACH-000855,-0.119940314742
ACH-000856,-0.24006392478900002
ACH-000858,-0.0912857121344
ACH-000859,-0.150120766536
ACH-000861,-0.447561459187
ACH-000862,-0.330465919437
ACH-000865,-0.171453267538
ACH-000866,-0.19153935464699998
ACH-000867,-0.259011422965
ACH-000869,-0.47051562311899997
ACH-000872,-0.299238195274
ACH-000873,-0.19151352304000002
ACH-000876,-0.0772495693171
ACH-000878,-0.0710826373373
ACH-000880,-0.203938840893
ACH-000881,-0.26944514478799997
ACH-000882,-0.144635760358
ACH-000884,-0.337168100801
ACH-000885,-0.17487081849599997
ACH-000887,-0.321096167306
ACH-000888,-0.18686325678399998
ACH-000889,-0.27520142188200003
ACH-000890,-0.3313532145
ACH-000896,-0.263252111166
ACH-000898,-0.1225999408
ACH-000900,-0.0265366639187
ACH-000901,-0.243942494154
ACH-000905,-0.325610622896
ACH-000906,-0.24011459818000003
ACH-000907,-0.24984057432700002
ACH-000910,0.07344508812560001
ACH-000911,-0.200690293661
ACH-000912,-0.139896605923
ACH-000913,-0.254875704244
ACH-000915,-0.357683894366
ACH-000916,0.42608030935400004
ACH-000917,-0.17118715499200002
ACH-000921,-0.38215734117600003
ACH-000924,-0.162703351064
ACH-000926,-0.101936637687
ACH-000928,-0.309413531866
ACH-000929,-0.038229768236500004
ACH-000932,-0.0986036903968
ACH-000935,-0.236825204104
ACH-000936,-0.37850247933200004
ACH-000937,-0.178459212376
ACH-000938,-0.11802306727
ACH-000939,0.050412512955599995
ACH-000941,-0.144989681241
ACH-000943,-0.183947372485
ACH-000946,-0.29892966305700003
ACH-000947,-0.16429132474400002
ACH-000948,-0.218974330982
ACH-000950,-0.0651401842125
ACH-000953,-0.22790030475
ACH-000957,-0.0595210631351
ACH-000958,-0.206576905216
ACH-000960,-0.118150899854
ACH-000963,-0.154557184481
ACH-000968,-0.30654847002700003
ACH-000969,-0.28428686757
ACH-000973,-0.241087450367
ACH-000974,-0.22087847280200001
ACH-000975,-0.27256914005399996
ACH-000976,-0.348572424037
ACH-000978,-0.31251748372
ACH-000980,-0.187016487452
ACH-000984,-0.37942060197800004
ACH-000986,-0.191571956847
ACH-000988,-0.30297673263
ACH-000993,-0.0511243542724
ACH-000994,-0.251184895383
ACH-000996,-0.301069054001
ACH-001001,-0.364378031845
ACH-001020,-0.24447865457499998
ACH-001028,-0.208315565066
ACH-001031,-0.128291568874
ACH-001038,-0.12122273178500001
ACH-001048,-0.211712987557
ACH-001050,-0.38572512466700004
ACH-001053,-0.365627916456
ACH-001054,-0.210966453688
ACH-001061,-0.122723211561
ACH-001067,-0.17490002741099997
ACH-001075,-0.120675169924
ACH-001096,-0.0186197330911
ACH-001128,-0.299275918518
ACH-001134,-0.211495513249
ACH-001151,-0.232374874439
ACH-001163,-0.129404471701
ACH-001164,-0.19843930871100002
ACH-001173,-0.212755810552
ACH-001183,-0.0073394723566200006
ACH-001184,-0.146291776752
ACH-001190,-0.42909685975199996
ACH-001192,-0.308252664427
ACH-001193,-0.23429689595199998
ACH-001196,-0.19237355379999999
ACH-001197,-0.11835012971100001
ACH-001205,-0.31870150235800004
ACH-001211,-0.320989932872
ACH-001212,-0.0248837897343
ACH-001228,-0.347195586078
ACH-001232,-0.35280109129500004
ACH-001239,-0.21696787346000002
ACH-001274,-0.07813404095160001
ACH-001275,-0.236654013094
ACH-001277,-0.296160447985
ACH-001278,-0.040372841278
ACH-001280,-0.09754071439310001
ACH-001283,-0.326881634025
ACH-001289,-0.284763406653
ACH-001295,-0.244161700073
ACH-001300,-0.05641149150230001
ACH-001301,-0.232636178424
ACH-001302,0.0179666193177
ACH-001303,-0.121510430004
ACH-001306,-0.213699246155
ACH-001318,-0.166326859354
ACH-001322,-0.410541731157
ACH-001328,-0.11901585367900001
ACH-001332,-0.254898076501
ACH-001333,-0.19334361108800002
ACH-001336,-0.190769830478
ACH-001340,-0.144152081512
ACH-001346,-0.178745492665
ACH-001353,-0.22539420641999997
ACH-001354,-0.396814049414
ACH-001367,-0.380218194353
ACH-001368,-0.185010925354
ACH-001374,-0.245438664316
ACH-001375,-0.15494117925599998
ACH-001377,-0.288476765499
ACH-001380,-0.24450030354200003
ACH-001391,-0.40617528305
ACH-001407,-0.21246817726199999
ACH-001408,-0.0739176525731
ACH-001413,-0.175926229379
ACH-001430,-0.270367727883
ACH-001431,-0.237460839749
ACH-001450,0.11443691624600001
ACH-001496,-0.18297539323399997
ACH-001500,-0.07321667853460001
ACH-001521,0.0338461075985
ACH-001523,-0.237474688572
ACH-001532,-0.276231572265
ACH-001536,-0.0423778710843
ACH-001550,-0.057025950851
ACH-001552,-0.07026220056469999
ACH-001554,-0.31607546349800003
ACH-001645,-0.0986844849584
ACH-001654,-0.206116966661
ACH-001715,-0.205712992718
ACH-001735,-0.20227028511700001
ACH-001736,0.05272902942319999
ACH-001737,-0.08027190932060001
ACH-001740,-0.233792431933
ACH-001745,-0.235445378835
ACH-001750,-0.147238153369
ACH-001765,-0.17594969780499997
ACH-001956,-0.0977843616304
ACH-001957,-0.0889746602919
