,GOPC (57120)
ACH-000004,-0.0640511455324
ACH-000007,0.09431284567789999
ACH-000009,0.237918468548
ACH-000011,0.19860599955299998
ACH-000012,-0.019547685222
ACH-000013,0.0826250313741
ACH-000014,-0.16863385327999997
ACH-000015,-0.14779831112
ACH-000017,0.0958040942437
ACH-000018,-0.0429537099003
ACH-000019,-0.20632679251400002
ACH-000021,-0.156426883712
ACH-000022,-0.0272699084706
ACH-000025,0.17192559733899998
ACH-000028,0.0187891267749
ACH-000030,0.028893117848900002
ACH-000035,0.0286212706991
ACH-000036,0.0759932441885
ACH-000037,0.07871360029539999
ACH-000039,-0.0712913967502
ACH-000040,-0.24813681506700003
ACH-000041,0.0480224598231
ACH-000042,0.0929386214954
ACH-000045,-0.0018832724954600001
ACH-000047,0.11198920962600001
ACH-000052,-0.100230853177
ACH-000053,0.0557404299106
ACH-000054,0.0538277531244
ACH-000055,-0.0762401102911
ACH-000060,-0.10616390376
ACH-000067,0.172474229739
ACH-000070,0.09373811917739999
ACH-000075,0.06269047796680001
ACH-000078,0.0352997534967
ACH-000082,0.0249182637941
ACH-000085,-0.03991697401
ACH-000086,0.129060548203
ACH-000087,-0.12128099197
ACH-000092,0.08052472779900001
ACH-000095,0.014695838563600001
ACH-000097,0.0091254254694
ACH-000098,0.29722900731199997
ACH-000099,0.07332635523639999
ACH-000108,0.122461708724
ACH-000113,0.05151361617380001
ACH-000115,-0.00944596459749
ACH-000116,0.0865331912728
ACH-000118,0.050043914426300004
ACH-000120,0.0450516473899
ACH-000123,0.0674618942189
ACH-000127,0.0163597440425
ACH-000128,0.018173238241999998
ACH-000132,0.021656505767599997
ACH-000133,0.0268925509337
ACH-000137,0.251060455546
ACH-000138,0.103310370764
ACH-000142,0.0508470759138
ACH-000143,0.205021482856
ACH-000146,0.0670572897199
ACH-000148,0.205772438957
ACH-000150,-0.138780514582
ACH-000152,-0.0836561385806
ACH-000153,-0.118014090372
ACH-000159,0.0450412687155
ACH-000160,0.05550648241430001
ACH-000163,0.060863118299
ACH-000167,0.0454673775951
ACH-000168,-0.0531352342634
ACH-000169,0.059283103026
ACH-000178,0.00319168423423
ACH-000182,0.0629542286761
ACH-000183,0.052758723832599996
ACH-000188,0.0859553423502
ACH-000189,0.0651833201231
ACH-000190,-0.152505201995
ACH-000198,-0.048952585387500004
ACH-000204,-0.055476849673800004
ACH-000206,-0.09247733767090001
ACH-000207,0.0387193566635
ACH-000211,-0.010398178152200002
ACH-000215,0.0271537810256
ACH-000221,0.0637401412862
ACH-000222,0.0524219087703
ACH-000223,0.0383767106004
ACH-000226,0.008898234669479999
ACH-000227,0.114992982919
ACH-000228,-0.0393874411495
ACH-000231,0.0687931316403
ACH-000232,-0.025257040186400005
ACH-000233,0.12181095976800001
ACH-000234,0.0691378399766
ACH-000235,0.11926858815300001
ACH-000237,0.052046774948199995
ACH-000238,0.00395209969933
ACH-000243,0.0037023915502199995
ACH-000244,0.128465083436
ACH-000246,0.00362791109641
ACH-000248,0.00404246545492
ACH-000250,0.10858144168299999
ACH-000251,0.11601976166
ACH-000253,0.0617696522387
ACH-000255,0.0305101989954
ACH-000256,0.131646208943
ACH-000257,-0.0477401875041
ACH-000258,0.283038375088
ACH-000259,0.09239710313510001
ACH-000260,0.0420539189662
ACH-000261,-0.102156160443
ACH-000262,0.08066393654239999
ACH-000263,-0.0189384476114
ACH-000264,-0.043802961073
ACH-000265,-0.0442572966426
ACH-000266,-0.0232992767863
ACH-000272,0.043912794121699995
ACH-000273,-0.0168951875758
ACH-000274,0.026677087905099997
ACH-000277,-0.037853975583800006
ACH-000278,0.050775749682400007
ACH-000279,-0.0895614750802
ACH-000280,0.141519262327
ACH-000281,0.175090444692
ACH-000288,0.0592792475896
ACH-000291,0.0481238967523
ACH-000293,0.09837476819610001
ACH-000294,0.0408694217871
ACH-000295,-0.153383921636
ACH-000296,0.18831297956
ACH-000302,0.0693190056042
ACH-000304,-0.420226837548
ACH-000307,0.09396982788910002
ACH-000308,0.08793985161380001
ACH-000310,0.007235171261090001
ACH-000311,0.120420294013
ACH-000312,0.13073987952899999
ACH-000315,0.259619331285
ACH-000316,0.26936057221500004
ACH-000317,0.0155444847417
ACH-000318,0.14132295029
ACH-000319,0.09149167212789999
ACH-000320,0.161805410485
ACH-000322,0.065226562979
ACH-000323,0.100584247657
ACH-000324,0.0747982311745
ACH-000329,0.00801357145194
ACH-000330,-0.0441202840121
ACH-000331,0.108501223829
ACH-000332,0.123277601732
ACH-000334,-0.0146920540741
ACH-000335,0.0261438376748
ACH-000336,0.24914367368700002
ACH-000337,0.0742858023355
ACH-000339,0.05295519402269999
ACH-000341,-0.159376576636
