,IK (3550)
ACH-000296,-1.25268577588
ACH-000302,-1.51814572177
ACH-000304,-1.33419852171
ACH-000307,-1.24889833909
ACH-000308,-1.22094027074
ACH-000310,-1.62906368225
ACH-000311,-1.26225593453
ACH-000312,-1.30834453821
ACH-000315,-1.3210156782200002
ACH-000316,-1.07828383391
ACH-000317,-1.15403615157
ACH-000318,-1.1895672432100002
ACH-000319,-1.17501671327
ACH-000320,-1.4054650109600002
ACH-000322,-1.1953342451
ACH-000323,-0.99896163501
ACH-000324,-1.16126242705
ACH-000329,-1.4552299474200001
ACH-000330,-1.65960456168
ACH-000331,-1.1574965639299999
ACH-000332,-1.06990794161
ACH-000334,-1.97448113444
ACH-000335,-0.8853250788760001
ACH-000336,-1.36032623616
ACH-000337,-1.15759516883
ACH-000339,-1.3124664491
ACH-000341,-1.26909434695
ACH-000348,-1.52994049405
ACH-000350,-1.32579093817
ACH-000352,-1.36342983899
ACH-000356,-1.20087408097
ACH-000361,-0.9371352273119999
ACH-000362,-1.571708962
ACH-000363,-1.52643954207
ACH-000364,-1.29223476684
ACH-000365,-1.28257263805
ACH-000366,-1.14068942562
ACH-000368,-1.17848195346
ACH-000374,-1.18724426787
ACH-000375,-1.4645010642700003
ACH-000376,-1.27705647549
ACH-000381,-1.4638240591100002
ACH-000383,-1.21258271441
ACH-000387,-1.3532442454799998
ACH-000389,-0.9198996759720001
ACH-000390,-1.1087875071700002
ACH-000393,-1.17886305112
ACH-000395,-1.37511488997
ACH-000397,-1.09322541451
ACH-000401,-1.10490700241
ACH-000402,-1.10060398322
ACH-000403,-1.0083421481700001
ACH-000404,-1.05108607231
ACH-000406,-1.5107217841799998
ACH-000407,-1.2731119609000001
ACH-000408,-1.01774770482
ACH-000410,-1.26047915549
ACH-000411,-1.13206474704
ACH-000414,-1.33130399232
ACH-000415,-1.22951153948
ACH-000416,-1.32439296204
ACH-000420,-1.30489756411
ACH-000421,-1.2255274566399998
ACH-000424,-1.08140590714
ACH-000425,-1.19092370107
ACH-000426,-1.5876875492500002
ACH-000427,-1.4505818990700001
ACH-000433,-1.21215042187
ACH-000436,-1.34238409068
ACH-000444,-1.35006037711
ACH-000445,-0.989993878916
ACH-000448,-1.31299205435
ACH-000450,-0.955794195232
ACH-000452,-1.0698215544399998
ACH-000454,-1.2511553793299999
ACH-000458,-1.0265408747799998
ACH-000459,-1.81917300107
ACH-000460,-1.10915506241
ACH-000461,-1.31362818429
ACH-000463,-1.30097300568
ACH-000464,-1.3478366497799998
ACH-000466,-1.3208173038700002
ACH-000467,-1.2114180085600001
ACH-000468,-1.01519420006
ACH-000469,-1.2705228701200002
ACH-000470,-1.38276311849
ACH-000471,-1.09477615636
ACH-000472,-1.10726173123
ACH-000473,-1.21163556031
ACH-000475,-1.1799315641099999
ACH-000476,-1.1698938804899999
ACH-000477,-1.30630269436
ACH-000480,-1.26388557626
ACH-000481,-1.69759020121
ACH-000483,-1.2468949602200001
ACH-000484,-1.45158956229
ACH-000485,-1.51123325676
ACH-000486,-1.09823841173
ACH-000487,-1.40244447341
ACH-000488,-1.30172621347
ACH-000490,-1.399086557
ACH-000491,-1.3760298066999999
ACH-000495,-1.00450074657
ACH-000496,-1.0819450718899999
ACH-000499,-1.18409255703
ACH-000500,-1.16113637804
ACH-000502,-1.22261883534
ACH-000503,-1.26502295406
ACH-000505,-1.0357393241600001
ACH-000507,-1.34011419812
ACH-000510,-1.12767552976
ACH-000511,-1.15130487009
ACH-000512,-1.45270248315
ACH-000516,-1.02215532566
ACH-000517,-1.0743600468999999
ACH-000518,-1.17850383736
ACH-000520,-1.1584603725799998
ACH-000521,-1.2452155384899999
ACH-000522,-0.6898032660850001
ACH-000524,-1.4868553712900001
ACH-000527,-1.34205030598
ACH-000528,-1.3592290661000002
ACH-000537,-1.18076511441
ACH-000541,-1.69267950561
ACH-000542,-1.0046272707600001
ACH-000544,-1.35006062889
ACH-000545,-1.01956018414
ACH-000547,-1.33296535824
ACH-000548,-1.0633814188700002
ACH-000549,-1.29888039261
ACH-000550,-0.999667463476
ACH-000552,-1.1576558352200002
ACH-000556,-1.04805292104
ACH-000557,-1.58224327338
ACH-000570,-1.08700030196
ACH-000571,-1.19497857091
ACH-000573,-1.31961851048
ACH-000576,-1.32683741397
ACH-000580,-1.5092822807700002
ACH-000584,-1.04074217362
ACH-000585,-1.0601933506799999
ACH-000588,-1.18206692811
ACH-000589,-1.22590820539
ACH-000591,-1.12930003266
ACH-000593,-1.1583493667799998
ACH-000600,-1.08047007921
ACH-000601,-1.21100243927
ACH-000604,-1.13009994941
ACH-000605,-1.33227269325
ACH-000606,-1.32513999639
ACH-000608,-1.91012593897
ACH-000614,-1.05344997381
ACH-000616,-1.10802669189
ACH-000618,-1.28668751177
ACH-000619,-1.24564230794
ACH-000620,-1.1270511408200001
ACH-000621,-0.870188924948
ACH-000622,-1.4327862419400001
ACH-000623,-1.23571743822
ACH-000624,-1.3382943302399999
ACH-000627,-0.9079878144269999
ACH-000630,-1.2671052899600002
ACH-000632,-1.13195339618
ACH-000633,-1.37079846075
ACH-000637,-1.3408834119600002
ACH-000638,-0.8745358553799999
ACH-000646,-1.89870102805
ACH-000647,-1.4952320981099998
ACH-000648,-0.9503097024830001
ACH-000649,-1.17314866939
ACH-000651,-1.40665270381
ACH-000652,-1.0252959548
ACH-000653,-1.41832873118
ACH-000657,-1.1870700385500002
ACH-000658,-1.0677300157
ACH-000661,-1.55260188151
ACH-000662,-0.884455587764
ACH-000663,-1.4926419188100002
ACH-000665,-1.2959812218
ACH-000671,-1.2170121204100002
ACH-000673,-1.23402080838
ACH-000676,-1.1722599942799998
ACH-000677,-1.15952272872
ACH-000681,-1.14895763338
ACH-000682,-1.54057216834
ACH-000683,-1.48498407073
ACH-000684,-0.7873706990360001
ACH-000688,-1.4812003999
ACH-000693,-1.22425228635
ACH-000694,-1.18795043051
ACH-000695,-1.15774757168
ACH-000696,-1.2438946584000001
ACH-000697,-1.46202453525
ACH-000699,-1.47292667807
ACH-000701,-1.50151462004
ACH-000706,-1.25384321565
ACH-000711,-1.48647987735
ACH-000713,-1.02393052966
ACH-000714,-1.28375175175
ACH-000718,-1.6229414420100001
ACH-000720,-1.1478367272299999
ACH-000721,-1.20844414463
ACH-000724,-1.32502675697
ACH-000725,-1.5146385530500002
ACH-000732,-0.925725248759
ACH-000734,-1.2321035412799999
ACH-000735,-1.15969485788
ACH-000736,-1.1184464864299999
ACH-000738,-1.30338902155
ACH-000746,-1.81249310064
ACH-000747,-1.15461663597
ACH-000748,-1.04223554863
ACH-000753,-1.18906988496
ACH-000756,-1.11539315669
ACH-000757,-1.11205304484
ACH-000758,-1.3689136775600002
ACH-000760,-1.09823804503
ACH-000763,-1.62578472113
ACH-000764,-0.9806509809289999
ACH-000765,-1.0740328353200002
ACH-000766,-1.0808754593799998
ACH-000767,-1.34684600518
ACH-000768,-1.24856966017
ACH-000769,-1.1549723225
ACH-000770,-1.2531690589
ACH-000771,-1.44074516416
ACH-000773,-1.17197841818
ACH-000776,-1.05784884615
ACH-000777,-1.26813532248
ACH-000778,-1.31260006323
ACH-000781,-1.27504898775
ACH-000782,-1.2187135706
ACH-000783,-1.02388143355
ACH-000784,-0.8942107564730001
ACH-000785,-1.48530185257
ACH-000787,-1.20360672634
ACH-000788,-1.21075322666
ACH-000791,-1.08849975615
ACH-000792,-0.9781453237279999
ACH-000794,-1.13966180265
ACH-000796,-1.4961028931799998
ACH-000799,-1.07882315739
ACH-000800,-1.5822339527
ACH-000802,-1.2979233211399999
ACH-000804,-1.24643984281
ACH-000805,-1.32991053677
ACH-000809,-1.1961882813299998
ACH-000810,-1.6110943469499999
ACH-000811,-1.61812035435
ACH-000817,-1.17987484935
ACH-000819,-1.03329568871
ACH-000820,-0.780152625034
ACH-000821,-1.26346040264
ACH-000822,-1.3739558268599998
ACH-000823,-1.39843033004
ACH-000824,-1.06151865588
ACH-000827,-1.27842590259
ACH-000829,-1.39425457653
ACH-000831,-1.4667395768
ACH-000832,-1.13873183214
ACH-000833,-1.25768125313
ACH-000834,-1.4159945285
ACH-000835,-1.05914239935
ACH-000836,-1.3122233203
ACH-000837,-1.25017907288
ACH-000838,-1.3366287227
ACH-000839,-1.1783113616399998
ACH-000840,-1.41260303004
ACH-000841,-1.11094129026
ACH-000843,-1.02817753528
ACH-000846,-0.984075865634
ACH-000847,-1.17109597844
ACH-000848,-1.10532753904
ACH-000849,-1.24707046632
ACH-000851,-1.2607085704799998
ACH-000855,-1.11009899748
ACH-000856,-1.24957202968
ACH-000858,-1.28721446884
ACH-000859,-1.0537386957100001
ACH-000861,-1.4245122371799999
ACH-000862,-1.4429886537099998
ACH-000865,-1.3652280801299999
ACH-000866,-1.34737367442
ACH-000867,-1.14750858011
ACH-000869,-1.59808273065
ACH-000872,-1.4804228535600001
ACH-000873,-1.0095763688500001
ACH-000876,-1.4161886496599998
ACH-000878,-0.89788146297
ACH-000880,-1.15457733756
ACH-000881,-0.895947184204
ACH-000882,-1.1703350405500001
ACH-000884,-1.39046701862
ACH-000885,-1.3819687863499999
ACH-000887,-1.19995913726
ACH-000888,-1.05573638869
ACH-000889,-1.36837345664
ACH-000890,-0.9724999283210001
ACH-000896,-1.22389417065
ACH-000898,-1.6459776443
ACH-000900,-1.19600972981
ACH-000901,-1.13852864491
ACH-000905,-0.9566399889280001
ACH-000906,-1.1484662612
ACH-000907,-0.964214603726
ACH-000910,-1.2727444127
ACH-000911,-1.25388107421
ACH-000912,-1.12873162096
ACH-000913,-1.24956799309
ACH-000915,-1.18610137175
ACH-000916,-1.0994058786
ACH-000917,-1.32359308532
ACH-000921,-1.2936224914799999
ACH-000924,-1.28682938558
ACH-000926,-1.47016361491
ACH-000928,-1.36928732368
ACH-000929,-1.16756649429
ACH-000932,-1.36093490359
ACH-000935,-0.9882445049070001
ACH-000936,-1.47552838676
ACH-000937,-1.18142696467
ACH-000938,-1.01458118897
ACH-000939,-1.22381315005
ACH-000941,-1.3700411611
ACH-000943,-1.5039779960799997
ACH-000946,-1.480479285
ACH-000947,-1.13635347516
ACH-000948,-1.32290040651
ACH-000950,-1.25944735277
ACH-000953,-0.859761973327
ACH-000957,-1.3179451681299998
ACH-000958,-1.3292071828799998
ACH-000960,-1.2398626138600002
ACH-000963,-1.3662979304799998
ACH-000968,-1.34756771887
ACH-000969,-1.3998909426100001
ACH-000973,-1.25612991926
ACH-000974,-1.4394514322799998
ACH-000975,-1.40918970562
ACH-000976,-0.984835300927
ACH-000978,-0.9385177636059999
ACH-000980,-1.25750973082
ACH-000984,-1.27903645328
ACH-000986,-1.1880808613299998
ACH-000988,-1.17594995578
ACH-000993,-1.32143483052
ACH-000994,-1.24573621841
ACH-000996,-1.21245344076
ACH-001001,-1.0732172567799998
ACH-001020,-1.3341705434
ACH-001028,-1.17243810344
ACH-001031,-1.15072251707
ACH-001038,-1.25918138323
ACH-001048,-1.36738006046
ACH-001050,-1.20903568302
ACH-001053,-1.1953501527700001
ACH-001054,-1.2401344327600001
ACH-001061,-1.201884276
ACH-001067,-1.48297468153
ACH-001075,-1.4029004822
ACH-001096,-1.08087894513
ACH-001128,-1.27942331309
ACH-001134,-1.35806945127
ACH-001151,-1.07736903286
ACH-001163,-1.19548045254
ACH-001164,-0.9023238004269999
ACH-001173,-1.30392073701
ACH-001183,-1.00795270347
ACH-001184,-1.2715844015
ACH-001190,-1.08071119731
ACH-001192,-1.47469162296
ACH-001193,-1.01563970954
ACH-001196,-1.36043689417
ACH-001197,-1.18585443286
ACH-001205,-1.07123973873
ACH-001211,-1.47014122115
ACH-001212,-1.3000915354
ACH-001228,-1.3743948795899998
ACH-001232,-1.33765202877
ACH-001239,-1.1036038084200002
ACH-001274,-1.31957635301
ACH-001275,-1.2360667364700002
ACH-001277,-1.2034976498899999
ACH-001278,-1.25809265374
ACH-001280,-1.42297370117
ACH-001283,-0.9725324251019999
ACH-001289,-1.3862087943599999
ACH-001295,-1.2524394995
ACH-001300,-1.35591635882
ACH-001301,-1.0413156318899999
ACH-001302,-1.39861331347
ACH-001303,-1.0686420229
ACH-001306,-0.9038221723540001
ACH-001318,-1.58536154724
ACH-001322,-1.2217525895
ACH-001328,-1.44537102442
ACH-001332,-1.01157934123
ACH-001333,-1.3692523383500002
ACH-001336,-1.11546163004
ACH-001340,-1.32311484761
ACH-001346,-1.2678687317200001
ACH-001353,-1.4806121806099999
ACH-001354,-1.18711540316
ACH-001367,-1.51100885119
ACH-001368,-1.50569851656
ACH-001374,-1.13581331179
ACH-001375,-1.20347615652
ACH-001377,-1.39028581143
ACH-001380,-1.25402347062
ACH-001391,-1.3441635383300001
ACH-001407,-1.16750499522
ACH-001408,-1.30546529246
ACH-001413,-1.1853043618299999
ACH-001430,-1.10818122361
ACH-001431,-1.34951155325
ACH-001450,-1.3838285984
ACH-001496,-1.62817142498
ACH-001500,-1.2483004080700002
ACH-001521,-1.39268746993
ACH-001523,-1.20476090931
ACH-001532,-1.31000834454
ACH-001536,-1.0478335452299998
ACH-001550,-1.36548723693
ACH-001552,-1.2360256884999998
ACH-001554,-1.5496026860799998
ACH-001645,-1.26957667546
ACH-001654,-1.44967420799
ACH-001715,-1.1533316033
ACH-001735,-1.25390630597
ACH-001736,-1.24167703632
ACH-001737,-1.2531109396200002
ACH-001740,-1.4426884311300001
ACH-001745,-1.5986877739899998
ACH-001750,-1.09883518513
ACH-001765,-1.1223684985299998
ACH-001956,-1.50050106669
ACH-001957,-0.917252103987
