,GNMT (27232)
ACH-000004,-0.36949059742299994
ACH-000007,0.158450339997
ACH-000009,-0.0259669229358
ACH-000011,0.0347932593734
ACH-000012,-0.056990667339399996
ACH-000013,-0.158122441456
ACH-000014,-0.165800011596
ACH-000015,0.06878418189230001
ACH-000017,-0.128611547502
ACH-000018,-0.14313752707900002
ACH-000019,0.342807288428
ACH-000021,0.10357022433499999
ACH-000022,-0.0499620280743
ACH-000025,0.0655417402308
ACH-000028,0.040002514932699997
ACH-000030,-0.0258278516433
ACH-000035,-0.296146618583
ACH-000036,0.100213212913
ACH-000037,0.12238293515599999
ACH-000039,-0.127589675582
ACH-000040,-0.057114701937100006
ACH-000041,-0.156922918692
ACH-000042,-0.0597510825893
ACH-000045,-0.0954184525658
ACH-000047,-0.137781728991
ACH-000052,-0.290945278942
ACH-000053,0.00607801593804
ACH-000054,-0.0117578991493
ACH-000055,-0.31867240517900003
ACH-000060,-0.284881173242
ACH-000067,-0.071883073593
ACH-000070,-0.0383547349535
ACH-000075,0.155374374632
ACH-000078,-0.15266708922
ACH-000082,-0.08413047091980001
ACH-000085,-0.303501291061
ACH-000086,-0.118036587382
ACH-000087,-0.0615379714341
ACH-000092,0.0188356408998
ACH-000095,-0.049481957740400005
ACH-000097,0.10365816744999999
ACH-000098,-0.0886677488583
ACH-000099,-0.017146938427299998
ACH-000108,-0.014965258261400001
ACH-000113,-0.136935379364
ACH-000115,-0.0690665015428
ACH-000116,-0.0763144148971
ACH-000118,-0.151415944808
ACH-000120,-0.0684857017124
ACH-000123,-0.09585016847660001
ACH-000127,-0.0764118913396
ACH-000128,-0.0501367379099
ACH-000132,-0.0872751863833
ACH-000133,-0.09548588651289999
ACH-000137,-0.0426494895511
ACH-000138,-0.142683256361
ACH-000142,-0.15876625702199998
ACH-000143,-0.137695206225
ACH-000146,-0.0943295859034
ACH-000148,0.0111054068427
ACH-000150,-0.053994706595400004
ACH-000152,-0.240862156504
ACH-000153,-0.191757179683
ACH-000159,-0.014377672883299998
ACH-000160,-0.0149116099553
ACH-000163,-0.0729882330243
ACH-000167,-0.026875824824900002
ACH-000168,0.0570613623595
ACH-000169,-0.20411794408199999
ACH-000178,-0.11535257486400001
ACH-000182,-0.20556296238699998
ACH-000183,-0.0913890935248
ACH-000188,-0.007346127977850001
ACH-000189,-0.0587049774083
ACH-000190,-0.0927335751816
ACH-000198,-0.0906248493059
ACH-000204,-0.005588646997229999
ACH-000206,0.08132481984960001
ACH-000207,-0.48376793295299997
ACH-000211,-0.0138770298802
ACH-000215,-0.0125946553581
ACH-000221,-0.0394139976191
ACH-000222,0.054637801888
ACH-000223,-0.201963016335
ACH-000226,-0.0887556748446
ACH-000227,0.143494569055
ACH-000228,-0.107440449966
ACH-000231,-0.126961815875
ACH-000232,-0.053654683732599996
ACH-000233,-0.0135366809331
ACH-000234,-0.05548992587280001
ACH-000235,-0.0663452823894
ACH-000237,-0.08091528850539999
ACH-000238,-0.127709308834
ACH-000243,-0.0760214748834
ACH-000244,-0.300965643543
ACH-000246,-0.0005870730470519999
ACH-000248,-0.134554935025
ACH-000250,-0.0731680016779
ACH-000251,-0.25774350941999996
ACH-000253,-0.0970352979421
ACH-000255,-0.241670980454
ACH-000256,0.0525040335736
ACH-000257,0.253293319689
ACH-000258,0.0324994202893
ACH-000259,-0.057801522837800004
ACH-000260,-0.130598389537
ACH-000261,-0.09780299848539999
ACH-000262,0.155318998569
ACH-000263,-0.18917879108600003
ACH-000264,-0.132628963122
ACH-000265,-0.134852860587
ACH-000266,0.0246654382376
ACH-000272,-0.15541926590500002
ACH-000273,-0.0167509243563
ACH-000274,0.0446000462964
ACH-000277,-0.237249541521
ACH-000278,0.090227339103
ACH-000279,0.0285615998593
ACH-000280,-0.105586992355
ACH-000281,-0.157017587239
ACH-000288,0.00676781703735
ACH-000291,-0.211416214928
ACH-000293,-0.0866836809956
ACH-000294,-0.03111042097
ACH-000295,-0.0968365432496
ACH-000296,-0.250693573878
ACH-000302,-0.141327175743
ACH-000304,-0.06965134770260001
ACH-000307,-0.037460361368
ACH-000308,0.006676454580529999
ACH-000310,-0.134505351486
ACH-000311,-0.0065875527477
ACH-000312,-0.12091322843800001
ACH-000315,-0.11645994367799999
ACH-000316,-0.05933513844050001
ACH-000317,-0.250193226481
ACH-000318,-0.128951629731
ACH-000319,-0.0313469898205
ACH-000320,-0.0342183591554
ACH-000322,0.00655423422833
ACH-000323,-0.0555272482799
ACH-000324,-0.0681548677654
ACH-000329,0.024217690518400004
ACH-000330,-0.214102338167
ACH-000331,-0.107602017173
ACH-000332,-0.0424182085587
ACH-000334,0.323703216429
ACH-000335,0.0183828809293
ACH-000336,-0.0110508107974
ACH-000337,-0.112515610253
ACH-000339,-0.06820141095610001
ACH-000341,-0.0812134698052
