,ECM2 (1842)
ACH-000004,-0.0015633704246
ACH-000007,-0.0829211757443
ACH-000009,-0.0028410577339799997
ACH-000011,0.32298803267299997
ACH-000012,0.096541060614
ACH-000013,0.17461984300299999
ACH-000014,0.109512048246
ACH-000015,-0.08386608205280001
ACH-000017,0.310063211072
ACH-000018,0.406831465567
ACH-000019,0.39998505058300005
ACH-000021,0.09416996140039999
ACH-000022,0.205535584101
ACH-000025,0.0178380739463
ACH-000028,-0.041799804954699996
ACH-000030,0.17693768159899997
ACH-000035,0.0439753100041
ACH-000036,0.130268823595
ACH-000037,-0.031225248695400002
ACH-000039,0.0841820845704
ACH-000040,0.155748162214
ACH-000041,0.120596367095
ACH-000042,0.12130352989
ACH-000045,0.35524085715000003
ACH-000047,0.188959148316
ACH-000052,0.257239423609
ACH-000053,0.0335912055315
ACH-000054,0.0651247279868
ACH-000055,0.0923908214213
ACH-000060,0.24544781655099998
ACH-000067,-0.056883760575999996
ACH-000070,0.326164061586
ACH-000075,0.14991867229699998
ACH-000078,-0.035058768339400005
ACH-000082,0.044526085133
ACH-000085,0.135128700707
ACH-000086,0.09324163200039999
ACH-000087,-0.0146851752734
ACH-000092,0.177499832987
ACH-000095,0.229416350711
ACH-000097,0.125569017385
ACH-000098,0.141488172641
ACH-000099,0.10605872087000001
ACH-000108,0.08403380832039999
ACH-000113,0.04723679189090001
ACH-000115,0.302882956557
ACH-000116,0.302986820838
ACH-000118,0.0632828300338
ACH-000120,-0.00016486051527499999
ACH-000123,-0.00086651584129
ACH-000127,0.111066161523
ACH-000128,-0.022176570806400002
ACH-000132,0.137462957706
ACH-000133,0.231950498166
ACH-000137,0.248344236618
ACH-000138,0.145097235736
ACH-000142,0.216780281325
ACH-000143,0.0661598549603
ACH-000146,0.164265232674
ACH-000148,-0.0584826298035
ACH-000150,0.10470031889
ACH-000152,0.245580727654
ACH-000153,0.23012635870499998
ACH-000159,0.174565119299
ACH-000160,0.05034268489180001
ACH-000163,-0.011194842042200002
ACH-000167,0.139904317775
ACH-000168,0.17846408135699998
ACH-000169,0.08060104128260001
ACH-000178,0.09978241327819999
ACH-000182,0.048884700574199996
ACH-000183,0.068353168206
ACH-000188,0.0640262129069
ACH-000189,0.17561172706099998
ACH-000190,-0.211099092797
ACH-000198,0.16440352239
ACH-000204,0.07861317841360001
ACH-000206,0.31757353918000003
ACH-000207,-0.045044140468199996
ACH-000211,0.188608927858
ACH-000215,0.03718149767369999
ACH-000221,0.27228753733000005
ACH-000222,-0.019720314953599997
ACH-000223,0.0846268023966
ACH-000226,-0.00525027528792
ACH-000227,0.000515534467422
ACH-000228,0.167992744642
ACH-000231,0.302638545883
ACH-000232,0.22089481009599998
ACH-000233,0.11446975457900001
ACH-000234,0.195674359296
ACH-000235,0.159680012016
ACH-000237,0.211201730708
ACH-000238,0.248197402606
ACH-000243,0.208315419771
ACH-000244,0.158943974468
ACH-000246,0.0652335294177
ACH-000248,0.151428076953
ACH-000250,0.0802373080755
ACH-000251,-0.07020458468889999
ACH-000253,0.056415326632599995
ACH-000255,0.173276590861
ACH-000256,0.32446587888
ACH-000257,0.403380561131
ACH-000258,-0.0884095956282
ACH-000259,0.19403580215
ACH-000260,0.15156621361199998
ACH-000261,0.22906785796999998
ACH-000262,0.18308996659600002
ACH-000263,-0.04530403751709999
ACH-000264,0.202420191494
ACH-000265,0.164240676145
ACH-000266,0.10233445263
ACH-000272,0.117943528859
ACH-000273,0.229269153245
ACH-000274,0.273683497543
ACH-000277,0.0834651439405
ACH-000278,0.195741021769
ACH-000279,0.09459035645569999
ACH-000280,0.236669753879
ACH-000281,0.23115650993
ACH-000288,0.24785663459399998
ACH-000291,0.06377358059119999
ACH-000293,0.051470184200800004
ACH-000294,0.248808579077
ACH-000295,0.547306350093
ACH-000296,0.298879720513
ACH-000302,0.27048467313700003
ACH-000304,0.196395129499
ACH-000307,0.232368896461
ACH-000308,0.227981258126
ACH-000310,0.151872274902
ACH-000311,0.19646093032900003
ACH-000312,0.11761475397
ACH-000315,0.0209161470467
ACH-000316,0.0559930330617
ACH-000317,0.301771002961
ACH-000318,0.212959767044
ACH-000319,0.25564534644299997
ACH-000320,-0.22264299220400002
ACH-000322,0.105177496876
ACH-000323,0.16050859929199998
ACH-000324,0.0382215728653
ACH-000329,0.0632648103222
ACH-000330,0.010984751724
ACH-000331,0.155989369793
ACH-000332,0.038444882687800004
ACH-000334,0.235928897326
ACH-000335,0.100847192834
ACH-000336,-0.0527262395941
ACH-000337,0.242254773359
ACH-000339,0.0385432477614
ACH-000341,0.10380965871600001
ACH-000348,0.16893206453499998
ACH-000350,0.11905443595000001
ACH-000352,0.21168277390700002
ACH-000356,0.31451791219700004
ACH-000361,0.010154718739299998
ACH-000362,0.111052920149
ACH-000363,-0.11517880375299999
ACH-000364,0.09417518459589999
ACH-000365,0.162803966828
ACH-000366,0.112627322997
ACH-000368,0.206004160839
ACH-000374,0.17108093015
ACH-000375,0.104243289594
ACH-000376,0.244134129357
ACH-000381,0.12029869066
ACH-000383,0.144102049062
ACH-000387,0.171476488726
ACH-000389,0.220966483339
ACH-000390,-0.042149104252000004
ACH-000393,0.175331639501
ACH-000395,0.116395042847
ACH-000397,0.19509644113400001
ACH-000401,0.309563642415
ACH-000402,-0.0751403059172
ACH-000403,0.112992611427
ACH-000404,0.0128228555877
ACH-000406,0.117496440397
ACH-000407,0.104209763233
ACH-000408,0.220639992673
ACH-000410,0.188793766273
ACH-000411,0.154004866865
ACH-000414,0.178052652658
