,HIP1 (3092)
ACH-000004,-0.0050795226878000005
ACH-000007,-0.09992941103039998
ACH-000009,0.0382892177718
ACH-000011,0.187328451954
ACH-000012,-0.203769371301
ACH-000013,-0.0800107179277
ACH-000014,-0.0417633211442
ACH-000015,0.099021734389
ACH-000017,-0.0604773441384
ACH-000018,0.00304776528727
ACH-000019,-0.0578430302432
ACH-000021,-0.255294416491
ACH-000022,-0.015996801634500003
ACH-000025,0.09362081070429999
ACH-000028,0.00674498401859
ACH-000030,0.0694713861685
ACH-000035,-0.0642114944891
ACH-000036,0.0149421821904
ACH-000037,-0.13009611646299998
ACH-000039,0.124702054162
ACH-000040,0.115389568387
ACH-000041,0.023025707546599997
ACH-000042,-0.0626052585651
ACH-000045,-0.0514599752157
ACH-000047,0.0128545661084
ACH-000052,-0.0680191365491
ACH-000053,-0.0224997112462
ACH-000054,0.047148536215900004
ACH-000055,0.057373572953500006
ACH-000060,-0.112758282638
ACH-000067,-0.228630849426
ACH-000070,-0.12065855818900001
ACH-000075,-0.026980217543
ACH-000078,-0.0577717567571
ACH-000082,-0.0102173582774
ACH-000085,0.193762226853
ACH-000086,0.150103372139
ACH-000087,0.09416279098580001
ACH-000092,0.174757847025
ACH-000095,0.024230089247400003
ACH-000097,0.039001632617500004
ACH-000098,-0.0910841264923
ACH-000099,0.000442704284664
ACH-000108,-0.148863905837
ACH-000113,0.0228815802232
ACH-000115,0.189330611243
ACH-000116,0.044981989059
ACH-000118,-0.0462896733185
ACH-000120,-0.07181866083289999
ACH-000123,-0.111990745764
ACH-000127,-0.04170415129109999
ACH-000128,-0.101330302326
ACH-000132,-0.10554153202199999
ACH-000133,0.12666031926899998
ACH-000137,-0.07800407965060001
ACH-000138,0.0049971120421800005
ACH-000142,-0.058553052410699996
ACH-000143,-0.34984408059699995
ACH-000146,-0.06887840661780001
ACH-000148,-0.0290343391803
ACH-000150,0.0810580548087
ACH-000152,-0.11539283583900001
ACH-000153,0.017087002132899997
ACH-000159,-0.12654588812200002
ACH-000160,-0.06358846507469999
ACH-000163,-0.00886460702397
ACH-000167,0.13240742289899998
ACH-000168,-0.25813024945
ACH-000169,-0.0028907492185700004
ACH-000178,-0.058654997890400004
ACH-000182,0.007911236214600001
ACH-000183,-0.0500299021174
ACH-000188,-0.000183204637497
ACH-000189,0.261788149609
ACH-000190,-0.208272202324
ACH-000198,0.12496718249000002
ACH-000204,-0.00689032748702
ACH-000206,0.117022797997
ACH-000207,0.0015177075408699997
ACH-000211,0.0674011429346
ACH-000215,-0.12621630890799998
ACH-000221,-0.169669583888
ACH-000222,0.183397925861
ACH-000223,-0.012247798947
ACH-000226,-0.0589783562701
ACH-000227,-0.0330850259311
ACH-000228,0.0897676727881
ACH-000231,0.00244551558248
ACH-000232,-0.0824272782676
ACH-000233,0.161377064357
ACH-000234,0.00355861717741
ACH-000235,-0.020595334993
ACH-000237,0.100149518991
ACH-000238,-0.043051798837800005
ACH-000243,0.056863147411500004
ACH-000244,0.0382206341151
ACH-000246,-0.17012833983800002
ACH-000248,-0.0755771489605
ACH-000250,-0.101027618135
ACH-000251,-0.012383123117799998
ACH-000253,0.0962177118804
ACH-000255,-0.0157170543976
ACH-000256,0.167523162009
ACH-000257,0.09446134590579999
ACH-000258,-0.07886920118310001
ACH-000259,-0.167501739801
ACH-000260,-0.0656785182128
ACH-000261,-0.0939167922078
ACH-000262,-0.218879020395
ACH-000263,0.347921527518
ACH-000264,-0.19873978816500001
ACH-000265,0.0893173736366
ACH-000266,-0.0326079525388
ACH-000272,-0.0565313628048
ACH-000273,0.263167656836
ACH-000274,-0.037161309200499995
ACH-000277,0.00441343801653
ACH-000278,-0.0332050149487
ACH-000279,-0.0329263799541
ACH-000280,0.103724186314
ACH-000281,-0.18119897959000003
ACH-000288,-0.13627273260199999
ACH-000291,0.0466883148172
ACH-000293,0.0398009317904
ACH-000294,-0.23610279489500002
ACH-000295,-0.14236008847999998
ACH-000296,-0.258707634498
ACH-000302,-0.0833441425379
ACH-000304,0.14536177646
ACH-000307,-0.0732517855249
ACH-000308,-0.08244208120680001
ACH-000310,-0.0786065438989
ACH-000311,0.11800586365900001
ACH-000312,0.0855973825633
ACH-000315,-0.38218760663199997
ACH-000316,-0.0215025076417
ACH-000317,0.0416508777979
ACH-000318,0.0663584929877
ACH-000319,0.200927844232
ACH-000320,0.044259974867699996
ACH-000322,0.072159516553
ACH-000323,0.0607560754755
ACH-000324,0.0631848148496
ACH-000329,-0.148855706043
ACH-000330,0.0297360112237
ACH-000331,-0.049110886357800004
ACH-000332,0.07944333512019999
ACH-000334,-0.179663960543
ACH-000335,-0.00965241271848
ACH-000336,-0.1424822038
ACH-000337,-0.229037962214
ACH-000339,-0.0879182706797
ACH-000341,-0.0893514817219
ACH-000348,0.0709425958642
ACH-000350,0.14284927279999998
ACH-000352,0.0328424055111
ACH-000356,-0.142594963472
ACH-000361,-0.08981744270030001
