,SSR2 (6746)
ACH-000004,-0.115000100572
ACH-000007,-0.6031951008850001
ACH-000009,-0.610081718936
ACH-000011,-0.334276136165
ACH-000012,-0.0699787634637
ACH-000013,-0.0616197344444
ACH-000014,-0.314825462924
ACH-000015,-0.489888623196
ACH-000017,-0.315458573123
ACH-000018,-0.343731761711
ACH-000019,-0.0850511334264
ACH-000021,-0.214529335833
ACH-000022,-0.167201017807
ACH-000025,-0.453093521429
ACH-000028,-0.10547952091900001
ACH-000030,-0.29507471589699996
ACH-000035,-0.346127950258
ACH-000036,-0.110813278395
ACH-000037,0.17177434853
ACH-000039,-0.224262056267
ACH-000040,-0.0963400612018
ACH-000041,-0.0312081810531
ACH-000042,-0.420258761773
ACH-000045,-0.0192319305594
ACH-000047,-0.372497535599
ACH-000052,-0.275646040394
ACH-000053,0.234504037657
ACH-000054,-0.015988415766399998
ACH-000055,-0.10020224382000001
ACH-000060,-0.265978897486
ACH-000067,-0.0470592008304
ACH-000070,-0.112149991652
ACH-000075,-0.41730286234700004
ACH-000078,-0.37620451171499997
ACH-000082,-0.24803113340500002
ACH-000085,-0.308930336631
ACH-000086,-0.416106377368
ACH-000087,-0.0378328763902
ACH-000092,-0.402409574991
ACH-000095,-0.16386443268
ACH-000097,-0.295386536265
ACH-000098,-0.148735727885
ACH-000099,-0.22680268661999997
ACH-000108,-0.502206232729
ACH-000113,-0.34670423475699996
ACH-000115,-0.164715590015
ACH-000116,-0.161018598883
ACH-000118,-0.33094044597800004
ACH-000120,-0.190247160425
ACH-000123,-0.709971939639
ACH-000127,-0.09321919004769999
ACH-000128,-0.08801829321450001
ACH-000132,-0.059079671564
ACH-000133,-0.18833691273400002
ACH-000137,0.0389626460387
ACH-000138,-0.270274671648
ACH-000142,-0.575462692558
ACH-000143,-0.06621353669980001
ACH-000146,-0.04261470012350001
ACH-000148,-0.115136300773
ACH-000150,-0.252590801072
ACH-000152,-0.122150498268
ACH-000153,-0.583729019455
ACH-000159,-0.056999254521699995
ACH-000160,-0.28833915493900003
ACH-000163,-0.102764490319
ACH-000167,-0.40666957260799996
ACH-000168,0.0845428881933
ACH-000169,-0.22389791741700002
ACH-000178,-0.245739815203
