,GABPA (2551)
ACH-000318,-0.669926171327
ACH-000319,-0.48958119607199996
ACH-000320,-0.35826371090099995
ACH-000322,-0.628950737135
ACH-000323,-0.458088212737
ACH-000324,-0.766868434706
ACH-000329,-0.260176958153
ACH-000330,-0.438802320421
ACH-000331,-0.591858847853
ACH-000332,-0.62117409005
ACH-000334,-0.5254401380170001
ACH-000335,-0.571378033169
ACH-000336,-0.646139973928
ACH-000337,-0.546014858249
ACH-000339,-0.6154428804609999
ACH-000341,-0.7598728536139999
ACH-000348,-0.490516185379
ACH-000350,-0.318422495706
ACH-000352,-0.600225305828
ACH-000356,-0.739632963811
ACH-000361,-0.420163469088
ACH-000362,-0.26010355266199997
ACH-000363,-0.955591986303
ACH-000364,-0.630622890119
ACH-000365,-0.601749861602
ACH-000366,-0.64630953775
ACH-000368,-0.6600873980690001
ACH-000374,-0.240088421149
ACH-000375,-0.48576509945699997
ACH-000376,-0.523147883135
ACH-000381,-0.662653073794
ACH-000383,-0.5824640454460001
ACH-000387,-0.7868702000900001
ACH-000389,-0.41660053332900004
ACH-000390,-1.14278521882
ACH-000393,-0.44201523858
ACH-000395,-0.47920009319
ACH-000397,-0.638492051495
ACH-000401,-0.438710469172
ACH-000402,-0.331605816664
ACH-000403,-0.58792101114
ACH-000404,-0.34081422486900004
ACH-000406,-0.39900519965000003
ACH-000407,-0.690959399841
ACH-000408,-0.325112641952
ACH-000410,-0.35559047209899997
ACH-000411,-0.6131083579209999
ACH-000414,-0.614707045898
ACH-000415,-0.649643327707
ACH-000416,-0.724531132536
ACH-000420,-0.519273030743
ACH-000421,-0.544030190841
ACH-000424,-0.399452516749
ACH-000425,-0.574302314809
ACH-000426,-0.613541739171
ACH-000427,-0.6447926661460001
ACH-000433,-0.648782502884
ACH-000436,-0.47425281917499995
ACH-000444,-0.765714862332
ACH-000445,-0.5105623831830001
ACH-000448,-0.677472106857
ACH-000450,-0.4315568658899999
ACH-000452,-0.579100772446
ACH-000454,-0.405028307635
ACH-000458,-0.660794245039
ACH-000459,-0.04917192012569999
ACH-000460,-0.677920754158
ACH-000461,-0.302495623427
ACH-000463,-0.757766388372
ACH-000464,-0.808114385505
ACH-000466,-0.586610611857
ACH-000467,-0.6068770190789999
ACH-000468,-0.467618515589
ACH-000469,-0.0666548676702
ACH-000470,-0.376698934336
ACH-000471,-0.6461965726969999
ACH-000472,-0.515200795863
ACH-000473,-0.118511277182
ACH-000475,-0.634268472592
ACH-000476,-0.629817653637
ACH-000477,-0.724320068318
ACH-000480,-0.970662014542
ACH-000481,-0.5561142654119999
ACH-000483,-0.485669157673
ACH-000484,-0.9670453336020001
ACH-000485,-0.668244543258
ACH-000486,-0.836014954904
ACH-000487,-0.635349676122
ACH-000488,-0.6698485138270001
ACH-000490,-0.646158828106
ACH-000491,-0.328788812053
ACH-000495,-0.542837945438
ACH-000496,-0.701110368466
ACH-000499,-0.247113315386
ACH-000500,-0.541013504144
ACH-000502,-0.5999119230709999
ACH-000503,-0.9107562711799999
ACH-000505,-0.42910975011999997
ACH-000507,-0.604361999079
ACH-000510,-0.634492286287
ACH-000511,-0.494202794346
ACH-000512,-0.689835872853
ACH-000516,-0.261147629742
ACH-000517,-0.219878562065
ACH-000518,-0.38042600101400004
ACH-000520,-0.765232426174
ACH-000521,-0.819388593888
ACH-000522,-0.45398258711
ACH-000524,-0.804234178144
ACH-000527,-0.519153593236
ACH-000528,-0.682978858464
ACH-000537,-0.302954660802
ACH-000541,-0.7617129147409999
ACH-000542,-0.64475249018
ACH-000544,-0.5785778960419999
ACH-000545,-0.976717491088
ACH-000547,-0.935895282765
ACH-000548,-1.02923812199
ACH-000549,-0.853352560906
ACH-000550,-0.652197251438
ACH-000552,-0.638188627864
ACH-000556,-0.157326690212
ACH-000557,-0.49110055670100006
ACH-000570,-0.37278337747199997
ACH-000571,-0.16171270942500002
ACH-000573,-0.511299223365
ACH-000576,-0.5373390458039999
ACH-000580,-0.982784819884
ACH-000584,-0.43346483914300005
ACH-000585,-0.704680823397
ACH-000588,-0.551715322555
ACH-000589,-0.69156380567
ACH-000591,-0.6398763577650001
ACH-000593,-0.7235306597229999
ACH-000600,-0.6758434371080001
ACH-000601,-0.5774245673349999
ACH-000604,-0.280414140703
ACH-000605,-0.604514971865
ACH-000606,-0.694897766649
ACH-000608,-0.455029342068
ACH-000614,-0.337658970086
ACH-000616,-0.773316296823
ACH-000618,-0.65806104075
ACH-000619,-0.49101237338799997
ACH-000620,-0.619053173626
ACH-000621,-0.355409749672
ACH-000622,-0.704520964603
ACH-000623,-0.265753621715
ACH-000624,-0.712673208019
ACH-000627,-0.519127085572
ACH-000630,-0.440557632021
ACH-000632,-0.6161505570970001
ACH-000633,-0.853757881743
ACH-000637,-0.346454328261
ACH-000638,-0.446910242535
ACH-000646,-0.5027405247110001
ACH-000647,-0.674963969181
ACH-000648,-0.5556455063260001
ACH-000649,-0.49745926698
ACH-000651,-0.484056879544
ACH-000652,-0.41746439821500003
ACH-000653,-0.428493887943
ACH-000657,-0.6230809972829999
ACH-000658,-0.685326282166
ACH-000661,-0.454576133323
ACH-000662,-0.542637546909
ACH-000663,-0.5128229477740001
ACH-000665,-0.656765667272
ACH-000671,-0.468403192008
ACH-000673,-0.828496660167
ACH-000676,-0.49333751638400003
ACH-000677,-0.873985854458
ACH-000681,-0.7044147075660001
ACH-000682,-0.6090876596589999
ACH-000683,-0.565795361175
ACH-000684,-0.801329595201
ACH-000688,-0.7372714369140001
ACH-000693,-0.5125557146999999
ACH-000694,-0.672301503441
ACH-000695,-0.538232331708
ACH-000696,-0.611677140585
ACH-000697,-0.644690225516
ACH-000699,-0.49464453358099997
ACH-000701,-1.1202876583499999
ACH-000706,-0.55091098763
ACH-000711,-0.463279160007
ACH-000713,-0.683983780094
ACH-000714,-0.333137929321
ACH-000718,-0.5193405096589999
ACH-000720,-0.4969000685
ACH-000721,-0.517465600593
ACH-000724,-0.69079511506
ACH-000725,-1.0963064593
ACH-000732,-0.41230981618600004
ACH-000734,-0.466560346865
ACH-000735,-0.714385271013
ACH-000736,-0.5593241822330001
ACH-000738,-0.380682599581
ACH-000746,-0.400736680084
ACH-000747,-0.560154028166
ACH-000748,-0.566575708137
ACH-000753,-0.515630192994
ACH-000756,-0.867828677682
ACH-000757,-0.421432633364
ACH-000758,-0.5569805578270001
ACH-000760,-0.48157145839500004
ACH-000763,-0.590768997189
ACH-000764,-0.311920390499
ACH-000765,-0.349227317919
ACH-000766,-0.656501344935
ACH-000767,-0.8900088371700001
ACH-000768,-0.57674519633
ACH-000769,-0.502597295646
ACH-000770,-0.223201501459
ACH-000771,-0.7443588431820001
ACH-000773,-0.757359632481
ACH-000776,-0.5998529166300001
ACH-000777,-0.653700557064
ACH-000778,-0.590276299808
ACH-000781,-0.33914692279799996
ACH-000782,-0.277886083597
ACH-000783,-0.422793094944
ACH-000784,-0.468150151535
ACH-000785,-0.613298048964
ACH-000787,-0.44606653960799997
ACH-000788,-0.561919837423
ACH-000791,-0.574389763511
ACH-000792,-0.6905053177330001
ACH-000794,-0.643030304357
ACH-000796,-0.563429087211
ACH-000799,-0.534365424521
ACH-000800,-0.516163159018
ACH-000802,-0.500501471642
ACH-000804,-0.6056356295759999
ACH-000805,-0.585766063503
ACH-000809,-0.6272323186159999
ACH-000810,-0.0904565788022
ACH-000811,-0.5746879593590001
ACH-000817,-0.383962787598
ACH-000819,-0.558567351071
ACH-000820,-0.243494432218
ACH-000821,-0.462660493362
ACH-000822,-0.517411251646
ACH-000823,-0.71325843441
ACH-000824,-0.627431511177
ACH-000827,-0.7830882130419999
ACH-000829,-0.468501046744
ACH-000831,-0.29191565602499997
ACH-000832,-0.58999273446
ACH-000833,-0.344398809281
ACH-000834,-0.156280508569
ACH-000835,-0.35078126700400003
ACH-000836,-0.431593216668
ACH-000837,-0.716862970254
ACH-000838,-0.682839727191
ACH-000839,-0.478613144137
ACH-000840,-0.549420582513
ACH-000841,-0.516424147508
ACH-000843,-0.681425987792
ACH-000846,-0.471509383112
ACH-000847,-0.521596906006
ACH-000848,-0.739755316633
ACH-000849,-0.366215822957
ACH-000851,-0.574083581468
ACH-000855,-0.523165412932
ACH-000856,-0.483375338285
ACH-000858,-0.354222045569
ACH-000859,-0.53887978538
ACH-000861,-0.625127237027
ACH-000862,-0.44887135372599996
ACH-000865,-0.574007766527
ACH-000866,-0.461146747064
ACH-000867,-0.565617973365
ACH-000869,-0.812759179448
ACH-000872,-0.332154990098
ACH-000873,-0.562453023828
ACH-000876,-0.421039427965
ACH-000878,-0.663627644216
ACH-000880,-0.775524457107
ACH-000881,-0.670105575899
ACH-000882,-0.809304881012
ACH-000884,-0.297199358579
ACH-000885,-0.573067960293
ACH-000887,-0.684402935096
ACH-000888,-0.539492552993
ACH-000889,-0.5027885658619999
ACH-000890,-0.45799447475599997
ACH-000896,-0.437548198828
ACH-000898,-0.614459977397
ACH-000900,-0.5778492961630001
ACH-000901,-0.7236312265639999
ACH-000905,-0.673245518236
ACH-000906,-0.7106780887530001
ACH-000907,-0.8803197663879999
ACH-000910,-0.397955487269
ACH-000911,-0.6114665705610001
ACH-000912,-0.582998019767
ACH-000913,-0.276174357343
ACH-000915,-0.262832330139
ACH-000916,-1.06608501763
ACH-000917,-0.7357228277269999
ACH-000921,-0.632314938305
ACH-000924,-0.49319701657399995
ACH-000926,-0.425879847489
ACH-000928,-0.456947560923
ACH-000929,-0.539067816548
ACH-000932,-0.57042359417
ACH-000935,-0.7126344648399999
ACH-000936,-0.319386021813
ACH-000937,-0.588572950831
ACH-000938,-0.757446760554
ACH-000939,-0.664478721424
ACH-000941,-0.544039377216
ACH-000943,-0.464013282183
ACH-000946,-0.429971376938
ACH-000947,-0.276612838276
ACH-000948,-0.531755079305
ACH-000950,-0.6835481242929999
ACH-000953,-0.21273150689
ACH-000957,-0.582727838992
ACH-000958,-0.430478725013
ACH-000960,-0.659101359556
ACH-000963,-0.647042696904
ACH-000968,-0.728871941607
ACH-000969,-0.703564352642
ACH-000973,-0.572114554919
ACH-000974,-0.411191383476
ACH-000975,-0.33884671242700004
ACH-000976,-0.441938117708
ACH-000978,-0.555845436848
ACH-000980,-0.678731630567
ACH-000984,-0.45634316781400003
ACH-000986,-0.725446626398
ACH-000988,-0.35211946136600003
ACH-000993,-0.570499025413
ACH-000994,-0.5380382113759999
ACH-000996,-0.5276455589010001
ACH-001001,-0.506873531924
ACH-001020,-0.615871386383
ACH-001028,-0.22984091129099998
ACH-001031,-0.509213144937
ACH-001038,-0.260849308296
ACH-001048,-0.6699616949
ACH-001050,-0.651653363942
ACH-001053,-0.389872655747
ACH-001054,-0.441408179897
ACH-001061,-0.606298232561
ACH-001067,-0.644620433781
ACH-001075,-0.58273254363
ACH-001096,-0.649699747231
ACH-001128,-0.7247164755169999
ACH-001134,-0.511912616401
ACH-001151,-0.641145194479
ACH-001163,-0.8237677886300001
ACH-001164,-0.850916250298
ACH-001173,-0.484366613309
ACH-001183,-0.425688692167
ACH-001184,-0.699048464515
ACH-001190,-0.416240848539
ACH-001192,-0.682916320951
ACH-001193,-0.9038618893379999
ACH-001196,-0.345303312889
ACH-001197,-0.60944764077
ACH-001205,-0.307857138529
ACH-001211,-0.5837565076160001
ACH-001212,-0.628716316824
ACH-001228,-0.564071171636
ACH-001232,-0.498916676034
ACH-001239,-0.548555218299
ACH-001274,-0.643148854892
ACH-001275,-0.575653057846
ACH-001277,-0.48660866788
ACH-001278,-0.408894583925
ACH-001280,-0.64631874818
ACH-001283,-0.46770632359700004
ACH-001289,-0.6465219085230001
ACH-001295,-0.8149212693529999
ACH-001300,-0.44386750749399995
ACH-001301,-0.7224494223129999
ACH-001302,-0.633519813697
ACH-001303,-0.9186527429189999
ACH-001306,-0.334849591517
ACH-001318,-0.294210182641
ACH-001322,-0.806124391823
ACH-001328,-0.676454877363
ACH-001332,-0.7065933645010001
ACH-001333,-0.634341639136
ACH-001336,-0.452794288852
ACH-001340,-0.8832585692630001
ACH-001346,-0.44835833911600004
ACH-001353,-0.8336009185809999
ACH-001354,-0.437847714198
ACH-001367,-0.573935573837
ACH-001368,-0.609073621555
ACH-001374,-0.565894706709
ACH-001375,-0.5576387699600001
ACH-001377,-0.7116598398
ACH-001380,-0.603890175188
ACH-001391,-0.8326036193240001
ACH-001407,-0.11826775741800001
ACH-001408,-0.517401326712
ACH-001413,-0.979167162457
ACH-001430,-0.5436103039810001
ACH-001431,-0.567991263129
ACH-001450,-0.6787495460840001
ACH-001496,-0.844804779432
ACH-001500,-0.287129505829
ACH-001521,-0.196186260302
ACH-001523,-0.605492039226
ACH-001532,-0.530534391793
ACH-001536,-0.574934958907
ACH-001550,-0.602996887938
ACH-001552,-0.38523095630599996
ACH-001554,-0.579590745404
ACH-001645,-0.82089495546
ACH-001654,-0.328214704648
ACH-001715,-0.45393062551700003
ACH-001735,-0.348888475413
ACH-001736,-0.45081890807400005
ACH-001737,-0.686344708934
ACH-001740,-0.5527954922339999
ACH-001745,-0.603573094285
ACH-001750,-0.117355576568
ACH-001765,-0.581236507089
ACH-001956,-0.48810916435900004
ACH-001957,-0.396284439873
